,ID,Aadress,Kuupaev,Seisukord,Tube,Magamistube,Üldpind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Lisaväärtused,Hind,Suve kommunaalid,Talve kommunaalid,Tagatisraha,Selle objekti kuumakse Luminoris,Tee kodu korda Luminori abil!,Materjal,Ehitusaasta,Lisaruumid,Küte,Sanitaar,Pliit,Side,Vannitube,Hind / m²,Katastritunnus,Energiamärgis,Parkimine,Katus,Ventilatsioon,Köögi pind,Rõdu,Rõdu pind,Kinnistu number,tasuline parkimine,tasuta parkimine,Lift,Lisanduvad kommunaalkulud,Parkimiskohti,Krunt,Lisainfo,Saadaval,Piirangud,maakond
109,5833272,"Lõpe,Lõpe küla, Lääneranna vald, Pärnu maakond",2022-10-23,vajab renoveerimist,2,1,52.1 m²,2,3,korteriomand,,,4500.0,,,,"14 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist","paneelmaja,kivimaja",1980,kelder,elektriküte,,,,1,,33402:001:0180,energiamärgis määramata,tasuta parkimine,,,,rõdu,,,,,,,,,,,,parnu
110,3411176,"Mai tn 35 71-17, Mai,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,2,1,40 m²,2,3,korteriomand,,,123000.0,,,,"386 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2022,,keskküte,,,,,3 075 €/m²,62513:178:0020,B,,,,,,,2242305,,,,,,,,,,parnu
111,2526297,"Papiniidu tn 31, Mai,Pärnu linn, Pärnu maakond",2022-10-23,"valmis,renoveeritud",2,1,52.1 m²,4,5,korteriomand,"trepikoda lukus,turvauks",mööbli võimalus,110000.0,,,,"346 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist","kivimaja,paneelmaja",1986,kelder,"elektriküte,põrandaküte","wc ja vannituba eraldi,tsentraalne kanalisatsioon,dušš",,"internet,digi-TV",1,,62513:174:8250,B,tasuta parkimine,,,,kinnine rõdu,,,,,,,,,,,,parnu
112,8626265,"Kooli tn 67,Pärnu linn, Pärnu maakond",2022-10-23,valmis,1,,35.7 m²,4,8,korteriomand,trepikoda lukus,mööbli võimalus,105000.0,,,,"330 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",paneelmaja,2005,panipaik,,,,,,2 941.18 €/m²,,energiamärgis määramata,,,,,,,0,,jah,jah,,,,,,,parnu
113,3757439,"Vee tn 2, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,renoveeritud,2,1,51.4 m²,1,5,korteriomand,trepikoda lukus,,168000.0,,,,"528 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",paneelmaja,1970,panipaik,keskküte,"vann,dušš,boiler",,internet,,3 268.48 €/m²,62510:127:3880,,,,,,,,0,,,,,,,,,,parnu
114,3221422,"Mai tn 34, Mai,Pärnu linn, Pärnu maakond",2022-10-23,valmis,3,2,66 m²,5,5,korteriomand,"turvauks,trepikoda lukus",mööbli võimalus,99500.0,,,,"313 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist","betoonmaja,kivimaja",1985,kelder,keskküte,"pesumasin,wc ja vannituba eraldi,dušš",elektripliit,"internet,digi-TV,telefon",1,,62513:175:0430,energiamärgis määramata,tasuta parkimine,,,,rõdu,,,,,,,,,,,,parnu
115,5159573,"Suur-Jõe tn 30/2, Kalamehe, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,,3,,66.1 m²,1,1,kinnistu,,,104000.0,,,,"327 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",puitmaja,1880,,,"dušš,boiler",,,,1 573.37 €/m²,62511:146:0016,energiamärgis määramata,,,,,,,,,,,,,,,,,parnu
116,3350352,"Mai tn 28, Mai,Pärnu linn, Pärnu maakond",2022-10-23,,3,2,65.5 m²,5,5,korteriomand,trepikoda lukus,,107000.0,,,,"336 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",paneelmaja,,kelder,keskküte,"dušš,wc ja vannituba eraldi",,,1,1 633.59 €/m²,62513:175:7680,D,,,,,,,,,jah,,,,,,,,parnu
117,2549465,"Tallinna mnt 3, Ülejõe,Pärnu linn, Pärnu maakond",2022-10-23,vajab renoveerimist,2,1,37 m²,1,4,korteriomand,trepikoda lukus,külmik,103000.0,,,,"324 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,1962,,"keskküte,põrandaküte","boiler,pesumasin",elektripliit,internet,,2 783.78 €/m²,62507:048:8160,,,,,,,,,,,,,,,,,,parnu
118,6314090,"Tallinna mnt 87a, Ülejõe,Pärnu linn, Pärnu maakond",2022-10-23,renoveeritud,3,2,69.1 m²,2,3,korteriomand,trepikoda lukus,,125000.0,,,,"393 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",paneelmaja,1985,panipaik,keskküte,"boiler,dušš",elektripliit,"internet,kaabel-TV",,1 808.97 €/m²,,D,,,,,rõdu,,0,,jah,,,,,,,,parnu
119,1637742,"Hospidali tn 20, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,valmis,3,2,77.8 m²,4,4,korteriomand,"turvauks,trepikoda lukus","mööbel,külmik",170000.0,,,,"534 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,1969,,"õhksoojuspump,kamin","pesumasin,dušš,vann,boiler",,"internet,kaabel-TV",,2 185.09 €/m²,62510:096:9590,,,,,,rõdu,,0,,,,,,,,,,parnu
120,3050529,"Seltsimaja tee 1,Tali küla, Saarde vald, Pärnu maakond",2022-10-23,valmis,4,3,78.4 m²,3,3,korteriomand,naabrivalve,mööbli võimalus,21500.0,,,,"68 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist","paneelmaja,kivimaja",1982,"kelder,panipaik","tahkekütus,autonoomne küte,keskküte","tsentraalne kanalisatsioon,wc ja vannituba eraldi,vann",elektripliit,"digi-TV,telefon,internet",1,,78201:003:0174,energiamärgis määramata,"kindel parkimiskoht kinnistul,tasuta parkimine",eterniit,,,rõdu,5.00,,,,,,,,,,,parnu
121,5443351,"Seltsimaja tee 1,Tali küla, Saarde vald, Pärnu maakond",2022-10-23,valmis,4,3,78.4 m²,3,3,korteriomand,naabrivalve,mööbli võimalus,21500.0,,,,"68 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist","paneelmaja,kivimaja",1982,"kelder,panipaik","autonoomne küte,tahkekütus,keskküte","vann,wc ja vannituba eraldi,tsentraalne kanalisatsioon",elektripliit,"internet,digi-TV,telefon",1,,78201:003:0174,energiamärgis määramata,"tasuta parkimine,kindel parkimiskoht kinnistul",eterniit,,,rõdu,5.00,,,,,,,,,,,parnu
122,2677776,"Esplanaadi tn 19-4, Rannarajoon,Pärnu linn, Pärnu maakond",2022-10-23,renoveeritud,6,4,136.3 m²,2,2,korteriomand,,,315000.0,,,,"990 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",puitmaja,1932,panipaik,,,,,2,2 311.08 €/m²,62510:120:1440,energiamärgis määramata,,,,,rõdu,,,,,,,,,,,,parnu
123,3284311,"Suur Kuke 7, Eeslinn,Pärnu linn, Pärnu maakond",2022-10-23,renoveeritud,2,1,48.8 m²,1,3,korteriomand,,,124900.0,,,,"392 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,1999,,,,,,1,2 559.43 €/m²,,energiamärgis määramata,,,,0.00,,,,,,,,,,,,,parnu
124,6654521,"Kase tee 6,Selja küla, Tori vald, Pärnu maakond",2022-10-23,,3,,67.8 m²,1,2,korteriomand,,,9000.0,,,,"28 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,1979,,keskküte,,,,,132.74 €/m²,80801:001:0016,,,plekk,,,,,3015106,jah,,,,,6040 m²,,,,parnu
125,3496774,"Liiva tn 2c, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,valmis,1,1,36.4 m²,3,4,korteriomand,"turvauks,trepikoda lukus","mööbel,külmik",114900.0,50.00,90.00,,"361 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2008,,keskküte,"dušš,vann,pesumasin",elektripliit,,,3 156.59 €/m²,62511:162:0005,energiamärgis määramata,,,,,,,,,,,,,,,,,parnu
126,8693604,"Rohu tn 107, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,vajab renoveerimist,2,1,48.2 m²,1,5,korteriomand,,,79000.0,,,,"248 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",paneelmaja,1973,panipaik,,,elektripliit,,1,1 639 €/m²,62506:055:3110,E,,,,,,,,,,,,,,,,,parnu
127,6165773,"Mai tn 51, Mai,Pärnu linn, Pärnu maakond",2022-10-23,valmis,2,1,49.2 m²,5,5,korteriomand,trepikoda lukus,külmik,85000.0,,,,"267 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",paneelmaja,1977,kelder,keskküte,"vann,pesumasin,wc ja vannituba eraldi",,,1,1 727.64 €/m²,62513:174:7530,E,,,,,kinnine rõdu,,,,jah,,,,,,,,parnu
128,6046260,"Kooli tn 3B, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,valmis,3,2,64.1 m²,2,2,,,mööbli võimalus,109000.0,,,,"342 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",puitmaja,1938,kelder,"kamin,ahjuküte","dušš,boiler",puupliit,,1,1 700.47 €/m²,62511:077:3830,energiamärgis määramata,,,,,,,,,,,,,,,,,parnu
129,5284156,"Mai tn 35 71-9, Mai,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,3,2,48.7 m²,2,3,korteriomand,,,145000.0,,,,"456 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2022,,,,,,,2 977.41 €/m²,62513:178:0020,B,,,,,,,2242305,,,,,,,,,,parnu
130,1557354,"Mai tn 35 71-24, Mai,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,2,1,40 m²,3,3,korteriomand,,,123000.0,,,,"386 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2022,,,,,,,3 075 €/m²,62513:178:0020,B,,,,,,,2242305,,,,,,,,,,parnu
131,8137041,"Mai tn 35 71-31, Mai,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,2,1,39.9 m²,2,3,korteriomand,,,123000.0,,,,"386 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2022,,,,,,,3 082.71 €/m²,62513:178:0020,B,,,,,,,2242305,,,,,,,,,,parnu
132,5518046,"Mai tn 35 71-3, Mai,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,3,2,53.9 m²,1,3,korteriomand,,,152000.0,,,,"478 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2022,,,,,,,2 820.04 €/m²,62513:178:0020,B,,,,,,,2242305,,,,,,,,,,parnu
133,2498852,"laeva 8, Ülejõe,Pärnu linn, Pärnu maakond",2022-10-23,,3,2,67.8 m²,3,3,korteriomand,trepikoda lukus,,99900.0,,,,"314 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,1990,,elektriküte,wc ja vannituba eraldi,,,,1 473.45 €/m²,62502:076:7800,energiamärgis määramata,,,,,rõdu,0.00,,,,,,,,,,,parnu
134,1858785,"Hariduse 13-56, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,,1,,33.6 m²,4,5,korteriomand,trepikoda lukus,,56990.0,,,,"179 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,1989,,keskküte,dušš,,,,1 696.13 €/m²,62507:023:8100,energiamärgis määramata,,,,,,,,,,,,,,,,,parnu
135,4179180,"Metsa 14, Mai,Pärnu linn, Pärnu maakond",2022-10-23,,4,3,77.5 m²,3,5,korteriomand,"turvauks,trepikoda lukus",,129000.0,,,,"405 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,1989,,keskküte,,,,,1 664.52 €/m²,62513:171:8820,energiamärgis määramata,,,,,rõdu,0.00,,,,,,,,,,,parnu
136,8149564,"Pikk tn 22, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,renoveeritud,3,2,63.3 m²,1,2,korteriomand,,,165000.0,,,,"518 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",puitmaja,1900,,"kamin,põrandaküte","dušš,vann,boiler",,internet,,2 606.64 €/m²,62510:089:0100,,,,,,,,,,,,,,,,,,parnu
137,1739864,"Suur-Posti tn 4, Eeslinn,Pärnu linn, Pärnu maakond",2022-10-23,vajab kapitaalremonti,2,,30.6 m²,1,1,korteriomand,trepikoda lukus,,63000.0,62.00,62.00,,"198 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",palkmaja,,,tahkekütus,"dušš,boiler",,"kaabel-TV,internet",,2 058.82 €/m²,62511:073:8190,energiamärgis määramata,,,,,,,,,,,,,,,,,parnu
138,4278452,"Tööstuse tee 2,Audru alevik, Pärnu linn, Pärnu maakond",2022-10-23,,3,2,99 m²,,1,,trepikoda lukus,külmik,119000.0,,,,"374 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,1973,,põrandaküte,"dušš,saun,pesumasin",elektripliit,internet,,1 202.02 €/m²,15904:003:0962,,,,,,,,2738406,,,,,,,,,,parnu
139,7314809,"Aisa tn 13a, Rannarajoon,Pärnu linn, Pärnu maakond",2022-10-23,valmis,2,1,42.2 m²,,2,korteriomand,trepikoda lukus,"mööbel,külmik",139700.0,,,,"439 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2006,,"kamin,õhksoojuspump","dušš,boiler",,internet,,3 310.43 €/m²,62512:026:0006,,,,,,,,2335505,,,,,,,,,,parnu
140,3005648,"J. V. Jannseni tn 25, Ülejõe,Pärnu linn, Pärnu maakond",2022-10-23,,,,86.1 m²,,5,,,,44500.0,,,,"140 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,1975,kelder,,,,,,516.84 €/m²,62502:012:0540,,,,,,,,,,,,,,,,,,parnu
141,3041176,"Aisa tn, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,valmis,2,1,42.2 m²,1,2,korteriomand,trepikoda lukus,"mööbel,külmik",139700.0,,,,"439 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2006,,"kamin,õhksoojuspump","dušš,boiler",,internet,,3 310.43 €/m²,62512:026:0006,,,,,,,,2335505,,,,,,,,,,parnu
142,1687156,"Jalaka tn 10, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,valmis,5,,134.3 m²,,4,korteriomand,trepikoda lukus,külmik,227700.0,200.00,300.00,,"715 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,,,"keskküte,põrandaküte","dušš,saun,pesumasin",,"telefon,internet",,1 695.46 €/m²,62511:086:8641,,,,,,,,2692405,,,,,,,,,,parnu
143,1811727,"Uus tn 41-3,Pärnu-Jaagupi alev, Põhja-Pärnumaa vald, Pärnu maakond",2022-10-23,renoveeritud,2,1,43.1 m²,2,2,korteriomand,trepikoda lukus,"mööbel,külmik",47000.0,,,,"148 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",paneelmaja,,,"elektriküte,kamin,õhksoojuspump","dušš,boiler,pesumasin",elektripliit,"kaabel-TV,telefon,internet",,1 090.49 €/m²,62701:003:0188,,,,,,,,2112906,,,,,,,,,,parnu
144,3386060,"A.H.Tammsaare 28, Rannarajoon,Pärnu linn, Pärnu maakond",2022-10-23,vajab kapitaalremonti,2,1,48.5 m²,4,5,korteriomand,,,98000.0,,,,"308 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,1970,,keskküte,"dušš,wc ja vannituba eraldi",,,,2 020.62 €/m²,62512:033:3060,C,,,,,,,0,,jah,,,,,,,,parnu
145,8579797,"Tulika tn 14, Ülejõe,Pärnu linn, Pärnu maakond",2022-10-23,vajab renoveerimist,4,3,78.1 m²,4,5,korteriomand,turvauks,,110000.0,,,,"346 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,1986,kelder,keskküte,"wc ja vannituba eraldi,boiler,vann,tsentraalne kanalisatsioon",elektripliit,"digi-TV,telefon,internet",1,1 408.45 €/m²,62507:078:9310,D,tasuta parkimine,bituumen,,,rõdu,,,,,,,,,,,,parnu
146,7289861,"Pärnu mnt 39,Sindi linn, Pärnu maakond",2022-10-23,,3,,65.8 m²,5,5,korteriomand,trepikoda lukus,,59000.0,,,,"185 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",paneelmaja,1980,kelder,keskküte,tsentraalne kanalisatsioon,,"digi-TV,internet",,896.66 €/m²,,E,tasuta parkimine,,sundventilatsioon,,klaasitud rõdu,1.55,,,,,,,,,,,parnu
147,9083898,"Vesiroosi tn 6/1-3, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,5,3,90.4 m²,3,2,korteriomand,trepikoda lukus,,269000.0,,,,"845 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2022,panipaik,"põrandaküte,keskküte",dušš,,,,2 975.66 €/m²,62511:156:0008,A,kindel parkimiskoht kinnistul,plekk,sundventilatsioon,,rõdu,8.00,,,,,,,,,,,parnu
148,2221281,"Suur-Posti tn 1/3, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,"valmis,uusehitis",2,1,38.9 m²,4,4,korteriomand,trepikoda lukus,mööbel,132000.0,,,,"415 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2018,panipaik,keskküte,"dušš,tsentraalne kanalisatsioon",elektripliit,"internet,digi-TV,telefon",1,,62511:076:0004,B,kindel parkimiskoht kinnistul,plekk,sundventilatsioon,,rõdu,3.60,,,,jah,,,,,,,parnu
149,8890026,"Kooli tn 67,Pärnu linn, Pärnu maakond",2022-10-23,valmis,2,1,,4,8,korteriomand,trepikoda lukus,mööbli võimalus,105000.0,,,,"330 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",paneelmaja,2005,panipaik,,,,,,,,energiamärgis määramata,,,,,,,0,,jah,jah,,,,,,,parnu
150,2678340,"Pärivere tee,Are alevik, Tori vald, Pärnu maakond",2022-10-23,vajab renoveerimist,3,2,72.6 m²,2,2,korteriomand,turvauks,mööbli võimalus,56000.0,,,,"176 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",paneelmaja,1984,"kelder,garderoob","kamin,tahkekütus,õhksoojuspump,autonoomne küte","saun,boiler,pesumasin,dušš,tsentraalne kanalisatsioon",elektripliit,"internet,digi-TV",1,771.35 €/m²,,,tasuta parkimine,,,,,,,,,,,,,,,,parnu
151,3561813,"Tulika tn 14, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,uus viimistlus,4,3,80.1 m²,2,5,korteriomand,,,130000.0,,,,"408 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,1986,panipaik,,,,,1,1 622.97 €/m²,62507:078:9310,D,,,,,rõdu,,,,,,,,,,,,parnu
152,1844605,"Paju tn 5, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,renoveeritud,3,2,63.2 m²,,3,korteriomand,"trepikoda lukus,turvasüsteem",,159000.0,,,,"500 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2006,,keskküte,"saun,dušš,boiler",,,,2 515.82 €/m²,,energiamärgis määramata,,,,,rõdu,,,,jah,,,,,,,,parnu
153,3454325,"Mäe tn 30, Ülejõe,Pärnu linn, Pärnu maakond",2022-10-23,renoveeritud,3,2,50.9 m²,1,2,,,,89000.0,,,,"280 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,,,kamin,"pesumasin,boiler,dušš",elektripliit,,,1 748.53 €/m²,62506:040:3340,energiamärgis määramata,,eterniit,,,,,1661805,,jah,,,,962 m²,,,,parnu
154,7380638,"Tulika tn 14, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,vajab renoveerimist,2,,49.6 m²,4,5,korteriomand,trepikoda lukus,külmik,78000.0,,,,"245 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,1986,panipaik,,"pesumasin,wc ja vannituba eraldi",,,,1 572.58 €/m²,62507:078:9310,D,,,,,rõdu,,,,,,Added_to_price,,5966 m²,http://www.arcovara.ee/318258,,,parnu
155,3080348,"Oja tn 130, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,uus viimistlus,2,1,50.9 m²,3,3,korteriomand,,,134900.0,,,,"424 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2006,panipaik,,,elektripliit,,1,2 650.29 €/m²,,energiamärgis määramata,,,,,,,,,,,,,,,,,parnu
156,4509647,"Suur-Jõekalda tn 4a, Ülejõe,Pärnu linn, Pärnu maakond",2022-10-23,valmis,2,,52.4 m²,3,4,korteriomand,,,149500.0,,,,"470 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,1987,,,,,,,2 853.05 €/m²,,energiamärgis määramata,,,,,,,,,,,Added_to_price,,,http://www.arcovara.ee/319820,,,parnu
157,5289659,"Pärnu mnt 24-10,Lihula linn, Pärnu maakond",2022-10-23,,2,,54.3 m²,2,3,korteriomand,,,12000.0,,,,"38 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",paneelmaja,1988,,,,,,,220.99 €/m²,41201:007:0015,energiamärgis määramata,,eterniit,,,,,1987332,,,,,,2795 m²,,,,parnu
158,3882433,"Kooli tn 63, Rannarajooni piiril, Mai,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,2,1,39.6 m²,2,5,korteriomand,"turvauks,trepikoda lukus",külmik,134500.0,,,,"423 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2020,,keskküte,"dušš,pesumasin",,,1,3 396.46 €/m²,62513:167:0980,C,,,,,rõdu,,,,,jah,,,,,,,parnu
159,6658063,"Mai tn 8, Mai,Pärnu linn, Pärnu maakond",2022-10-23,renoveeritud,3,2,67.3 m²,4,5,,trepikoda lukus,"mööbel,külmik",135000.0,,,,"424 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,,keskküte,pesumasin,elektripliit,,,2 005.94 €/m²,,,,,,,rõdu,0.00,0,,,,,,,,,,parnu
160,4056519,"Roolinnu tn 6,Sauga alevik, Tori vald, Pärnu maakond",2022-10-23,valmis,2,1,42 m²,2,2,korteriomand,,,19000.0,,,,"60 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,1971,,"keskküte,kamin",dušš,elektripliit,,,452.38 €/m²,73001:001:0824,energiamärgis määramata,,,,,,,10546650,,,,,,1356 m²,,,,parnu
161,6313131,"Vesiroosi tn 6/1-12, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,3,,78.3 m²,3,3,korteriomand,trepikoda lukus,,220000.0,,,,"691 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2022,,keskküte,dušš,,,,2 809.71 €/m²,,A,,plekk,sundventilatsioon,,rõdu,10.10,,,,,,,,,,,parnu
162,1011274,"Rohu tn 109-45, Ülejõe,Pärnu linn, Pärnu maakond",2022-10-23,,3,,58.2 m²,5,5,kaasomand,,,11000.0,,,,"35 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",paneelmaja,1986,,keskküte,,,,,,62506:045:1520,C,,,,,,,1273905,,,,,,,,,hüpoteek,parnu
163,2813957,"Rääma tn 7d/1-4, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,4,3,74.5 m²,3,3,korteriomand,trepikoda lukus,,259000.0,,,,"814 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist","betoonmaja,kivimaja",2023,,keskküte,"dušš,pesumasin,tsentraalne kanalisatsioon,saun",elektripliit,"digi-TV,internet,telefon",2,3 476.51 €/m²,62401:001:0503,B,kindel parkimiskoht kinnistul,rullmaterjal,sundventilatsioon,,"terrass,rõdu",30.20,,,,jah,,,,Seileri Kvartal,,,parnu
164,3997043,"Rääma tn 7d/1-1, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,4,3,81.1 m²,2,3,korteriomand,trepikoda lukus,,249000.0,,,,"782 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist","kivimaja,betoonmaja",2023,panipaik,keskküte,"pesumasin,dušš,tsentraalne kanalisatsioon,vann,wc ja vannituba eraldi",elektripliit,"digi-TV,telefon,internet",2,3 070.28 €/m²,62401:001:0503,B,kindel parkimiskoht kinnistul,rullmaterjal,sundventilatsioon,,"terrass,rõdu",21.70,,,,jah,,,,Seileri Kvartal,,,parnu
165,2732893,"A. H. Tammsaare pst 28, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,,3,,60.9 m²,5,5,,trepikoda lukus,,150000.0,,,,"471 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,1970,,keskküte,,,,,2 463.05 €/m²,62512:033:3060,C,,,,,,,,,,,,,,,,,parnu
166,3555347,"Papiniidu tn 35, Mai,Pärnu linn, Pärnu maakond",2022-10-23,,1,,33.2 m²,3,5,korteriomand,"turvauks,trepikoda lukus","mööbel,mööbli võimalus,külmik",95000.0,,,,"298 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,,keskküte,"wc ja vannituba eraldi,pesumasin,dušš",,"kaabel-TV,internet",,2 861.45 €/m²,,,,,,,,,0,,jah,,,,,,,,parnu
167,4504249,"Rüütli tn 16,Pärnu linn, Pärnu maakond",2022-10-23,valmis,3,1,113.4 m²,3,3,korteriomand,"trepikoda lukus,turvasüsteem","mööbel,mööbli võimalus,TV,külmik",215000.0,,,,"675 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,1920,,"õhksoojuspump,põrandaküte,kamin,keskküte","wc ja vannituba eraldi,dušš,pesumasin,saun",,,,1 895.94 €/m²,,energiamärgis määramata,,,,,,,,,,,,,,,,,parnu
