,ID,Aadress,Kuupaev,Seisukord,Tube,Magamistube,Üldpind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Lisaväärtused,Hind,Suve kommunaalid,Talve kommunaalid,Tagatisraha,Selle objekti kuumakse Luminoris,Tee kodu korda Luminori abil!,Materjal,Ehitusaasta,Lisaruumid,Küte,Sanitaar,Pliit,Side,Vannitube,Hind / m²,Katastritunnus,Energiamärgis,Parkimine,Katus,Ventilatsioon,Köögi pind,Rõdu,Rõdu pind,Kinnistu number,tasuline parkimine,tasuta parkimine,Lift,Lisanduvad kommunaalkulud,Parkimiskohti,Krunt,Lisainfo,Saadaval,Piirangud,maakond
52,7713514,"Akadeemia tn 1, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,valmis,4,3,102.1 m²,2,3,korteriomand,"turvasüsteem,turvauks,trepikoda lukus","kinnine hoov,mööbel,mööbli võimalus",199000.0,,,,"625 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,1959,"kelder,garderoob","kamin,põrandaküte,keskküte","tsentraalne kanalisatsioon,pesumasin",elektripliit,"telefon,digi-TV,internet",1,,62510:123:8130,D,"kindel parkimiskoht kinnistul,tasuta parkimine",kivi,,,,,,,,,,,,,,,parnu
53,2975799,"Kirsi tn 36, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,"uus viimistlus,valmis",2,1,47.3 m²,3,5,korteriomand,"trepikoda lukus,turvauks","mööbel,mööbli võimalus",92000.0,,,,"289 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist","paneelmaja,plokkmaja",1970,"kelder,garderoob",keskküte,"tsentraalne kanalisatsioon,dušš",elektripliit,"internet,digi-TV",1,,62507:011:8130,D,tasuta parkimine,rullmaterjal,sundventilatsioon,,rõdu,2.00,,,,,,,,,,,parnu
54,9022728,"Väike-Aru tn 4,Pärnu linn, Pärnu maakond",2022-10-23,vajab renoveerimist,2,,46 m²,3,5,korteriomand,trepikoda lukus,,68000.0,,,,"214 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,1967,,keskküte,"wc ja vannituba eraldi,vann",,,,1 478.26 €/m²,62507:048:7840,energiamärgis määramata,,,,,rõdu,,0,,jah,,,,,,,,parnu
55,4727427,"Suur-Veski tn 15/1, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,san remont tehtud,5,,123.9 m²,2,2,kaasomand,,,159000.0,,,,"500 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",palkmaja,1903,,õhksoojuspump,"boiler,vann,dušš",,"internet,kaabel-TV",,1 283.29 €/m²,62511:158:7360,energiamärgis määramata,,,,,,,0,,jah,,,,,,,,parnu
56,6142685,"Suur-Jõe tn 30/1, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,valmis,1,,30.2 m²,2,2,korteriomand,trepikoda lukus,,62000.0,,,,"195 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",puitmaja,,,"õhksoojuspump,elektriküte","dušš,boiler",elektripliit,kaabel-TV,,2 052.98 €/m²,62511:146:0016,,,,,,,,0,,,,,,,,,,parnu
57,7935294,"A. H. Tammsaare pst 36, Rannarajoon,Pärnu linn, Pärnu maakond",2022-10-23,,4,3,71.6 m²,5,5,,,mööbli võimalus,159000.0,,,,"500 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,,keskküte,,,,,2 220.67 €/m²,62512:032:3000,D,,,,,rõdu,,,,,,,,,,,,parnu
58,7819837,"A. H. Tammsaare pst 26, Rannarajoon,Pärnu linn, Pärnu maakond",2022-10-23,san remont tehtud,2,1,38.2 m²,5,5,korteriomand,,,105000.0,,,,"330 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,1970,panipaik,,,,,1,2 748.69 €/m²,62512:033:0020,C,,,,,,,,,,,,,,,,,parnu
59,5483206,"Johann Voldemar Jannseni 2, Ülejõe,Pärnu linn, Pärnu maakond",2022-10-23,valmis,2,,39.5 m²,2,4,korteriomand,trepikoda lukus,"mööbel,TV,külmik",76000.0,,,,"239 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,1964,,,"pesumasin,dušš",,"internet,kaabel-TV",,1 924.05 €/m²,62502:001:7430,energiamärgis määramata,,,,,,,,,,,Added_to_price,,1773 m²,http://www.arcovara.ee/318217,,,parnu
60,2720151,"Lõuna tn 12, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,renoveeritud,2,1,64 m²,3,3,korteriomand,,,175000.0,,,,"550 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2007,panipaik,,,,,2,2 734.38 €/m²,62510:113:3810,energiamärgis määramata,,,,,,,,,,,,,,,,,parnu
61,7987000,"Kaevu tn 5, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,valmis,2,,46.4 m²,4,5,korteriomand,"turvauks,trepikoda lukus","mööbel,külmik",82500.0,,,,"259 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,1971,,"keskküte,põrandaküte","dušš,boiler",elektripliit,internet,,1 778.02 €/m²,62507:016:8110,energiamärgis määramata,,,,,,,,,,,,,,,,,parnu
62,6503397,"Mai tn 16, Mai,Pärnu linn, Pärnu maakond",2022-10-23,vajab kapitaalremonti,2,1,49.5 m²,1,5,korteriomand,"turvauks,trepikoda lukus","mööbel,külmik",74000.0,,,,"232 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",paneelmaja,1982,,keskküte,"wc ja vannituba eraldi,vann",elektripliit,,,1 494.95 €/m²,,,,,,,rõdu,0.00,0,,jah,,,,,,,,parnu
63,6810728,"Kooli tn,Kilingi-Nõmme linn, Pärnu maakond",2022-10-23,vajab kapitaalremonti,2,,39.9 m²,2,2,korteriomand,,,17000.0,,,,"53 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,1967,kelder,,,puupliit,,,,,energiamärgis määramata,,,,,,,,,,,,,,,,,parnu
64,3213962,"Mai tn 10, Mai,Pärnu linn, Pärnu maakond",2022-10-23,renoveeritud,4,3,76.6 m²,3,5,korteriomand,"turvauks,trepikoda lukus,naabrivalve",külmik,146000.0,,,,"459 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",paneelmaja,1978,,"keskküte,põrandaküte",dušš,,internet,,1 906.01 €/m²,,D,,,,,rõdu,7.80,0,,,,,,,,,,parnu
65,4512452,"Mai tn 23, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,valmis,2,,46.3 m²,3,5,korteriomand,,"mööbel,mööbli võimalus",114000.0,,,,"358 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",paneelmaja,,"kelder,panipaik",keskküte,"pesumasin,dušš,tsentraalne kanalisatsioon",elektripliit,"internet,telefon,digi-TV",,2 462.20 €/m²,62513:050:0470,C,tasuta parkimine,,sundventilatsioon,,klaasitud rõdu,,905405,,,,,,,,,,parnu
66,6039556,"Karusselli tn 20-3, Rannarajoon,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,3,2,66.8 m²,2,3,korteriomand,,,250000.0,,,,"785 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,panipaik,keskküte,,,,,,,B,kindel parkimiskoht kinnistul,,,,rõdu,8.70,,,,,,,,,,,parnu
67,2522547,"Karusselli tn 20-4, Rannarajoon,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,3,2,66.2 m²,2,3,korteriomand,,,250000.0,,,,"785 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,panipaik,keskküte,,,,,,,B,kindel parkimiskoht kinnistul,,,,rõdu,10.30,,,,,,,,,,,parnu
68,1017806,"Karusselli tn 20-1, Rannarajoon,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,2,1,49.7 m²,1,3,korteriomand,,,210000.0,,,,"660 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,panipaik,keskküte,,,,,,,B,kindel parkimiskoht kinnistul,,,,terrass,,,,,,,,,,,,parnu
69,4924432,"Liblika tn 3, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,vajab renoveerimist,4,3,73.7 m²,3,5,korteriomand,,,98000.0,,,,"308 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,1999,kelder,keskküte,"tsentraalne kanalisatsioon,vann,wc ja vannituba eraldi",elektripliit,"internet,digi-TV,telefon",1,1 329.72 €/m²,62506:052:2980,energiamärgis määramata,kindel parkimiskoht kinnistul,bituumen,,,rõdu,,,,,,,,,,,,parnu
70,2762813,"Mai tn 6a, Mai,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,2,,48 m²,7,8,korteriomand,"trepikoda lukus,videokaamerad","mööbel,külmik",135000.0,,,,"424 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",paneelmaja,2005,panipaik,keskküte,"saun,pesumasin,dušš",,"kaabel-TV,internet",,2 812.50 €/m²,62513:168:7030,D,,,,,rõdu,3.70,0,,jah,jah,,,,,,,parnu
71,1907946,"Mai tn 38, Mai,Pärnu linn, Pärnu maakond",2022-10-23,renoveeritud,4,3,76.4 m²,4,5,korteriomand,"turvauks,trepikoda lukus","mööbel,mööbli võimalus,külmik",139000.0,,,,"437 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",paneelmaja,1987,,keskküte,"wc ja vannituba eraldi,dušš,pesumasin",elektripliit,"internet,kaabel-TV",,1 819.37 €/m²,,C,,,,,rõdu,0.00,0,,jah,,,,,,,,parnu
72,6946140,"Kooli tn 7b,Sindi linn, Pärnu maakond",2022-10-23,uus viimistlus,2,,46.5 m²,3,5,korteriomand,"trepikoda lukus,turvauks",mööbli võimalus,51000.0,,,,"160 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",paneelmaja,1960,"kelder,garderoob",keskküte,"vann,boiler,tsentraalne kanalisatsioon",elektripliit,"telefon,internet,digi-TV",,1 096.77 €/m²,,energiamärgis määramata,tasuta parkimine,,,,,,,,,,,,,,,,parnu
73,8540552,"Riia mnt 88, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,valmis,2,1,39.2 m²,5,5,korteriomand,,,79900.0,,,,"251 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,,panipaik,,,elektripliit,,1,2 038.27 €/m²,62511:165:6990,D,,,,,,,0,,,,,,,,,,parnu
74,1429370,"Keskuse tn 9, Libatse,Libatse küla, Põhja-Pärnumaa vald, Pärnu maakond",2022-10-23,,2,,55.2 m²,3,3,,trepikoda lukus,,39900.0,,,,"125 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",paneelmaja,1986,,keskküte,,,,,722.83 €/m²,18802:001:0010,D,,,,,,,,,,,,,,,,,parnu
75,1295551,"Jalaka tn 10, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,,3,2,84.7 m²,2,4,korteriomand,"turvauks,trepikoda lukus",,254000.0,,,,"798 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2008,garderoob,keskküte,"tsentraalne kanalisatsioon,dušš,saun",gaasipliit,,,2 998.82 €/m²,,energiamärgis määramata,,rullmaterjal,,,rõdu,9.90,,,,,,,,,,,parnu
76,6007702,"Kaare tn 2,Virtsu alevik, Lääneranna vald, Pärnu maakond",2022-10-23,vajab renoveerimist,1,1,25.5 m²,2,2,korteriomand,,,18000.0,,,,"57 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist","betoonmaja,paneelmaja",1976,kelder,keskküte,"tsentraalne kanalisatsioon,dušš,pesumasin,boiler",elektripliit,,1,705.88 €/m²,19502:003:0219,F,tasuta parkimine,bituumen,,6.00,,,,,,,,,,,,,parnu
77,2588667,"Mai tn 7, Mai,Pärnu linn, Pärnu maakond",2022-10-23,vajab renoveerimist,3,2,58.1 m²,5,5,korteriomand,trepikoda lukus,mööbel,75000.0,,,,"236 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,1971,kelder,keskküte,"vann,tsentraalne kanalisatsioon,pesumasin,wc ja vannituba eraldi",elektripliit,,1,1 290.88 €/m²,,energiamärgis määramata,tasuta parkimine,,,,,,,,,,,,,,02.08.2022,,parnu
78,8969089,"Elamukvartali tee 5,Tihemetsa alevik, Saarde vald, Pärnu maakond",2022-10-23,renoveeritud,3,,66.2 m²,1,3,korteriomand,,mööbel,28000.0,,,,"88 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,1980,"kelder,garderoob","õhksoojuspump,keskküte","boiler,pesumasin,tsentraalne kanalisatsioon,dušš",elektripliit,,,,,energiamärgis määramata,,,,,rõdu,,,,,,,,,,,,parnu
79,1477408,"Aida tn 5-302, Külaliskorter / büroo, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,,2,,51.8 m²,3,8,korteriomand,trepikoda lukus,,110000.0,,,,"346 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2006,,keskküte,dušš,,,1,2 123.55 €/m²,62510:127:0110,,,,,,,,,,,jah,,,,,,,parnu
80,2644447,"Aida tn 5-304, Külaliskorter / büroo, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,,2,,52.5 m²,3,8,korteriomand,trepikoda lukus,,110000.0,,,,"346 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2006,,keskküte,dušš,,,1,2 095.24 €/m²,62510:127:0110,,,,,,,,,,,jah,,,,,,,parnu
81,4605025,"Aida tn 5-301, Külaliskorter / büroo, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,,2,,52.5 m²,3,8,korteriomand,trepikoda lukus,,118000.0,,,,"371 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2006,,keskküte,dušš,,,1,2 247.62 €/m²,62510:127:0110,,,,,,kinnine rõdu,,,,,jah,,,,,,,parnu
82,9197498,"Ringi tn 60-27/28, Rannarajoon,Pärnu linn, Pärnu maakond",2022-10-23,"uusehitis,valmis",4,3,106 m²,2,6,,,mööbel,399000.0,,,,"1 254 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist","paneelmaja,betoonmaja,kivimaja",2019,"panipaik,garderoob","keskküte,põrandaküte","dušš,saun",,,,3 764.15 €/m²,62510:009:0009,A,parkimiskoht maa-aluses garaažis,,sundventilatsioon,,rõdu,18.00,,,,jah,,,,,,,parnu
83,2843338,"Koonga keskus 7,Koonga küla, Lääneranna vald, Pärnu maakond",2022-10-23,renoveeritud,2,1,43.3 m²,1,3,korteriomand,turvauks,"mööbel,külmik",24900.0,,,,"78 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,1987,,"tahkekütus,keskküte","pesumasin,boiler,dušš",,,,575.06 €/m²,33404:002:0128,energiamärgis määramata,,,,,rõdu,5.00,,,,,,,,,,,parnu
84,3771522,"Papli tn 15/1, Rannarajoon,Pärnu linn, Pärnu maakond",2022-10-23,,3,2,66.9 m²,1,2,korteriomand,"turvasüsteem,turvauks","eraldi sissepääs,kinnine hoov,mööbel",349000.0,,,,"1 096 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2015,panipaik,"põrandaküte,õhk-vesi soojuspump,kamin","boiler,tsentraalne kanalisatsioon,dušš,pesumasin,saun",elektripliit,"internet,telefon,digi-TV",1,,62512:042:0140,C,"tasuta parkimine,kindel parkimiskoht kinnistul",plekk,sundventilatsioon,,terrass,,,,,,,,,,,,parnu
85,7399303,"Papiniidu tn 56-1, Mai,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,4,3,72.5 m²,1,3,korteriomand,,,230000.0,,,,"723 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,,keskküte,,,,,3 172.41 €/m²,62513:178:0004,A,,,,,,,,,,,,,,,,,parnu
86,1349917,"Papiniidu tn 56-3, Mai,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,4,3,74.8 m²,2,3,korteriomand,,,245000.0,,,,"770 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,,keskküte,,,,,3 275.40 €/m²,62513:178:0004,A,,,,,rõdu,4.60,,,,,,,,,,,parnu
87,8647265,"Papiniidu tn 56-4, Mai,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,3,2,56.6 m²,2,3,korteriomand,,,190000.0,,,,"597 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,,keskküte,saun,,,,3 356.89 €/m²,62513:178:0004,A,,,,,rõdu,8.10,,,,,,,,,,,parnu
88,4399713,"Papiniidu tn 56-5, Mai,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,3,2,60.2 m²,2,3,korteriomand,,,179000.0,,,,"562 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,,keskküte,,,,,2 973.42 €/m²,62513:178:0004,A,,,,,,,,,,,,,,,,,parnu
89,8056277,"Papiniidu tn 56-6, Mai,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,2,1,41.2 m²,2,3,korteriomand,,,130000.0,,,,"408 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,,keskküte,,,,,3 155.34 €/m²,62513:178:0004,A,,,,,,,,,,,,,,,,,parnu
90,3233460,"Papiniidu tn 56-9, Mai,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,4,3,78.4 m²,3,3,korteriomand,,,250000.0,,,,"785 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,,keskküte,saun,,,,3 188.78 €/m²,62513:178:0004,A,,,,,rõdu,12.30,,,,,,,,,,,parnu
91,1653350,"Papiniidu tn 56-10, Mai,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,3,2,60.2 m²,3,3,korteriomand,,,175000.0,,,,"550 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,,keskküte,,,,,2 906.98 €/m²,62513:178:0004,A,,,,,,,,,,,,,,,,,parnu
92,2510684,"Papiniidu tn 56-11, Mai,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,3,2,52.2 m²,3,3,korteriomand,,,155000.0,,,,"487 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,,keskküte,,,,,2 969.35 €/m²,62513:178:0004,A,,,,,,,,,,,,,,,,,parnu
93,2794550,"Papiniidu tn 56-7, Mai,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,3,2,49.2 m²,2,3,korteriomand,,,175000.0,,,,"550 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,,keskküte,,,,,3 556.91 €/m²,62513:178:0004,A,,,,,rõdu,4.50,,,,,,,,,,,parnu
94,8126328,"Papiniidu tn 56-8, Mai,Pärnu linn, Pärnu maakond",2022-10-23,,4,3,82 m²,3,3,,,,265000.0,,,,"833 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,,keskküte,saun,,,,3 231.71 €/m²,62513:178:0004,A,,,,,rõdu,18.90,,,,,,,,,,,parnu
95,1929056,"Papiniidu tn 56-2, Mai,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,2,1,44.7 m²,1,3,korteriomand,,,149000.0,,,,"468 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2023,,keskküte,,,,,3 333.33 €/m²,62513:178:0004,A,,,,,,,,,,,,,,,,,parnu
96,7614387,"Männi 25, Rääma,Pärnu linn, Pärnu maakond",2022-10-23,renoveeritud,3,2,66.9 m²,3,4,korteriomand,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",125000.0,,170.00,,"393 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,,keskküte,"vann,pesumasin",elektripliit,"kaabel-TV,telefon,internet",,1 868.46 €/m²,62506:057:3320,D,,,,,rõdu,4.00,,,,,,,,,,,parnu
97,3134111,"A. H. Tammsaare pst 28, Rannarajoon, Rannarajoon,Pärnu linn, Pärnu maakond",2022-10-23,renoveeritud,2,1,47.5 m²,3,5,korteriomand,"turvauks,trepikoda lukus","mööbel,külmik",141000.0,,,,"443 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,1970,,keskküte,"dušš,pesumasin",,"kaabel-TV,internet",,2 968.42 €/m²,62512:033:3060,C,,,,,,,,,,,,,,,,,parnu
98,8240112,"Nurmenuku tn 3/3-7, Nurmenuku, Tammiste,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,3,2,75.2 m²,2,3,korteriomand,trepikoda lukus,külmik,189000.0,,,,"594 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2022,,"keskküte,maaküte",dušš,elektripliit,internet,,2 513.30 €/m²,,B,,,,,rõdu,15.00,,,,jah,,,,,,,parnu
99,8558515,"Suur-Sepa 13, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,valmis,2,1,60 m²,2,2,korteriomand,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",99000.0,50.00,100.00,,"311 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,,"elektriküte,õhksoojuspump","dušš,wc ja vannituba eraldi,boiler,pesumasin",elektripliit,"kaabel-TV,telefon,internet",,1 650 €/m²,62511:083:3110,,,,kliimaseade,,rõdu,3.00,,,,,,,,,,,parnu
100,8678854,"Nurmenuku tn 3/2-6, Tammiste,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,1,,43.3 m²,1,3,korteriomand,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",,89000.0,35.00,55.00,,"280 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2020,,maaküte,"vann,saun",,"kaabel-TV,telefon,internet",,2 055.43 €/m²,62516:064:0052,B,,,,,rõdu,15.00,,,,jah,,,,,,,parnu
101,5148825,"Nurmenuku tn 3/3-11, Nurmenuku, Tammiste,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,3,2,79.5 m²,2,3,korteriomand,"videokaamerad,turvauks,trepikoda lukus",külmik,192000.0,,,,"603 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2022,,maaküte,saun,,internet,,2 415.09 €/m²,,B,,,,,rõdu,15.00,,,,jah,,,,,,,parnu
102,3331328,"Nurmenuku tn 3/3-12, Nurmenuku, Tammiste,Pärnu linn, Pärnu maakond",2022-10-23,uusehitis,3,3,75.7 m²,2,3,korteriomand,"videokaamerad,trepikoda lukus",külmik,189000.0,,,,"594 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2022,,maaküte,"dušš,saun",,internet,,2 496.70 €/m²,,B,,,,,rõdu,15.00,,,,jah,,,,,,,parnu
103,8355182,"Kooli tn  23a, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,vajab kapitaalremonti,2,1,43.5 m²,,2,korteriomand,naabrivalve,,80000.0,,,,"251 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",puitmaja,1953,,,,,internet,,1 839.08 €/m²,62511:066:7270,,,,,,,,,,,,,,,,,,parnu
104,8063739,"Pärnade pst 14,Paikuse alev, Pärnu linn, Pärnu maakond",2022-10-23,valmis,1,1,36.8 m²,3,3,korteriomand,"naabrivalve,turvauks,trepikoda lukus",mööbli võimalus,69500.0,,,,"218 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist","paneelmaja,kivimaja",2006,"kelder,panipaik","põrandaküte,keskküte","tsentraalne kanalisatsioon,dušš",elektripliit,"internet,digi-TV",1,,56801:001:0012,E,"tasuta parkimine,parkla",,,,rõdu,3.70,,,,,,,,,,,parnu
105,7448014,"Karusselli tn 101, Rannarajoon,Pärnu linn, Pärnu maakond",2022-10-23,"uus viimistlus,valmis,uusehitis",2,1,41.6 m²,1,2,korteriomand,"turvauks,trepikoda lukus,naabrivalve",mööbli võimalus,127000.0,,,,"399 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2006,,"põrandaküte,elektriküte,õhksoojuspump","dušš,boiler,tsentraalne kanalisatsioon,pesumasin",elektripliit,"internet,digi-TV",1,,62512:031:0001,energiamärgis määramata,"parkla,tasuta parkimine",,konditsioneer,,,,,,,,,,,,,,parnu
106,4873575,"Kooli tn 63, Mai,Pärnu linn, Pärnu maakond",2022-10-23,"valmis,uusehitis",2,1,39.6 m²,5,5,korteriomand,"naabrivalve,turvauks,trepikoda lukus",mööbli võimalus,165000.0,,,,"518 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist","kivimaja,betoonmaja",2020,panipaik,"põrandaküte,keskküte","tsentraalne kanalisatsioon,pesumasin,dušš",elektripliit,"digi-TV,internet",1,,62513:167:0980,C,"kindel parkimiskoht kinnistul,tasuta parkimine,parkla",,sundventilatsioon,,rõdu,6.00,,,,jah,,,,,,,parnu
107,3057906,"Uus tn 1/1, Kesklinn,Pärnu linn, Pärnu maakond",2022-10-23,"uusehitis,uus viimistlus,valmis",2,1,48.5 m²,4,4,korteriomand,"trepikoda lukus,naabrivalve,turvauks",mööbli võimalus,156000.0,,,,"490 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",kivimaja,2006,,"keskküte,põrandaküte","pesumasin,tsentraalne kanalisatsioon,dušš",elektripliit,"digi-TV,internet",1,,62510:104:4041,energiamärgis määramata,parkla,,kliimaseade,,rõdu,3.00,,,,,,,,,,,parnu
108,7079252,"Asuvere tee 11,Tihemetsa alevik, Saarde vald, Pärnu maakond",2022-10-23,"uus viimistlus,valmis",4,3,77.9 m²,2,3,korteriomand,naabrivalve,mööbli võimalus,29000.0,,,,"91 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist","paneelmaja,kivimaja",1985,kelder,"kombineeritud küte,tahkekütus,õhksoojuspump,elektriküte","tsentraalne kanalisatsioon,boiler,dušš,pesumasin,wc ja vannituba eraldi",elektripliit,"digi-TV,internet",1,,71101:006:0070,,tasuta parkimine,,kliimaseade,,rõdu,,,,,,,,,,,,parnu
