,Address,District,Date,Tube,Magamistube,Vannitube,Üldpind,Rõdu,Rõdu pind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Hind,Energiamärgis,Materjal,Ehitusaasta,Lift,Parkimine,Lisaruumid,Küte,Sanitaar,Pliit,Seisukord,Lisaväärtused,Suve kommunaalid,Talve kommunaalid,Side,Kinnistu number,Krunt,tasuta parkimine,Ventilatsioon,Katus,Lisainfo,Lisanduvad kommunaalid,Lisanduvad kommunaalkulud,Tagatisraha,Maakleritasu,Parkimiskohti,tasuline parkimine,Piirangud,maakond
52,"Paekaare tn 78, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,52.6,kinnine rõdu,,5,5,korteriomand,"turvauks,trepikoda lukus",113000.0,E,paneelmaja,1978,,,kelder,keskküte,"dušš,vann,pesumasin,wc ja vannituba eraldi",elektripliit,san remont tehtud,"mööbli võimalus,külmik",,,"kaabel-TV,internet",,,jah,,,,,,,,,,,harju
53,"Mustakivi tee 25, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,,66.0,,,1,12,korteriomand,,202500.0,energiamärgis määramata,kivimaja,2018,,,,,,,uusehitis,,,,,,,,,,,,,,,,,,harju
54,"J. Sütiste tee 19a, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,54.8,,,6,7,korteriomand,"turvauks,trepikoda lukus",140000.0,C,kivimaja,2007,jah,,panipaik,keskküte,dušš,elektripliit,,,,,"internet,telefon",,,,,,,,,,,,,,harju
55,"Keldrimäe tn 4, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,3,,,65.7,kinnine rõdu,,2,9,kinnistamisel,trepikoda lukus,175000.0,E,paneelmaja,,jah,,,keskküte,dušš,,,,,,,,,,,,,,,,,,,,harju
56,"Lahepea tn 19-28, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,4,3,2,107.6,rõdu,14.20,3,3,korteriomand,,539800.0,A,,2023,jah,parkimiskoht maa-aluses garaažis,garderoob,põrandaküte,"saun,dušš,vann,wc ja vannituba eraldi",,uusehitis,mööbli võimalus,,,,,,,sundventilatsioon,,Vaata kodulehte,,,,,,,,harju
57,"Sõnajala tee 1-19, Järveküla, Rae vald, Harju maakond","Järveküla, Rae vald, Harju maakond",2022-10-30,2,1,,46.9,rõdu,9.70,1,3,korteriomand,,162900.0,A,paneelmaja,2023,,,panipaik,gaasiküte,,,uusehitis,,,,internet,,9690 m²,,sundventilatsioon,,,,,,,,,,harju
58,"Loitsu tn 5, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,49.8,klaasitud rõdu,,1,9,korteriomand,"trepikoda lukus,turvauks",110000.0,D,paneelmaja,1981,jah,,garderoob,keskküte,wc ja vannituba eraldi,elektripliit,renoveeritud,mööbli võimalus,,,internet,,,,,,,,,,,,,,harju
59,"Kalevipoja tn 12, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,4,,1,79.6,rõdu,,8,9,korteriomand,"trepikoda lukus,videokaamerad",179900.0,E,paneelmaja,1979,jah,,,keskküte,"wc ja vannituba eraldi,dušš,pesumasin",elektripliit,renoveeritud,"mööbel,mööbli võimalus",,,"internet,digi-TV",,,,,,,,,,,,,,harju
60,"Tedre tn 81, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,43.6,,,1,5,korteriomand,"trepikoda lukus,turvasüsteem",125000.0,energiamärgis määramata,paneelmaja,1973,,muu,kelder,keskküte,dušš,elektripliit,renoveeritud,mööbli võimalus,,,,,,,,,Aasta Kodu eriauhind,,,,,,,,harju
61,"Sooja tn 2/1, Saue linn, Harju maakond","Saue linn, Harju maakond",2022-10-30,2,1,1,37.2,rõdu,,3,6,korteriomand,,133400.0,B,kivimaja,2019,,,panipaik,,,,uusehitis,,,,,,,,,,,,,,,,,,harju
62,"Heki tee 10, Haabneeme alevik, Viimsi vald, Harju maakond","Haabneeme alevik, Viimsi vald, Harju maakond",2022-10-30,4,3,,94.3,rõdu,4.80,3,8,korteriomand,"naabrivalve,turvauks,trepikoda lukus",269000.0,,,2007,jah,,,keskküte,"dušš,vann,saun,pesumasin",elektripliit,valmis,külmik,,,"kaabel-TV,telefon,internet",,,,,,,,,,,,,,harju
63,"J. V. Jannseni tn 21, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2022-10-30,5,4,,153.0,,,,2,korteriomand,"naabrivalve,turvauks,trepikoda lukus",339000.0,,,1938,,,,"kamin,õhksoojuspump","dušš,wc ja vannituba eraldi,vann,pesumasin",elektripliit,renoveeritud,külmik,,,"kaabel-TV,telefon,internet",,,,kliimaseade,,,,,,,,,,harju
64,"Tehase tee 15, Raasiku alevik, Raasiku vald, Harju maakond","Raasiku alevik, Raasiku vald, Harju maakond",2022-10-30,2,1,,46.5,,,1,2,korteriomand,naabrivalve,89900.0,energiamärgis määramata,kivimaja,1957,,,,"kamin,õhksoojuspump","dušš,wc ja vannituba eraldi,boiler,pesumasin",elektripliit,valmis,külmik,,,"kaabel-TV,telefon,internet",,,,,,,,,,,,,,harju
65,"Peterburi tee 14b, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,44.0,rõdu,,3,9,korteriomand,"turvauks,trepikoda lukus",107500.0,,paneelmaja,,jah,tasuta parkimine,garderoob,keskküte,"tsentraalne kanalisatsioon,vann",gaasipliit,"san remont tehtud,valmis",mööbli võimalus,,,"telefon,digi-TV,internet",,,,sundventilatsioon,rullmaterjal,,,,,,,,,harju
66,"Kalaranna tn 21, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,63.7,terrass,23.50,1,4,korteriomand,trepikoda lukus,319000.0,A,,2022,jah,parkimiskoht maa-aluses garaažis,panipaik,"keskküte,põrandaküte",vann,,uusehitis,,,,"digi-TV,internet,telefon",,,,sundventilatsioon,,,,,,,,,,harju
67,"J. Koorti tn 1, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,32.8,klaasitud rõdu,,5,5,korteriomand,"turvauks,trepikoda lukus",89000.0,F,paneelmaja,1972,,tasuta parkimine,,keskküte,tsentraalne kanalisatsioon,,,,,,,,,,,bituumen,,,,,,,,,harju
68,"Kalaranna tn 23, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,50.4,terrass,22.50,1,4,korteriomand,trepikoda lukus,249900.0,A,,2022,jah,parkimiskoht maa-aluses garaažis,panipaik,"põrandaküte,keskküte",dušš,elektripliit,,mööbel,,,"internet,telefon,digi-TV",,,,sundventilatsioon,,,,,,,,,,harju
69,"Lastekodu tn 31/2, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,57.0,,,2,5,korteriomand,trepikoda lukus,244900.0,,,2023,jah,parkimiskoht maa-aluses garaažis,panipaik,"keskküte,põrandaküte",dušš,,uusehitis,,,,"digi-TV,internet,telefon",,,,sundventilatsioon,,,,,,,,,,harju
70,"Teelise tn 8, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,48.8,rõdu,6.90,1,4,korteriomand,trepikoda lukus,159900.0,B,paneelmaja,2023,jah,kindel parkimiskoht kinnistul,,"põrandaküte,keskküte",dušš,,uusehitis,,,,"internet,telefon,digi-TV",,,,sundventilatsioon,,,,,,,,,,harju
71,"Lühike jalg 6, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2022-10-30,5,,,237.6,rõdu,37.10,3,4,kaasomand,"naabrivalve,turvauks,trepikoda lukus",899000.0,,kivimaja,,,,,"elektriküte,maaküte","dušš,vann,saun",,renoveeritud,külmik,,,"kaabel-TV,internet",17801,,,,,,,,,,,,,harju
72,"Kadaka tee 173, UUS HIND, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,,55.7,rõdu,1.40,3,5,korteriomand,"naabrivalve,turvauks,trepikoda lukus",110900.0,E,paneelmaja,,,tasuta parkimine,panipaik,keskküte,"vann,pesumasin",gaasipliit,vajab renoveerimist,"mööbel,külmik",100.00,200.00,internet,,,,,,,,,,,,,,harju
73,"Lastekodu tn 31/1, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,41.9,klaasitud rõdu,,2,6,korteriomand,trepikoda lukus,184900.0,B,,2023,jah,parkimiskoht maa-aluses garaažis,,"keskküte,põrandaküte",dušš,,uusehitis,,,,"internet,digi-TV,telefon",,,,sundventilatsioon,,,,,,,,,,harju
74,"Aiandi tn 9/3, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,40.4,rõdu,3.50,5,8,korteriomand,trepikoda lukus,149900.0,B,kivimaja,2022,jah,kindel parkimiskoht kinnistul,panipaik,"keskküte,põrandaküte",dušš,elektripliit,uusehitis,mööbel,,,"telefon,digi-TV,internet",,,,sundventilatsioon,,,,,,,,,,harju
75,"Käbliku tn 1, Kristiine, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,,72.3,rõdu,1.90,3,5,korteriomand,"trepikoda lukus,turvauks",224900.0,F,kivimaja,2003,,garaaž,,"gaasiküte,põrandaküte","vann,pesumasin",,uusehitis,"mööbel,külmik",,,"internet,telefon,kaabel-TV",,,,,,,,,,,,,,harju
76,"Sepa tn 18, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,3,,,87.6,rõdu,4.90,4,5,korteriomand,"turvauks,trepikoda lukus",365000.0,B,kivimaja,2019,jah,,,keskküte,"wc ja vannituba eraldi,vann,pesumasin",,,külmik,,,"kaabel-TV,telefon,internet",,,,,,,,,,,,,,harju
77,"Ilmarise tn 5, Hiiu, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,,52.3,,,5,5,korteriomand,"naabrivalve,turvauks,trepikoda lukus",169900.0,,kivimaja,1972,,,,keskküte,"dušš,pesumasin",elektripliit,renoveeritud,"mööbel,külmik",,,"kaabel-TV,telefon,internet",,,,,,,,,,,,,,harju
78,"Aleviku põik 2, Jüri, Jüri alevik, Rae vald, Harju maakond","Jüri alevik, Rae vald, Harju maakond",2022-10-30,3,2,,82.0,rõdu,12.60,3,3,korteriomand,"naabrivalve,turvauks,trepikoda lukus",245000.0,,kivimaja,2008,,,,"keskküte,põrandaküte,õhksoojuspump","dušš,wc ja vannituba eraldi,saun,pesumasin",elektripliit,uusehitis,"mööbel,külmik",,,"kaabel-TV,telefon,internet",,,,,,,,,,,,,,harju
79,"Punane tn 21, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,43.4,rõdu,,1,9,korteriomand,"naabrivalve,trepikoda lukus",95500.0,E,paneelmaja,1970,jah,tasuta parkimine,,keskküte,"pesumasin,wc ja vannituba eraldi,vann",gaasipliit,,,,,"internet,digi-TV",,,,,bituumen,,,,,,,,,harju
80,"Paekalda tn 12, Lahekalda, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,3,2,68.1,"rõdu,kinnine rõdu",6.90,3,5,korteriomand,trepikoda lukus,289000.0,B,,2021,jah,kindel parkimiskoht kinnistul,"panipaik,garderoob","keskküte,põrandaküte","wc ja vannituba eraldi,vann,dušš",elektripliit,uusehitis,"mööbel,mööbli võimalus",,,"internet,digi-TV,telefon",,,,,,,,,,,,,,harju
81,"Sõpruse pst 198, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,64.2,rõdu,3.00,5,5,korteriomand,"trepikoda lukus,naabrivalve",128000.0,,paneelmaja,1967,,"tasuta parkimine,kindel parkimiskoht kinnistul","kelder,garderoob",keskküte,"wc ja vannituba eraldi,vann,tsentraalne kanalisatsioon",elektripliit,valmis,,,,,,,,,bituumen,,,,,,,,,harju
82,"Õismäe tee 112, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,65.3,rõdu,,14,16,korteriomand,"trepikoda lukus,naabrivalve,turvauks",122000.0,D,"paneelmaja,kivimaja",1980,jah,tasuta parkimine,,keskküte,"vann,wc ja vannituba eraldi,tsentraalne kanalisatsioon",elektripliit,"vajab renoveerimist,vajab kapitaalremonti","mööbel,mööbli võimalus",,,"digi-TV,internet",,,,,bituumen,,,,,,,,,harju
83,"Katusepapi tn 42/1, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,1,1,1,18.0,,,2,2,korteriomand,,67000.0,energiamärgis määramata,puitmaja,1940,,,,,,elektripliit,renoveeritud,,,,,,,,,,,,,,,,,,harju
84,"Akadeemia tee 14, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,44.0,,,1,5,korteriomand,,104900.0,D,paneelmaja,1963,,,,,,gaasipliit,renoveeritud,,,,,,,,,,,,,,,,,,harju
85,"Pärnu mnt 82, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,56.1,,,2,6,korteriomand,"trepikoda lukus,turvauks",155000.0,energiamärgis määramata,kivimaja,1953,jah,,kelder,"põrandaküte,keskküte","pesumasin,vann,dušš",gaasipliit,valmis,"mööbli võimalus,külmik",,,"internet,kaabel-TV",,,jah,,,,,,,,,,,harju
86,"Sadama tn 15, Paldiski linn, Harju maakond","Paldiski linn, Harju maakond",2022-10-30,2,1,,38.6,,,4,5,korteriomand,"turvauks,trepikoda lukus",32000.0,D,kivimaja,1970,,,,keskküte,,,vajab kapitaalremonti,,60.00,120.00,,,,,,,,,,,,,,,harju
87,"Vesilennuki tn 18, Kalamaja, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,,83.1,rõdu,12.00,3,6,korteriomand,"naabrivalve,turvauks,trepikoda lukus",415000.0,B,kivimaja,2022,jah,,,"keskküte,põrandaküte","dušš,vann",,uusehitis,külmik,,,,27216601,,,,,,,,,,,,,harju
88,"Sääse tn 1, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,60.1,"klaasitud rõdu,rõdu",,8,9,korteriomand,,123000.0,E,paneelmaja,1971,jah,tasuta parkimine,,gaasiküte,"vann,tsentraalne kanalisatsioon,dušš,wc ja vannituba eraldi",elektripliit,,,,,,,,,,,,,,,,,,,harju
89,"Vanakuu tn 9, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,3,1,1,66.4,,10.20,1,3,korteriomand,turvauks,228000.0,C,paneelmaja,2018,,kindel parkimiskoht kinnistul,panipaik,gaasiküte,dušš,,"uus viimistlus,uusehitis","mööbel,mööbli võimalus",,,internet,,,,,,,,,,,,,,harju
90,"Pärnu mnt 125a, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,,38.9,,,2,4,korteriomand,"naabrivalve,turvauks,trepikoda lukus",119000.0,,kivimaja,,,,,keskküte,"dušš,pesumasin",,renoveeritud,"mööbel,külmik",80.00,140.00,"telefon,internet,kaabel-TV",,,,,,,,,,,,,,harju
91,"Aruküla tee  6, Jüri alevik, Rae vald, Harju maakond","Jüri alevik, Rae vald, Harju maakond",2022-10-30,2,1,,49.6,,,1,3,korteriomand,,137000.0,energiamärgis määramata,kivimaja,2007,,,,,,,vajab renoveerimist,,,,,,,,,,,,,,,,,,harju
92,"Mustamäe tee 181, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,59.8,rõdu,,3,9,korteriomand,,153000.0,D,paneelmaja,1968,,,,,,,renoveeritud,,,,,,,,,,,,,,,,,,harju
93,"Väike-Sepa tee 2, Viimsi alevik, Harju maakond","Viimsi alevik, Harju maakond",2022-10-30,4,,,115.8,rõdu,,3,3,korteriomand,"trepikoda lukus,turvauks,turvasüsteem",290000.0,D,kivimaja,2002,,,panipaik,,"pesumasin,dušš,vann",,valmis,"mööbel,mööbli võimalus,külmik",,,internet,,13480 m²,,,,http://www.arcovara.ee/320318,,Added_to_price,,,,,,harju
94,"Uuspere tee 6/1, Tiskre küla, Harku vald, Harju maakond","Tiskre küla, Harku vald, Harju maakond",2022-10-30,2,1,,50.9,rõdu,8.90,3,3,korteriomand,"naabrivalve,trepikoda lukus,turvauks",169900.0,B,kivimaja,2022,jah,,,"põrandaküte,keskküte",dušš,elektripliit,uusehitis,külmik,90.00,,"internet,kaabel-TV",,,,,,,,,,,,,,harju
95,"Välja tn 8, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,4,3,1,77.8,,,2,9,korteriomand,trepikoda lukus,145000.0,energiamärgis määramata,paneelmaja,,jah,tasuta parkimine,,keskküte,"pesumasin,tsentraalne kanalisatsioon,wc ja vannituba eraldi,dušš,vann",elektripliit,,,,,,,,,,,,,,,,,,,harju
96,"Heli tn 7/1, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,66.3,rõdu,4.70,1,8,korteriomand,"trepikoda lukus,videokaamerad,turvauks",249900.0,B,betoonmaja,2020,jah,"parkla,tasuta parkimine,kindel parkimiskoht kinnistul","panipaik,garderoob","põrandaküte,keskküte","tsentraalne kanalisatsioon,pesumasin,dušš",elektripliit,"uusehitis,valmis","mööbel,mööbli võimalus",,,"digi-TV,internet,telefon",,,,sundventilatsioon,,,,,,,,,,harju
97,"Lastekodu tn 28, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,4,3,,125.3,,,2,2,korteriomand,"naabrivalve,turvauks,trepikoda lukus",250000.0,,puitmaja,1914,,,,"gaasiküte,kamin","dušš,vann,wc ja vannituba eraldi",elektripliit,renoveeritud,külmik,,,"kaabel-TV,internet",,,,,,,,,,,,,,harju
98,"Padriku tee 4/5, Pirita linnaosa, Tallinn, Harju maakond","Pirita linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,90.1,rõdu,15.90,3,4,korteriomand,trepikoda lukus,235000.0,,betoonmaja,2005,,kindel parkimiskoht kinnistul,panipaik,keskküte,"wc ja vannituba eraldi,tsentraalne kanalisatsioon,pesumasin,vann,dušš",elektripliit,uus viimistlus,"kinnine hoov,mööbel,mööbli võimalus,külmik",,,"internet,telefon,digi-TV",,,,sundventilatsioon,rullmaterjal,,kõik kommunaalteenused,,750.00,900.00,,,,harju
99,"J. Sütiste tee 43, Mustamäe, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,60.2,rõdu,,7,9,korteriomand,,148000.0,D,paneelmaja,1972,,,panipaik,,,gaasipliit,renoveeritud,,,,,,,,,,,,,,,,,,harju
100,"Meistri tee 2, Tutermaa küla, Harku vald, Harju maakond","Tutermaa küla, Harku vald, Harju maakond",2022-10-30,2,1,1,45.8,,,2,4,korteriomand,,39900.0,energiamärgis määramata,paneelmaja,,,,,,,elektripliit,renoveeritud,,,,,,,,,,,,,,,,,,harju
101,"Sammu tn 5-8, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,46.8,kinnine rõdu,6.50,2,5,korteriomand,trepikoda lukus,199900.0,B,paneelmaja,2022,jah,tasuta parkimine,,"keskküte,põrandaküte",,,uusehitis,mööbli võimalus,,,"internet,digi-TV,telefon",,,,sundventilatsioon,,,,,,,,,,harju
102,"Vanakuu tn 11, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,,65.3,rõdu,2.80,3,4,korteriomand,"turvauks,trepikoda lukus",220000.0,energiamärgis määramata,kivimaja,2019,,,,"keskküte,gaasiküte","dušš,pesumasin",,uusehitis,"mööbel,külmik",150.00,250.00,"internet,kaabel-TV",,,,,,,,,,,,,,harju
103,"Sõpruse pst 219, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,,66.5,,,5,5,korteriomand,,163000.0,D,paneelmaja,1969,,,,,,,renoveeritud,,,,,,,,,,,,,,,,,,harju
104,"Tammepõllu tee 25, Haabneeme alevik, Viimsi vald, Harju maakond","Haabneeme alevik, Viimsi vald, Harju maakond",2022-10-30,3,2,1,65.6,rõdu,,2,3,korteriomand,,192000.0,E,paneelmaja,2014,,,panipaik,,,,renoveeritud,,,,,,,,,,,,,,,,,,harju
105,"Padriku tee 5/3, Pirita linnaosa, Tallinn, Harju maakond","Pirita linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,90.1,rõdu,15.90,3,4,korteriomand,"trepikoda lukus,turvauks",242000.0,energiamärgis määramata,betoonmaja,2006,,kindel parkimiskoht kinnistul,"panipaik,garderoob",keskküte,"vann,tsentraalne kanalisatsioon",elektripliit,,"kinnine hoov,mööbli võimalus",,,,,,,,rullmaterjal,,,,,,,,,harju
106,"Rohu tn 19, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,1,1,,25.0,,,2,2,korteriomand,"trepikoda lukus,turvauks",90000.0,,puitmaja,,,,,elektriküte,"boiler,pesumasin",elektripliit,uusehitis,"mööbel,külmik",,,,,,,,,,,,,,,,,harju
107,"Katleri tn 1, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,,64.9,rõdu,0.00,2,9,korteriomand,trepikoda lukus,135000.0,E,,1992,jah,,,keskküte,"dušš,vann,wc ja vannituba eraldi",,valmis,mööbli võimalus,,,internet,0,,jah,,,,,,,,,,,harju
108,"Majaka põik 28, Sikupilli, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,1,,,27.0,,,2,4,korteriomand,"turvauks,trepikoda lukus",92000.0,F,kivimaja,1970,,,,keskküte,"pesumasin,dušš",gaasipliit,renoveeritud,"mööbel,külmik",55.00,150.00,"internet,telefon,kaabel-TV",,,,,,,,,,,,,,harju
109,"Majaka põik 28, Sikupilli, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,1,,,27.0,,,2,4,korteriomand,"turvauks,trepikoda lukus",92000.0,,kivimaja,1970,,,,keskküte,"pesumasin,dušš",gaasipliit,renoveeritud,"mööbel,külmik",55.00,150.00,"internet,telefon,kaabel-TV",,,,,,,,,,,,,,harju
110,"Kadaka pst 138, Mustamäe, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,,68.6,rõdu,15.00,1,7,korteriomand,"naabrivalve,turvauks,trepikoda lukus",230000.0,C,paneelmaja,2014,jah,,,"keskküte,põrandaküte","vann,pesumasin,dušš",elektripliit,uusehitis,"mööbel,külmik",,,"internet,telefon,kaabel-TV",,,,,,,,,,,,,,harju
111,"Idapõllu tee 5, Haabneeme alevik, Viimsi vald, Harju maakond","Haabneeme alevik, Viimsi vald, Harju maakond",2022-10-30,3,2,,62.5,,,3,4,korteriomand,"naabrivalve,trepikoda lukus,turvauks",194900.0,,kivimaja,2006,jah,,,keskküte,"dušš,wc ja vannituba eraldi,saun,pesumasin",elektripliit,uusehitis,külmik,,,"telefon,internet,kaabel-TV",,,,,,,,,,,,,,harju
112,"Lahepea tn 13, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,2,1,1,41.0,prantsuse rõdu,,2,4,korteriomand,"trepikoda lukus,turvauks,turvasüsteem,videokaamerad",189900.0,A,betoonmaja,2022,jah,"parkimiskoht maa-aluses garaažis,kindel parkimiskoht kinnistul,tasuta parkimine,parkimiskoht garaažis",garderoob,"keskküte,põrandaküte","dušš,tsentraalne kanalisatsioon",,"uus viimistlus,uusehitis,valmis",,,,"internet,digi-TV,telefon",,,,,,,,,,,,,,harju
113,"Linnu tee 33/1, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,3,2,1,83.0,rõdu,14.80,2,3,,turvauks,239000.0,D,kivimaja,2007,,,,"elektriküte,õhksoojuspump","dušš,wc ja vannituba eraldi,saun,boiler,pesumasin",,valmis,külmik,100.00,100.00,internet,,,,kliimaseade,,,,,,,,,,harju
114,"Kodu tee  1, Peetri alevik, Rae vald, Harju maakond","Peetri alevik, Rae vald, Harju maakond",2022-10-30,4,3,,92.6,,,1,3,korteriomand,,350000.0,B,kivimaja,2020,,,,,,,uusehitis,,,,,,,,,,,,,,,,,,harju
115,"Vardi tee 25, Haabneeme alevik, Viimsi vald, Harju maakond","Haabneeme alevik, Viimsi vald, Harju maakond",2022-10-30,4,3,,127.7,rõdu,9.60,,3,korteriomand,"naabrivalve,turvauks",315000.0,,kivimaja,2009,,,,"gaasiküte,kamin","pesumasin,dušš,saun,vann,wc ja vannituba eraldi",elektripliit,uusehitis,külmik,70.00,250.00,"internet,telefon,kaabel-TV",,,,,,,,,,,,,,harju
116,"Loode tn 4/1, Kassisaba, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,1,1,1,23.5,,,1,2,korteriomand,"trepikoda lukus,naabrivalve,turvauks",83900.0,H,puitmaja,1952,,"tasuta parkimine,kindel parkimiskoht kinnistul",,,"tsentraalne kanalisatsioon,boiler,pesumasin,dušš",,"valmis,renoveeritud","kinnine hoov,mööbel,mööbli võimalus",,,"digi-TV,internet,telefon",,,,,,,,,,,,,,harju
117,"Veerenni tn 36b/1-2, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,4,3,2,118.4,"rõdu,terrass",12.10,2,3,,trepikoda lukus,479900.0,B,kivimaja,2022,,parkimiskoht maa-aluses garaažis,"kelder,panipaik",,"dušš,tsentraalne kanalisatsioon,wc ja vannituba eraldi,saun,vann",,,,,,,,,,konditsioneer,,,,,,,,,,harju
