,Address,District,Date,Tube,Magamistube,Vannitube,Üldpind,Rõdu,Rõdu pind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Lisaväärtused,Hind,Energiamärgis,Materjal,Ehitusaasta,Lift,Parkimine,Küte,Sanitaar,Pliit,Seisukord,Lisanduvad kommunaalid,Tagatisraha,Lisaruumid,Suve kommunaalid,Talve kommunaalid,Kinnistu number,Side,Katus,Lisainfo,Ventilatsioon,Krunt,Piirangud,tasuline parkimine,tasuta parkimine,Maakleritasu,Parkimiskohti,Lisanduvad kommunaalkulud,maakond
983,"Paldiski mnt 187, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,1,46.5,,,1,5,korteriomand,"turvauks,trepikoda lukus",,118900.0,,paneelmaja,,,tasuta parkimine,keskküte,"wc ja vannituba eraldi,tsentraalne kanalisatsioon,vann",elektripliit,renoveeritud,,,kelder,,,,"internet,digi-TV,telefon",rullmaterjal,,sundventilatsioon,,,,,,,,harju
984,"Ümera tn 50a, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,1,1,1,32.8,kinnine rõdu,,3,5,korteriomand,"turvauks,trepikoda lukus","mööbel,mööbli võimalus",83500.0,E,paneelmaja,1987,,tasuta parkimine,keskküte,"pesumasin,vann,tsentraalne kanalisatsioon",elektripliit,"renoveeritud,valmis",,,"panipaik,garderoob",,,,"digi-TV,internet",,,,,,,,,,,harju
985,"Koondise tn 26, Saue linn, Harju maakond","Saue linn, Harju maakond",2023-01-14,3,2,,92.8,,,5,5,korteriomand,"naabrivalve,turvauks,trepikoda lukus",külmik,188000.0,energiamärgis määramata,kivimaja,2006,,,"põrandaküte,õhksoojuspump","dušš,wc ja vannituba eraldi,saun,pesumasin",,uusehitis,,,panipaik,,,,"kaabel-TV,telefon,internet",,,kliimaseade,,,,,,,,harju
986,"Toomhansu 5-7, Kiili alev, Kiili vald, Harju maakond","Kiili alev, Kiili vald, Harju maakond",2023-01-14,3,2,1,72.3,,,2,2,korteriomand,,,229900.0,A,kivimaja,2022,,,,,,uusehitis,,,panipaik,,,17914050,,,,,3202 m²,,,,,,,harju
987,"Vasara tn 15-10, Keila linn, Harju maakond","Keila linn, Harju maakond",2023-01-14,3,2,,58.4,rõdu,,3,3,korteriomand,trepikoda lukus,,165000.0,A,paneelmaja,2022,,,"keskküte,põrandaküte",dušš,,uusehitis,,,"panipaik,garderoob",,,,internet,,,,,,,,,,,harju
988,"Vasara tn 15-14, Keila linn, Harju maakond","Keila linn, Harju maakond",2023-01-14,3,2,,58.4,rõdu,7.10,1,3,korteriomand,trepikoda lukus,,170000.0,A,kivimaja,2022,,,"keskküte,põrandaküte",dušš,,uusehitis,,,"kelder,garderoob",,,,internet,,,,,,,,,,,harju
989,"Roosikrantsi tn 8/2-3, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,4,3,,126.9,,,,3,korteriomand,trepikoda lukus,,635000.0,energiamärgis määramata,kivimaja,2023,,garaaž,"keskküte,põrandaküte","wc ja vannituba eraldi,vann",,renoveeritud,,,,,,,internet,,,kliimaseade,,,,,,,,harju
990,"Madara tn 1-7, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,50.1,,,4,6,korteriomand,trepikoda lukus,,249000.0,B,kivimaja,2023,jah,,"keskküte,põrandaküte",dušš,,uusehitis,,,,,,,internet,,,kliimaseade,,,,,,,,harju
991,"Vasara tn 15-4, Keila linn, Harju maakond","Keila linn, Harju maakond",2023-01-14,3,2,,62.1,rõdu,4.50,2,5,korteriomand,trepikoda lukus,,170000.0,A,kivimaja,2022,,,"keskküte,põrandaküte","dušš,wc ja vannituba eraldi",,uusehitis,,,"kelder,garderoob",,,,internet,,,,,,,,,,,harju
992,"Vasara tn 15-7, Keila linn, Harju maakond","Keila linn, Harju maakond",2023-01-14,3,2,,62.1,rõdu,4.50,3,3,korteriomand,trepikoda lukus,,170000.0,A,kivimaja,2022,,,"keskküte,põrandaküte","dušš,wc ja vannituba eraldi",,uusehitis,,,"kelder,panipaik",,,,internet,,,,,,,,,,,harju
993,"Vasara tn 15-8, Keila linn, Harju maakond","Keila linn, Harju maakond",2023-01-14,2,1,,39.2,rõdu,4.80,3,3,korteriomand,trepikoda lukus,,137500.0,A,paneelmaja,2022,,,"keskküte,põrandaküte",dušš,,uusehitis,,,,,,,internet,,,,,,,,,,,harju
994,"Madara tn 1-4, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,4,3,,103.1,,,3,6,korteriomand,trepikoda lukus,,399000.0,B,kivimaja,2023,jah,,"keskküte,põrandaküte","dušš,wc ja vannituba eraldi",,uusehitis,,,,,,,internet,,,kliimaseade,,,,,,,,harju
995,"Madara tn 1-4, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-14,4,3,,103.1,,,3,6,korteriomand,trepikoda lukus,,399000.0,B,kivimaja,2023,jah,,"keskküte,põrandaküte","dušš,wc ja vannituba eraldi",,uusehitis,,,,,,,internet,,,kliimaseade,,,,,,,,harju
996,"Vasara tn 15-5, Keila linn, Harju maakond","Keila linn, Harju maakond",2023-01-14,4,3,,84.3,rõdu,10.50,2,3,korteriomand,trepikoda lukus,,225000.0,A,kivimaja,2022,,,"keskküte,põrandaküte","dušš,wc ja vannituba eraldi,vann,saun",,uusehitis,,,"kelder,garderoob",,,,internet,,,,,,,,,,,harju
997,"Roosikrantsi tn 8/2-4, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,5,3,,176.1,rõdu,5.10,,3,korteriomand,trepikoda lukus,,785000.0,energiamärgis määramata,kivimaja,2023,,garaaž,"keskküte,põrandaküte","dušš,wc ja vannituba eraldi,vann,saun",,renoveeritud,,,panipaik,,,120260352,internet,,,kliimaseade,,,,,,,,harju
998,"Madara tn 1-7, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,50.1,,,4,6,korteriomand,trepikoda lukus,,249000.0,B,kivimaja,2023,jah,,"keskküte,põrandaküte",dušš,,uusehitis,,,,,,,internet,,,kliimaseade,,,,,,,,harju
999,"Vasara tn 15-6, Keila linn, Harju maakond","Keila linn, Harju maakond",2023-01-14,3,2,,58.4,rõdu,5.70,2,3,korteriomand,trepikoda lukus,,170000.0,A,kivimaja,2022,,,"keskküte,põrandaküte",dušš,,uusehitis,,,panipaik,,,,internet,,,,,,,,,,,harju
1000,"Tehnika tn 61, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,39.0,,,1,2,korteriomand,"trepikoda lukus,turvauks",,99000.0,,palk-kivimaja,,,tasuta parkimine,gaasiküte,"tsentraalne kanalisatsioon,wc ja vannituba eraldi,boiler,vann",gaasipliit,"vajab kapitaalremonti,vajab renoveerimist",,,"kelder,panipaik",,,,"internet,telefon",plekk,,sundventilatsioon,,,,,,,,harju
1001,"Juhtme tn 27-2, Peetri alevik, Rae vald, Harju maakond","Peetri alevik, Rae vald, Harju maakond",2023-01-14,5,3,,,,,4,4,,trepikoda lukus,mööbli võimalus,215000.0,,,,,tasuta parkimine,,"tsentraalne kanalisatsioon,dušš",,,,,"panipaik,garderoob",,,,,,,,,,,,,,,harju
1002,"J.Poska//J.Vilmsi 4//44, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,73.6,,,4,5,korteriomand,,,276000.0,D,,1998,,,,,,,,,,,,,,,,,,,,,,,,harju
1003,"Eduard Vilde tee 141, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,,,39.5,,,3,4,korteriomand,"turvauks,trepikoda lukus",külmik,98000.0,E,kivimaja,1964,,,,vann,,valmis,,,,,,,internet,,http://www.arcovara.ee/322536,,,,,,,,,harju
1004,"Veerenni tn 25, Veerenni, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,47.0,,,2,3,,,,125000.0,energiamärgis määramata,puitmaja,1904,,,,,elektripliit,vajab renoveerimist,,,,,,,,,,,,,,,,,,harju
1005,"Lasteaia tn 9, Tabasalu alevik, Harku vald, Harju maakond","Tabasalu alevik, Harku vald, Harju maakond",2023-01-14,2,1,1,48.7,,,5,5,korteriomand,,,99900.0,E,kivimaja,1980,,,,,elektripliit,vajab renoveerimist,,,,,,,,,,,,,,,,,,harju
1006,"Tungla tn 12, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,1,80.9,,,7,9,korteriomand,,,219000.0,E,kivimaja,1977,,,,,elektripliit,renoveeritud,,,panipaik,,,,,,,,,,,,,,,harju
1007,"Kuusiku tee 5, Loo alevik, Jõelähtme vald, Harju maakond","Loo alevik, Jõelähtme vald, Harju maakond",2023-01-14,2,1,1,52.8,,,3,5,korteriomand,,,119900.0,C,paneelmaja,1987,,,,,,valmis,,,panipaik,,,,,,,,,,,,,,,harju
1008,"SÕPRUSE pst. 246, Mustamäe, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,46.6,,,5,5,korteriomand,,,125000.0,C,paneelmaja,1966,,,,,gaasipliit,renoveeritud,,,panipaik,,,,,,,,,,,,,,,harju
1009,"Tartu mnt 56, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,33.4,,,3,8,korteriomand,,,175000.0,C,kivimaja,2016,,,,,elektripliit,uusehitis,,,panipaik,,,0,,,,,,,,,,,,harju
1010,"Selise tn 26, Haabersti, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,61.0,,,1,3,korteriomand,,,210000.0,energiamärgis määramata,kivimaja,2007,,,,,,uusehitis,,,,,,0,,,,,,,,,,,,harju
1011,"Kiriku põik 4, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2023-01-14,4,3,2,164.9,,,1,3,korteriomand,,,575000.0,energiamärgis määramata,kivimaja,1300,,,,,elektripliit,renoveeritud,,,,,,0,,,,,,,,,,,,harju
1012,"Haigla tn 7, Maardu linn, Harju maakond","Maardu linn, Harju maakond",2023-01-14,1,1,1,21.8,,,2,5,,,,44000.0,E,kivimaja,1977,,,,,,vajab renoveerimist,,,,,,,,,,,,,,,,,,harju
1013,"Viieaia tee 11/2, Pirita linnaosa, Tallinn, Harju maakond","Pirita linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,43.3,,,1,3,korteriomand,,,155000.0,A,kivimaja,2022,,,,,elektripliit,uusehitis,,,panipaik,,,,,,,,,,,,,,,harju
1014,"Viieaia tee 11/2, Laiaküla, Viimsi vald, Harju maakond","Laiaküla, Viimsi vald, Harju maakond",2023-01-14,2,1,1,43.3,,,1,3,korteriomand,,,155000.0,A,kivimaja,2022,,,,,elektripliit,uusehitis,,,panipaik,,,,,,,,,,,,,,,harju
1015,"Võidu tn 56, Männiku, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,1,65.7,,,4,9,korteriomand,,,149000.0,E,paneelmaja,1979,,,,,elektripliit,valmis,,,,,,,,,,,,,,,,,,harju
1016,"E.vilde Tee 136, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,1,1,1,30.1,,,1,5,korteriomand,,,79999.0,B,kivimaja,1965,,,,,gaasipliit,vajab renoveerimist,,,panipaik,,,,,,,,,,,,,,,harju
1017,"Õismäe tee 47, Väike-Õismäe, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,53.0,,,5,5,korteriomand,,,135000.0,E,paneelmaja,1974,,,,,elektripliit,valmis,,,panipaik,,,0,,,,,,,,,,,,harju
1018,"Õismäe tee 20, Õismäe, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,49.4,,,2,9,korteriomand,,,109900.0,D,paneelmaja,1975,,,,,elektripliit,renoveeritud,,,,,,,,,,,,,,,,,,harju
1019,"Tuukri tn 64, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,4,3,1,122.5,,,1,5,korteriomand,,,629000.0,B,kivimaja,2018,,,,,,uusehitis,,,panipaik,,,,,,,,,,,,,,,harju
1020,"Sõpruse pst 4, Lilleküla, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,39.7,,,4,4,korteriomand,,,123000.0,C,kivimaja,1964,,,,,elektripliit,renoveeritud,,,panipaik,,,,,,,,,,,,,,,harju
1021,"Rae tn 54, Paldiski linn, Harju maakond","Paldiski linn, Harju maakond",2023-01-14,3,2,1,61.0,,,2,5,korteriomand,,,95000.0,D,kivimaja,,,,,,,renoveeritud,,,,,,,,,,,,,,,,,,harju
1022,"Õismäe tee 20, Õismäe, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,49.4,,,2,9,korteriomand,,,109900.0,D,paneelmaja,1975,,,,,elektripliit,renoveeritud,,,,,,,,,,,,,,,,,,harju
1023,"Taludevahe tn 69, Tiskre, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-14,4,3,1,174.0,,,4,4,korteriomand,,,295000.0,energiamärgis määramata,kivimaja,2008,,,,,elektripliit,uus viimistlus,,,panipaik,,,0,,,,,,,,,,,,harju
1024,"Tammsaare tee 113, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,1,61.2,,,2,5,korteriomand,,,145000.0,D,paneelmaja,1967,,,,,,renoveeritud,,,panipaik,,,,,,,,,,,,,,,harju
1025,"Sõpruse pst 192, Mustamäe, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,1,,1,30.5,,,1,9,korteriomand,,,85900.0,D,paneelmaja,1970,,,,,gaasipliit,renoveeritud,,,,,,,,,,,,,,,,,,harju
1026,"Redise tn 4, Laagri alevik, Saue vald, Harju maakond","Laagri alevik, Saue vald, Harju maakond",2023-01-14,2,1,1,52.8,,,1,5,korteriomand,,,128000.0,energiamärgis määramata,paneelmaja,1978,,,,,,valmis,,,panipaik,,,,,,,,,,,,,,,harju
1027,"Redise tn 4, Laagri, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,52.8,,,1,5,korteriomand,,,128000.0,energiamärgis määramata,paneelmaja,1978,,,,,,valmis,,,panipaik,,,,,,,,,,,,,,,harju
1028,"Noorkuu tn 3, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,49.1,,,4,4,korteriomand,,,165000.0,B,kivimaja,2017,,,,,,uusehitis,,,panipaik,,,,,,,,,,,,,,,harju
1029,"Anni tn 3, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,1,1,1,32.8,,,3,5,korteriomand,,,81000.0,E,paneelmaja,1982,,,,,elektripliit,san remont tehtud,,,panipaik,,,,,,,,,,,,,,,harju
1030,"SÕPRUSE pst. 167, Siili, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,43.6,,,1,5,korteriomand,,,104000.0,D,paneelmaja,1971,,,,,,valmis,,,panipaik,,,,,,,,,,,,,,,harju
1031,"Tammsaare tee 70, Siili, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,1,60.7,,,4,5,korteriomand,,,118900.0,energiamärgis määramata,paneelmaja,1971,,,,,gaasipliit,san remont tehtud,,,panipaik,,,,,,,,,,,,,,,harju
1032,"Kuldala tee 7, Peetri alevik, Rae vald, Harju maakond","Peetri alevik, Rae vald, Harju maakond",2023-01-14,3,2,,74.0,rõdu,,2,4,korteriomand,turvauks,,210000.0,F,paneelmaja,2006,,,keskküte,"dušš,wc ja vannituba eraldi",,valmis,,,"panipaik,garderoob",,,0,internet,,,,,,,,,,,harju
1033,"Kolde pst 98, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,1,59.2,"rõdu,kinnine rõdu,klaasitud rõdu",8.70,8,14,korteriomand,"trepikoda lukus,turvauks,naabrivalve",,168000.0,E,kivimaja,1976,jah,tasuta parkimine,keskküte,"dušš,tsentraalne kanalisatsioon",elektripliit,"renoveeritud,uus viimistlus,valmis",,,garderoob,,,,internet,rullmaterjal,,sundventilatsioon,,,,,,,,harju
1034,"Nelgi tn 30, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,1,44.2,rõdu,,5,5,korteriomand,"trepikoda lukus,turvauks","mööbel,mööbli võimalus",122000.0,E,kivimaja,1982,,tasuta parkimine,keskküte,"tsentraalne kanalisatsioon,dušš,vann,pesumasin",elektripliit,valmis,,,kelder,,,,internet,,,,,,,,,,,harju
1035,"Sihi tn 122, Kivimäe, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,,133.0,,,-1,3,,"turvauks,trepikoda lukus","mööbel,külmik",170000.0,D,kivimaja,1959,,,õhksoojuspump,"pesumasin,dušš,vann",elektripliit,uusehitis,,,kelder,200.00,300.00,4793850,internet,,,,,,,,,,,harju
1036,"Paasiku tn 14, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,,,50.0,"rõdu,kinnine rõdu",,3,9,,"turvauks,trepikoda lukus","mööbel,mööbli võimalus",95000.0,energiamärgis määramata,paneelmaja,1993,jah,tasuta parkimine,keskküte,"tsentraalne kanalisatsioon,dušš,pesumasin,wc ja vannituba eraldi,vann",elektripliit,san remont tehtud,,,garderoob,,,,"telefon,internet,digi-TV",,,,,,,,,,,harju
1037,"Paekaare tn 36, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,,,50.0,"kinnine rõdu,rõdu",,8,9,,"trepikoda lukus,turvauks","mööbel,mööbli võimalus",98000.0,,paneelmaja,,jah,tasuta parkimine,keskküte,"tsentraalne kanalisatsioon,dušš,vann,wc ja vannituba eraldi,pesumasin",elektripliit,san remont tehtud,,,garderoob,,,,"digi-TV,telefon,internet",,,,,,,,,,,harju
1038,"Gildi tn 8, Keldrimäe, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,1,,1,33.1,,,5,5,korteriomand,,,88000.0,C,paneelmaja,1974,,,,,elektripliit,vajab renoveerimist,,,panipaik,,,,,,,,,,,,,,,harju
1039,"Läänemere tee 36, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,,,65.0,"rõdu,kinnine rõdu",,9,9,,"turvauks,trepikoda lukus","mööbel,mööbli võimalus",134900.0,,paneelmaja,1987,jah,tasuta parkimine,keskküte,"wc ja vannituba eraldi,dušš,pesumasin,tsentraalne kanalisatsioon,vann",elektripliit,renoveeritud,,,garderoob,,,,"telefon,internet,digi-TV",,,,,,,,,,,harju
1040,"Siili tn 16, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,,,51.7,rõdu,,3,5,,"trepikoda lukus,turvauks","mööbel,mööbli võimalus",115000.0,E,paneelmaja,1973,,tasuta parkimine,keskküte,"pesumasin,dušš,tsentraalne kanalisatsioon,vann,wc ja vannituba eraldi",gaasipliit,san remont tehtud,,,garderoob,,,,"internet,digi-TV,telefon",,,,,,,,,,,harju
1041,"Pae tn 57, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,,,66.7,"kinnine rõdu,rõdu",,1,9,,"turvauks,trepikoda lukus","mööbel,mööbli võimalus",134000.0,,paneelmaja,,jah,tasuta parkimine,keskküte,"tsentraalne kanalisatsioon,pesumasin,wc ja vannituba eraldi,dušš,vann",elektripliit,renoveeritud,,,garderoob,,,,"digi-TV,internet,telefon",,,,,,,,,,,harju
1042,"E. Vilde tee 114, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,1,53.4,"rõdu,klaasitud rõdu,kinnine rõdu",,9,14,korteriomand,"turvauks,naabrivalve,trepikoda lukus","mööbel,mööbli võimalus",120000.0,E,,1973,jah,tasuta parkimine,keskküte,"vann,tsentraalne kanalisatsioon,wc ja vannituba eraldi",gaasipliit,,,,,,,,"telefon,digi-TV,internet",,,,,,,,,,,harju
1043,"Pardi tn 5, Tondi, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,39.0,,,2,3,korteriomand,"turvauks,trepikoda lukus",külmik,130000.0,energiamärgis määramata,,1930,,,õhksoojuspump,"dušš,pesumasin",elektripliit,renoveeritud,,,panipaik,,,,"kaabel-TV,internet",,,,,,,,,,,harju
1044,"Pardi tn 5, Tondi, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,,39.0,,,2,3,korteriomand,"turvauks,trepikoda lukus",külmik,130000.0,energiamärgis määramata,,1930,,,õhksoojuspump,"dušš,pesumasin",elektripliit,renoveeritud,,,panipaik,,,,"kaabel-TV,internet",,,,,,,,,,,harju
1045,"Majaka tn 23, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,6,4,,102.0,,,3,5,korteriomand,alarmsüsteem,,200000.0,F,kivimaja,,,,"keskküte,põrandaküte","dušš,saun,boiler",elektripliit,,,,,,,,,,,,,,,,,,,harju
1046,"Lõime tn 20, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-14,1,,,12.1,,,3,4,korteriomand,"trepikoda lukus,turvauks",,30000.0,D,kivimaja,1952,,tasuta parkimine,keskküte,,,"valmis,renoveeritud,san remont tehtud",,,,,,,,,,,,,,,,,,harju
1047,"Jaama tn 6-10, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-14,4,3,,103.3,rõdu,,2,4,korteriomand,,,413000.0,A,kivimaja,,jah,,keskküte,dušš,,uusehitis,,,,,,,,,,,,,,,,,,harju
1048,"Iirise tn 7, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-14,1,1,1,32.8,,,2,5,korteriomand,"trepikoda lukus,turvauks,naabrivalve,turvasüsteem","mööbel,külmik",83000.0,energiamärgis määramata,kivimaja,1980,,tasuta parkimine,keskküte,"dušš,pesumasin,tsentraalne kanalisatsioon",elektripliit,valmis,"kõik kommunaalteenused,elekter,vesi",330.00,,70.00,120.00,,internet,,,,,,,,,,,harju
1049,"J. Sütiste tee 33, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,,,42.9,"rõdu,kinnine rõdu",,7,9,,"turvauks,trepikoda lukus","mööbel,mööbli võimalus",122000.0,D,paneelmaja,1972,jah,tasuta parkimine,keskküte,"vann,wc ja vannituba eraldi,tsentraalne kanalisatsioon,dušš,pesumasin",gaasipliit,san remont tehtud,,,garderoob,,,,"telefon,digi-TV,internet",,,,,,,,,,,harju
1050,"Kalevipoja tn 9, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,1,66.8,kinnine rõdu,,3,5,korteriomand,trepikoda lukus,mööbli võimalus,140000.0,D,paneelmaja,1979,,tasuta parkimine,keskküte,"pesumasin,vann,tsentraalne kanalisatsioon",elektripliit,,,,,,,,internet,bituumen,,,,,,,,,,harju
1051,"J. Poska tn 51b, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2023-01-14,8,4,1,270.3,,,2,3,kinnistu,,,1100000.0,energiamärgis määramata,puitmaja,1909,,,,,elektripliit,renoveeritud,,,,,,0,,,,,,,,,,,,harju
1052,"J. Poska tn 51b, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2023-01-14,8,4,1,271.0,,,1,3,kinnistu,,,1100000.0,energiamärgis määramata,puitmaja,1909,,,,,elektripliit,renoveeritud,,,,,,0,,,,,,,,,,,,harju
1053,"E. Vilde tee 92, Mustamäe, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,2,1,59.3,,,7,9,korteriomand,,,137900.0,D,paneelmaja,1968,,,,,gaasipliit,renoveeritud,,,panipaik,,,,,,,,,,,,,,,harju
1054,"Kristjan Kärberi 60, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,,,32.8,rõdu,,8,9,korteriomand,"turvauks,trepikoda lukus","mööbel,külmik",112000.0,C,,1985,jah,,,dušš,,renoveeritud,,,,,,,internet,,http://www.arcovara.ee/322530,,,,,,,,,harju
1055,"Linnamäe tee 25, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-14,3,,,64.9,rõdu,,3,9,korteriomand,"turvauks,trepikoda lukus",,125000.0,E,paneelmaja,1988,jah,,,,,renoveeritud,,,,,,,,,http://www.arcovara.ee/322522,,,,,,,,,harju
1056,"Akadeemia tee 62, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-14,2,,,44.2,,,1,5,,"turvauks,trepikoda lukus","mööbel,mööbli võimalus",93500.0,D,paneelmaja,1969,,tasuta parkimine,keskküte,"vann,pesumasin,dušš,tsentraalne kanalisatsioon",gaasipliit,vajab renoveerimist,,,garderoob,,,,"telefon,digi-TV,internet",,,,,,,,,,,harju
1057,"Vana-Lõuna tn 39, Veerenni asum, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-14,2,1,2,80.5,terrass,,1,4,korteriomand,"naabrivalve,turvasüsteem,videokaamerad,trepikoda lukus,turvauks","kinnine hoov,mööbel",229000.0,D,kivimaja,2008,,,keskküte,"tsentraalne kanalisatsioon,dušš,pesumasin",elektripliit,"renoveeritud,valmis",,,"panipaik,garderoob",,,,"telefon,digi-TV,internet",,,,,,,,,,,harju
