,rooms,floors,area_outside,area,link,address,hind,maakond
11,2,3/13,,56.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-lasnamae-tn/9214147,"Lasnamäe tn 4b,Lasnamäe linnaosa, Tallinn, Harju maakond",299000,harju
12,1,3/5,,32.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-kalevipoja-tn/2545454,"Kalevipoja tn 6,Lasnamäe linnaosa, Tallinn, Harju maakond",82000,harju
13,3,3/4,,90.1,https://city24.ee/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-padriku-tee/2244576,"Padriku tee 4/5,Pirita linnaosa, Tallinn, Harju maakond",255000,harju
14,4,1/3,,91.5,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-vabriku-tn/7081562,"Vabriku tn 8,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",310000,harju
15,2,2/3,,52.4,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-veskilise-tn/6492616,"Veskilise tn 7-9,Haabersti linnaosa, Tallinn, Harju maakond",177900,harju
16,3,2/3,,62.4,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kopli-tn/2960653,"Kopli tn 64-5,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",307944,harju
17,2,3/4,,47.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-kotermaa-tn/6789451,"Kotermaa tn 13,Haabersti linnaosa, Tallinn, Harju maakond",175000,harju
18,3,4/9,,,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-kihnu-tn/3284492,"Kihnu tn 18,Lasnamäe linnaosa, Tallinn, Harju maakond",124999,harju
19,3,2/3,,65.6,https://city24.ee/real-estate/apartments-for-sale/viimsi-vald-haabneeme-alevik-tammepollu-tee/7252166,"Tammepõllu tee 25,Haabneeme alevik, Viimsi vald, Harju maakond",199000,harju
20,3,1/3,,87.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-nomme-linnaosa-sihi-tn/1289209,"Sihi tn 122, Kivimäe,Nõmme linnaosa, Tallinn, Harju maakond",329000,harju
21,2,5/5,,52.9,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-sitsi-tn/7620345,"Sitsi tn 14, Sitsi asum,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",145600,harju
22,3,3/5,,47.5,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/3417384,"Pärnu mnt 76,Kesklinna linnaosa, Tallinn, Harju maakond",178000,harju
23,3,,,83.9,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-talli-tn/6234765,"Talli tn 5,Kristiine linnaosa, Tallinn, Harju maakond",379650,harju
24,4,6/9,,65,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-mahtra-tn/7532395,"Mahtra tn 24,Lasnamäe linnaosa, Tallinn, Harju maakond",125000,harju
25,3,6/9,,65,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-mahtra-tn/8528081,"Mahtra tn 24,Lasnamäe linnaosa, Tallinn, Harju maakond",125000,harju
26,2,2/5,,47.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-virbi-tn/8114568,"Virbi tn 8,Lasnamäe linnaosa, Tallinn, Harju maakond",178000,harju
27,3,1/5,,84.7,https://city24.ee/real-estate/apartments-for-sale/viimsi-vald-haabneeme-alevik-heki-tee/2441509,"Heki tee 6,Haabneeme alevik, Viimsi vald, Harju maakond",245000,harju
28,3,4/6,,68.4,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-pille-tn/3539087,"Pille tn 11/2-51,Kesklinna linnaosa, Tallinn, Harju maakond",335900,harju
29,4,1/9,,65,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-m-harma-tn/1203197,"M. Härma tn 1-1,Lasnamäe linnaosa, Tallinn, Harju maakond",155000,harju
30,3,1/2,,Kliendipäev,https://city24.ee/real-estate/apartments-for-sale/rae-vald-peetri-alevik-sireli-tn/7327325,"Sireli tn 3,Peetri alevik, Rae vald, Harju maakond",199000,harju
31,3,2/4,,64.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-vana-rannamoisa-tee/4810063,"Vana-Rannamõisa tee 1D/2,Haabersti linnaosa, Tallinn, Harju maakond",192000,harju
32,2,3/4,,39,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-sole-tn/4508444,"Sõle tn 57,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",94990,harju
33,3,1/3,,79.2,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-lahepea-tn/4555379,"Lahepea tn 17-4,Haabersti linnaosa, Tallinn, Harju maakond",299000,harju
34,2,1/4,,90.5,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-lahepea-tn/1449601,"Lahepea tn 17-3,Haabersti linnaosa, Tallinn, Harju maakond",378000,harju
35,2,1/3,,37,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-lahepea-tn/3873698,"Lahepea tn 17-5,Haabersti linnaosa, Tallinn, Harju maakond",164900,harju
36,1,2/2,,26,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-suur-sojamae-poik/1106721,"Suur-Sõjamäe põik 3-7, Ülemiste,Lasnamäe linnaosa, Tallinn, Harju maakond",79900,harju
37,4,3/3,,,https://city24.ee/real-estate/apartments-for-sale/saue-vald-laagri-alevik-kaselaane-poik/1502202,"Kaselaane põik 2/1,Laagri alevik, Saue vald, Harju maakond",289000,harju
38,2,8/12,,47.2,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-seebi-tn/6539375,"Seebi tn 36c,Kristiine linnaosa, Tallinn, Harju maakond",180000,harju
39,4,4/4,,88.3,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-paepargi-tn/2763372,"Paepargi tn 37,Lasnamäe linnaosa, Tallinn, Harju maakond",326000,harju
40,5,2/3,,116.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-kadriorg-raua-tn/2260968,"Raua tn 30, Kadriorg,Kadriorg, Tallinn, Harju maakond",420000,harju
41,2,1/5,,47.5,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-uus-maleva-tn/6804243,"Uus-Maleva tn 3,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",129990,harju
42,3,,,64.5,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-umera-tn/8363284,"Ümera tn 28,Lasnamäe linnaosa, Tallinn, Harju maakond",169000,harju
43,3,8/9,,65.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-jarveotsa-tee/7219747,"Järveotsa tee 23, Väike-Õismäe,Haabersti linnaosa, Tallinn, Harju maakond",114000,harju
44,4,1/2,,91,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-viimsi-alevik-nelgi-poik/5868472,"Nelgi põik 1,Viimsi alevik, Harju maakond",299900,harju
45,3,3/3,,57.7,https://city24.ee/real-estate/apartments-for-sale/harku-vald-harku-alevik-instituudi-tee/8421811,"Instituudi tee 7,Harku alevik, Harku vald, Harju maakond",177000,harju
46,4,3/3,,107.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-lahepea-tn/9353841,"Lahepea tn 19-28,Haabersti linnaosa, Tallinn, Harju maakond",539800,harju
47,2,,,95.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-nomme-linnaosa-sulevi-tn/7044566,"Sulevi tn 11,Nõmme linnaosa, Tallinn, Harju maakond",275000,harju
48,2,3/8,,37.9,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-tartu-mnt/8009616,"Tartu mnt 56, Keldrimäe,Kesklinna linnaosa, Tallinn, Harju maakond",199900,harju
49,2,5/5,,27.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-tihase-tn/2478723,"Tihase tn 27-28,Kristiine linnaosa, Tallinn, Harju maakond",148000,harju
50,2,1/9,,49.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-loitsu-tn/9108591,"Loitsu tn 5,Lasnamäe linnaosa, Tallinn, Harju maakond",115000,harju
51,3,1/8,,64.4,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-paevalja-pst/8022603,"Paevälja pst 11-4,Lasnamäe linnaosa, Tallinn, Harju maakond",29000,harju
52,2,4/5,,51.3,https://city24.ee/real-estate/apartments-for-sale/saue-vald-laagri-alevik-mannimetsa-tee/3329542,"Männimetsa tee 36,Laagri alevik, Saue vald, Harju maakond",129000,harju
53,2,7/15,,39.3,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/2631731,"Pärnu mnt 110,Kesklinna linnaosa, Tallinn, Harju maakond",180000,harju
54,4,3/5,,122.4,https://city24.ee/real-estate/apartments-for-sale/tallinn-vanalinn-pagari-tn/4174166,"Pagari tn 1,Vanalinn, Tallinn, Harju maakond",799000,harju
55,1,5/5,,30,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-ehitajate-tee/5991184,"Ehitajate tee 88,Mustamäe linnaosa, Tallinn, Harju maakond",75900,harju
56,3,5/7,,76.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-narva-mnt/7922119,"Narva mnt 2,Kesklinna linnaosa, Tallinn, Harju maakond",240000,harju
57,1,4/5,,20.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-pelguranna-tn/6043682,"Pelguranna tn 3,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",97500,harju
58,1,2/5,,30.2,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-mustamae-tee/8000195,"Mustamäe tee 120,Mustamäe linnaosa, Tallinn, Harju maakond",90000,harju
59,2,1/5,,43.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-tedre-tn/7841235,"Tedre tn 81,Kristiine linnaosa, Tallinn, Harju maakond",125000,harju
60,2,3/5,,45,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-ehitajate-tee/2814276,"Ehitajate tee 39,Mustamäe linnaosa, Tallinn, Harju maakond",114500,harju
61,2,4/5,,43.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-saase-tn/5251402,"Sääse tn 5,Mustamäe linnaosa, Tallinn, Harju maakond",111000,harju
62,1,4/9,,32.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-k-karberi-tn/6240397,"K. Kärberi tn 50,Lasnamäe linnaosa, Tallinn, Harju maakond",73000,harju
63,3,1/7,,68.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-kadaka-pst/7499397,"Kadaka pst 138, Mustamäe,Mustamäe linnaosa, Tallinn, Harju maakond",230000,harju
64,3,1/9,,65,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-m-harma-tn/1816545,"M. Härma tn 1-1,Lasnamäe linnaosa, Tallinn, Harju maakond",155000,harju
65,2,2/4,,41,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-lahepea-tn/1650888,"Lahepea tn 13,Haabersti linnaosa, Tallinn, Harju maakond",189900,harju
66,2,1/5,,44,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-akadeemia-tee/2913333,"Akadeemia tee 14,Mustamäe linnaosa, Tallinn, Harju maakond",104900,harju
67,1,,,29.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-j-sutiste-tee/5581947,"J. Sütiste tee 40,Mustamäe linnaosa, Tallinn, Harju maakond",97000,harju
68,2,2/4,,35.4,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-e-vilde-tee/6555623,"E. Vilde tee 143,Mustamäe linnaosa, Tallinn, Harju maakond",92000,harju
69,1,1/2,,23.5,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-loode-tn/4097635,"Loode tn 4/1, Kassisaba,Kesklinna linnaosa, Tallinn, Harju maakond",83900,harju
70,4,2/3,,118.4,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-veerenni-tn/8875164,"Veerenni tn 36b/1-2,Kesklinna linnaosa, Tallinn, Harju maakond",479900,harju
71,2,12/15,,49.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/1530513,"Pärnu mnt 110,Kesklinna linnaosa, Tallinn, Harju maakond",175000,harju
72,2,4/5,,47.3,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-jsutiste-tee/1834562,"j.Sütiste tee 26,Mustamäe linnaosa, Tallinn, Harju maakond",113000,harju
73,5,,,101,https://city24.ee/real-estate/apartments-for-sale/harku-vald-tiskre-kula-karikakra-tee/1704343,"Karikakra tee 39-4,Tiskre küla, Harku vald, Harju maakond",307000,harju
74,5,,,113,https://city24.ee/real-estate/apartments-for-sale/harku-vald-tiskre-kula-karikakra-tee/4162047,"Karikakra tee 39-6,Tiskre küla, Harku vald, Harju maakond",344000,harju
75,3,1/5,,41.6,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-saue-linn-koondise-tn/3187915,"Koondise tn 26,Saue linn, Harju maakond",98000,harju
76,4,3/3,,92.7,https://city24.ee/real-estate/apartments-for-sale/harku-vald-tiskre-kula-taverni-tee/9357248,"Taverni tee 1/2,Tiskre küla, Harku vald, Harju maakond",285000,harju
77,2,7/11,,54.4,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-p-pinna-tn/1145419,"P. Pinna tn 6a, Lasnamäe,Lasnamäe linnaosa, Tallinn, Harju maakond",180000,harju
78,3,9/9,,64.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-vormsi-tn/4135957,"Vormsi tn 16, Lasnamäe,Lasnamäe linnaosa, Tallinn, Harju maakond",165000,harju
79,2,4/4,,Kliendipäev,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-vana-rannamoisa-tee/8616515,"Vana-Rannamõisa tee 1d/2,Haabersti linnaosa, Tallinn, Harju maakond",162000,harju
80,3,4/4,,Kliendipäev,https://city24.ee/real-estate/apartments-for-sale/rae-vald-peetri-alevik-kuldala-tee/7981461,"Kuldala tee 11,Peetri alevik, Rae vald, Harju maakond",205000,harju
81,1,1/8,,40,https://city24.ee/real-estate/apartments-for-sale/viimsi-vald-haabneeme-alevik-heki-tee/3481689,"Heki tee 10, Viimsi,Haabneeme alevik, Viimsi vald, Harju maakond",113990,harju
82,2,1/4,,40.9,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-maardu-linn-kallasmaa-tn/7767207,"Kallasmaa tn 5,Maardu linn, Harju maakond",63000,harju
83,2,8/9,,43.1,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-mustamae-tee/4981985,"Mustamäe tee 181,Mustamäe linnaosa, Tallinn, Harju maakond",119900,harju
84,2,5/8,,55.3,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-astangu-tn/3414366,"Astangu tn 21/3, Astangu,Haabersti linnaosa, Tallinn, Harju maakond",129900,harju
85,2,2/9,,49.4,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-jarveotsa-tee/9008441,"Järveotsa tee 29,Haabersti linnaosa, Tallinn, Harju maakond",126000,harju
86,2,3/6,,40,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-maleva-tn/2634769,"Maleva tn 1,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",135000,harju
87,3,2/9,,59.4,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-mustamae-tee/6612253,"Mustamäe tee 199, Linn,Mustamäe linnaosa, Tallinn, Harju maakond",124900,harju
88,4,7/8,,96.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-sipelga-tn/1275785,"Sipelga tn 4, Sääse,Mustamäe linnaosa, Tallinn, Harju maakond",299000,harju
89,3,8/8,,56.2,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-ehitajate-tee/5348330,"Ehitajate tee 91/2,Mustamäe linnaosa, Tallinn, Harju maakond",229000,harju
90,3,3/6,,74.9,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-karneri-tn/6175615,"Kärneri tn 3, Rocca al Mare keskuse piirkond,Haabersti linnaosa, Tallinn, Harju maakond",232000,harju
91,2,1/5,,58.8,https://city24.ee/real-estate/apartments-for-sale/viimsi-vald-haabneeme-alevik-idapollu-tee/7934289,"Idapõllu tee 4, Viimsi,Haabneeme alevik, Viimsi vald, Harju maakond",194900,harju
92,2,2/5,,,https://city24.ee/real-estate/apartments-for-sale/kiili-vald-kiili-alev-lasteaia-tn/2242486,"Lasteaia tn 4,Kiili alev, Kiili vald, Harju maakond",90000,harju
93,2,2/3,,44.7,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-saue-vald-laagri-alevik/7409898,"Nõmmeliiva tee, Tänassilma küla,Laagri alevik, Saue vald, Harju maakond",165390,harju
94,3,1/3,,71,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-saue-vald-laagri-alevik/8883825,"Nõmmeliiva tee,Laagri alevik, Saue vald, Harju maakond",227200,harju
95,5,3/3,,136.8,https://city24.ee/real-estate/apartments-for-sale/saku-vald-tanassilma-kula-nommeliiva-tee/5090885,"Nõmmeliiva tee 3-12,Tänassilma küla, Saku vald, Harju maakond",399456,harju
96,4,2/3,,81.3,https://city24.ee/real-estate/apartments-for-sale/saku-vald-tanassilma-kula-nommeliiva-tee/3494896,"Nõmmeliiva tee 3-9,Tänassilma küla, Saku vald, Harju maakond",260160,harju
97,3,2/3,,69.6,https://city24.ee/real-estate/apartments-for-sale/saku-vald-tanassilma-kula-nommeliiva-tee/3840003,"Nõmmeliiva tee 3-8,Tänassilma küla, Saku vald, Harju maakond",229680,harju
98,3,1/5,,75.2,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kopli-tn/4894020,"Kopli tn 90, Karjamaa,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",215000,harju
99,1,5/5,,21.9,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-punane-tn/6346744,"Punane tn 15,Lasnamäe linnaosa, Tallinn, Harju maakond",86500,harju
100,2,1/3,,68.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-vabriku-tn/1380108,"Vabriku tn 35b,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",265000,harju
101,1,1/4,,16.5,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-sole-tn/1372049,"Sõle tn 18,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",45000,harju
102,3,6/7,,69,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-rotermanni-tn/4063035,"Rotermanni tn 7, Rotermanni Kvartal,Kesklinna linnaosa, Tallinn, Harju maakond",495000,harju
103,3,3/5,,72.3,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-kabliku-tn/8273398,"Käbliku tn 1, Kristiine,Kristiine linnaosa, Tallinn, Harju maakond",229900,harju
104,3,3/4,,Kliendipäev,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-spordi-tn/6943722,"Spordi tn 15,Kristiine linnaosa, Tallinn, Harju maakond",210000,harju
105,2,1/4,,62.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-vana-louna-tn/7440544,"Vana-Lõuna tn 39, Veerenni asum,Kesklinna linnaosa, Tallinn, Harju maakond",229000,harju
106,3,3/4,,65.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-rougu-tn/7747784,"Rõugu tn 22,Haabersti linnaosa, Tallinn, Harju maakond",255000,harju
107,3,5/5,,66.8,https://city24.ee/real-estate/apartments-for-sale/joelahtme-vald-loo-alevik-kuusiku-tee/1265676,"Kuusiku tee 5, Loo,Loo alevik, Jõelähtme vald, Harju maakond",159000,harju
108,2,3/4,,37.3,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-jakobi-tn/3457566,"Jakobi tn 15, JUHKENTALI,Kesklinna linnaosa, Tallinn, Harju maakond",129000,harju
109,2,1/5,,42.1,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-ehitajate-tee/2228290,"Ehitajate tee 43,Mustamäe linnaosa, Tallinn, Harju maakond",117500,harju
110,2,1/5,,42.1,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-mustamae-tee/7264702,"Mustamäe tee 126,Mustamäe linnaosa, Tallinn, Harju maakond",105000,harju
111,2,2/4,,42.4,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-e-vilde-tee/8414237,"E. Vilde tee 137,Mustamäe linnaosa, Tallinn, Harju maakond",113000,harju
112,1,5/5,,30,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-e-vilde-tee/7610473,"E. Vilde tee 63,Mustamäe linnaosa, Tallinn, Harju maakond",72500,harju
113,2,1/3,,52.9,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-pae-tn/3353933,"Pae tn 50,Lasnamäe linnaosa, Tallinn, Harju maakond",133000,harju
114,3,4/5,,66.5,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-vikerlase-tn/5244529,"Vikerlase tn 26,Lasnamäe linnaosa, Tallinn, Harju maakond",125900,harju
115,3,3/6,,66,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-paldiski-mnt/6600995,"Paldiski mnt 82b,Haabersti linnaosa, Tallinn, Harju maakond",277000,harju
116,3,1/5,,46.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-retke-tee/4540055,"Retke tee 28,Mustamäe linnaosa, Tallinn, Harju maakond",132900,harju
117,1,2/2,,18,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-katusepapi-tn/6004198,"Katusepapi tn 42/1,Lasnamäe linnaosa, Tallinn, Harju maakond",67000,harju
118,2,4/4,,52.2,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-noorkuu-tn/2160651,"Noorkuu tn 6,Haabersti linnaosa, Tallinn, Harju maakond",193000,harju
119,3,,,61.5,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-puuvilla-tn/7319141,"Puuvilla tn 24, Kopli,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",199000,harju
120,3,3/3,,59.7,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-maardu-linn-keemikute-tn/7357359,"Keemikute tn 15,Maardu linn, Harju maakond",119900,harju
121,3,,,91.4,https://city24.ee/real-estate/apartments-for-sale/rae-vald-juri-alevik-kesa-tn/3008026,"Kesa tn 12,Jüri alevik, Rae vald, Harju maakond",239900,harju
122,3,3/5,,55.9,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-akadeemia-tee/7659667,"Akadeemia tee 10,Mustamäe linnaosa, Tallinn, Harju maakond",125000,harju
123,2,4/5,,54.4,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-paldiski-linn-kivi-tn/2163951,"Kivi tn 6,Paldiski linn, Harju maakond",57000,harju
124,1,6/9,,32.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-laanemere-tee/9363079,"Läänemere tee 34,Lasnamäe linnaosa, Tallinn, Harju maakond",92000,harju
125,4,1/2,,121.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-tanuma-tn/8660400,"Tanuma tn 73,Haabersti linnaosa, Tallinn, Harju maakond",270000,harju
126,1,3/5,,38.9,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-kentmanni-tn/4939352,"Kentmanni tn 10, Kesklinn,Kesklinna linnaosa, Tallinn, Harju maakond",180000,harju
127,2,3/3,,50.9,https://city24.ee/real-estate/apartments-for-sale/harku-vald-tiskre-kula-uuspere-tee/1294388,"Uuspere tee 6/1,Tiskre küla, Harku vald, Harju maakond",172000,harju
128,4,3/6,,103.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-poordi-tn/1831517,"Poordi tn 3,Kesklinna linnaosa, Tallinn, Harju maakond",449000,harju
129,3,3/6,,51.5,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-suur-karja-tn/6891356,"Suur-Karja tn 4, Vanalinn,Kesklinna linnaosa, Tallinn, Harju maakond",249900,harju
130,2,3/3,,50.8,https://city24.ee/real-estate/apartments-for-sale/saue-vald-laagri-alevik-iltre-tn/3973625,"Iltre tn 9,Laagri alevik, Saue vald, Harju maakond",180000,harju
