,rooms,floors,area_outside,area,link,address,hind,maakond
789,1,1/5,,32.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-umera-tn/9315974,"Ümera tn 21,Lasnamäe linnaosa, Tallinn, Harju maakond",92900,harju
790,3,,,64,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-sole-tn/3514627,"Sõle tn 47,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",113000,harju
791,1,2/5,,30.1,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-ehitajate-tee/3617174,"Ehitajate tee 40,Mustamäe linnaosa, Tallinn, Harju maakond",79000,harju
792,2,1/2,,Kliendipäev,https://city24.ee/real-estate/apartments-for-sale/tallinn-kadriorg-j-vilmsi-tn/6602192,"J. Vilmsi tn 37,Kadriorg, Tallinn, Harju maakond",155000,harju
793,2,1/2,,Kliendipäev,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-j-vilmsi-tn/3323145,"J. Vilmsi tn 37,Kesklinna linnaosa, Tallinn, Harju maakond",155000,harju
794,2,2/4,,36.9,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-pelguranna-tn/7381584,"Pelguranna tn 5, Pelguranna,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",99900,harju
795,1,6/9,,34,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-linnamae-tee/4186467,"Linnamäe tee 11,Lasnamäe linnaosa, Tallinn, Harju maakond",88900,harju
796,2,3/5,,43.1,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-e-vilde-tee/6472733,"E. Vilde tee 53,Mustamäe linnaosa, Tallinn, Harju maakond",107000,harju
797,2,6/8,,48.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-planeedi-tn/5648287,"Planeedi tn 2,Kesklinna linnaosa, Tallinn, Harju maakond",139900,harju
798,2,10/10,,56.1,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-kotkapoja-tn/7932548,"Kotkapoja tn 4,Kristiine linnaosa, Tallinn, Harju maakond",210000,harju
799,5,3/4,,101.5,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-kiisa-tn/3140224,"Kiisa tn 11,Kesklinna linnaosa, Tallinn, Harju maakond",290000,harju
800,2,2/3,,54.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-pallasti-tn/2669843,"Pallasti tn 44,Lasnamäe linnaosa, Tallinn, Harju maakond",219000,harju
801,1,6/9,,34,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-j-koorti-tn/2313462,"J. Koorti tn 28,Lasnamäe linnaosa, Tallinn, Harju maakond",79900,harju
802,2,1/5,,Kliendipäev,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-kivila-tn/9112550,"Kivila tn 8,Lasnamäe linnaosa, Tallinn, Harju maakond",102000,harju
803,2,2/5,,38.4,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/3962838,"Pärnu mnt 76, Pärnu mnt 76,Kesklinna linnaosa, Tallinn, Harju maakond",139800,harju
804,3,5/5,,61.5,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-kadaka-tee/7481583,"Kadaka tee 191c, Haabersti, Mustamäe,Haabersti linnaosa, Tallinn, Harju maakond",241000,harju
805,3,2/3,,,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-somera-tn/5466206,"Sõmera tn 2,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",210000,harju
806,1,5/5,,29.9,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-a-h-tammsaare-tee/4680528,"A. H. Tammsaare tee 99,Mustamäe linnaosa, Tallinn, Harju maakond",89000,harju
807,2,1/4,,43.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-ketraja-tn/5052352,"Ketraja tn 3/2,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",168000,harju
808,3,3/4,,62.5,https://city24.ee/real-estate/apartments-for-sale/viimsi-vald-haabneeme-alevik-idapollu-tee/3084953,"Idapõllu tee 5,Haabneeme alevik, Viimsi vald, Harju maakond",194900,harju
809,4,6/8,,78.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-kadaka-tee/7126259,"Kadaka tee 143-29, Kadaka,Mustamäe linnaosa, Tallinn, Harju maakond",279900,harju
810,2,2/2,,24.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-ristiku-tn/4403001,"Ristiku tn 46,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",95000,harju
811,2,1/3,,42.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-volta-tn/4116391,"Volta tn 34,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",139000,harju
812,4,4/4,,97.9,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-tartu-mnt/7850900,"Tartu mnt 28,Kesklinna linnaosa, Tallinn, Harju maakond",288000,harju
813,1,6/9,,32.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-mahtra-tn/8460799,"Mahtra tn 23,Lasnamäe linnaosa, Tallinn, Harju maakond",76900,harju
814,3,2/2,,78,https://city24.ee/real-estate/apartments-for-sale/saue-vald-laitse-kula-lossipargi-tee/3955613,"Lossipargi tee 3,Laitse küla, Saue vald, Harju maakond",124990,harju
815,4,2/5,,Kliendipäev,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-viimsi-alevik-aiandi-tee/1681495,"Aiandi tee 14,Viimsi alevik, Harju maakond",169000,harju
816,4,1/9,,81.9,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-pikri-tn/4656799,"Pikri tn 3,Lasnamäe linnaosa, Tallinn, Harju maakond",130000,harju
817,2,1/5,,51.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-helme-tn/3764874,"Helme tn 11,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",194000,harju
818,3,3/5,,87,https://city24.ee/real-estate/apartments-for-sale/viimsi-vald-haabneeme-alevik-heki-tee/5137707,"Heki tee 14,Haabneeme alevik, Viimsi vald, Harju maakond",260000,harju
819,2,4/5,,54.9,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/1663464,"Pärnu mnt 48,Kesklinna linnaosa, Tallinn, Harju maakond",179000,harju
820,4,2/3,,105.2,https://city24.ee/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-ranna-tee/7943348,"Ranna tee 46a/1, Merivälja asum,Pirita linnaosa, Tallinn, Harju maakond",379000,harju
821,2,1/4,,62.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-vana-louna-tn/1141200,"Vana-Lõuna tn 39, Veerenni asum,Kesklinna linnaosa, Tallinn, Harju maakond",229000,harju
822,2,3/16,,101.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-pirita-tee/2757440,"Pirita tee 26f,Kesklinna linnaosa, Tallinn, Harju maakond",299000,harju
823,1,3/4,,12,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-loime-tn/5682260,"Lõime tn 20,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",32000,harju
824,2,3/16,,101.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-pirita-tee/7703566,"Pirita tee 26f,Kesklinna linnaosa, Tallinn, Harju maakond",299000,harju
825,3,3/3,,63.6,https://city24.ee/real-estate/apartments-for-sale/rae-vald-rae-kula-dolomiidi-tee/1941578,"Dolomiidi tee 2/1-29,Rae küla, Rae vald, Harju maakond",207000,harju
826,2,3/5,,46.5,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-paldiski-linn-rae-tn/6475637,"Rae tn 54,Paldiski linn, Harju maakond",53000,harju
827,1,2/5,,16.1,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-pallasti-tn/9305461,"Pallasti tn 33,Lasnamäe linnaosa, Tallinn, Harju maakond",52000,harju
828,2,1/5,,46.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-paldiski-mnt/8191566,"Paldiski mnt 157,Haabersti linnaosa, Tallinn, Harju maakond",99000,harju
829,1,5/5,,33,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-laanemere-tee/6845644,"Läänemere tee 9,Lasnamäe linnaosa, Tallinn, Harju maakond",99500,harju
830,1,7/7,,52.1,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-rotermanni-tn/8202522,"Rotermanni tn,Kesklinna linnaosa, Tallinn, Harju maakond",299000,harju
831,2,2/5,,45.9,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-sopruse-pst/7185106,"Sõpruse pst 25, Kristiine,Kristiine linnaosa, Tallinn, Harju maakond",175900,harju
832,1,2/5,,32.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-iirise-tn/2826128,"Iirise tn 7,Kristiine linnaosa, Tallinn, Harju maakond",85000,harju
833,1,2/5,,40,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-sopruse-pst/6566337,"Sõpruse pst 29,Kristiine linnaosa, Tallinn, Harju maakond",120000,harju
834,2,1/5,,47.1,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-sopruse-pst/4362016,"Sõpruse pst 190, Siili,Mustamäe linnaosa, Tallinn, Harju maakond",114000,harju
835,4,3/7,,115,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-kentmanni-tn/5346772,"Kentmanni tn 15, IDEAALNE ASUKOHT,Kesklinna linnaosa, Tallinn, Harju maakond",420000,harju
836,3,3/9,,69.5,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-mustamae-tee/9344887,"Mustamäe tee 191,Mustamäe linnaosa, Tallinn, Harju maakond",152900,harju
837,1,3/5,,32.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-punane-tn/5369564,"Punane tn 65,Lasnamäe linnaosa, Tallinn, Harju maakond",78000,harju
838,3,2/4,,64,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-vanakuu-tn/3489034,"Vanakuu tn 7,Haabersti linnaosa, Tallinn, Harju maakond",185000,harju
839,2,3/10,,43.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-jarveotsa-tee/3474259,"Järveotsa tee 2,Haabersti linnaosa, Tallinn, Harju maakond",103500,harju
840,3,2/3,,83,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-linnu-tee/7226175,"Linnu tee 33/1,Kristiine linnaosa, Tallinn, Harju maakond",239000,harju
841,1,4/4,,27.2,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-vaike-ameerika-tn/4827277,"Väike-Ameerika tn 21, Uus Maailm,Kesklinna linnaosa, Tallinn, Harju maakond",110000,harju
842,3,3/9,,65.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-oismae-tee/7680818,"Õismäe tee 118, Õismäe,Haabersti linnaosa, Tallinn, Harju maakond",140000,harju
843,3,4/9,,65.4,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-oismae-tee/2890005,"Õismäe tee 54,Haabersti linnaosa, Tallinn, Harju maakond",149990,harju
844,2,2/9,,51,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-muhu-tn/2735912,"Muhu tn 5,Lasnamäe linnaosa, Tallinn, Harju maakond",134000,harju
845,2,3/16,,52.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-oismae-tee/9210442,"Õismäe tee 48,Haabersti linnaosa, Tallinn, Harju maakond",130000,harju
846,4,1/3,,92.6,https://city24.ee/real-estate/apartments-for-sale/rae-vald-peetri-alevik-kodu-tee-/1709147,"Kodu tee  1,Peetri alevik, Rae vald, Harju maakond",350000,harju
847,3,1/3,,67,https://city24.ee/real-estate/apartments-for-sale/raasiku-vald-arukula-alevik-sugise-tn/5022543,"Sügise tn 4,Aruküla alevik, Raasiku vald, Harju maakond",159000,harju
848,4,,,127.7,https://city24.ee/real-estate/apartments-for-sale/viimsi-vald-haabneeme-alevik-vardi-tee/2072347,"Vardi tee 25,Haabneeme alevik, Viimsi vald, Harju maakond",315000,harju
849,4,5/5,,60.4,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-kivimurru-tn/2886709,"Kivimurru tn 13-14,Lasnamäe linnaosa, Tallinn, Harju maakond",20000,harju
850,1,1/3,,57.4,https://city24.ee/real-estate/apartments-for-sale/tallinn-vanalinn-vene-tn/1372466,"Vene tn 19,Vanalinn, Tallinn, Harju maakond",206500,harju
851,1,2/2,,32.2,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kopliranna-tn/4759068,"Kopliranna tn 41, HEA INVESTEERING,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",88900,harju
852,2,4/5,,39.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-vanalinn-vene-tn/5645004,"Vene tn 11-23,Vanalinn, Tallinn, Harju maakond",180000,harju
853,3,4/4,,Kliendipäev,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-oja-tn/6631668,"Oja tn 2, Pikaliiva,Haabersti linnaosa, Tallinn, Harju maakond",209900,harju
854,2,2/4,,38,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-loime-tn/7946626,"Lõime tn 29,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",105000,harju
855,3,8/9,,60.5,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-mustamae-tee/1412232,"Mustamäe tee 137,Mustamäe linnaosa, Tallinn, Harju maakond",130000,harju
856,2,9/9,,34,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-mahtra-tn/8865335,"Mahtra tn 72,Lasnamäe linnaosa, Tallinn, Harju maakond",87500,harju
857,1,4/4,,16,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-pallasti-tn/6618867,"Pallasti tn 33,Lasnamäe linnaosa, Tallinn, Harju maakond",44900,harju
858,3,1/2,,63.1,https://city24.ee/real-estate/apartments-for-sale/kiili-vald-vaela-kula-astelpaju-tee/9108083,"Astelpaju tee 8,Vaela küla, Kiili vald, Harju maakond",239000,harju
859,2,2/5,,47,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-astangu-tn/7881036,"Astangu tn 56,Haabersti linnaosa, Tallinn, Harju maakond",88600,harju
860,3,1/3,,83,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-loime-tn/5109506,"Lõime tn 12,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",205000,harju
861,1,5/5,,31.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-mustamae-tee/3959839,"Mustamäe tee 126,Mustamäe linnaosa, Tallinn, Harju maakond",80000,harju
862,2,2/3,,43.1,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-volmre-tn/6808357,"Volmre tn 33, Vikimõisa,Haabersti linnaosa, Tallinn, Harju maakond",178990,harju
863,2,4/5,,47.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-siidisaba-tn/5354434,"Siidisaba tn 9,Kristiine linnaosa, Tallinn, Harju maakond",105000,harju
864,2,6/11,,41.3,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-priisle-tee/3716083,"Priisle tee 1,Lasnamäe linnaosa, Tallinn, Harju maakond",163990,harju
865,3,4/11,,60.2,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-priisle-tee/9115535,"Priisle tee 1,Lasnamäe linnaosa, Tallinn, Harju maakond",183990,harju
866,2,2/3,,45.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-volmre-tn/3102305,"Volmre tn 27, Vikimõisa,Haabersti linnaosa, Tallinn, Harju maakond",172990,harju
867,2,1/3,,70,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-saue-linn-kuuseheki-tn/5788716,"Kuuseheki tn 52,Saue linn, Harju maakond",197000,harju
868,3,1/5,,69,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-uus-maleva-tn/6772250,"Uus-Maleva tn 1,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",165000,harju
869,3,5/9,,60.3,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-juhan-sutiste-tee/6032012,"Juhan Sütiste tee 3,Mustamäe linnaosa, Tallinn, Harju maakond",124500,harju
870,1,3/12,,38,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-kiili-tn/7736297,"Kiili tn 11,Mustamäe linnaosa, Tallinn, Harju maakond",87000,harju
871,1,3/12,,38,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-kiili-tn/4078316,"Kiili tn 11, Kristiine,Mustamäe linnaosa, Tallinn, Harju maakond",87000,harju
872,2,2/7,,44.1,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-maardu-linn-veeru-tn/3834784,"Veeru tn 4,Maardu linn, Harju maakond",75000,harju
873,3,3/5,,52.9,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-viimsi-alevik-roosi-tee/5219453,"Roosi tee 2,Viimsi alevik, Harju maakond",134900,harju
874,4,2/5,,78.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-oismae-tee/3461571,"Õismäe tee 133,Haabersti linnaosa, Tallinn, Harju maakond",205000,harju
875,2,9/1,,47.9,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-priisle-tee/7923651,"Priisle tee 2,Lasnamäe linnaosa, Tallinn, Harju maakond",195000,harju
876,3,1/9,,60.5,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-linnamae-tee/3444506,"Linnamäe tee,Lasnamäe linnaosa, Tallinn, Harju maakond",114900,harju
877,1,1/5,,32.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-paul-pinna/5139408,"Paul Pinna 3, Pae,Lasnamäe linnaosa, Tallinn, Harju maakond",84000,harju
878,3,5/8,,51,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-kadaka-tee/7053795,"Kadaka tee 145,Mustamäe linnaosa, Tallinn, Harju maakond",195000,harju
879,3,1/4,,77.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lastekodu-tn/8641194,"Lastekodu tn 29,Kesklinna linnaosa, Tallinn, Harju maakond",215000,harju
880,3,9/9,,66.4,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-punane-tn/7948685,"Punane tn 31,Lasnamäe linnaosa, Tallinn, Harju maakond",154000,harju
881,1,1/5,,15.9,https://city24.ee/real-estate/apartments-for-sale/tallinn-nomme-linnaosa-valdeku-tn/1676950,"Valdeku tn 105, Nõmme,Nõmme linnaosa, Tallinn, Harju maakond",54900,harju
882,2,2/7,,57.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-karsti-tn/2188300,"Karsti tn 4,Mustamäe linnaosa, Tallinn, Harju maakond",169900,harju
883,1,4/5,,30.1,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-pallasti-tn/7109677,"Pallasti tn 8,Lasnamäe linnaosa, Tallinn, Harju maakond",84000,harju
884,3,3/5,,66.5,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-saku-alevik-pollu-tn/7933882,"Põllu tn 1,Saku alevik, Harju maakond",139800,harju
885,3,3/8,,,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-meeliku-tn/1083213,"Meeliku tn 21/3, Loopealse,Lasnamäe linnaosa, Tallinn, Harju maakond",249900,harju
886,2,1/5,,47,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-maardu-linn-kutte-tn/4326180,"Kütte tn 11,Maardu linn, Harju maakond",95000,harju
887,2,2/5,,66.4,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-kaupmehe-tn/8978387,"Kaupmehe tn 2,Kesklinna linnaosa, Tallinn, Harju maakond",195700,harju
888,3,3/3,,82.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-aaslina-tn/7646724,"Aaslina tn 5-15,Haabersti linnaosa, Tallinn, Harju maakond",259900,harju
889,2,2/9,,43.2,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-ehitajate-tee/5245182,"Ehitajate tee 68, Mustamäe,Mustamäe linnaosa, Tallinn, Harju maakond",110000,harju
890,2,5/7,,39.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-rotermanni-tn/7589133,"Rotermanni tn 5-12,Kesklinna linnaosa, Tallinn, Harju maakond",200000,harju
891,3,4/5,,82.2,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-lahepea-tn/5284566,"Lahepea tn 7,Haabersti linnaosa, Tallinn, Harju maakond",307900,harju
892,3,9/9,,43.2,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-sopruse-pst/1635328,"Sõpruse pst 242, Männipargi kõrval,Mustamäe linnaosa, Tallinn, Harju maakond",142000,harju
893,3,4/9,,43.2,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-ehitajate-tee/7595418,"Ehitajate tee 86, TTÜ lähedal,Mustamäe linnaosa, Tallinn, Harju maakond",144000,harju
894,1,3/5,,35.6,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-maardu-linn-kallasmaa-tn/6785819,"Kallasmaa tn 3,Maardu linn, Harju maakond",62000,harju
895,2,2/5,,58.1,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-lahepea-tn/1714461,"Lahepea tn 7,Haabersti linnaosa, Tallinn, Harju maakond",267000,harju
896,3,2/4,,67.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-kotermaa-tn/1007416,"Kotermaa tn 13,Haabersti linnaosa, Tallinn, Harju maakond",217500,harju
897,4,9/9,,78.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-paasiku-tn/2736169,"Paasiku tn 4,Lasnamäe linnaosa, Tallinn, Harju maakond",165000,harju
898,2,4/5,,44.2,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-e-vilde-tee/3731001,"E. Vilde tee 109,Mustamäe linnaosa, Tallinn, Harju maakond",124000,harju
899,1,1/2,,Kliendipäev,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-viimsi-alevik-nelgi-poik/1133742,"Nelgi põik 2,Viimsi alevik, Harju maakond",153000,harju
900,1,3/5,,31.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-ehitajate-tee/1043740,"Ehitajate tee 45,Mustamäe linnaosa, Tallinn, Harju maakond",75000,harju
901,4,6/9,,79.6,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-linnamae-tee/3473529,"Linnamäe tee 11,Lasnamäe linnaosa, Tallinn, Harju maakond",120000,harju
902,3,3/9,,64.9,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-linnamae-tee/6278519,"Linnamäe tee 25,Lasnamäe linnaosa, Tallinn, Harju maakond",130000,harju
903,2,5/5,,46.4,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-akadeemia-tee/7426802,"Akadeemia tee 62,Mustamäe linnaosa, Tallinn, Harju maakond",89500,harju
904,3,6/8,,58.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-tasandi-tn/2039364,"Tasandi tn 3,Haabersti linnaosa, Tallinn, Harju maakond",196790,harju
905,2,2/3,,51.2,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-kehra-linn-spordi-tn/8906402,"Spordi tn 1,Kehra linn, Harju maakond",88600,harju
906,4,10/13,,97.2,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-lasnamae-tn/3746148,"Lasnamäe tn 4b,Lasnamäe linnaosa, Tallinn, Harju maakond",545000,harju
907,2,3/6,,71.5,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-alvari-tn/4705028,"Alvari tn 33,Lasnamäe linnaosa, Tallinn, Harju maakond",139000,harju
908,2,1/5,,,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-mustamae-tee/8553059,"Mustamäe tee 173,Mustamäe linnaosa, Tallinn, Harju maakond",110000,harju
909,3,5/5,,55.5,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-seebi-tn/3539500,"Seebi tn 32,Kristiine linnaosa, Tallinn, Harju maakond",137500,harju
910,,5/5,,33,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-oismae-tee/7091746,"Õismäe tee 127,Haabersti linnaosa, Tallinn, Harju maakond",78000,harju
911,3,4/5,,71.8,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-astangu-tn/7903867,"Astangu tn 21, Astangu,Haabersti linnaosa, Tallinn, Harju maakond",189000,harju
912,2,1/3,,48.9,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-kaupmehe-tn/5457311,"Kaupmehe tn 8, Sibulaküla,Kesklinna linnaosa, Tallinn, Harju maakond",215000,harju
913,2,4/5,,43.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-siili-tn/4993073,"Siili tn 8, Siili,Kristiine linnaosa, Tallinn, Harju maakond",114900,harju
914,3,1/3,,48.9,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-kaupmehe-tn/8458269,"Kaupmehe tn 8, Sibulaküla,Kesklinna linnaosa, Tallinn, Harju maakond",215000,harju
915,3,1/5,,79.3,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-rasta-tn/4896671,"Rästa tn 18,Kristiine linnaosa, Tallinn, Harju maakond",325000,harju
916,3,5/9,,60.3,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-linnamae-tee/3062412,"Linnamäe tee 47, Kuristiku,Lasnamäe linnaosa, Tallinn, Harju maakond",163250,harju
917,2,7/9,,65.4,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-jarveotsa-tee/2006680,"Järveotsa tee 2,Haabersti linnaosa, Tallinn, Harju maakond",129900,harju
918,2,5/5,,41,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-sutiste-tee/7030014,"Sütiste tee 19a,Mustamäe linnaosa, Tallinn, Harju maakond",135000,harju
919,1,2/2,,19.7,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-telliskivi-tn/7058470,"Telliskivi tn 12, Pelgulinna,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",85900,harju
