,ID,Aadress,Kuupaev,Seisukord,Tube,Magamistube,Üldpind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Hind,Hind / m²,Suve kommunaalid,Talve kommunaalid,Selle objekti kuumakse Luminoris,Tee kodu korda Luminori abil!,Katastritunnus,Kinnistu number,Energiamärgis,Materjal,Küte,Sanitaar,Side,Köögi pind,Rõdu,Rõdu pind,Ehitusaasta,Lisaväärtused,Parkimine,Lisaruumid,Ventilatsioon,Vannitube,Pliit,Saadaval,Lisainfo,Lift,Krunt,Katus,Lisanduvad kommunaalid,Tagatisraha,Maakleritasu,tasuta parkimine,Lisanduvad kommunaalkulud,Parkimiskohti,tasuline parkimine,Piirangud,Sihtotstarve,KM,Detailplaan,maakond
765,4735173,"Kolde pst 84,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,2,1,47.1 m²,2,5,korteriomand,trepikoda lukus,129 900 €,,90.00,190.00,"408 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78408:803:4940,5977701,D,paneelmaja,keskküte,"dušš,pesumasin",,,,,1972,"kinnine hoov,mööbli võimalus,külmik",,panipaik,,,gaasipliit,,,,,,,0.00,,,,,,,,,,harju
766,5934795,"Valdeku tn 105,Nõmme linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,1,,12 m²,1,5,,"trepikoda lukus,turvauks",44 800 €,,20.00,,"141 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78404:405:0027,,,,keskküte,"dušš,boiler,pesumasin",,,,,1963,"mööbel,mööbli võimalus,külmik",,,,,elektripliit,,,,,,,0.00,,,,,,,,,,harju
767,1264166,"Paekaare tn 26,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,4,3,78 m²,1,5,korteriomand,"trepikoda lukus,naabrivalve,turvauks",158 000 €,2 025.64 €/m²,,,"496 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78403:312:0017,,D,paneelmaja,keskküte,"wc ja vannituba eraldi,dušš,pesumasin","internet,telefon,digi-TV",,"kinnine rõdu,klaasitud rõdu",8.00,1978,"mööbel,mööbli võimalus","parkla,muu",kelder,,1,elektripliit,,,,,bituumen,,,,,,,,,,,,harju
768,9123544,"Mahtra tn 9,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-16,,2,2,50 m²,3,9,korteriomand,"naabrivalve,trepikoda lukus,turvauks",109 990 €,,70.00,150.00,"346 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78403:310:0002,,C,paneelmaja,keskküte,"wc ja vannituba eraldi,vann","kaabel-TV,telefon,internet",9.00,,6.00,1983,,,kinnine rõdu,,,elektripliit,,,jah,,,,0.00,,,,,,,,,,harju
769,3519321,"Astangu tn 20,Haabersti linnaosa, Tallinn, Harju maakond",2022-10-16,uus viimistlus,2,1,47.2 m²,4,5,korteriomand,"turvauks,trepikoda lukus",179 900 €,,,,"565 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78401:101:2809,14257750,C,,"põrandaküte,keskküte",dušš,"kaabel-TV,internet",,,,2020,külmik,,panipaik,,,,,,jah,,,,0.00,,,,,,,,,,harju
770,3205680,"Karsti tn 7,Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-16,valmis,3,2,99 m²,8,9,korteriomand,"videokaamerad,trepikoda lukus,turvauks",349 500 €,3 530.30 €/m²,,,"1 098 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78405:502:0086,,C,betoonmaja,keskküte,"saun,dušš,wc ja vannituba eraldi,tsentraalne kanalisatsioon","internet,telefon,digi-TV",,"rõdu,terrass",,2014,mööbli võimalus,parkimiskoht maa-aluses garaažis,panipaik,,2,gaasipliit,,,jah,,rullmaterjal,,,,,,,,,,,,harju
771,6557930,"Linnamäe tee 79-26,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-16,vajab renoveerimist,4,3,79 m²,7,9,korteriomand,turvauks,127 000 €,,,,"399 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,,paneelmaja,keskküte,"vann,pesumasin","kaabel-TV,internet",,,3.00,,,,,,,,,,,,,,0.00,,,,,,,,,,harju
772,6055255,"Türnpu 3-10,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,2,1,52.1 m²,3,3,korteriomand,"trepikoda lukus,turvauks",157 000 €,,,,"493 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,,kivimaja,gaasiküte,"vann,dušš,pesumasin","kaabel-TV,telefon,internet",,,,1929,"kinnine hoov,külmik",,,,,gaasipliit,,,,,,,0.00,,,,,,,,,,harju
773,4590239,"Mustamäe tee 124,Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-16,"vajab renoveerimist,vajab kapitaalremonti",2,1,44.1 m²,1,5,korteriomand,"trepikoda lukus,naabrivalve,turvasüsteem,turvauks,videokaamerad",92 000 €,2 086.17 €/m²,,,"289 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,energiamärgis määramata,paneelmaja,keskküte,,"internet,telefon,digi-TV",,rõdu,,1965,,parkla,"kelder,panipaik",,1,gaasipliit,,,,,,,,,,,,,,,,,harju
774,1650997,"Tuukri tn 15,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,2,1,41 m²,4,5,korteriomand,"naabrivalve,trepikoda lukus,turvauks",169 000 €,4 121.95 €/m²,,,"531 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78401:114:2100,,energiamärgis määramata,kivimaja,"keskküte,põrandaküte","boiler,dušš,vann,pesumasin",internet,,,,,mööbel,parkla,panipaik,,1,,,,,,,,,,,,,,,,,,harju
775,2266163,"Mustamäe tee 141,Kristiine linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,2,1,44 m²,4,9,korteriomand,"naabrivalve,trepikoda lukus,turvauks",107 500 €,,,,"338 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,,paneelmaja,kamin,"vann,dušš,pesumasin","kaabel-TV,telefon,internet",9.00,,6.00,,"mööbel,külmik",,,,,elektripliit,,,jah,,,,0.00,,,,,,,,,,harju
776,5387192,"Asula tn 10,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,3,,90.1 m²,3,3,korteriomand,,199 425 €,2 213.37 €/m²,,,"627 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,C,kivimaja,elektriküte,,,,,,,,,,,,elektripliit,,,,,liist,,,,,,,,arestitud,,,,harju
777,7594579,"Õismäe tee 127,Haabersti linnaosa, Tallinn, Harju maakond",2022-10-16,,3,,66.5 m²,3,5,,"videokaamerad,trepikoda lukus,turvauks",140 000 €,,,,"440 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78406:603:0055,18072901,B,,keskküte,"wc ja vannituba eraldi,vann,dušš,pesumasin","kaabel-TV,telefon,internet",,,,1976,"mööbel,mööbli võimalus,külmik",,panipaik,,,elektripliit,,,,,,,0.00,,,,,,,,,,harju
778,8585146,"Kalevipoja põik 1,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,3,3,65.1 m²,7,9,,"trepikoda lukus,turvauks",145 000 €,2 227.34 €/m²,,,"456 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,energiamärgis määramata,paneelmaja,keskküte,"wc ja vannituba eraldi,vann,pesumasin,tsentraalne kanalisatsioon",internet,18.00,kinnine rõdu,,1979,mööbel,,,,1,elektripliit,,,jah,,,,,,,,,,,,,,harju
779,3671179,"Sääse tn 13,Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,2,1,43.9 m²,2,5,korteriomand,"trepikoda lukus,turvauks",126 000 €,2 870.16 €/m²,,,"396 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78405:503:0100,,energiamärgis määramata,paneelmaja,keskküte,dušš,internet,6.00,klaasitud rõdu,,1969,"mööbel,mööbli võimalus",parkla,"kelder,garderoob",,1,"elektripliit,gaasipliit",26.07.2022,,,,,,,,,,,,,,,,harju
780,5051641,"Päevalille 6-71 6-71,Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-16,uus viimistlus,2,1,44.4 m²,14,,korteriomand,,250 000 €,5 630.63 €/m²,,,"785 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,C,betoonmaja,põrandaküte,"dušš,tsentraalne kanalisatsioon",internet,,,8.00,2022,,parkimiskoht garaažis,panipaik,,1,,,,jah,,,,,,,,,,,,,,harju
781,1255576,"Valgevase tn 4,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,valmis,1,1,24.8 m²,2,3,korteriomand,"trepikoda lukus,naabrivalve",105 000 €,4 233.87 €/m²,,,"330 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78408:801:6300,,F,puitmaja,gaasiküte,"vann,pesumasin,tsentraalne kanalisatsioon",internet,,,,1930,"kinnine hoov,mööbel",kindel parkimiskoht kinnistul,kelder,sundventilatsioon,1,elektripliit,,,,,plekk,,,,,,,,,,,,harju
782,5977533,"Sadama tn 15,Paldiski linn, Harju maakond",2022-10-16,renoveeritud,3,2,47.8 m²,1,5,korteriomand,,84 000 €,,60.00,130.00,"264 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",58001:002:0044,6404702,D,,,,,,,,1970,,,,,,,,,,,,,0.00,,,,,,,,,,harju
783,2453402,"Õismäe tee 38,Haabersti linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,3,2,68.4 m²,1,9,korteriomand,"trepikoda lukus,turvauks",183 000 €,2 675.44 €/m²,,,"575 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78406:603:1454,,energiamärgis määramata,paneelmaja,keskküte,"vann,wc ja vannituba eraldi,pesumasin,tsentraalne kanalisatsioon",,,"klaasitud rõdu,kinnine rõdu",,,"kinnine hoov,mööbel,mööbli võimalus",parkla,,,1,elektripliit,12.08.2022,,jah,,,,,,,,,,,,,,harju
784,3883743,"Mustakivi tee 25,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,3,2,66 m²,1,12,,"trepikoda lukus,naabrivalve,turvamees,turvasüsteem,turvauks,videokaamerad",203 000 €,3 075.76 €/m²,,,"638 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78403:311:0020,,D,plokkmaja,keskküte,"dušš,pesumasin,tsentraalne kanalisatsioon",internet,,,,2018,"kinnine hoov,mööbli võimalus",kindel parkimiskoht kinnistul,panipaik,sundventilatsioon,1,elektripliit,,,jah,,,,,,,,,,,,,,harju
785,4080507,"J. Koorti tn 19,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-16,valmis,2,2,52 m²,4,,korteriomand,"trepikoda lukus,naabrivalve,turvauks",159 000 €,3 057.69 €/m²,,,"500 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,,paneelmaja,keskküte,"dušš,pesumasin,tsentraalne kanalisatsioon",internet,,klaasitud rõdu,,,,,kelder,,1,elektripliit,,,,,,,,,,,,,,,,,harju
786,5492088,"Sõpruse pst 170,Kristiine linnaosa, Tallinn, Harju maakond",2022-10-16,uus viimistlus,3,2,70.5 m²,3,6,korteriomand,"trepikoda lukus,turvauks",269 000 €,,,,"845 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78407:701:7011,,,paneelmaja,gaasiküte,"vann,pesumasin","kaabel-TV,internet",7.20,,,2005,"kinnine hoov,mööbli võimalus,külmik",,panipaik,,,,,,jah,,,,0.00,,,,,,,,,,harju
787,3363880,"Lastekodu tn 23,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,3,,79.5 m²,5,5,korteriomand,,344 999 €,4 339.61 €/m²,,,"1 084 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,B,kivimaja,keskküte,wc ja vannituba eraldi,,,rõdu,,2017,kinnine hoov,parkimiskoht garaažis,,,,,,,jah,,,,,,,,,,,,,,harju
788,4356093,"Tartu mnt 18,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,2,1,59.2 m²,8,12,korteriomand,,230 000 €,,,,"723 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78401:104:0370,,,paneelmaja,,,,,,,2006,,,,,,,,,,,,,0.00,,,,,,,,,,harju
789,3705421,"Mahtra tn 30,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-16,uus viimistlus,3,,66.8 m²,2,5,korteriomand,"videokaamerad,trepikoda lukus,turvauks",148 000 €,,,,"465 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,D,paneelmaja,keskküte,"wc ja vannituba eraldi,vann,dušš,pesumasin","kaabel-TV,telefon,internet",,,4.10,,"kinnine hoov,mööbel,mööbli võimalus,TV,külmik",,kinnine rõdu,,,elektripliit,,,,,,,0.00,,,,,,,,,,harju
790,9099078,"Vene tn 1,Vanalinn, Tallinn, Harju maakond",2022-10-16,renoveeritud,2,1,43.6 m²,4,4,korteriomand,,215 000 €,,,,"675 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,,kivimaja,,,,,,,1920,,,,,,,,,,,,,0.00,,,,,,,,,,harju
791,3465701,"Oja tn 85, Tiskre,Haabersti linnaosa, Tallinn, Harju maakond",2022-10-16,"uusehitis,valmis,san remont tehtud",3,2,70 m²,2,3,korteriomand,"trepikoda lukus,naabrivalve,turvasüsteem,turvauks,videokaamerad",225 000 €,3 214.29 €/m²,,,"707 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78406:606:0680,,E,kivimaja,gaasiküte,"boiler,saun,dušš,pesumasin,tsentraalne kanalisatsioon","internet,digi-TV,telefon",,rõdu,3.00,2004,"kinnine hoov,mööbel,mööbli võimalus",kindel parkimiskoht kinnistul,"panipaik,garderoob",sundventilatsioon,1,elektripliit,,,,,kivikatus,,,,,,,,,,,,harju
792,2963646,"Mingi tn 5,Kristiine linnaosa, Tallinn, Harju maakond",2022-10-16,uus viimistlus,2,1,55.2 m²,1,5,korteriomand,trepikoda lukus,155 000 €,2 807.97 €/m²,,,"487 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78407:701:0097,,E,kivimaja,keskküte,"vann,dušš,pesumasin","internet,digi-TV",,,,1984,mööbel,muu,"panipaik,garderoob",sundventilatsioon,1,elektripliit,,,,,rullmaterjal,,,,,,,,,,,,harju
793,2199395,"Videviku tn 29,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-16,uus viimistlus,3,3,63.6 m²,4,5,korteriomand,"naabrivalve,trepikoda lukus,turvauks",185 000 €,,110.00,250.00,"581 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78401:109:2010,,E,kivimaja,keskküte,"wc ja vannituba eraldi,dušš,pesumasin","kaabel-TV,telefon,internet",,,,1982,"kinnine hoov,mööbli võimalus,külmik",,panipaik,,,elektripliit,,,,,,,0.00,,,,,,,,,,harju
794,1369662,"Saku tn 9,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-16,san remont tehtud,2,1,37.5 m²,2,4,korteriomand,"trepikoda lukus,naabrivalve,turvasüsteem",137 000 €,3 653.33 €/m²,,,"430 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,F,kivimaja,gaasiküte,"vann,dušš,pesumasin",internet,,,,1960,mööbel,muu,kelder,,1,elektripliit,01.10.2022,,,,,,,,,,,,,,,,harju
795,3824695,"Raua põik 5,Kadriorg, Tallinn, Harju maakond",2022-10-16,renoveeritud,4,3,124 m²,4,5,korteriomand,trepikoda lukus,550 000 €,4 435.48 €/m²,,,"1 728 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78401:113:1760,,E,"betoonmaja,kivimaja",keskküte,vann,"internet,telefon,digi-TV",124.00,rõdu,5.00,1938,kinnine hoov,kindel parkimiskoht kinnistul,panipaik,,1,elektripliit,,,jah,,kivikatus,,,,,,,,,,,,harju
796,8906526,"Järveotsa tee 9-1,Haabersti linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,3,,65.9 m²,1,9,,"trepikoda lukus,turvauks,videokaamerad",149 000 €,2 261 €/m²,,,"468 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78406:603:1260,,energiamärgis määramata,paneelmaja,keskküte,,,,rõdu,5.00,,,,,,,elektripliit,,,jah,,,,,,,,,,,,,,harju
797,4854008,"Tehnika tn 15a-3,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,3,2,51 m²,2,5,kinnistu,"trepikoda lukus,turvauks",259 000 €,,174.00,256.00,"814 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78401:101:3377,,B,kivimaja,"põrandaküte,keskküte","dušš,pesumasin","kaabel-TV,internet",,,,2019,"kinnine hoov,mööbel,TV,külmik",,panipaik,,,elektripliit,,,jah,,,,0.00,,,,,,,,,,harju
798,6514234,"Kolde pst 88-60, Tel 58236069,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,2,1,43.2 m²,5,5,korteriomand,"turvauks,trepikoda lukus",117 000 €,2 708.33 €/m²,,,"368 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78408:803:1100,,D,paneelmaja,keskküte,"vann,dušš,pesumasin",,,rõdu,2.50,1972,mööbel,,panipaik,,1,gaasipliit,,,,,,,,,,,,,,,,,harju
799,1334274,"Mustamäe tee 201,Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,3,2,61.3 m²,5,5,korteriomand,naabrivalve,167 900 €,,100.00,200.00,"528 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78405:501:3800,,E,,"põrandaküte,keskküte",dušš,"kaabel-TV,internet",,,2.50,1966,"mööbel,mööbli võimalus,TV,külmik",,panipaik,,,elektripliit,,,,,,,0.00,,,,,,,,,,harju
800,3444100,"Gonsiori 14,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-16,"renoveeritud,uus viimistlus,valmis",2,1,65 m²,1,,korteriomand,"turvasüsteem,trepikoda lukus,turvauks",250 000 €,3 846.15 €/m²,,,"785 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78407:701:4131,,energiamärgis määramata,kivimaja,keskküte,"pesumasin,dušš,tsentraalne kanalisatsioon",,,,,,"kinnine hoov,mööbli võimalus",parkla,"panipaik,garderoob",,1,elektripliit,,,jah,,,,700.00,,,,,,,,,,harju
801,5310774,"Punane tn 63,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,2,1,32.7 m²,4,5,korteriomand,"trepikoda lukus,naabrivalve",119 990 €,3 669.42 €/m²,,,"377 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78403:311:0051,,E,paneelmaja,keskküte,"vann,dušš,pesumasin,tsentraalne kanalisatsioon",,9.00,"rõdu,terrass",4.00,1983,mööbel,muu,panipaik,,1,elektripliit,,,,,,,,,,,,,,,,,harju
802,6070745,"Vihitaja tn 5,Kristiine linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,2,1,56.8 m²,3,5,korteriomand,,209 000 €,3 679.58 €/m²,,,"657 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,B,paneelmaja,,,,,rõdu,9.30,2022,,parkimiskoht maa-aluses garaažis,panipaik,,1,,,,jah,,,,,,,,,,,,,,harju
803,3133403,"Linnamäe tee 49,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-16,"renoveeritud,valmis",3,2,68.9 m²,2,9,korteriomand,"turvauks,trepikoda lukus,naabrivalve",148 000 €,2 148.04 €/m²,,,"465 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,B,paneelmaja,"keskküte,põrandaküte","vann,pesumasin,tsentraalne kanalisatsioon,lokaalne kanalisatsioon","internet,digi-TV,telefon",9.00,klaasitud rõdu,4.00,1986,"mööbel,mööbli võimalus",,,sundventilatsioon,1,elektripliit,,,jah,,,,,,,,,,,,,,harju
804,1345142,"Jakobi tn 28,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-16,uus viimistlus,1,1,34 m²,1,4,korteriomand,"videokaamerad,trepikoda lukus",168 000 €,,100.00,125.00,"528 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78401:112:0100,,B,kivimaja,"põrandaküte,keskküte","dušš,pesumasin",internet,,,,2019,"mööbel,mööbli võimalus,TV,külmik",,panipaik,,,elektripliit,,,jah,,,,0.00,,,,,,,,,,harju
805,9100035,"Sinilille tee 2/2,Peetri alevik, Rae vald, Harju maakond",2022-10-16,"uusehitis,valmis",4,3,81.5 m²,2,2,korteriomand,"trepikoda lukus,naabrivalve",315 000 €,3 865.03 €/m²,,,"990 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",65301:001:3364,	9279950,C,kivimaja,põrandaküte,"vann,wc ja vannituba eraldi,dušš,pesumasin,tsentraalne kanalisatsioon","internet,digi-TV",11.00,rõdu,6.90,2017,mööbli võimalus,parkla,panipaik,sundventilatsioon,1,elektripliit,,,,,,,,,,,,,,,,,harju
806,8777176,"Pargi tn 1,Turba alevik, Saue vald, Harju maakond",2022-10-16,uus viimistlus,1,1,28.1 m²,,,korteriomand,,39 900 €,,,,"125 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,,kivimaja,keskküte,"dušš,boiler",,,,,,"mööbel,mööbli võimalus,külmik",,panipaik,,,elektripliit,,,,,,,0.00,,,,,,,,,,harju
807,2901807,"Veerenni tn Veerenni 36b-2,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,4,3,118.4 m²,2,3,,,510 000 €,4 307.43 €/m²,,,"1 602 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,B,paneelmaja,,"vann,saun,wc ja vannituba eraldi,dušš",,,rõdu,12.00,2022,"eraldi sissepääs,kinnine hoov",parkimiskoht maa-aluses garaažis,panipaik,,4,,01.11.2022,https://merko.ee/uus-veerenni/apartment/veerenni-36b2/korter-nr-5/,jah,,,,,,,,,,,,,,harju
808,1501432,"Kaluri tee 8, Viimsi,Haabneeme alevik, Viimsi vald, Harju maakond",2022-10-16,valmis,3,2,90.8 m²,4,5,,"trepikoda lukus,turvasüsteem",226 000 €,2 488.99 €/m²,,,"710 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,Estonia,energiamärgis määramata,kivimaja,elektriküte,"vann,boiler,saun,pesumasin,dušš,wc ja vannituba eraldi","digi-TV,internet",,,,,mööbel,kindel parkimiskoht kinnistul,"kelder,panipaik,garderoob",,2,elektripliit,,,,,plekk,,,,,,,,,,,,harju
809,4879914,"Lehiku tee 9, Pirita,Pirita linnaosa, Tallinn, Harju maakond",2022-10-16,uus viimistlus,3,2,85 m²,3,3,korteriomand,"turvamees,turvasüsteem,trepikoda lukus,turvauks",259 000 €,3 047.06 €/m²,,,"814 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78402:203:7101,17096801,B,plokkmaja,keskküte,"vann,pesumasin,dušš,tsentraalne kanalisatsioon","internet,digi-TV,telefon",12.00,rõdu,9.10,2004,"mööbel,mööbli võimalus,külmik",kindel parkimiskoht kinnistul,"panipaik,garderoob",sundventilatsioon,1,elektripliit,,,,,bituumen,kõik kommunaalteenused,700.00,700.00,,,,,,,,,harju
810,5589021,"Allveelaeva tn 4,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,3,2,60.7 m²,2,6,korteriomand,"naabrivalve,trepikoda lukus,turvauks",289 000 €,,,,"908 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78408:801:0341,27216401,B,paneelmaja,"põrandaküte,keskküte",dušš,"kaabel-TV,telefon,internet",8.00,,26.10,2024,"mööbel,mööbli võimalus,TV,külmik",,panipaik,,,elektripliit,,,jah,,,,0.00,,,,,,,,,,harju
811,6239489,"Arbu tn 1a,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-16,uus viimistlus,2,,51.2 m²,5,9,,,123 000 €,,90.00,140.00,"386 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78403:311:1260,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,harju
812,8137555,"Allika tn 2-60,Keila linn, Harju maakond",2022-10-16,vajab renoveerimist,3,,66.5 m²,,5,,,107 000 €,,,,"336 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,,,,,,,,,1979,,,,,,,,,,,,,0.00,,,,,,,,,,harju
813,6345466,"Liiva tn 16/1-1,Nõmme linnaosa, Tallinn, Harju maakond",2022-10-16,uus viimistlus,4,3,190 m²,2,3,korteriomand,"trepikoda lukus,naabrivalve",535 000 €,,140.00,290.00,"1 681 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,energiamärgis määramata,kivimaja,"kamin,maaküte,põrandaküte","pesumasin,dušš,vann,saun,wc ja vannituba eraldi","internet,telefon,kaabel-TV",15.00,,,1924,"eraldi sissepääs,kinnine hoov,mööbel,mööbli võimalus,TV,külmik",,panipaik,,,,,,,,,,0.00,,,,,,,,,,harju
814,6735019,"Õismäe tee 65,Haabersti linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,3,2,69.7 m²,1,5,korteriomand,"trepikoda lukus,turvauks",169 999 €,,115.00,190.00,"534 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78406:603:0016,,,paneelmaja,"põrandaküte,keskküte","dušš,pesumasin",internet,7.90,,6.00,1975,"mööbel,mööbli võimalus,TV,külmik",,kinnine rõdu,,,,,,,,,,0.00,,,,,,,,,,harju
815,6506512,"Juhtme tn 26,Peetri alevik, Rae vald, Harju maakond",2022-10-16,renoveeritud,1,1,32 m²,1,3,korteriomand,trepikoda lukus,125 000 €,3 906.25 €/m²,,,"393 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",65301:002:0163,,energiamärgis määramata,kivimaja,keskküte,"dušš,pesumasin,tsentraalne kanalisatsioon","internet,digi-TV",,,,1988,mööbel,parkla,,sundventilatsioon,1,elektripliit,,,,,,,,,,,,,,,,,harju
