,ID,Aadress,Kuupaev,Seisukord,Tube,Magamistube,Üldpind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Hind,Hind / m²,Suve kommunaalid,Talve kommunaalid,Selle objekti kuumakse Luminoris,Tee kodu korda Luminori abil!,Katastritunnus,Kinnistu number,Energiamärgis,Materjal,Küte,Sanitaar,Side,Köögi pind,Rõdu,Rõdu pind,Ehitusaasta,Lisaväärtused,Parkimine,Lisaruumid,Ventilatsioon,Vannitube,Pliit,Saadaval,Lisainfo,Lift,Krunt,Katus,Lisanduvad kommunaalid,Tagatisraha,Maakleritasu,tasuta parkimine,Lisanduvad kommunaalkulud,Parkimiskohti,tasuline parkimine,Piirangud,Sihtotstarve,KM,Detailplaan,maakond
0,1106721,"Suur-Sõjamäe põik 3-7, Ülemiste,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,1,1,26 m²,2,2,korteriomand,"naabrivalve,turvauks,trepikoda lukus",84 000 €,3 230.77 €/m²,35.00,35.00,"264 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78403:314:0033,21817601,energiamärgis määramata,kivimaja,"elektriküte,kamin","vann,boiler","kaabel-TV,internet",,,,,,,,,,,,,,,,,,,,,,,,,,,harju
1,1210707,"Pirnipuu pst 194-1, Muuga aedlinn,Maardu linn, Harju maakond",2022-10-16,uusehitis,4,3,101.1 m²,,2,korteriomand,"naabrivalve,turvauks",300 000 €,2 967.36 €/m²,,,"943 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",44601:007:0247,,A,kivimaja,õhksoojuspump,"dušš,wc ja vannituba eraldi,saun",,8.20,rõdu,5.40,2023,,,,,,,,,,,,,,,,,,,,,,,harju
2,7109677,"Pallasti tn 8,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-16,valmis,1,,30.1 m²,4,5,korteriomand,"turvauks,trepikoda lukus",85 000 €,2 823.92 €/m²,,,"267 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78403:301:0028,0,F,kivimaja,keskküte,dušš,,,,,1973,,,,,,,,,,,,,,,,,,,,,,,harju
3,8611451,"Tammiku põik 3/1,Peetri alevik, Rae vald, Harju maakond",2022-10-16,valmis,4,,93.2 m²,2,2,korteriomand,"trepikoda lukus,naabrivalve,turvauks",298 000 €,3 197.42 €/m²,,,"936 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,D,kivimaja,"gaasiküte,põrandaküte","vann,dušš,wc ja vannituba eraldi,pesumasin","internet,telefon",,rõdu,6.60,2015,mööbel,"kindel parkimiskoht kinnistul,parkla",panipaik,sundventilatsioon,,,,,,,,,,,,,,,,,,,harju
4,8373009,"Aia tn 3,Kehra linn, Harju maakond",2022-10-16,"vajab renoveerimist,valmis",2,1,39.6 m²,2,4,korteriomand,"turvauks,trepikoda lukus",39 500 €,997.47 €/m²,60.00,120.00,"124 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",29001:005:0480,,energiamärgis määramata,kivimaja,keskküte,"dušš,tsentraalne kanalisatsioon","telefon,internet,digi-TV",,,,1966,külmik,tasuta parkimine,kelder,,1,gaasipliit,,,,,,,,,,,,,,,,,harju
5,7157256,"Tuula tee 2c-9,Keila linn, Harju maakond",2022-10-16,uusehitis,3,2,54.4 m²,2,3,korteriomand,,179 792 €,,,,"565 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",29601:001:0212,,A,kivimaja,"keskküte,põrandaküte",dušš,,,rõdu,4.00,2022,,kindel parkimiskoht kinnistul,panipaik,,1,,29.09.2022,https://everaus.ee/keilakortermajad/,,,,,,,,,,,,,,,harju
6,8246945,"Tuula tee 2c-6,Keila linn, Harju maakond",2022-10-16,uusehitis,3,2,54.4 m²,3,3,korteriomand,,179 792 €,,,,"565 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",29601:001:0212,,A,kivimaja,"keskküte,põrandaküte",dušš,,,rõdu,4.00,2022,,kindel parkimiskoht kinnistul,panipaik,sundventilatsioon,1,,29.09.2022,https://everaus.ee/keilakortermajad/,,,,,,,,,,,,,,,harju
7,6732513,"Nõmmeliiva tee 3-6,Tänassilma küla, Saku vald, Harju maakond",2022-10-16,uusehitis,2,1,44.7 m²,2,3,korteriomand,trepikoda lukus,169 860 €,3 800 €/m²,,,"534 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,A,kivimaja,"autonoomne küte,keskküte",dušš,,,"rõdu,klaasitud rõdu",4.20,2023,eraldi sissepääs,kindel parkimiskoht kinnistul,panipaik,sundventilatsioon,1,,,https://nommeliiva.ee,,,,,,,,,,,,,,,harju
8,7133632,"Nõmmeliiva tee 3-5,Tänassilma küla, Saku vald, Harju maakond",2022-10-16,uusehitis,3,2,71 m²,2,3,"korteriomand,korteriomand",,241 400 €,3 400 €/m²,,,"758 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,"A,A",kivimaja,"autonoomne küte,keskküte",dušš,,,"rõdu,klaasitud rõdu",4.80,2023,kinnine hoov,kindel parkimiskoht kinnistul,panipaik,sundventilatsioon,1,,,https://nommeliiva.ee,,,,,,,,,,,,,,,harju
9,2805662,"Jalami tn 10/2,Haabersti linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,4,,83.8 m²,3,3,korteriomand,,311 000 €,3 711.22 €/m²,,,"977 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,A,kivimaja,,"wc ja vannituba eraldi,dušš,saun",,,rõdu,4.30,2023,mööbli võimalus,parkimiskoht maa-aluses garaažis,,,1,,,Vaata kodulehte siit,jah,,,,,,,,,,,,,,harju
10,1100384,"Jalami tn 8/2,Haabersti linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,4,3,83.1 m²,1,4,korteriomand,,319 000 €,3 838.75 €/m²,,,"1 002 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,A,kivimaja,,,,,rõdu,24.50,2023,mööbli võimalus,parkimiskoht maa-aluses garaažis,,,2,,,Vaata kodulehte siit,jah,,,,,,,,,,,,,,harju
11,9287190,"Vilmsi,Kadriorg, Tallinn, Harju maakond",2022-10-16,uusehitis,3,2,80.9 m²,1,2,korteriomand,"trepikoda lukus,naabrivalve,turvasüsteem,videokaamerad",530 000 €,6 551.30 €/m²,,,"1 665 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78401:115:0019,,B,,gaasiküte,"saun,wc ja vannituba eraldi","internet,telefon,digi-TV",,,,2016,"kinnine hoov,mööbel",parkimiskoht garaažis,"panipaik,garderoob",,1,elektripliit,,,,,,,,,,,,,,,,,harju
12,7143653,"Kopli tee 24,Peetri alevik, Rae vald, Harju maakond",2022-10-16,uusehitis,4,3,79.7 m²,3,3,,,314 000 €,3 939.77 €/m²,,,"987 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,B,kivimaja,õhk-vesi soojuspump,,,,rõdu,8.00,2022,,kindel parkimiskoht kinnistul,"panipaik,garderoob",sundventilatsioon,1,,,,jah,,,,,,,,,,,,,,harju
13,9369403,"Maakri tn 36, Kesklinn,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-16,valmis,2,1,50 m²,10,,korteriomand,"trepikoda lukus,turvasüsteem",198 000 €,3 960 €/m²,,,"622 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78401:104:0790,,energiamärgis määramata,betoonmaja,keskküte,"vann,dušš,pesumasin","internet,digi-TV",,,,2003,mööbli võimalus,parkimiskoht puudub,,,1,elektripliit,,,jah,,,,,,,,,,,,,,harju
14,9003211,"Kallasmaa tn 15-4,Maardu linn, Harju maakond",2022-10-16,,2,,48.6 m²,2,5,korteriomand,"trepikoda lukus,turvamees,videokaamerad",83 000 €,1 707.82 €/m²,,,"261 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",44603:003:0102,,,plokkmaja,keskküte,"vann,dušš,tsentraalne kanalisatsioon","internet,digi-TV",,,,1976,mööbel,,kelder,,,elektripliit,,,,,,,,,,,,,,,,,harju
15,7675980,"Hanijala tn 3,Haabersti linnaosa, Tallinn, Harju maakond",2022-10-16,valmis,3,2,72.5 m²,1,4,korteriomand,"trepikoda lukus,turvauks",189 800 €,2 617.93 €/m²,,,"596 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78406:612:0027,,D,"kivimaja,paneelmaja","põrandaküte,keskküte","tsentraalne kanalisatsioon,dušš,vann",internet,,klaasitud rõdu,4.90,2008,"mööbel,mööbli võimalus",tasuta parkimine,"panipaik,garderoob",,1,elektripliit,,,,,,,,,,,,,,,,,harju
16,6194831,"Nõmmeliiva tee 3-1,Tänassilma küla, Saku vald, Harju maakond",2022-10-16,uusehitis,3,2,71 m²,1,3,korteriomand,,241 400 €,3 400 €/m²,,,"758 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,A,kivimaja,,dušš,,,terrass,13.70,2023,"eraldi sissepääs,kinnine hoov",kindel parkimiskoht kinnistul,panipaik,,1,,,https://nommeliiva.ee,,,,,,,,,,,,,,,harju
17,5227837,"Karikakra tee 39,Tiskre küla, Harku vald, Harju maakond",2022-10-16,,5,4,101 m²,,,korteriomand,,307 000 €,3 039.60 €/m²,,,"965 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",19801:001:3510,,A,betoonmaja,"õhk-vesi soojuspump,maaküte","tsentraalne kanalisatsioon,saun,dušš,vann",internet,,,23.00,2023,,kindel parkimiskoht kinnistul,panipaik,sundventilatsioon,2,,,https://www.sinilille.ee/,,108 m²,pvc,,,,,,,,,,,,harju
18,1741067,"Karikakra tee 39,Tiskre küla, Harku vald, Harju maakond",2022-10-16,,5,4,113 m²,,,korteriomand,,344 000 €,3 044.25 €/m²,,,"1 081 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",19801:001:3510,,A,betoonmaja,"maaküte,õhk-vesi soojuspump","vann,saun,dušš,tsentraalne kanalisatsioon",internet,,,24.00,2023,,kindel parkimiskoht kinnistul,panipaik,sundventilatsioon,2,,,https://www.sinilille.ee/,,460 m²,pvc,,,,,,,,,,,,harju
19,2527267,"Dolomiidi tee 2/1-10,Rae küla, Rae vald, Harju maakond",2022-10-16,uusehitis,3,2,63.6 m²,2,3,korteriomand,,210 905 €,3 316.12 €/m²,,,"663 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",65301:002:1266,12309702,A,kivimaja,,,,,rõdu,6.10,2023,,,panipaik,,,,,,jah,,,,,,,,,,,,,,harju
20,9214147,"Lasnamäe tn 4b,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-16,"uusehitis,uus viimistlus",2,1,56.6 m²,3,13,korteriomand,"videokaamerad,trepikoda lukus,turvauks",299 000 €,,,,"939 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78401:101:1042,9455150,C,paneelmaja,"põrandaküte,keskküte","tsentraalne kanalisatsioon,dušš","telefon,internet,digi-TV",,"klaasitud rõdu,rõdu",10.60,2018,,kindel parkimiskoht kinnistul,panipaik,sundventilatsioon,1,elektripliit,,,jah,,,,,,,,,,,,,,harju
21,1509371,"Kuuseheki tn 52,Saue linn, Harju maakond",2022-10-16,uusehitis,4,3,76.8 m²,2,3,korteriomand,,220 000 €,2 929.69 €/m²,,,"691 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",72703:001:0366,,A,kivimaja,põrandaküte,"wc ja vannituba eraldi,vann",,,rõdu,4.90,2019,,,,,,,,,,,,,,,,,,,,,,,harju
22,1816545,"M. Härma tn 1-1,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,3,3,65 m²,1,9,korteriomand,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",159 900 €,2 460 €/m²,79.00,145.00,"502 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78403:311:0041,10167601,E,paneelmaja,elektriküte,dušš,"telefon,internet,kaabel-TV",11.00,rõdu,3.00,1980,külmik,,,,,,,,jah,,,,,,,,,,,,,,harju
23,2244576,"Padriku tee 4/5,Pirita linnaosa, Tallinn, Harju maakond",2022-10-16,uus viimistlus,3,2,90.1 m²,3,4,korteriomand,trepikoda lukus,255 000 €,2 830.19 €/m²,,,"801 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78402:203:3772,,,betoonmaja,keskküte,"vann,pesumasin,dušš,wc ja vannituba eraldi,tsentraalne kanalisatsioon","telefon,digi-TV,internet",,rõdu,15.90,2005,"kinnine hoov,mööbel,mööbli võimalus,külmik",kindel parkimiskoht kinnistul,panipaik,sundventilatsioon,1,elektripliit,,,,,rullmaterjal,kõik kommunaalteenused,750.00,900.00,,,,,,,,,harju
24,2960653,"Kopli tn 64-5,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,,3,2,62.4 m²,2,3,korteriomand,videokaamerad,307 944 €,4 935 €/m²,,,"967 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78408:801:0185,,A,kivimaja,õhk-vesi soojuspump,"dušš,saun",,,,,2022,"eraldi sissepääs,kinnine hoov",kindel parkimiskoht kinnistul,panipaik,sundventilatsioon,1,,,Kalamaja Park Residence,,,plekk,,,,,,,,,,,,harju
25,2980368,"Kopli tn 64-3,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,,4,3,82.6 m²,1,3,korteriomand,videokaamerad,381 612 €,4 620 €/m²,,,"1 199 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78408:801:0185,,A,kivimaja,õhk-vesi soojuspump,"saun,dušš",,,,,2022,"eraldi sissepääs,kinnine hoov",kindel parkimiskoht kinnistul,panipaik,sundventilatsioon,1,,,Kalamaja Park Residence,,,plekk,,,,,,,,,,,,harju
26,7922119,"Narva mnt 2,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,3,1,76.6 m²,5,7,,,245 000 €,3 198.43 €/m²,,,"770 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,energiamärgis määramata,,keskküte,,,9.00,,,1948,kinnine hoov,parkla,"panipaik,garderoob",,1,,,,jah,,,,,,,,,,,,,,harju
27,7573090,"Pae tn 22,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,3,,44 m²,1,5,korteriomand,"trepikoda lukus,turvauks",110 000 €,2 500 €/m²,,,"346 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,energiamärgis määramata,paneelmaja,keskküte,"tsentraalne kanalisatsioon,pesumasin,dušš","internet,digi-TV",,,,,mööbel,,,,,gaasipliit,,,,,bituumen,,,,,,,,,,,,harju
28,2538854,"Ehitajate tee 49,Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-16,valmis,1,1,30.4 m²,5,5,korteriomand,"naabrivalve,turvauks,trepikoda lukus",82 000 €,2 697.37 €/m²,60.00,90.00,"258 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78405:501:0004,,D,paneelmaja,keskküte,"pesumasin,dušš","telefon,internet,kaabel-TV",,rõdu,3.00,1964,"mööbel,külmik",,,,,gaasipliit,,,,,,,,,,,,,,,,,harju
29,5244529,"Vikerlase tn 26,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,3,2,66.5 m²,4,5,korteriomand,"turvauks,trepikoda lukus",125 900 €,1 893.23 €/m²,,,"396 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,E,paneelmaja,keskküte,,"digi-TV,internet",,rõdu,,1981,"mööbel,mööbli võimalus",tasuta parkimine,"kelder,panipaik",,1,elektripliit,,,,,,,,,,,,,,,,,harju
30,7885369,"Kari tn 24, Pelguranna,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,4,3,107 m²,5,5,korteriomand,,347 500 €,3 247.66 €/m²,,,"1 092 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,A,paneelmaja,,,,0.00,,,2019,,,,,,elektripliit,,,,,,,,,,,,,,,,,harju
31,3284492,"Kihnu tn 18,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-16,"renoveeritud,valmis,san remont tehtud",3,2,,4,9,korteriomand,"trepikoda lukus,naabrivalve,turvauks",124 999 €,,,,"393 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78403:307:0310,,energiamärgis määramata,paneelmaja,keskküte,"wc ja vannituba eraldi,pesumasin,tsentraalne kanalisatsioon","telefon,digi-TV,internet",,rõdu,,1990,"mööbel,mööbli võimalus",tasuta parkimine,garderoob,,1,elektripliit,,,jah,,rullmaterjal,,,,,,,,,,,,harju
32,1203197,"M. Härma tn 1-1,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,4,4,65 m²,1,9,korteriomand,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",159 900 €,2 460 €/m²,79.00,145.00,"502 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78403:311:0041,10167601,E,paneelmaja,keskküte,dušš,"telefon,internet,kaabel-TV",11.00,rõdu,3.00,1980,külmik,,,,,,,,jah,,,,,,,,,,,,,,harju
33,7613638,"Uuspere tee 5/2, Tiskreoja,Haabersti linnaosa, Tallinn, Harju maakond",2022-10-16,"valmis,uusehitis",4,3,99.9 m²,3,3,korteriomand,"trepikoda lukus,turvauks",280 000 €,2 802.80 €/m²,,,"880 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,B,kivimaja,"põrandaküte,gaasiküte","tsentraalne kanalisatsioon,vann,dušš,saun,wc ja vannituba eraldi","digi-TV,internet",,rõdu,14.30,2021,"mööbel,mööbli võimalus","kindel parkimiskoht kinnistul,tasuta parkimine",panipaik,sundventilatsioon,2,elektripliit,,,jah,,,,,,,,,,,,,,harju
34,1902786,"Kivimurru tn 36, Sikupilli,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-16,valmis,3,2,75.7 m²,1,3,korteriomand,"naabrivalve,videokaamerad,trepikoda lukus",235 000 €,3 104.36 €/m²,,,"738 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78403:301:1470,,B,kivimaja,"keskküte,kamin","dušš,vann,pesumasin","kaabel-TV,telefon,internet",11.40,,,2005,"mööbel,külmik","garaaž
",,,,elektripliit,,,,,,,,,,,,,,,,,harju
35,1104164,"Kivimurru tn 36,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-16,valmis,3,2,75.7 m²,1,3,korteriomand,"naabrivalve,videokaamerad,trepikoda lukus",235 000 €,3 104.36 €/m²,,,"738 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78403:301:1470,,B,kivimaja,"keskküte,kamin","dušš,vann,pesumasin","kaabel-TV,telefon,internet",11.40,,,2005,"mööbel,külmik","garaaž
",,,,elektripliit,,,,,,,,,,,,,,,,,harju
36,1289209,"Sihi tn 122, Kivimäe,Nõmme linnaosa, Tallinn, Harju maakond",2022-10-16,valmis,3,2,87.6 m²,1,3,korteriomand,"turvauks,trepikoda lukus",329 000 €,3 755.71 €/m²,,,"1 034 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78404:407:0200,,D,kivimaja,keskküte,"dušš,saun,pesumasin","internet,kaabel-TV",,,,1959,külmik,,,,,,,,,,,,,,,,,,,,,,harju
37,1323844,"Kalaranna tn 25, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,2,1,48.8 m²,1,4,korteriomand,"naabrivalve,trepikoda lukus",295 000 €,6 045.08 €/m²,,,"927 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,A,kivimaja,keskküte,"dušš,pesumasin",,,rõdu,19.80,2021,"mööbel,külmik",,,,,,,,jah,,,,,,,,,,,,,,harju
38,7620345,"Sitsi tn 14, Sitsi asum,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,2,1,52.9 m²,5,5,korteriomand,"turvauks,trepikoda lukus,naabrivalve",145 600 €,2 752.36 €/m²,,,"457 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78408:806:1090,,,paneelmaja,keskküte,"vann,dušš,pesumasin","internet,kaabel-TV",,rõdu,2.20,1991,"mööbel,külmik",,,,,elektripliit,,,,,,,,,,,,,,,,,harju
39,3417384,"Pärnu mnt 76,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,3,2,47.5 m²,3,5,korteriomand,"turvauks,trepikoda lukus",178 000 €,3 747.37 €/m²,85.00,150.00,"559 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78401:109:2690,,,kivimaja,keskküte,"dušš,pesumasin","telefon,internet",,,,1963,külmik,,,,,,,,,,,,,,,,,,,,,,harju
40,2260968,"Raua tn 30, Kadriorg,Kadriorg, Tallinn, Harju maakond",2022-10-16,renoveeritud,5,3,116.6 m²,2,3,korteriomand,"turvauks,trepikoda lukus,naabrivalve",415 000 €,3 559.18 €/m²,,,"1 304 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78401:101:2933,,,puitmaja,"kamin,gaasiküte","dušš,vann","internet,kaabel-TV",,rõdu,2.10,1925,"mööbel,külmik","garaaž
",,,,elektripliit,,,,,,,,,,,,,,,,,harju
41,6070005,"Roseni tn 10,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-16,valmis,2,1,48 m²,3,5,korteriomand,,249 000 €,5 187.50 €/m²,180.00,350.00,"782 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,energiamärgis määramata,,,"dušš,boiler,pesumasin",,,,,2007,mööbel,"garaaž
",,,,,,,jah,,,,,,,,,,,,,,harju
42,6234765,"Talli tn 5,Kristiine linnaosa, Tallinn, Harju maakond",2022-10-16,valmis,3,2,83.9 m²,,2,korteriomand,"naabrivalve,turvauks",379 650 €,4 525.03 €/m²,,,"1 193 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78401:101:4999,,energiamärgis määramata,kivimaja,"keskküte,põrandaküte","dušš,wc ja vannituba eraldi,vann,pesumasin","kaabel-TV,internet",,rõdu,41.20,2021,"mööbel,külmik",,,,,,,,,,,,,,,,,,,,,,harju
43,8876866,"Järve tn 50, Järve,Kristiine linnaosa, Tallinn, Harju maakond",2022-10-16,valmis,2,1,54.5 m²,2,3,korteriomand,"naabrivalve,trepikoda lukus",179 000 €,3 284.40 €/m²,,,"562 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78407:703:0890,,F,kivimaja,keskküte,"dušš,wc ja vannituba eraldi,pesumasin",internet,,rõdu,2.00,1955,"mööbel,külmik",,,,,elektripliit,,,,,,,,,,,,,,,,,harju
44,1446103,"Videviku tn 16, Uus Maailm,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-16,renoveeritud,2,1,36.2 m²,5,5,korteriomand,,123 000 €,3 397.79 €/m²,,,"386 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,0,energiamärgis määramata,kivimaja,,,,,,,,,,,,,elektripliit,,,,,,,,,,,,,,,,,harju
45,2325684,"Betooni tn 17,Lagedi alevik, Rae vald, Harju maakond",2022-10-16,renoveeritud,2,1,44 m²,2,3,,,99 000 €,2 250 €/m²,,,"311 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,F,paneelmaja,,,,,rõdu,,,,,panipaik,,1,,,,,,,,,,,,,,,,,,harju
46,4308713,"Asunduse tn 9,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-16,valmis,3,3,55.9 m²,1,5,korteriomand,"trepikoda lukus,turvauks",189 700 €,3 393.56 €/m²,,,"596 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78403:301:0046,0,C,paneelmaja,keskküte,"dušš,vann","internet,kaabel-TV",,,,1987,,,,,,gaasipliit,,,,,,,,,jah,,,,,,,,harju
47,5059578,"Madara tn 1-7, Pelgulinn,Kristiine linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,2,1,50.1 m²,4,6,korteriomand,trepikoda lukus,249 000 €,4 970.06 €/m²,,,"782 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,B,betoonmaja,"põrandaküte,keskküte",dušš,internet,,,,2022,,"tasuline parkimine,parkimiskoht maa-aluses garaažis",panipaik,"sundventilatsioon,konditsioneer",1,,,,jah,,,,,,,,,,,,,,harju
48,6648559,"Madara tn 1-4, Lilleküla,Kristiine linnaosa, Tallinn, Harju maakond",2022-10-16,uusehitis,4,3,103.1 m²,3,6,korteriomand,trepikoda lukus,399 000 €,3 870.03 €/m²,,,"1 254 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,B,betoonmaja,"põrandaküte,keskküte","vann,wc ja vannituba eraldi",internet,,terrass,18.00,2022,,"tasuline parkimine,parkimiskoht maa-aluses garaažis",panipaik,"sundventilatsioon,konditsioneer",1,,,,jah,,,,,,,,,,,,,,harju
49,6721472,"Sõpruse pst 206, MUSTAMÄE,Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-16,"renoveeritud,valmis",2,1,43.7 m²,5,5,korteriomand,"trepikoda lukus,videokaamerad,turvauks",109 000 €,2 494.28 €/m²,,,"342 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",78405:501:4170,,D,paneelmaja,keskküte,"tsentraalne kanalisatsioon,dušš",,,rõdu,,1968,,tasuta parkimine,,,1,elektripliit,,,,,rullmaterjal,,,,,,,,,,,,harju
50,6685151,"Vasara tn 15-10,Keila linn, Harju maakond",2022-10-16,uusehitis,3,2,58.4 m²,3,3,korteriomand,trepikoda lukus,165 000 €,2 825.34 €/m²,,,"518 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,A,"paneelmaja,plokkmaja","keskküte,põrandaküte",dušš,internet,,rõdu,5.70,2022,,kindel parkimiskoht kinnistul,"panipaik,garderoob",sundventilatsioon,1,,,,,,,,,,,,,,,,,,harju
