,Seisukord,Tube,Magamistube,Üldpind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Hind,Energiamärgis,Materjal,Ehitusaasta,Küte,Sanitaar,Vannitube,Lisaväärtused,Lisaruumid,Pliit,Side,Rõdu pind,Tagatisraha,Suve kommunaalid,Talve kommunaalid,Kinnistu number,Lift,Rõdu,Parkimine,Katus,Krunt,Lisanduvad kommunaalkulud,Lisainfo,tasuta parkimine,Ventilatsioon,Parkimiskohti,tasuline parkimine,Lisanduvad kommunaalid,Maakleritasu,Piirangud
3925,renoveeritud,2.0,1.0,31.7,1.0,2.0,korteriomand,trepikoda lukus,99000.0,energiamärgis määramata,puitmaja,1937.0,ahjuküte,"tsentraalne kanalisatsioon,wc ja vannituba eraldi,dušš",1.0,kinnine hoov,"kelder,panipaik",elektripliit,"internet,telefon,digi-TV",,,,,,,,,plekk,,,,,,,,,,
3926,valmis,2.0,1.0,43.1,2.0,9.0,korteriomand,,106000.0,D,paneelmaja,1971.0,,,1.0,,,,,,,,,,,rõdu,,,,,,,,,,,,
3927,"uus viimistlus,renoveeritud",2.0,1.0,52.6,15.0,,korteriomand,"trepikoda lukus,turvauks",135900.0,E,paneelmaja,1987.0,keskküte,"tsentraalne kanalisatsioon,dušš",1.0,"mööbel,mööbli võimalus","kelder,panipaik,garderoob",elektripliit,"telefon,digi-TV,internet",,,,,,,"rõdu,klaasitud rõdu",tasuta parkimine,rullmaterjal,,,,,,,,,,
3928,"valmis,vajab renoveerimist",3.0,2.0,63.5,3.0,5.0,korteriomand,"trepikoda lukus,turvauks",194900.0,E,kivimaja,1989.0,keskküte,"vann,tsentraalne kanalisatsioon,wc ja vannituba eraldi",1.0,"mööbel,mööbli võimalus",kelder,elektripliit,,,,,,,,,"muu,parkimiskoht puudub,tasuline parkimine",bituumen,,,,,,,,,,
3929,"san remont tehtud,uus viimistlus",3.0,2.0,79.3,3.0,4.0,korteriomand,"turvauks,trepikoda lukus,naabrivalve",260000.0,,kivimaja,,keskküte,"vann,pesumasin,tsentraalne kanalisatsioon",1.0,"mööbel,mööbli võimalus",,elektripliit,"telefon,digi-TV,internet",,,,,,,,tasuta parkimine,,,,,,,,,,,
3930,renoveeritud,1.0,1.0,29.7,2.0,5.0,korteriomand,"trepikoda lukus,naabrivalve,turvauks",44550.0,,kivimaja,,keskküte,"tsentraalne kanalisatsioon,dušš",,"eraldi sissepääs,mööbel",,elektripliit,"internet,digi-TV",,,,,,,,"kindel parkimiskoht kinnistul,tasuta parkimine",,,,,,sundventilatsioon,,,,,
3931,valmis,3.0,2.0,76.9,3.0,3.0,korteriomand,"turvauks,trepikoda lukus",230000.0,,kivimaja,2008.0,"põrandaküte,gaasiküte","saun,dušš",,,panipaik,,internet,,,,,0,,rõdu,,,,,,,,,,,,
3932,valmis,1.0,,32.8,6.0,9.0,korteriomand,"turvauks,trepikoda lukus",79900.0,D,,1982.0,,,,,,,,,,,,,,,,,,Added_to_price,http://www.arcovara.ee/317667,,,,,,,
3933,uusehitis,4.0,3.0,84.9,2.0,3.0,korteriomand,trepikoda lukus,279900.0,A,paneelmaja,2023.0,gaasiküte,,,,panipaik,,internet,4.2,,,,,,rõdu,,,9690 m²,,,,sundventilatsioon,,,,,
3934,vajab renoveerimist,1.0,,32.8,2.0,9.0,korteriomand,trepikoda lukus,98000.0,C,paneelmaja,1985.0,keskküte,"dušš,vann",,,panipaik,,,,,,,,jah,rõdu,"kindel parkimiskoht kinnistul,tasuta parkimine",,,,,,,,,,,
3935,uusehitis,4.0,3.0,84.9,2.0,3.0,korteriomand,trepikoda lukus,279900.0,A,paneelmaja,2023.0,gaasiküte,,,,panipaik,,internet,4.2,,,,,,rõdu,,,9690 m²,,,,sundventilatsioon,,,,,
3936,uusehitis,5.0,4.0,92.4,2.0,3.0,korteriomand,,316900.0,A,kivimaja,2022.0,keskküte,"dušš,saun",,,,,internet,,,,,,,,,,,,,,sundventilatsioon,,,,,
3937,uusehitis,5.0,4.0,101.3,1.0,3.0,korteriomand,,334900.0,A,kivimaja,2022.0,keskküte,,,,,,internet,,,,,,,,,,,,,,sundventilatsioon,,,,,
3938,uusehitis,5.0,4.0,104.2,1.0,3.0,korteriomand,,335900.0,A,kivimaja,2022.0,keskküte,,,,,,internet,,,,,,,,,,,,,,sundventilatsioon,,,,,
3939,uusehitis,5.0,4.0,101.4,2.0,3.0,korteriomand,,341900.0,A,kivimaja,2022.0,keskküte,,,,,,internet,,,,,,,,,,,,,,sundventilatsioon,,,,,
3940,uusehitis,3.0,2.0,68.4,1.0,3.0,korteriomand,,203900.0,A,paneelmaja,2023.0,gaasiküte,dušš,,,,,internet,12.0,,,,,,rõdu,,,9690 m²,,,,sundventilatsioon,,,,,
3941,uusehitis,2.0,1.0,48.9,1.0,3.0,korteriomand,"videokaamerad,turvasüsteem,trepikoda lukus,turvauks",209900.0,B,kivimaja,,põrandaküte,"tsentraalne kanalisatsioon,pesumasin,dušš",1.0,mööbel,"panipaik,garderoob",elektripliit,internet,16.2,,,,,jah,terrass,kindel parkimiskoht kinnistul,,,,,,,,,,,
3942,valmis,4.0,3.0,156.84,5.0,6.0,korteriomand,,649000.0,energiamärgis määramata,kivimaja,1902.0,,,2.0,,,,,,,,,0,,,,,,,,,,,,,,
3943,valmis,5.0,4.0,279.5,5.0,6.0,korteriomand,,969000.0,energiamärgis määramata,kivimaja,1902.0,,,2.0,,,,,,,,,0,,,,,,,,,,,,,,
3944,renoveeritud,3.0,2.0,76.1,4.0,4.0,korteriomand,"trepikoda lukus,turvauks",357000.0,,kivimaja,,"põrandaküte,kombineeritud küte,keskküte","wc ja vannituba eraldi,dušš,pesumasin",,"mööbel,mööbli võimalus,külmik",,,"internet,telefon",,,120.0,350.0,,,,,,,,,jah,,,,,,
3945,,2.0,2.0,38.9,4.0,5.0,korteriomand,turvauks,109900.0,E,paneelmaja,,keskküte,vann,1.0,,panipaik,elektripliit,,6.2,,,,,,klaasitud rõdu,tasuta parkimine,,,,,,,,,,,
3946,,3.0,2.0,77.7,3.0,3.0,,,362800.0,B,puitmaja,,keskküte,,2.0,kinnine hoov,,,,,,,,,,,kindel parkimiskoht kinnistul,plekk,,,Vaata täpsemat infot siit,,,,,,,
3947,,3.0,2.0,70.4,3.0,3.0,,,294800.0,,puitmaja,,keskküte,,2.0,"kinnine hoov,mööbli võimalus",,,,,,,,,,,kindel parkimiskoht kinnistul,plekk,,,https://magdaleena.liven.ee,,,,,,,
3948,,4.0,3.0,95.9,2.0,3.0,,,429400.0,B,puitmaja,,keskküte,,2.0,"kinnine hoov,mööbli võimalus",,,,,,,,,,,kindel parkimiskoht kinnistul,,,,Vaata täpsemat kirjeldust siit,,,,,,,
3949,,4.0,3.0,95.7,2.0,3.0,,,419500.0,B,puitmaja,,,,2.0,mööbli võimalus,,,,,,,,,,,kindel parkimiskoht kinnistul,plekk,,,Vaata täpsemat kirjeldust siit,,,,,,,
3950,uusehitis,3.0,2.0,63.7,1.0,3.0,korteriomand,"trepikoda lukus,turvauks,naabrivalve",320000.0,D,kivimaja,2008.0,"keskküte,kamin,põrandaküte","dušš,pesumasin,saun",,"mööbel,külmik",,elektripliit,"kaabel-TV,internet",,,230.0,300.0,,,,,,,,,,,,,,,
3951,valmis,3.0,2.0,63.0,,1.0,kinnistu,naabrivalve,129900.0,energiamärgis määramata,kivimaja,1965.0,õhksoojuspump,"dušš,saun,boiler,wc ja vannituba eraldi",,,,puupliit,,,,,,5352702,,,,,,,,,,,,,,
3952,uusehitis,2.0,1.0,57.6,3.0,6.0,korteriomand,"trepikoda lukus,turvauks",299000.0,B,kivimaja,2023.0,"keskküte,põrandaküte",dušš,,,garderoob,elektripliit,,,,,,,jah,,,,,,,,,,,,,
3953,uusehitis,3.0,2.0,65.2,5.0,11.0,,"turvauks,naabrivalve,trepikoda lukus",234900.0,B,"betoonmaja,kivimaja",2022.0,keskküte,dušš,1.0,mööbli võimalus,"panipaik,garderoob",elektripliit,"internet,telefon,digi-TV",5.0,,,,,jah,rõdu,parkimiskoht garaažis,rullmaterjal,,,,,,,,,,
3954,,3.0,2.0,60.2,11.0,4.0,,"turvauks,trepikoda lukus,naabrivalve",229900.0,B,"betoonmaja,kivimaja",2022.0,keskküte,dušš,1.0,"kinnine hoov,mööbel,mööbli võimalus","panipaik,garderoob",elektripliit,"telefon,digi-TV,internet",5.0,,,,,,rõdu,garaaž,rullmaterjal,,,,,,,,,,
3955,"san remont tehtud,uus viimistlus,renoveeritud",2.0,1.0,38.9,4.0,5.0,korteriomand,"turvauks,trepikoda lukus",57000.0,D,kivimaja,,keskküte,"vann,tsentraalne kanalisatsioon,dušš",1.0,mööbel,"kelder,panipaik",elektripliit,,,,,,,,,tasuta parkimine,plekk,,,,,,,,,,
3956,valmis,2.0,1.0,62.8,3.0,3.0,korteriomand,"turvauks,trepikoda lukus,naabrivalve",175900.0,energiamärgis määramata,paneelmaja,2004.0,"keskküte,põrandaküte,gaasiküte,elektriküte","pesumasin,dušš",,"mööbel,mööbli võimalus,külmik",panipaik,,kaabel-TV,7.0,,,,16541201,,rõdu,,,,,,,,,,,,
3957,san remont tehtud,2.0,1.0,47.2,5.0,5.0,korteriomand,"trepikoda lukus,naabrivalve,turvauks",134000.0,,paneelmaja,1972.0,keskküte,"tsentraalne kanalisatsioon,dušš,vann",1.0,mööbli võimalus,panipaik,elektripliit,"internet,digi-TV,telefon",,,,,101017513,,rõdu,tasuta parkimine,,,,,,sundventilatsioon,,,,,hüpoteek
3958,renoveeritud,4.0,3.0,167.0,1.0,2.0,korteriomand,turvasüsteem,590000.0,energiamärgis määramata,kivimaja,,"kamin,gaasiküte",,3.0,,,,,,,,,,,,,,,,,jah,,1.0,,,,
3959,valmis,4.0,3.0,172.4,,7.0,korteriomand,"trepikoda lukus,videokaamerad",895000.0,,kivimaja,2013.0,,"dušš,pesumasin,vann,saun",,,,elektripliit,internet,,,,,26610201,jah,rõdu,,,,,,jah,sundventilatsioon,,,,,
3960,renoveeritud,1.0,,32.6,4.0,9.0,korteriomand,"turvauks,trepikoda lukus,naabrivalve",116900.0,,paneelmaja,1961.0,keskküte,"pesumasin,tsentraalne kanalisatsioon,vann",,"mööbel,mööbli võimalus",garderoob,elektripliit,"digi-TV,internet",,,,,,jah,,tasuta parkimine,rullmaterjal,,,,,,,,,,
3961,uusehitis,3.0,2.0,58.4,3.0,3.0,korteriomand,trepikoda lukus,165000.0,A,"paneelmaja,plokkmaja",2022.0,"keskküte,põrandaküte",dušš,1.0,,"panipaik,garderoob",,internet,5.7,,,,,,rõdu,kindel parkimiskoht kinnistul,,,,,,sundventilatsioon,,,,,
3962,uusehitis,2.0,1.0,61.3,2.0,3.0,,,265000.0,B,kivimaja,2022.0,,,1.0,,,,,,,,,,,rõdu,,,,,,,,,,,,
3963,valmis,3.0,2.0,53.6,5.0,5.0,korteriomand,,155000.0,energiamärgis määramata,paneelmaja,,,,1.0,,,elektripliit,,,,,,,,rõdu,,,,,,,,,,,,
3964,"uus viimistlus,renoveeritud",2.0,1.0,32.9,4.0,5.0,,"trepikoda lukus,turvauks",107900.0,,paneelmaja,,keskküte,"vann,tsentraalne kanalisatsioon",1.0,mööbel,,elektripliit,"internet,digi-TV",4.0,,,,,,klaasitud rõdu,,,,,,,,,,,,
3965,"uus viimistlus,renoveeritud",2.0,1.0,32.7,3.0,5.0,,"turvauks,trepikoda lukus",107900.0,,paneelmaja,,keskküte,"tsentraalne kanalisatsioon,vann",1.0,mööbel,panipaik,elektripliit,"digi-TV,internet",8.0,,,,,,"klaasitud rõdu,rõdu",,,,,,,,,,,,
3966,valmis,3.0,2.0,72.0,1.0,3.0,korteriomand,"naabrivalve,trepikoda lukus,turvauks",170000.0,,"puitmaja,kivimaja",1937.0,"kamin,põrandaküte,ahjuküte,elektriküte,kombineeritud küte,õhksoojuspump","vann,tsentraalne kanalisatsioon,boiler",1.0,"kinnine hoov,mööbel,mööbli võimalus","kelder,panipaik,garderoob",,"telefon,digi-TV,internet",,,,,,,,"kindel parkimiskoht kinnistul,tasuta parkimine",bituumen,,,,,,,,,,
3967,vajab renoveerimist,1.0,1.0,30.0,5.0,5.0,korteriomand,"trepikoda lukus,naabrivalve,turvauks",45999.0,energiamärgis määramata,paneelmaja,2006.0,keskküte,"dušš,tsentraalne kanalisatsioon",1.0,,,elektripliit,,3.0,,,,10925202,,rõdu,tasuta parkimine,eterniit,,,,,sundventilatsioon,,,,,hüpoteek
3968,uusehitis,2.0,1.0,52.2,1.0,3.0,korteriomand,trepikoda lukus,179900.0,A,paneelmaja,2023.0,gaasiküte,dušš,,,panipaik,,internet,,,,,,,,,,9690 m²,,,,sundventilatsioon,,,,,
3969,valmis,3.0,2.0,63.0,,1.0,kinnistu,naabrivalve,129900.0,energiamärgis määramata,kivimaja,1965.0,õhksoojuspump,"dušš,saun,boiler,wc ja vannituba eraldi",,,,puupliit,,,,,,5352702,,,,,,,,,,,,,,
3970,valmis,1.0,1.0,22.5,5.0,9.0,korteriomand,"trepikoda lukus,turvauks,turvamees",56900.0,D,plokkmaja,,keskküte,"pesumasin,tsentraalne kanalisatsioon,dušš",1.0,"kinnine hoov,mööbli võimalus,TV,külmik","kelder,garderoob",elektripliit,"internet,digi-TV",6.5,210.0,,,,jah,rõdu,tasuta parkimine,bituumen,,,,,,,,kõik kommunaalteenused,,
3971,uusehitis,3.0,2.0,68.4,2.0,3.0,korteriomand,,209900.0,A,paneelmaja,2023.0,gaasiküte,dušš,,,panipaik,,internet,5.6,,,,,,rõdu,,,9690 m²,,,,sundventilatsioon,,,,,
3972,uusehitis,4.0,3.0,87.4,1.0,3.0,korteriomand,"naabrivalve,trepikoda lukus,turvauks",299900.0,B,kivimaja,2018.0,gaasiküte,"dušš,saun,wc ja vannituba eraldi",,"mööbli võimalus,külmik",panipaik,,"internet,kaabel-TV",24.0,,,,,jah,rõdu,,,,,,jah,,,,,,
3973,valmimisjärgus,3.0,3.0,64.3,4.0,9.0,korteriomand,"videokaamerad,turvauks,trepikoda lukus",133000.0,C,paneelmaja,1985.0,,"tsentraalne kanalisatsioon,wc ja vannituba eraldi,pesumasin,vann",1.0,,,elektripliit,"internet,digi-TV",3.0,,,,,jah,rõdu,tasuta parkimine,rullmaterjal,,,,,,,,,,
3974,,2.0,1.0,46.9,3.0,5.0,korteriomand,trepikoda lukus,59900.0,D,,,keskküte,"tsentraalne kanalisatsioon,dušš,vann,wc ja vannituba eraldi",1.0,mööbli võimalus,,elektripliit,,4.0,,,,,,rõdu,"kindel parkimiskoht kinnistul,tasuta parkimine",rullmaterjal,,,,,,,,,,
3975,valmis,1.0,1.0,33.1,3.0,3.0,korteriomand,,139000.0,energiamärgis määramata,puitmaja,1940.0,,,1.0,,panipaik,elektripliit,,,,,,,,,,,,,,,,,,,,
3976,valmis,2.0,1.0,43.7,2.0,5.0,korteriomand,,99000.0,D,paneelmaja,,,,,,,gaasipliit,,,,,,,,,,,,,,,,,,,,
3977,valmis,1.0,1.0,32.8,5.0,9.0,korteriomand,"trepikoda lukus,turvauks,naabrivalve",85000.0,,paneelmaja,,keskküte,"dušš,pesumasin",1.0,mööbel,panipaik,elektripliit,,3.0,,,,,,kinnine rõdu,tasuta parkimine,,,,,,,,,,,
3978,san remont tehtud,3.0,2.0,75.0,5.0,9.0,korteriomand,turvauks,245000.0,,paneelmaja,2004.0,keskküte,"wc ja vannituba eraldi,pesumasin,vann,tsentraalne kanalisatsioon,dušš,saun",1.0,"kinnine hoov,mööbel,mööbli võimalus",panipaik,elektripliit,internet,,,,,,jah,prantsuse rõdu,kindel parkimiskoht kinnistul,bituumen,,,,,sundventilatsioon,,,,,
3979,uusehitis,2.0,1.0,53.3,1.0,7.0,korteriomand,"turvauks,trepikoda lukus",319900.0,,kivimaja,2022.0,"põrandaküte,keskküte",dušš,2.0,,panipaik,,"kaabel-TV,internet",,,,,,jah,rõdu,,,,,,,,,jah,"elekter,vesi,küte",,
3980,uusehitis,3.0,2.0,149.1,4.0,6.0,korteriomand,"trepikoda lukus,turvauks",1190.0,energiamärgis määramata,,2018.0,"kamin,keskküte","pesumasin,saun,dušš,vann",,"mööbel,külmik",panipaik,,,,,,,0,jah,rõdu,,,,,,,,,,,,
3981,uusehitis,3.0,2.0,64.5,4.0,4.0,korteriomand,,260990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
3982,uusehitis,3.0,2.0,63.2,4.0,4.0,korteriomand,,260990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
3983,uusehitis,2.0,1.0,46.8,3.0,4.0,korteriomand,,185990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
3984,uusehitis,2.0,1.0,43.1,4.0,4.0,korteriomand,,186990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
3985,uusehitis,3.0,2.0,63.1,4.0,4.0,korteriomand,,260990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
3986,uusehitis,3.0,2.0,64.5,4.0,4.0,korteriomand,,260990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
3987,uusehitis,2.0,1.0,46.0,4.0,4.0,korteriomand,,185990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
3988,uusehitis,3.0,2.0,66.0,4.0,4.0,korteriomand,,264990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
3989,vajab renoveerimist,3.0,2.0,65.1,6.0,16.0,korteriomand,,129600.0,,kivimaja,,keskküte,"tsentraalne kanalisatsioon,vann,pesumasin",1.0,,"panipaik,garderoob",elektripliit,internet,,,,,,jah,"klaasitud rõdu,rõdu",tasuta parkimine,,,,,,,,,,,
3990,uusehitis,2.0,1.0,51.3,1.0,4.0,korteriomand,"trepikoda lukus,turvauks",179000.0,energiamärgis määramata,kivimaja,2018.0,gaasiküte,"pesumasin,dušš",,mööbel,panipaik,elektripliit,internet,,,,,9842850,,,,,,,,jah,sundventilatsioon,,,,,
3991,uusehitis,3.0,2.0,66.0,3.0,4.0,korteriomand,,263990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
3992,uusehitis,2.0,1.0,43.0,3.0,4.0,korteriomand,,188990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
3993,uusehitis,2.0,1.0,46.0,3.0,4.0,korteriomand,,190990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
3994,uusehitis,2.0,1.0,45.6,3.0,4.0,korteriomand,,190990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
3995,uusehitis,3.0,2.0,64.5,3.0,4.0,korteriomand,,259990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
3996,,3.0,2.0,65.6,4.0,9.0,korteriomand,"turvauks,trepikoda lukus",147000.0,D,paneelmaja,1975.0,keskküte,"tsentraalne kanalisatsioon,pesumasin,dušš,vann",1.0,mööbli võimalus,,elektripliit,,,,,,,jah,klaasitud rõdu,tasuta parkimine,bituumen,,,,,,,,,,
3997,uusehitis,3.0,2.0,64.5,2.0,4.0,korteriomand,,259990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
3998,uusehitis,3.0,2.0,63.1,2.0,4.0,korteriomand,,259990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
3999,uusehitis,3.0,2.0,64.5,2.0,4.0,korteriomand,,259990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
4000,uusehitis,3.0,2.0,63.2,2.0,4.0,korteriomand,,259990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
4001,uusehitis,3.0,2.0,64.5,3.0,4.0,korteriomand,,259990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
4002,uusehitis,3.0,2.0,66.0,1.0,4.0,korteriomand,,243990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
4003,uusehitis,2.0,1.0,43.1,2.0,4.0,korteriomand,,186990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
4004,uusehitis,3.0,2.0,66.0,2.0,4.0,korteriomand,,263990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
4005,uusehitis,2.0,1.0,46.8,2.0,4.0,korteriomand,,190990.0,B,kivimaja,2023.0,,,,,panipaik,,,7.4,,,,,,rõdu,,,,,,,,,,,,
4006,uusehitis,2.0,1.0,46.0,2.0,4.0,korteriomand,,190990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
4007,uusehitis,2.0,1.0,43.0,2.0,4.0,korteriomand,,188990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.6,,,,,,rõdu,,,,,,,,,,,,
4008,uusehitis,4.0,3.0,82.9,3.0,4.0,korteriomand,,303990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
4009,uusehitis,3.0,2.0,68.0,2.0,4.0,korteriomand,,262990.0,B,kivimaja,2023.0,,,,,panipaik,,,13.0,,,,,,rõdu,,,,,,,,,,,,
4010,uusehitis,2.0,1.0,45.9,2.0,4.0,korteriomand,,190990.0,B,kivimaja,2023.0,,,,,panipaik,,,5.0,,,,,,rõdu,,,,,,,,,,,,
4011,uusehitis,3.0,2.0,68.0,3.0,4.0,korteriomand,,262990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
4012,uusehitis,4.0,3.0,82.8,3.0,4.0,korteriomand,,305990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
4013,uusehitis,3.0,2.0,66.5,2.0,4.0,korteriomand,,261990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
4014,uusehitis,3.0,2.0,66.5,3.0,4.0,korteriomand,,261990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
4015,uusehitis,2.0,1.0,43.0,3.0,4.0,korteriomand,,186990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
4016,uusehitis,4.0,3.0,82.9,4.0,4.0,korteriomand,,306990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
4017,uusehitis,3.0,2.0,68.0,4.0,4.0,korteriomand,,265990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
4018,uusehitis,2.0,1.0,45.9,4.0,4.0,korteriomand,,192990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
4019,uusehitis,4.0,3.0,82.8,2.0,4.0,korteriomand,,305990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
4020,uusehitis,2.0,1.0,52.8,1.0,4.0,korteriomand,,199990.0,B,kivimaja,2023.0,,,,,panipaik,,,,,,,,,,,,,,,,,,,,,
4021,uusehitis,3.0,2.0,66.5,4.0,4.0,korteriomand,,264990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
4022,uusehitis,4.0,,83.8,3.0,3.0,korteriomand,,311000.0,A,kivimaja,2023.0,,"wc ja vannituba eraldi,dušš,saun",1.0,mööbli võimalus,,,,4.3,,,,,jah,rõdu,parkimiskoht maa-aluses garaažis,,,,Vaata kodulehte siit,,,,,,,
4023,uusehitis,3.0,2.0,67.7,1.0,4.0,korteriomand,,239990.0,B,kivimaja,2023.0,,,,,panipaik,,,,,,,,,,,,,,,,,,,,,
4024,uusehitis,3.0,2.0,83.7,1.0,4.0,korteriomand,,289990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
4025,uusehitis,4.0,3.0,82.9,2.0,4.0,korteriomand,,303990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
4026,uusehitis,4.0,3.0,83.4,1.0,4.0,korteriomand,,289990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
4027,uusehitis,3.0,2.0,67.1,2.0,4.0,korteriomand,,264990.0,B,kivimaja,2023.0,,,,,panipaik,,,3.5,,,,,,rõdu,,,,,,,,,,,,
4028,uus viimistlus,2.0,1.0,79.0,2.0,3.0,korteriomand,,249000.0,energiamärgis määramata,puitmaja,2008.0,,,1.0,,,,,,,,,,,rõdu,,,,,,,,,,,,
4029,"valmimisjärgus,renoveeritud,uus viimistlus,valmis",3.0,2.0,56.1,5.0,5.0,korteriomand,trepikoda lukus,159000.0,D,betoonmaja,1964.0,keskküte,"dušš,tsentraalne kanalisatsioon",1.0,,"kelder,garderoob",elektripliit,"internet,telefon,digi-TV",,,,,11181001,,klaasitud rõdu,tasuta parkimine,bituumen,,,,,,,,,,
4030,uusehitis,3.0,2.0,78.3,4.0,4.0,korteriomand,trepikoda lukus,455000.0,A,kivimaja,2019.0,põrandaküte,"pesumasin,vann,dušš",2.0,külmik,"panipaik,garderoob",elektripliit,,15.0,,,,8507350,jah,rõdu,parkimiskoht maa-aluses garaažis,,,,,,,,,kõik kommunaalteenused,,
4031,,2.0,2.0,47.0,3.0,4.0,,"turvasüsteem,trepikoda lukus,turvauks",138300.0,,kivimaja,1961.0,keskküte,"tsentraalne kanalisatsioon,pesumasin,vann",1.0,mööbel,"kelder,garderoob",,internet,,,,,,,,tasuta parkimine,,,,,,sundventilatsioon,,,,,
4032,renoveeritud,4.0,3.0,92.1,2.0,5.0,kinnistu,"trepikoda lukus,turvauks",360000.0,,betoonmaja,2005.0,keskküte,"saun,tsentraalne kanalisatsioon,vann,pesumasin,dušš",1.0,"kinnine hoov,mööbel",,elektripliit,internet,27.0,,,,,jah,rõdu,kindel parkimiskoht kinnistul,,,,,,,,,,,
4033,uusehitis,3.0,2.0,68.4,2.0,9.0,korteriomand,"turvauks,trepikoda lukus",209500.0,energiamärgis määramata,,2018.0,"põrandaküte,keskküte","dušš,wc ja vannituba eraldi,pesumasin",1.0,"mööbel,mööbli võimalus,külmik",,elektripliit,"kaabel-TV,internet,telefon",,,,,,jah,rõdu,,,,,,,,,,,,
4034,renoveeritud,3.0,2.0,62.0,2.0,5.0,korteriomand,,174000.0,D,kivimaja,1971.0,,,1.0,,panipaik,elektripliit,,,,,,,,rõdu,,,,,,,,,,,,
4035,renoveeritud,3.0,1.0,46.9,4.0,5.0,korteriomand,,137000.0,E,paneelmaja,1967.0,,,1.0,,panipaik,,,,,,,,,rõdu,,,,,,,,,,,,
