,Aadress,Kuupaev,Seisukord,Tube,Magamistube,Üldpind,Rõdu,Rõdu pind,Korrus,Korruseid kokku,Lisaväärtused,Hind,Suve kommunaalid,Talve kommunaalid,Energiamärgis,Ehitusaasta,Lift,Küte,Sanitaar,Pliit,Vannitube,Turvasüsteem,Materjal,Side,Ventilatsioon,Omandiõigus,Lisanduvad kommunaalkulud,Lisanduvad kommunaalid,Parkimiskohti,tasuta parkimine,Lisaruumid,tasuline parkimine,Tagatisraha,Krunt,Kinnistu number,Maakleritasu,Parkimine,Katus,Piirangud,Lisainfo,maakond
1612,"3. liin 10,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,"uus viimistlus,uusehitis",2,1,50.0,,,1,2,"mööbel,TV,külmik",1200.0,,,B,2021,,keskküte,"tsentraalne kanalisatsioon,pesumasin,vann",,1,"trepikoda lukus,naabrivalve",,"telefon,digi-TV,internet",,korteriomand,,,,,panipaik,,1200.00,,,1200.00,kindel parkimiskoht kinnistul,,,,harju
1613,"Vene tn 19,Vanalinn, Tallinn, Harju maakond",2022-10-24,renoveeritud,3,2,55.0,,,1,2,"mööbel,TV,külmik",1300.0,,,energiamärgis määramata,,,keskküte,"boiler,dušš",,2,"turvauks,trepikoda lukus,naabrivalve",kivimaja,"digi-TV,internet",,korteriomand,,,,,,,,,,,tasuline parkimine,kivikatus,,https://dreamstay.ee/room/old-town-2-room-apartment-with-sauna-dreamstay-2/,harju
1614,"Raekoja plats 8,Vanalinn, Tallinn, Harju maakond",2022-10-24,"renoveeritud,valmis",2,1,55.0,,,4,5,"mööbel,TV,külmik",1500.0,,,energiamärgis määramata,,jah,keskküte,"pesumasin,boiler,vann,saun",elektripliit,1,"trepikoda lukus,turvauks",kivimaja,"digi-TV,internet",,korteriomand,,,,,garderoob,,100.00,,,,parkimiskoht puudub,kivikatus,,Uuri lisaks ja broneeri!,harju
1615,"Supluse pst 1,Pirita linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,50.0,terrass,,2,4,"mööbel,TV,külmik",2000.0,,,energiamärgis määramata,,jah,,"saun,pesumasin,vann",,1,"turvauks,videokaamerad,trepikoda lukus",,"internet,digi-TV",,korteriomand,,,,,,,100.00,,,,,,,Uuri lisaks ja broneeri!,harju
1616,"Kraavi tn 14,Vanalinn, Narva linn, Ida-Viru maakond",2022-10-24,"valmis,uusehitis",2,1,45.2,rõdu,6.60,2,5,"kinnine hoov,mööbel,mööbli võimalus,TV,külmik",500.0,,,energiamärgis määramata,2008,,"keskküte,põrandaküte","pesumasin,tsentraalne kanalisatsioon,vann",elektripliit,1,"trepikoda lukus,turvauks,videokaamerad",kivimaja,"digi-TV,internet",sundventilatsioon,korteriomand,,kõik kommunaalteenused,,,kelder,,500.00,,,500.00,"tasuta parkimine,kindel parkimiskoht kinnistul",plekk,,,harju
1617,"Valga tn,Nõmme linnaosa, Tallinn, Harju maakond",2022-10-24,"valmis,valmimisjärgus,uus viimistlus",1,1,30.0,,,1,3,"eraldi sissepääs,mööbel,mööbli võimalus,TV,külmik",470.0,135.00,135.00,,2021,,gaasiküte,"dušš,tsentraalne kanalisatsioon",elektripliit,1,turvauks,kivimaja,,sundventilatsioon,kinnistu,,"elekter,vesi",,,garderoob,,450.00,,,450.00,"tasuta parkimine,kindel parkimiskoht kinnistul",plekk,,,harju
1618,"Pikk tn 40, Vanalinn,Vanalinn, Tallinn, Harju maakond",2022-10-24,"valmis,renoveeritud",2,1,82.0,,,2,6,"mööbel,TV,külmik",950.0,,,,,jah,keskküte,"dušš,wc ja vannituba eraldi,pesumasin,tsentraalne kanalisatsioon",elektripliit,1,"turvamees,naabrivalve,turvasüsteem,videokaamerad,turvauks,trepikoda lukus",kivimaja,,,korteriomand,,kõik kommunaalteenused,,,garderoob,,950.00,,,950.00,tasuline parkimine,,,,harju
1619,"Võidu prospekt 16,Narva linn, Ida-Viru maakond",2022-10-24,valmis,2,1,50.7,kinnine rõdu,,2,9,"mööbel,TV,külmik",250.0,,,,,jah,keskküte,"tsentraalne kanalisatsioon,vann",elektripliit,1,turvauks,kivimaja,,,korteriomand,,,,,,,,,,,tasuta parkimine,,,,harju
1620,"Puru tee 24,Jõhvi linn, Ida-Viru maakond",2022-10-24,renoveeritud,2,1,48.6,,,5,5,mööbel,399.0,,,C,1967,,keskküte,"dušš,boiler,pesumasin",elektripliit,,"trepikoda lukus,turvauks",kivimaja,"internet,kaabel-TV",sundventilatsioon,korteriomand,,,,jah,,,,,,,,,,,harju
1621,"L. Koidula tn 37,Narva-Jõesuu linn, Ida-Viru maakond",2022-10-24,"renoveeritud,valmis",2,1,46.8,rõdu,6.70,1,3,"eraldi sissepääs,mööbel,külmik",400.0,,,energiamärgis määramata,2006,,"gaasiküte,põrandaküte","tsentraalne kanalisatsioon,dušš,pesumasin,saun",elektripliit,1,turvauks,plokkmaja,internet,sundventilatsioon,korteriomand,,kõik kommunaalteenused,,,,,400.00,,,400.00,"tasuta parkimine,kindel parkimiskoht kinnistul",plekk,,,harju
1622,"Koidu tn 114, Uus Maailm,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,2,1,41.1,,,4,4,,580.0,,,energiamärgis määramata,1956,,,,gaasipliit,1,,kivimaja,,,korteriomand,,,,,panipaik,,,,0,,,,,,harju
1623,"Pilve tn 4-27,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,56.0,,,3,4,"kinnine hoov,mööbel,TV,külmik",710.0,,,energiamärgis määramata,2005,,gaasiküte,"vann,pesumasin,dušš,tsentraalne kanalisatsioon",elektripliit,1,"trepikoda lukus,naabrivalve,videokaamerad",kivimaja,internet,,,,,,,,,,,,,tasuta parkimine,,,Apartment OÜ kodulehekülg,harju
1624,"Staapli tn 4,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,3,2,96.4,klaasitud rõdu,9.60,2,6,"mööbel,TV,külmik",2100.0,150.00,250.00,B,2018,jah,"keskküte,põrandaküte","vann,dušš,wc ja vannituba eraldi,pesumasin",elektripliit,2,"trepikoda lukus,turvauks,videokaamerad,turvasüsteem",kivimaja,"internet,digi-TV",sundventilatsioon,,,,,,"kelder,panipaik,garderoob",,2100.00,,,2100.00,parkimiskoht maa-aluses garaažis,,,,harju
1625,"J.Kappeli 9,Kadriorg, Tallinn, Harju maakond",2022-10-24,renoveeritud,2,1,35.5,,,1,2,,549.0,,,energiamärgis määramata,1900,,,,,1,,kivimaja,,,korteriomand,,,,,,,,,0,,,,,,harju
1626,"Kesk-Ameerika tn 7,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,3,2,65.7,,,3,5,,800.0,,,energiamärgis määramata,2006,,,,elektripliit,1,,kivimaja,,,korteriomand,,,,,,,,,,,,,,,harju
1627,"Ujula tn 79, Ülejõe,Tartu linn, Tartu maakond",2022-10-24,uusehitis,1,,15.9,,,2,2,,390.0,,,A,2022,,,,,,,,,,korteriomand,,,,,,,,,,,,,,,harju
1628,"Narva mnt 7,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,vajab renoveerimist,1,,50.5,,,7,8,,650.0,,,energiamärgis määramata,2006,,,,,,,,,,korteriomand,,,,,,,,,,,,,,,harju
1629,"Võru tn 16,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,2,1,49.5,rõdu,,1,9,,550.0,,,energiamärgis määramata,1981,,,,,1,,,,,korteriomand,,,,,,,,,,,,,,,harju
1630,"E. Vilde tee 52, Mustamäe,Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-24,,3,2,65.2,rõdu,,3,9,,650.0,,,energiamärgis määramata,1972,,,,elektripliit,1,,,,,,,,,,,,,,,,,,,,harju
1631,"Lai tn 43,Vanalinn, Tallinn, Harju maakond",2022-10-24,renoveeritud,3,2,68.3,,,2,2,,1000.0,,,energiamärgis määramata,2007,,,,,1,,kivimaja,,,korteriomand,,,,,,,,,0,,,,,,harju
1632,"Vana-Kuuli tn 1, Paevälja,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,,3,2,77.2,rõdu,,3,8,,750.0,,,C,2011,,,,elektripliit,1,,kivimaja,,,korteriomand,,,,,panipaik,,,,0,,,,,,harju
1633,"J. Kuperjanovi tn 68,Valga linn, Valga maakond",2022-10-24,renoveeritud,3,,67.3,,,1,5,,300.0,,,,,,keskküte,,elektripliit,,,,,,korteriomand,,,,,,,,,484540,,,,,,harju
1634,"Sadama tn 15,Paldiski linn, Harju maakond",2022-10-24,valmis,2,2,38.5,,,4,5,mööbel,260.0,,,D,1970,,,,,,,kivimaja,,,korteriomand,,,,,,,300.00,,,,,,,,harju
1635,"Tallinna mnt 25,Kesklinn, Narva linn, Ida-Viru maakond",2022-10-24,,2,1,40.0,,,3,5,"mööbel,TV,külmik",450.0,45.00,85.00,B,1967,,keskküte,,,1,,kivimaja,,,korteriomand,,kõik kommunaalteenused,,,garderoob,,450.00,,,450.00,tasuta parkimine,,,,harju
1636,"Mustamäe tee 29,Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-24,uus viimistlus,3,2,79.3,,,5,6,"kinnine hoov,mööbel,külmik",695.0,,,D,2003,jah,keskküte,"vann,dušš,pesumasin",elektripliit,1,"videokaamerad,trepikoda lukus",,,,korteriomand,,,,,panipaik,,,,,,kindel parkimiskoht kinnistul,,,,harju
1637,"Oja tn,Audru alevik, Pärnu linn, Pärnu maakond",2022-10-24,vajab renoveerimist,3,,65.9,rõdu,6.00,1,3,külmik,300.0,,,energiamärgis määramata,1991,,õhksoojuspump,"dušš,wc ja vannituba eraldi,boiler",,,"turvauks,trepikoda lukus",kivimaja,,,korteriomand,,,,,,,,,,,,,,,harju
1638,"Õismäe tee 23,Haabersti linnaosa, Tallinn, Harju maakond",2022-10-24,"renoveeritud,valmis",3,2,66.4,rõdu,,5,5,"mööbel,külmik",550.0,90.00,170.00,energiamärgis määramata,1975,,keskküte,"tsentraalne kanalisatsioon,vann,pesumasin",elektripliit,,"turvauks,trepikoda lukus","paneelmaja,betoonmaja",,sundventilatsioon,korteriomand,,kõik kommunaalteenused,,,,,1100.00,,,400.00,tasuta parkimine,,,,harju
1639,"Juhkentali tn 32,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,52.9,,,1,4,"mööbel,mööbli võimalus,külmik",630.0,,,,,,keskküte,"tsentraalne kanalisatsioon,dušš,boiler,pesumasin",elektripliit,1,"trepikoda lukus,naabrivalve,turvauks",kivimaja,"telefon,digi-TV,internet",sundventilatsioon,korteriomand,,,,,kelder,,,,,630.00,"kindel parkimiskoht kinnistul,tasuta parkimine",plekk,,,harju
1640,"Kentmanni tn 6,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,,3,2,148.7,kinnine rõdu,,11,14,"mööbel,TV,külmik",3300.0,,,,2015,jah,keskküte,"saun,pesumasin,dušš,vann,wc ja vannituba eraldi",,2,"turvauks,trepikoda lukus,turvasüsteem",kivimaja,"internet,kaabel-TV",,korteriomand,Added_to_price,"vesi,gaas,küte,elekter",1,jah,,,,,,,,,,,harju
1641,"Sinika  1a,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,,2,,53.1,,,3,4,,750.0,,,energiamärgis määramata,,,,,,,,kivimaja,,,,,,,,,,,,,,,,,,harju
1642,"Kungla tn  44a,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,vajab renoveerimist,2,,34.7,,,1,1,,400.0,,,energiamärgis määramata,1915,,,,,,,puitmaja,,,korteriomand,,,,,,,,,,,,,,,harju
1643,"Lai tn 35,Vanalinn, Tallinn, Harju maakond",2022-10-24,,2,,45.2,,,1,3,,750.0,,,energiamärgis määramata,,,,,,,,,,,,,,,,,,,,,,,,,,harju
1644,"Kaarli pst 8,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,3,2,95.5,,,5,8,,1600.0,,,E,2004,,,,,,,,,,korteriomand,,,,,,,,,,,,,,,harju
1645,"Tina tn 7,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,3,,103.1,,,4,5,,1800.0,,,energiamärgis määramata,2009,,,,,,,,,,korteriomand,,,,,,,,,,,,,,,harju
1646,"Tina tn 7,Kadriorg, Tallinn, Harju maakond",2022-10-24,uusehitis,3,,103.1,,,4,5,,1800.0,,,energiamärgis määramata,2009,,,,,,,,,,korteriomand,,,,,,,,,,,,,,,harju
1647,"Tuukri 58,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,4,,135.0,,,7,7,,2000.0,,,D,1997,,,,,,,kivimaja,,,korteriomand,,,,,,,,,,,,,,,harju
1648,"L. Koidula tn 14a,Kadriorg, Tallinn, Harju maakond",2022-10-24,uusehitis,2,,43.4,,,2,4,,660.0,,,energiamärgis määramata,1937,,,,,,,,,,korteriomand,,,,,,,,,,,,,,,harju
1649,"Aiandi tn,Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,3,2,51.4,rõdu,3.50,2,6,külmik,650.0,175.00,175.00,B,2021,jah,põrandaküte,"dušš,vann,pesumasin",elektripliit,,,,,,,,,,,,,,,,,,,,,harju
1650,"Kaupmehe tn 14,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,"uus viimistlus,uusehitis,valmis",3,2,87.29,,,2,6,mööbel,1500.0,,,energiamärgis määramata,1936,jah,keskküte,,elektripliit,1,"trepikoda lukus,turvasüsteem,turvauks",kivimaja,"internet,telefon,digi-TV",konditsioneer,,,,,,,,,,,,,,,,harju
1651,"Paepargi tn 43, Sikupilli,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,55.9,,,4,8,"mööbel,külmik",730.0,,,B,2018,jah,keskküte,"dušš,pesumasin",elektripliit,1,"turvasüsteem,turvauks,trepikoda lukus",paneelmaja,kaabel-TV,,korteriomand,Added_to_price,"vesi,küte,elekter",1,jah,panipaik,,,,,,,,,,harju
1652,"Vene tn 10, Vanalinn,Vanalinn, Tallinn, Harju maakond",2022-10-24,renoveeritud,1,1,25.0,,,2,3,"mööbel,külmik",550.0,,,,,,gaasiküte,"pesumasin,dušš",,1,trepikoda lukus,kivimaja,internet,,korteriomand,Added_to_price,"elekter,vesi,gaas",,,,jah,,,,,,,,,harju
1653,"Vene tn 10, Vanalinn,Vanalinn, Tallinn, Harju maakond",2022-10-24,renoveeritud,1,1,15.0,,,3,3,"mööbel,külmik",400.0,,,,,,gaasiküte,"pesumasin,dušš",,1,trepikoda lukus,kivimaja,internet,,korteriomand,Added_to_price,"gaas,elekter,vesi",,,,jah,,,,,,,,,harju
1654,"Vene tn 10, Vanalinn,Vanalinn, Tallinn, Harju maakond",2022-10-24,renoveeritud,1,1,30.0,,,1,3,"mööbel,külmik",550.0,,,,,,gaasiküte,"pesumasin,dušš",,1,trepikoda lukus,kivimaja,internet,,korteriomand,Added_to_price,"gaas,elekter,vesi",,,,jah,,,,,,,,,harju
1655,"Paekalda tn 14, Lahekalda,Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,41.8,rõdu,,5,5,"mööbel,külmik",720.0,,,B,2022,jah,"keskküte,põrandaküte","dušš,pesumasin",elektripliit,1,"trepikoda lukus,turvauks,turvasüsteem",paneelmaja,kaabel-TV,,korteriomand,Added_to_price,"elekter,küte,vesi",1,jah,panipaik,,,,,,,,,,harju
1656,"Pärnu mnt 129c/1, Kitseküla,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,3,2,74.0,,,4,7,"mööbel,külmik",890.0,200.00,300.00,B,2010,jah,gaasiküte,"dušš,wc ja vannituba eraldi,saun,pesumasin",,,"naabrivalve,turvauks,trepikoda lukus",kivimaja,"kaabel-TV,telefon,internet",,korteriomand,,,,,,,,,,,,,,,harju
1657,"Pirita tee 28a, Kesklinn,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,3,2,79.2,,,9,11,"mööbel,külmik",1550.0,,,D,2008,jah,"keskküte,põrandaküte","dušš,vann,pesumasin",elektripliit,,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",kivimaja,"kaabel-TV,internet",kliimaseade,korteriomand,,,,,,,0.00,,,,,,,,harju
1658,"Kentmanni tn 15,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,4,3,114.1,,,6,7,mööbel,990.0,,,D,1999,jah,gaasiküte,"wc ja vannituba eraldi,dušš",elektripliit,,"trepikoda lukus,videokaamerad,turvauks",kivimaja,,,korteriomand,,,,,,,,495 m²,1893801,,,,,,harju
1659,"Printsu tee 5/4, Kakumäe,Haabersti linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,44.5,rõdu,2.00,2,3,"mööbel,külmik",700.0,80.00,120.00,B,2021,,"keskküte,põrandaküte","dušš,pesumasin",elektripliit,,"turvauks,trepikoda lukus",kivimaja,"kaabel-TV,telefon,internet",,korteriomand,,,,,,,,,,,,,,,harju
1660,"Pärnu mnt 33,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,92.4,rõdu,8.30,4,8,"mööbel,külmik",1250.0,,,B,2020,jah,"keskküte,põrandaküte","dušš,wc ja vannituba eraldi,vann,pesumasin",,,"naabrivalve,turvauks,trepikoda lukus",kivimaja,internet,,korteriomand,,,,,,,,,,,,,,,harju
1661,"Kadriorg,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,2,1,51.5,prantsuse rõdu,,6,9,"kinnine hoov,mööbel,mööbli võimalus,Lemmikloomad lubatud,külmik",690.0,,,E,2003,,keskküte,"saun,dušš,tsentraalne kanalisatsioon,pesumasin",,1,"turvauks,trepikoda lukus,naabrivalve",kivimaja,"telefon,digi-TV,internet",,korteriomand,,kõik kommunaalteenused,,,"panipaik,garderoob",,690.00,,,690.00,kindel parkimiskoht kinnistul,,,,harju
1662,"Kentmanni tn 28, Südalinn,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,40.0,rõdu,5.00,4,7,"mööbel,külmik",700.0,,,B,2022,jah,"keskküte,põrandaküte","dušš,pesumasin",,,"naabrivalve,turvauks,trepikoda lukus",,,,korteriomand,,,,,,,,,,,,,,,harju
1663,"Räägu tn 14,Kristiine linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,53.2,rõdu,11.00,3,4,"mööbel,külmik",750.0,,,,2006,,"gaasiküte,põrandaküte","dušš,pesumasin",,,"naabrivalve,trepikoda lukus",kivimaja,"telefon,internet",,korteriomand,,,,,,,,,,,,,,,harju
1664,"Seebi tn 1,Kristiine linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,44.7,rõdu,29.90,8,20,"mööbel,külmik",950.0,230.00,,C,2020,jah,"keskküte,põrandaküte","dušš,pesumasin",,,"naabrivalve,videokaamerad,turvauks",paneelmaja,internet,,,,,,,,,,,,,,,,,harju
1665,"Seebi tn 1,Kristiine linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,3,2,70.1,,,8,20,"mööbel,külmik",1150.0,188.00,280.00,C,2020,jah,"keskküte,põrandaküte","dušš,pesumasin",,,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",paneelmaja,internet,,,,,,,,,,,,,,,,,harju
1666,"Staapli tn 4, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,55.3,rõdu,4.00,5,6,"mööbel,külmik",850.0,100.00,180.00,C,2018,jah,"keskküte,põrandaküte","dušš,vann,pesumasin",elektripliit,,"turvauks,trepikoda lukus",kivimaja,"telefon,internet,kaabel-TV",,korteriomand,,,,,,,0.00,,,,garaaž,,,,harju
1667,"Pirita tee 26f,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,64.9,rõdu,7.40,14,16,"mööbel,külmik",1100.0,,,B,2003,jah,gaasiküte,"dušš,pesumasin",,,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",kivimaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,,,,,harju
1668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
1669,"Paldiski mnt 19,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,renoveeritud,4,2,71.6,,,1,3,"mööbel,külmik",990.0,,,B,2014,,põrandaküte,"vann,pesumasin",,,"naabrivalve,turvauks,trepikoda lukus",puitmaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,,,,,harju
1670,"Lasnamäe tn 4a,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,4,3,89.1,rõdu,9.00,3,13,"mööbel,külmik",1590.0,,,B,2018,jah,"keskküte,põrandaküte","dušš,wc ja vannituba eraldi,vann",,,"naabrivalve,turvauks,trepikoda lukus",kivimaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,,,,,harju
1671,"Kalaranna tn 25, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,48.8,rõdu,19.80,1,4,"mööbel,külmik",850.0,,,A,2021,jah,keskküte,"dušš,pesumasin",,,"naabrivalve,trepikoda lukus",kivimaja,,,korteriomand,,,,,,,,,,,,,,,harju
1672,"Raua tn 59,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,3,2,72.2,rõdu,3.20,2,6,"mööbel,külmik",1400.0,,,B,2019,jah,"keskküte,põrandaküte","vann,pesumasin",,,"naabrivalve,turvauks,trepikoda lukus",,,,korteriomand,,,,,,,,,,,,,,,harju
1673,"Lai tn 43, Vanalinn,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,4,3,161.1,,,4,4,külmik,1190.0,,,,1890,jah,elektriküte,"dušš,vann",,,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",kivimaja,"telefon,internet",,korteriomand,,,,,,,,,,,,,,,harju
1674,"Lasnamäe tn 4b, Skyline Residence,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,56.4,rõdu,10.60,6,13,"mööbel,külmik",1000.0,,,B,2018,jah,"keskküte,põrandaküte","vann,pesumasin",,,"naabrivalve,turvauks,trepikoda lukus",,,,korteriomand,,,,,,,,,,,,,,,harju
1675,"Rotermanni tn 14, Rotermann,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,3,2,71.0,,,4,7,"mööbel,külmik",1500.0,,,B,2016,jah,keskküte,"dušš,pesumasin",,,"naabrivalve,turvauks,trepikoda lukus",kivimaja,,,korteriomand,,,,,,,,,,,,,,,harju
1676,"Päevalille tn 6,Haabersti linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,3,2,66.5,rõdu,6.40,13,17,"mööbel,külmik",990.0,,,B,2022,jah,"keskküte,põrandaküte","dušš,pesumasin",,,"naabrivalve,turvauks,trepikoda lukus",paneelmaja,,,korteriomand,,,,,,,,,,,,,,,harju
1677,"Kalaranna tn 8/9, Kalaranna kvartal,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,58.3,rõdu,4.20,4,5,"mööbel,külmik",990.0,,,B,2022,jah,põrandaküte,"dušš,pesumasin",,,"naabrivalve,turvauks,trepikoda lukus",,,,korteriomand,,,,,,,,,,,,,,,harju
1678,"Kalaranna tn 8/9, Kalaranna kvartal,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,55.0,rõdu,4.00,5,5,"mööbel,külmik",990.0,,,B,2022,jah,põrandaküte,"dušš,pesumasin",,,"naabrivalve,turvauks,trepikoda lukus",,,,korteriomand,,,,,,,,,,,,,,,harju
1679,"Raua tn 30, Kadriorg,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,1,,30.0,,,,3,"mööbel,külmik",440.0,,,energiamärgis määramata,1925,,"keskküte,kamin,põrandaküte","dušš,pesumasin",elektripliit,,"naabrivalve,turvauks,trepikoda lukus",puitmaja,"kaabel-TV,internet",,korteriomand,,,,,,,,,,,,,,,harju
1680,"vilde tee 67,Mustamäe linnaosa, Tallinn, Harju maakond",2022-10-24,,2,1,44.7,rõdu,,4,5,,545.0,,,E,,,,,gaasipliit,1,,,,,,,,,,,,,,,,,,,,harju
1681,"Pärnu mnt 131b,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,"renoveeritud,valmis",2,1,48.0,rõdu,10.00,3,6,"mööbel,mööbli võimalus,külmik",650.0,,,E,2005,,"gaasiküte,põrandaküte","vann,pesumasin,tsentraalne kanalisatsioon",elektripliit,1,"trepikoda lukus,turvauks,naabrivalve",kivimaja,"digi-TV,internet,telefon",,korteriomand,,,,,"panipaik,garderoob",,650.00,,,650.00,"kindel parkimiskoht kinnistul,garaaž",bituumen,,,harju
1682,"Sepa tn 24,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,3,2,76.1,,,3,5,,1350.0,,,B,2019,,,,,1,,paneelmaja,,,korteriomand,,,,,,,,,0,,,,,,harju
1683,"Endla tn 31,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,,2,1,48.7,,,4,4,"kinnine hoov,mööbel,külmik",600.0,120.00,180.00,D,1957,,keskküte,"dušš,pesumasin,tsentraalne kanalisatsioon",gaasipliit,1,trepikoda lukus,kivimaja,"telefon,internet,digi-TV",sundventilatsioon,korteriomand,,kõik kommunaalteenused,,,"panipaik,garderoob",,600.00,,,600.00,"tasuta parkimine,kindel parkimiskoht kinnistul",plekk,,,harju
1684,"Raudtee tn 57,Nõmme linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,3,2,100.2,,,3,3,külmik,900.0,,,,1927,,õhksoojuspump,"dušš,boiler,pesumasin",elektripliit,,"naabrivalve,turvauks,trepikoda lukus",puitmaja,internet,,korteriomand,,,,,,,,,,,,,,,harju
1685,"Tornimäe tn 7,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,"renoveeritud,valmis,uus viimistlus",3,2,67.9,,,10,30,"mööbel,mööbli võimalus,külmik",990.0,130.00,220.00,energiamärgis määramata,2006,jah,"põrandaküte,keskküte","tsentraalne kanalisatsioon,pesumasin,dušš",elektripliit,1,"naabrivalve,trepikoda lukus,turvauks,turvamees",betoonmaja,"digi-TV,telefon,internet","kliimaseade,konditsioneer",korteriomand,,,,,garderoob,,1200.00,,,990.00,"tasuline parkimine,parkimiskoht maa-aluses garaažis",bituumen,,,harju
1686,"Kalaranna tn 25, Kalamaja,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,uusehitis,2,1,48.8,rõdu,19.80,1,4,"mööbel,külmik",850.0,,,A,2021,jah,keskküte,"dušš,pesumasin",,,"naabrivalve,trepikoda lukus",kivimaja,,,korteriomand,,,,,,,,,,,,,,,harju
1687,"Wismari tn 47a,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,valmis,2,1,47.1,,,1,3,"mööbel,külmik",1000.0,,,C,2021,,"keskküte,põrandaküte","dušš,vann,pesumasin",,,"naabrivalve,videokaamerad,trepikoda lukus",kivimaja,"telefon,internet",,korteriomand,,,,,,,,,18452150,,,,,,harju
1688,"Paldiski mnt 19, Kassisaba,Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-24,,3,2,72.5,,,2,3,"mööbel,külmik",900.0,,,B,1940,,põrandaküte,"dušš,vann,pesumasin",,,"naabrivalve,trepikoda lukus",puitmaja,,,korteriomand,,,,,,,,,,,,,,,harju
