,Address,District,Date,Seisukord,Tube,Magamistube,Vannitube,Üldpind,Korrus,Korruseid kokku,Turvasüsteem,Lisaväärtused,Hind,Energiamärgis,Materjal,Ehitusaasta,Lift,Katus,Küte,Pliit,Side,Ventilatsioon,Rõdu,Rõdu pind,Omandiõigus,Lisanduvad kommunaalid,Suve kommunaalid,Talve kommunaalid,Tagatisraha,Maakleritasu,Kinnistu number,Parkimine,Lisaruumid,Sanitaar,Lisainfo,Piirangud,Krunt,Lisanduvad kommunaalkulud,tasuline parkimine,tasuta parkimine,maakond
69,"Kaupmehe tn 5, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,6,4,1,134.1,4,5,,,1200.0,E,kivimaja,1913,,,,elektripliit,,,,,korteriomand,,,,,,0,,,,,,,,,,harju
70,"Hansa tee 2, Järveküla, Rae vald, Harju maakond","Järveküla, Rae vald, Harju maakond",2023-01-13,uusehitis,3,2,1,66.0,1,3,,,750.0,B,kivimaja,2019,,,,,,,,,korteriomand,,,,,,0,,panipaik,,,,,,,,harju
71,"Liinivahe tn 3, Kopli Liinid, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,,2,1,1,39.2,1,4,trepikoda lukus,"eraldi sissepääs,mööbel,külmik",650.0,B,paneelmaja,2022,jah,,"keskküte,põrandaküte",elektripliit,"telefon,internet,digi-TV",sundventilatsioon,"terrass,klaasitud rõdu",19.80,korteriomand,,,,650.00,650.00,,parkimiskoht maa-aluses garaažis,"panipaik,garderoob","dušš,pesumasin",,,,,,,harju
72,"Liinivahe tn 1, Kopli Liinid, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,3,2,1,62.2,2,5,trepikoda lukus,mööbel,875.0,B,paneelmaja,2022,jah,,"keskküte,põrandaküte",elektripliit,"digi-TV,telefon,internet",sundventilatsioon,rõdu,5.20,korteriomand,kõik kommunaalteenused,,,875.00,875.00,,parkimiskoht maa-aluses garaažis,"panipaik,garderoob","vann,pesumasin",,,,,,,harju
73,"Gonsiori tn 29, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2023-01-13,valmis,2,1,,47.8,3,5,turvauks,mööbel,600.0,D,kivimaja,2019,jah,,"keskküte,põrandaküte",,internet,,,,korteriomand,,,,,,,,panipaik,dušš,,,,,,,harju
74,"Pirita tee 26, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,,2,1,,64.3,5,10,"videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",1100.0,B,kivimaja,2015,jah,,"gaasiküte,põrandaküte",elektripliit,internet,,rõdu,13.90,korteriomand,,,,,,27141001,garaaž,"kelder,panipaik,garderoob","vann,pesumasin",,,,,,,harju
75,"Pirita tee 26, Pirita linnaosa, Tallinn, Harju maakond","Pirita linnaosa, Tallinn, Harju maakond",2023-01-13,,2,1,,64.3,5,10,"videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",1100.0,B,kivimaja,2015,jah,,"gaasiküte,põrandaküte",elektripliit,internet,,rõdu,13.90,korteriomand,,,,,,27141001,garaaž,"kelder,panipaik,garderoob","vann,pesumasin",,,,,,,harju
76,"Gonsiori tn 29, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,,2,1,,47.8,3,5,turvauks,mööbel,600.0,D,kivimaja,2019,jah,,"keskküte,põrandaküte",,internet,,,,korteriomand,,,,,,,,panipaik,dušš,,,,,,,harju
77,"Staapli tn 12, Noblessneri sadamalinnak, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,1,,42.6,3,5,"videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",727.0,B,kivimaja,2019,jah,,"keskküte,põrandaküte",,"internet,kaabel-TV",,rõdu,4.60,korteriomand,,58.00,105.00,,,,,panipaik,"dušš,pesumasin",,,,,,,harju
78,"Pärnu mnt 126, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,2,1,1,57.0,5,8,"turvasüsteem,trepikoda lukus","kinnine hoov,mööbel,TV,külmik",650.0,C,paneelmaja,2016,jah,,keskküte,,,sundventilatsioon,,,korteriomand,kõik kommunaalteenused,,,650.00,650.00,,,garderoob,"dušš,tsentraalne kanalisatsioon",,,,,,,harju
79,"Lille tn 15, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,1,,28.0,2,3,trepikoda lukus,"mööbel,külmik",497.0,energiamärgis määramata,puitmaja,,,,gaasiküte,elektripliit,,,,,korteriomand,,,,,,,,,"dušš,pesumasin",,,,,,,harju
80,"Supluse pst 1, Rannahoone, Pirita linnaosa, Tallinn, Harju maakond","Pirita linnaosa, Tallinn, Harju maakond",2023-01-13,"valmis,uusehitis",3,1,1,105.0,1,4,"trepikoda lukus,turvauks,videokaamerad","mööbel,TV,külmik",1750.0,E,kivimaja,2015,,rullmaterjal,keskküte,elektripliit,"internet,digi-TV,telefon",sundventilatsioon,terrass,56.00,korteriomand,kõik kommunaalteenused,,,,,,"kindel parkimiskoht kinnistul,tasuta parkimine","panipaik,garderoob","tsentraalne kanalisatsioon,pesumasin,dušš,vann",,,,,,,harju
81,"Sõle tn 7, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,1,,38.9,5,5,"naabrivalve,turvauks,trepikoda lukus",külmik,500.0,energiamärgis määramata,kivimaja,1961,,,keskküte,,,,,,korteriomand,,,,,,0,,,dušš,,,,,,,harju
82,"Akadeemia tee 42, Mustamäe linnaosa, Tallinn, Harju maakond","Mustamäe linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,1,,,13.0,,,,mööbel,320.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
83,"Pallasti tn 33, Kesklinna piiril, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,1,1,,12.0,4,5,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",290.0,,paneelmaja,,,,keskküte,,"kaabel-TV,internet",,,,korteriomand,,,,290.00,,,,,"dušš,boiler,pesumasin",,,,,,,harju
84,"Pihlaka tn 8, MÄNNIKU, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-13,uus viimistlus,2,1,1,44.0,2,2,"trepikoda lukus,naabrivalve","kinnine hoov,mööbel,külmik",490.0,F,kivimaja,1961,,,keskküte,,,,rõdu,,korteriomand,,80.00,140.00,,,,tasuta parkimine,kelder,"boiler,pesumasin,vann",,,,,,,harju
85,"Tehnika tn 125, Uus Maailm, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,3,2,,48.1,1,3,"turvauks,trepikoda lukus","mööbel,külmik",695.0,,puitmaja,1937,,,"keskküte,gaasiküte",elektripliit,kaabel-TV,,,,korteriomand,,,,,,164001,,,"dušš,pesumasin",,,,,,,harju
86,"Sarapuu põik 4, Tabasalu alevik, Harku vald, Harju maakond","Tabasalu alevik, Harku vald, Harju maakond",2023-01-13,valmis,1,1,,46.0,1,4,"turvauks,trepikoda lukus","mööbel,külmik",490.0,,kivimaja,2006,,,keskküte,,"kaabel-TV,internet",,,,korteriomand,,,,490.00,,,,panipaik,"dušš,pesumasin",,,,,,,harju
87,"Pärnu mnt 123a, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,1,,37.4,4,4,"turvauks,trepikoda lukus","mööbel,külmik",547.0,D,kivimaja,,,,"keskküte,põrandaküte",elektripliit,"kaabel-TV,internet",,,,,,86.00,175.00,0.00,,,,panipaik,"dušš,pesumasin",,,,,,,harju
88,"Sepa tn 24, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,1,,82.7,5,5,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",1300.0,B,paneelmaja,2019,jah,,keskküte,elektripliit,"kaabel-TV,internet",,rõdu,23.00,korteriomand,,105.00,140.00,,,,,panipaik,"dušš,pesumasin",,,,,,,harju
89,"Padriku tee 16/5, Pirita linnaosa, Tallinn, Harju maakond","Pirita linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,4,3,1,120.6,1,3,"trepikoda lukus,videokaamerad,naabrivalve,turvauks","mööbel,TV,külmik",1300.0,B,paneelmaja,2017,,,keskküte,elektripliit,internet,sundventilatsioon,,24.40,korteriomand,,150.00,300.00,1300.00,1000.00,,kindel parkimiskoht kinnistul,"panipaik,garderoob","tsentraalne kanalisatsioon,vann,pesumasin",,,,,,,harju
90,"Herne tn 8, Veerenni, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,vajab renoveerimist,3,2,,68.4,3,4,"turvauks,trepikoda lukus","mööbel,külmik",600.0,F,kivimaja,1923,,,gaasiküte,gaasipliit,,,,,korteriomand,,,,,,,,panipaik,"vann,pesumasin",,,,,,,harju
91,"Marsi 6, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,1,,33.5,1,3,trepikoda lukus,"mööbel,külmik",597.0,energiamärgis määramata,kivimaja,2018,,,keskküte,elektripliit,,,,,korteriomand,,,,,,,,,"dušš,pesumasin",,,,,,,harju
92,"Liivaoja tn 2, Kadriorg, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,2,1,,60.0,4,5,"turvauks,trepikoda lukus","mööbel,külmik",800.0,energiamärgis määramata,,2006,jah,,keskküte,elektripliit,"kaabel-TV,internet",,,,korteriomand,,,,0.00,,,,panipaik,"dušš,pesumasin",,,,,,,harju
93,"Tornimäe tn 7, südalinn, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,"uusehitis,valmis",2,1,1,50.0,11,30,"videokaamerad,trepikoda lukus,turvamees","mööbel,TV,külmik",600.0,energiamärgis määramata,,2006,jah,,keskküte,elektripliit,"internet,telefon,digi-TV",kliimaseade,,,kinnistu,"kõik kommunaalteenused,elekter",150.00,280.00,,,,tasuline parkimine,garderoob,"dušš,pesumasin,tsentraalne kanalisatsioon",,,,,,,harju
94,"Telliskivi tn 58, Telliskivi, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,san remont tehtud,1,,,14.2,1,3,"turvauks,trepikoda lukus","mööbel,külmik",300.0,G,,1946,,,keskküte,elektripliit,,,,,korteriomand,,55.00,90.00,,,,,,"dušš,boiler,pesumasin",,,,,,,harju
95,"Merekalju tn 5, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,uus viimistlus,4,3,2,115.0,3,3,"turvauks,trepikoda lukus","mööbel,TV,külmik",2400.0,C,betoonmaja,2021,jah,,"keskküte,põrandaküte","gaasipliit,elektripliit",internet,,,,korteriomand,kõik kommunaalteenused,300.00,500.00,2400.00,2400.00,,parkimiskoht garaažis,,"pesumasin,dušš,tsentraalne kanalisatsioon,vann",,,,,,,harju
96,"Nõlvaku tee 2, Kolga alevik, Kuusalu vald, Harju maakond","Kolga alevik, Kuusalu vald, Harju maakond",2023-01-13,valmis,1,1,,23.8,1,2,"naabrivalve,turvauks","mööbel,külmik",240.0,,puitmaja,2018,,,maaküte,elektripliit,,,,,korteriomand,,15.00,30.00,,,,,panipaik,dušš,,,,,,,harju
97,"Vabaduse pst, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,4,3,,110.0,,2,"naabrivalve,turvauks","mööbel,külmik",950.0,,,,,,"õhksoojuspump,põrandaküte",elektripliit,internet,,,,,,100.00,300.00,,,595501,,,"vann,boiler,pesumasin,dušš",,,,,,,harju
98,"Vikerlase tn 10, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,1,,50.0,2,9,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",600.0,,paneelmaja,1980,jah,,keskküte,elektripliit,"kaabel-TV,telefon,internet",,,,kinnistu,,,,600.00,,,,,"wc ja vannituba eraldi,vann,pesumasin",,,,,,,harju
99,"Uusvägeva tee 3/1, Tallinna piiril, Peetri alevik, Rae vald, Harju maakond","Peetri alevik, Rae vald, Harju maakond",2023-01-13,renoveeritud,1,1,,18.0,2,2,"naabrivalve,videokaamerad",külmik,220.0,,kivimaja,2005,,,keskküte,elektripliit,kaabel-TV,,,,kinnistu,,,,220.00,,,,,"dušš,wc ja vannituba eraldi,boiler",,,,,,,harju
100,"Päevalille tn 6, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,2,1,,35.0,13,18,"videokaamerad,trepikoda lukus","mööbel,külmik",575.0,B,paneelmaja,2022,jah,,"keskküte,põrandaküte",,"internet,kaabel-TV",,,,korteriomand,,75.00,130.00,1150.00,575.00,,,,"dušš,pesumasin",,,,,,,harju
101,"Küti tn 2a, Kalamaja, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,1,,,28.5,2,4,trepikoda lukus,"mööbel,külmik",497.0,B,kivimaja,2015,,,keskküte,elektripliit,,,,,korteriomand,,,,,,,,,"dušš,pesumasin",,,,,,,harju
102,"Staapli tn 3, Kalamaja, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,1,,50.0,2,6,trepikoda lukus,"mööbel,külmik",857.0,B,kivimaja,2019,jah,,keskküte,elektripliit,,,rõdu,3.90,korteriomand,,,,,,10649250,,panipaik,"dušš,vann,pesumasin",,,,,,,harju
103,"Puhangu tn 30, Pelguranna, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,3,2,,49.2,5,5,trepikoda lukus,"mööbel,külmik",657.0,D,kivimaja,1972,,,keskküte,,,,,,korteriomand,,,,,,7238801,,,"dušš,boiler,pesumasin",,,,,,,harju
104,"C. R. Jakobsoni tn 10/1, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,3,2,1,60.9,2,2,trepikoda lukus,"mööbel,TV,külmik",1000.0,energiamärgis määramata,puitmaja,,,,gaasiküte,,,,,,korteriomand,kõik kommunaalteenused,120.00,300.00,1000.00,1200.00,,parkimiskoht puudub,,"pesumasin,dušš,tsentraalne kanalisatsioon,wc ja vannituba eraldi",,,,,,,harju
105,"C. R. Jakobsoni tn 10/1, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,3,1,1,59.7,1,2,trepikoda lukus,"mööbel,TV,külmik",1000.0,energiamärgis määramata,puitmaja,,,,gaasiküte,,,,,,korteriomand,kõik kommunaalteenused,120.00,300.00,1000.00,1200.00,,parkimiskoht puudub,,"wc ja vannituba eraldi,pesumasin,tsentraalne kanalisatsioon,dušš",,,,,,,harju
106,"Toom-Kuninga tn 15, Uus-Maailm, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,1,,30.8,4,7,"turvauks,trepikoda lukus","mööbel,külmik",557.0,B,kivimaja,2020,jah,,"keskküte,põrandaküte",,"internet,kaabel-TV",,,,korteriomand,,42.00,83.00,,,,,,"dušš,pesumasin",,,,,,,harju
107,"Faehlmanni 31, Kadriorg, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,san remont tehtud,1,1,,22.0,2,2,"naabrivalve,trepikoda lukus","mööbel,külmik",230.0,,puitmaja,,,,elektriküte,elektripliit,"kaabel-TV,telefon",,,,kinnistu,,68.00,120.00,230.00,,,,,"dušš,boiler",,,,,,,harju
108,"Puuvilla tn 8, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,2,1,54.0,5,5,"trepikoda lukus,naabrivalve,turvauks","mööbel,mööbli võimalus,Lemmikloomad lubatud,külmik",500.0,F,paneelmaja,1982,,,keskküte,,,,"rõdu,klaasitud rõdu,kinnine rõdu",,kinnistu,kõik kommunaalteenused,,,500.00,500.00,,tasuta parkimine,garderoob,"pesumasin,tsentraalne kanalisatsioon",,,,,,,harju
109,"Randla tn 15, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,1,,,27.0,5,9,"turvauks,trepikoda lukus","mööbel,külmik",435.0,F,kivimaja,1977,jah,,keskküte,elektripliit,internet,,,,korteriomand,,60.00,100.00,,,,,,"dušš,vann,pesumasin",,,,,,,harju
110,"Päevalille tn 3, Veskimetsa, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,"renoveeritud,valmis",3,2,1,65.2,10,16,"trepikoda lukus,turvauks","mööbel,TV,külmik",700.0,D,paneelmaja,1983,jah,rullmaterjal,keskküte,elektripliit,digi-TV,sundventilatsioon,rõdu,,korteriomand,kõik kommunaalteenused,,,700.00,700.00,,tasuta parkimine,,"pesumasin,dušš,tsentraalne kanalisatsioon",,,,,,,harju
111,"R. Tobiase tn 11, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,1,1,1,34.7,4,6,"naabrivalve,trepikoda lukus,turvauks","mööbel,TV,külmik",660.0,B,kivimaja,2019,jah,kivikatus,keskküte,elektripliit,"telefon,digi-TV,internet",,terrass,10.00,korteriomand,,,,,,,,garderoob,"dušš,pesumasin",,,,,,,harju
112,"Sanatooriumi tn 2, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,1,1,43.0,2,3,"trepikoda lukus,videokaamerad,turvauks","kinnine hoov,mööbel,mööbli võimalus,külmik",500.0,,kivimaja,2009,jah,rullmaterjal,"põrandaküte,keskküte",elektripliit,"internet,digi-TV",,rõdu,9.00,korteriomand,"kõik kommunaalteenused,vesi,küte,elekter",,,500.00,500.00,,kindel parkimiskoht kinnistul,"panipaik,garderoob","pesumasin,dušš,tsentraalne kanalisatsioon",,,,,,,harju
113,"Vibu tn 3, Kalamaja, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,"uusehitis,valmis",3,2,1,68.6,1,4,"turvauks,trepikoda lukus","mööbel,TV,külmik",850.0,B,kivimaja,2015,jah,,gaasiküte,elektripliit,"telefon,internet,digi-TV",sundventilatsioon,terrass,,korteriomand,kõik kommunaalteenused,150.00,250.00,,,,"parkimiskoht garaažis,parkimiskoht maa-aluses garaažis","panipaik,garderoob","pesumasin,dušš,tsentraalne kanalisatsioon",,,,,,,harju
114,"Fr. R. Faehlmanni tn 27, Kadriorg, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,san remont tehtud,1,,,30.0,,3,trepikoda lukus,mööbel,199.0,energiamärgis määramata,puitmaja,,,,"elektriküte,põrandaküte",elektripliit,"kaabel-TV,internet",,,,kinnistu,,65.00,140.00,200.00,,,,kelder,dušš,,,,,,,harju
115,"Niguliste tn 2, Kullassepa, Vanalinn, Tallinn, Harju maakond","Vanalinn, Tallinn, Harju maakond",2023-01-13,valmis,3,2,,76.8,2,4,"turvauks,trepikoda lukus","mööbel,külmik",1000.0,energiamärgis määramata,kivimaja,,,,keskküte,elektripliit,internet,,,,korteriomand,,,,,,,,,"dušš,saun,pesumasin",,,,,,,harju
116,"Niguliste tn 2, Vanalinn, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,3,2,,76.8,2,4,"turvauks,trepikoda lukus","mööbel,külmik",1000.0,energiamärgis määramata,kivimaja,,,,keskküte,elektripliit,internet,,,,korteriomand,,,,,,,,,"dušš,saun,pesumasin",,,,,,,harju
117,"Maleva tn 1, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,1,,56.5,6,6,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",külmik,450.0,E,kivimaja,2000,,,gaasiküte,,,,,,,,100.00,200.00,,,0,,panipaik,"dušš,pesumasin",,,,,,,harju
118,"J. Vilmsi tn 29, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2023-01-13,uusehitis,2,1,,51.6,1,5,,,650.0,D,,2003,,,,,,,,,korteriomand,,,,,,,,,,,,,,,,harju
119,"Linnamäe tee 24, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,1,1,,32.7,6,9,,mööbel,400.0,,paneelmaja,1986,jah,,,,,,rõdu,3.00,kinnistu,,,,400.00,,,,,,,,,,,,harju
120,"Tatari tn 25, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,3,2,,105.8,4,6,"naabrivalve,videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",1500.0,C,paneelmaja,2017,jah,,"põrandaküte,keskküte",elektripliit,"kaabel-TV,telefon,internet",,rõdu,20.10,korteriomand,,120.00,300.00,3900.00,,,,,"dušš,vann,saun,pesumasin",,,,,,,harju
121,"Lasnamäe tn 4b, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,2,1,,55.1,9,13,"turvauks,trepikoda lukus",,900.0,B,paneelmaja,2018,jah,,keskküte,,internet,,rõdu,11.30,korteriomand,,,,,,,,,"dušš,vann",,,,,,,harju
122,"Jahu tn 1, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,3,2,,69.3,3,6,"videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",800.0,E,kivimaja,2000,jah,,"keskküte,põrandaküte",elektripliit,"kaabel-TV,internet",,,,korteriomand,,150.00,350.00,,,,,,"dušš,vann,pesumasin",,,,,,,harju
123,"Supluse pst 1, Pirita linnaosa, Tallinn, Harju maakond","Pirita linnaosa, Tallinn, Harju maakond",2023-01-13,,2,1,,77.4,1,4,"naabrivalve,videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",950.0,E,,1979,,,keskküte,,,kliimaseade,,,,,,,,,,,,"dušš,vann,saun,pesumasin",,,,,,,harju
124,"Nõmme tee 19, Kristiine, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,3,2,,68.4,9,9,"turvauks,trepikoda lukus","mööbel,külmik",700.0,E,kivimaja,,jah,,gaasiküte,elektripliit,"kaabel-TV,internet",,rõdu,4.00,korteriomand,,,,,,,,,"dušš,pesumasin",,,,,,,harju
125,"N/A, N/A",N/A,2023-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,harju
126,"Sõpruse pst 29, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,1,,57.1,2,5,"naabrivalve,videokaamerad,trepikoda lukus","mööbel,külmik",725.0,D,kivimaja,2007,jah,,gaasiküte,,,,,,korteriomand,,80.00,150.00,725.00,,,,panipaik,"dušš,pesumasin",,,,,,,harju
127,"Paldiski mnt 82d, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,2,1,,52.6,2,5,"trepikoda lukus,turvauks,videokaamerad","mööbel,külmik",750.0,B,,2020,jah,,maaküte,elektripliit,"kaabel-TV,internet",,,,korteriomand,,,,,,,,panipaik,"dušš,pesumasin",,,,,,,harju
128,"Nõmme tee 19, Lilleküla, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2023-01-13,renoveeritud,3,2,,68.4,9,9,"turvauks,trepikoda lukus","mööbel,külmik",700.0,E,kivimaja,,jah,,gaasiküte,elektripliit,"kaabel-TV,internet",,rõdu,4.00,korteriomand,,,,,,,,,"dušš,pesumasin",,,,,,,harju
129,"Suur-Patarei tn 2, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,3,2,,131.9,6,6,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",3000.0,energiamärgis määramata,,2011,jah,,põrandaküte,,,,rõdu,120.00,korteriomand,,,,,,,,panipaik,"dušš,wc ja vannituba eraldi,vann,pesumasin",,,,,,,harju
130,"A. Weizenbergi tn 9, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2023-01-13,valmis,2,1,,57.2,1,3,"turvauks,trepikoda lukus",mööbel,450.0,,kivimaja,1940,,,gaasiküte,,,,,,kinnistu,,,,,,,,,"dušš,vann,boiler",,,,,,,harju
131,"Liikuri tn 18a, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2023-01-13,valmis,1,1,,32.0,7,7,"naabrivalve,videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",470.0,C,kivimaja,2019,jah,,"keskküte,põrandaküte",,"kaabel-TV,telefon,internet",,rõdu,3.50,korteriomand,,70.00,100.00,470.00,,,,panipaik,"dušš,pesumasin",,,,,,,harju
132,"Pirita tee 26, Meerhof, Pirita linnaosa, Tallinn, Harju maakond","Pirita linnaosa, Tallinn, Harju maakond",2023-01-13,uusehitis,4,3,,171.5,7,9,"turvauks,trepikoda lukus",,2300.0,B,paneelmaja,2015,jah,,"keskküte,põrandaküte",,internet,kliimaseade,rõdu,49.30,korteriomand,,,,,,,,panipaik,"dušš,wc ja vannituba eraldi,vann",,,,,,,harju
133,"Kallasmaa tn, Tallinn, Harju maakond","Tallinn, Harju maakond",2023-01-13,,46,,,,1,2,"turvauks,naabrivalve,videokaamerad,trepikoda lukus","eraldi sissepääs,mööbel,mööbli võimalus,TV,külmik",200.0,energiamärgis määramata,kivimaja,,,bituumen,elektriküte,,internet,,,,,kõik kommunaalteenused,,,35.00,,,tasuta parkimine,,"dušš,boiler,pesumasin,saun,lokaalne kanalisatsioon",,,,,,,harju
