,Address,District,Date,Seisukord,Tube,Magamistube,Vannitube,Üldpind,Korrus,Korruseid kokku,Turvasüsteem,Lisaväärtused,Hind,Energiamärgis,Materjal,Ehitusaasta,Lift,Küte,Pliit,Side,Ventilatsioon,Rõdu,Omandiõigus,Lisanduvad kommunaalid,Tagatisraha,Parkimine,Lisaruumid,Sanitaar,Lisanduvad kommunaalkulud,Parkimiskohti,tasuta parkimine,Rõdu pind,tasuline parkimine,Suve kommunaalid,Talve kommunaalid,Krunt,Kinnistu number,Maakleritasu,Katus,Piirangud,Lisainfo,maakond
35,"Tatari tn 25, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,3,2,,105.8,4,6,"naabrivalve,videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",1500.0,C,paneelmaja,2017,jah,"gaasiküte,põrandaküte",elektripliit,"kaabel-TV,telefon,internet",,rõdu,korteriomand,,3900.00,,,"dušš,vann,saun,pesumasin",,,,20.10,,120.00,350.00,,,,,,,harju
36,"Kalaranna tn 8/4, Kalamaja, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,2,1,,50.2,2,5,"naabrivalve,videokaamerad,trepikoda lukus","mööbel,külmik",950.0,B,kivimaja,2022,jah,"keskküte,põrandaküte",,,,rõdu,korteriomand,,,,,"dušš,pesumasin",,,,5.10,,,,,,,,,,harju
37,"Seebi tn 1, Tondi, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,2,1,,36.8,19,20,"naabrivalve,videokaamerad,turvauks,trepikoda lukus","mööbel,külmik",700.0,B,,2020,jah,"keskküte,põrandaküte",,,,,korteriomand,,,,,"dušš,pesumasin",,,,,,,,,,,,,,harju
38,"Liikuri tn 20, Lasnamäe, Lasnamäe linnaosa, Tallinn, Harju maakond","Lasnamäe linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,2,1,,41.0,4,5,"turvauks,trepikoda lukus","mööbel,külmik",550.0,,kivimaja,1990,,keskküte,,"kaabel-TV,telefon,internet",,,korteriomand,,550.00,,,"dušš,pesumasin",,,,,,,,,,,,,,harju
39,"Kentmanni tn 28, Kesklinn, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,2,1,,39.4,2,7,"turvauks,trepikoda lukus","mööbel,külmik",900.0,B,kivimaja,2022,jah,"keskküte,põrandaküte",,,,rõdu,,,900.00,,,"dušš,pesumasin",,,,5.00,,,,,,,,,,harju
40,"Rotermanni tn 14, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,2,1,,60.0,4,7,"naabrivalve,turvauks,trepikoda lukus","mööbel,külmik",1200.0,B,kivimaja,2016,jah,keskküte,,,,rõdu,korteriomand,,,,,"dušš,pesumasin",,,,2.70,,,,,,,,,,harju
41,"Pärnu mnt 131, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,renoveeritud,2,1,1,36.6,3,4,,,530.0,energiamärgis määramata,kivimaja,1961,,,,,,,korteriomand,,,,panipaik,,,,,,,,,,,,,,,harju
42,"Lasnamäe tn 4b, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,valmis,2,1,,55.1,9,13,"turvauks,trepikoda lukus",,900.0,B,paneelmaja,2018,jah,keskküte,,internet,,rõdu,korteriomand,,,,,"dušš,vann",,,,11.30,,,,,,,,,,harju
43,"Mereranna tee 2, Haabneeme alevik, Viimsi vald, Harju maakond","Haabneeme alevik, Viimsi vald, Harju maakond",2022-10-30,valmis,4,3,1,95.1,5,5,"turvauks,trepikoda lukus","mööbel,külmik",750.0,D,kivimaja,1985,,keskküte,elektripliit,"internet,telefon,digi-TV",,"rõdu,klaasitud rõdu",korteriomand,"elekter,kõik kommunaalteenused,küte,vesi",750.00,tasuta parkimine,,"saun,vann,tsentraalne kanalisatsioon,dušš,pesumasin",,,,,,,,,3735702,900.00,,,,harju
44,"Poordi tn 3, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,2,,,86.5,5,6,,,1300.0,A,kivimaja,2016,,,,,,,korteriomand,,,,,,,,,,,,,,,,,,,harju
45,"Sõle tn 3, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,3,2,1,48.8,3,5,,,650.0,D,,1964,,,gaasipliit,,,,korteriomand,,,,,,,,,,,,,,0,,,,,harju
46,"Wismari tn 24/1, Kesklinn, Kesklinna linnaosa, Tallinn, Harju maakond","Kesklinna linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,3,2,1,66.3,2,3,trepikoda lukus,"kinnine hoov,mööbel,TV,külmik",1100.0,C,kivimaja,2012,,gaasiküte,elektripliit,"internet,digi-TV",,rõdu,korteriomand,,1320.00,"kindel parkimiskoht kinnistul,tasuta parkimine",garderoob,"pesumasin,dušš",,,,12.80,,120.00,200.00,,Harjumaa,,plekk,,,harju
47,"Kalaranna tn 8/2, KALARANNA KVARTAL, Põhja-Tallinna linnaosa, Tallinn, Harju maakond","Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,3,2,1,76.0,2,5,"trepikoda lukus,videokaamerad,turvauks","mööbel,mööbli võimalus,külmik",1600.0,B,"betoonmaja,kivimaja",2021,jah,"põrandaküte,keskküte",elektripliit,"internet,digi-TV","kliimaseade,konditsioneer,sundventilatsioon",rõdu,korteriomand,,1600.00,"tasuta parkimine,parkimiskoht maa-aluses garaažis,parkimiskoht garaažis",,"wc ja vannituba eraldi,dušš,pesumasin,tsentraalne kanalisatsioon",,,,11.50,,,,,19458850,1920.00,kivikatus,,,harju
48,"Valdeku tn 105, Nõmme, Nõmme linnaosa, Tallinn, Harju maakond","Nõmme linnaosa, Tallinn, Harju maakond",2022-10-30,,1,,,12.0,5,5,,"mööbel,Lemmikloomad lubatud,külmik",270.0,,plokkmaja,,,,elektripliit,,,,,,270.00,,,,,,,,,,,,,270.00,,,,harju
49,"Veerise tn 22, Haabersti linnaosa, Tallinn, Harju maakond","Haabersti linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,3,2,,68.3,2,3,"turvauks,naabrivalve,trepikoda lukus","mööbel,külmik",850.0,,kivimaja,2008,,"gaasiküte,põrandaküte",elektripliit,"kaabel-TV,internet",,rõdu,korteriomand,,,,,"pesumasin,wc ja vannituba eraldi,dušš",,,,5.20,,,,,,,,,,harju
50,"Pirita tee 26, Kadriorg, Tallinn, Harju maakond","Kadriorg, Tallinn, Harju maakond",2022-10-30,valmis,3,2,,112.3,4,9,"naabrivalve,videokaamerad,turvauks,trepikoda lukus",külmik,2100.0,B,kivimaja,2015,jah,põrandaküte,,"kaabel-TV,internet",,rõdu,korteriomand,,,,,"dušš,pesumasin",,,,46.10,,,,,,,,,,harju
51,"Vihitaja tn 3, Kristiine linnaosa, Tallinn, Harju maakond","Kristiine linnaosa, Tallinn, Harju maakond",2022-10-30,uusehitis,1,1,,31.1,5,5,"turvauks,trepikoda lukus","mööbel,külmik",590.0,B,paneelmaja,2022,jah,keskküte,elektripliit,internet,,rõdu,korteriomand,,,,,"dušš,pesumasin",,,,5.90,,,,,12756750,,,,,harju
