,ID,Aadress,Kuupaev,Seisukord,Tube,Magamistube,Üldpind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Hind,Hind / m²,Selle objekti kuumakse Luminoris,Tee kodu korda Luminori abil!,Energiamärgis,Materjal,Ehitusaasta,Küte,Sanitaar,Vannitube,Köögi pind,Katastritunnus,Lisaväärtused,Lisaruumid,Pliit,Side,Rõdu pind,Tagatisraha,Suve kommunaalid,Talve kommunaalid,Kinnistu number,Lift,Rõdu,Parkimine,Saadaval,Katus,Krunt,Lisanduvad kommunaalkulud,Lisainfo,tasuta parkimine,Ventilatsioon,Parkimiskohti,tasuline parkimine,Lisanduvad kommunaalid,Maakleritasu,Piirangud,maakond
361,5963375,"Pihlaka tn 24-3,Kõrveküla alevik, Tartu vald, Tartu maakond",2022-10-23,uusehitis,4,3,107.2 m²,,2,korteriomand,,230000.0,2 145.52 €/m²,"723 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,"põrandaküte,maaküte","saun,dušš,wc ja vannituba eraldi",,,79403:002:1076,,panipaik,,internet,,,,,0,,,,,,,,,jah,,,,,,,tartu
362,4163452,"Pihlaka tn 24-6,Kõrveküla alevik, Tartu vald, Tartu maakond",2022-10-23,uusehitis,4,3,106.1 m²,,2,korteriomand,,245000.0,2 309.14 €/m²,"770 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,"maaküte,põrandaküte","wc ja vannituba eraldi,dušš,saun",,,79403:002:1076,,panipaik,,,,,,,0,,,,,,,,,jah,,,,,,,tartu
363,6968436,"Pihlaka tn 24-1,Kõrveküla alevik, Tartu vald, Tartu maakond",2022-10-23,uusehitis,4,3,95.7 m²,,2,korteriomand,,225000.0,2 351.10 €/m²,"707 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,"maaküte,põrandaküte","dušš,saun,wc ja vannituba eraldi",,,79403:002:1076,,panipaik,,internet,,,,,0,,,,,,,,,jah,,,,,,,tartu
364,1144538,"Oa tn 52-7, Kesklinn,Tartu linn, Tartu maakond",2022-10-23,uusehitis,4,,77.9 m²,3,3,korteriomand,,289995.0,3 722.66 €/m²,"911 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,,,,,79513:003:0002,,,,,,,,,,,,,,,,,,,,,,,,,tartu
365,7122301,"Käänu tn 28-11,Kõrveküla alevik, Tartu vald, Tartu maakond",2022-10-23,uusehitis,4,3,95.7 m²,,2,korteriomand,,225000.0,2 351.10 €/m²,"707 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,"maaküte,põrandaküte","dušš,saun,wc ja vannituba eraldi",,,79403:002:1074,,panipaik,,internet,,,,,0,,,,,,,,,jah,,,,,,,tartu
366,5361107,"Käänu tn 28-4,Kõrveküla alevik, Tartu vald, Tartu maakond",2022-10-23,uusehitis,4,3,107.2 m²,,2,korteriomand,,230000.0,2 145.52 €/m²,"723 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,"põrandaküte,maaküte","saun,dušš,wc ja vannituba eraldi",,,79403:002:1074,,,,internet,,,,,0,,,,,,,,,jah,,,,,,,tartu
367,5874344,"Käänu tn 28-2,Kõrveküla alevik, Tartu vald, Tartu maakond",2022-10-23,uusehitis,4,3,95.7 m²,,2,korteriomand,,215000.0,2 246.60 €/m²,"675 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,"maaküte,põrandaküte","dušš,saun,wc ja vannituba eraldi",,,79403:002:1074,,panipaik,,internet,,,,,0,,,,,,,,,jah,,,,,,,tartu
368,8402725,"Käänu tn 28-5,Kõrveküla alevik, Tartu vald, Tartu maakond",2022-10-23,uusehitis,4,3,106.1 m²,,2,korteriomand,,245000.0,2 309.14 €/m²,"770 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,"maaküte,põrandaküte","wc ja vannituba eraldi,dušš,saun",,,79403:002:1074,,panipaik,,,,,,,0,,,,,,,,,jah,,,,,,,tartu
369,8249034,"Käänu 28-3, Raadi-Kruusamäe,Tartu linn, Tartu maakond",2022-10-23,uusehitis,4,3,95.7 m²,,2,korteriomand,,215000.0,2 246.60 €/m²,"675 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,"maaküte,põrandaküte","dušš,saun,wc ja vannituba eraldi",,,79403:002:1074,,panipaik,,internet,,,,,0,,,,,,,,,jah,,,,,,,tartu
370,5965770,"Käänu tn 28-9,Kõrveküla alevik, Tartu vald, Tartu maakond",2022-10-23,uusehitis,4,3,95.7 m²,,2,korteriomand,,215000.0,2 246.60 €/m²,"675 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,"maaküte,põrandaküte","dušš,saun,wc ja vannituba eraldi",,,79403:002:1074,,panipaik,,internet,,,,,0,,,,,,,,,jah,,,,,,,tartu
371,6287362,"Käänu tn 28-10,Kõrveküla alevik, Tartu vald, Tartu maakond",2022-10-23,uusehitis,4,3,95.7 m²,,2,korteriomand,,215000.0,2 246.60 €/m²,"675 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,"maaküte,põrandaküte","dušš,saun,wc ja vannituba eraldi",,,79403:002:1074,,panipaik,,,,,,,0,,,,,,,,,jah,,,,,,,tartu
372,6811406,"Käänu tn 28-8,Kõrveküla alevik, Tartu vald, Tartu maakond",2022-10-23,uusehitis,4,3,107.2 m²,,2,korteriomand,,230000.0,2 145.52 €/m²,"723 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,"põrandaküte,maaküte","saun,dušš,wc ja vannituba eraldi",,,79403:002:1074,,panipaik,,internet,,,,,0,,,,,,,,,jah,,,,,,,tartu
373,5064629,"Käänu tn 28-7,Kõrveküla alevik, Tartu vald, Tartu maakond",2022-10-23,uusehitis,4,3,106.1 m²,,2,korteriomand,,245000.0,2 309.14 €/m²,"770 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,"maaküte,põrandaküte","wc ja vannituba eraldi,dušš,saun",,,79403:002:1074,,panipaik,,,,,,,0,,,,,,,,,jah,,,,,,,tartu
374,5205889,"Käänu tn 28-1,Kõrveküla alevik, Tartu vald, Tartu maakond",2022-10-23,uusehitis,4,3,95.7 m²,,2,korteriomand,,225000.0,2 351.10 €/m²,"707 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,"maaküte,põrandaküte","dušš,saun,wc ja vannituba eraldi",,,79403:002:1074,,panipaik,,internet,,,,,0,,,,,,,,,jah,,,,,,,tartu
375,2879032,"Jaama tn 76, Jaamamõisa,Tartu linn, Tartu maakond",2022-10-23,vajab renoveerimist,2,,59.4 m²,3,3,korteriomand,,108000.0,1 818.18 €/m²,"339 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",energiamärgis määramata,kivimaja,2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tartu
376,6552365,"Väike-Turu tn 5, Kesklinn,Tartu linn, Tartu maakond",2022-10-23,uusehitis,2,,48.3 m²,,,korteriomand,,185000.0,,"581 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,kivimaja,2008,keskküte,,,,,,,elektripliit,,,,,,,,,,,,,,,,,,,,,,tartu
377,6126726,"Oa tn 52-2, Supilinn,Tartu linn, Tartu maakond",2022-10-23,uusehitis,4,,95.5 m²,1,3,korteriomand,,329995.0,3 455.45 €/m²,"1 037 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,,,,,79513:003:0002,,,,,,,,,,,,,,,,,,,,,,,,,tartu
378,7981695,"Oa tn 52-1, Supilinn,Tartu linn, Tartu maakond",2022-10-23,uusehitis,4,,102 m²,1,3,korteriomand,,349995.0,3 431.32 €/m²,"1 100 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,,,,,79513:003:0002,,,,,,,,,,,,,,,,,,,,,,,,,tartu
379,8079318,"Oa tn 52-7, Supilinn,Tartu linn, Tartu maakond",2022-10-23,uusehitis,4,,77.9 m²,3,3,korteriomand,,289995.0,3 722.66 €/m²,"911 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,,,,,79513:003:0002,,,,,,,,,,,,,,,,,,,,,,,,,tartu
380,8960240,"Nõva tn 3, Karlova,Tartu linn, Tartu maakond",2022-10-23,vajab renoveerimist,3,2,65 m²,2,4,korteriomand,"turvauks,trepikoda lukus",136000.0,2 092.31 €/m²,"427 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",D,paneelmaja,1990,keskküte,"wc ja vannituba eraldi,dušš",,,79508:060:0003,külmik,panipaik,elektripliit,"telefon,kaabel-TV,internet",,,,,0,,rõdu,,,,,,,jah,,,,,,,tartu
381,7014947,"Vanemuise tn 63, Vaksali,Tartu linn, Tartu maakond",2022-10-23,valmis,2,,50.3 m²,2,2,korteriomand,trepikoda lukus,129000.0,2 564.61 €/m²,"405 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,,"põrandaküte,ahjuküte","boiler,dušš",,,79506:006:0033,mööbli võimalus,,elektripliit,,,,,,,,,,,,,,,,,,,,,,tartu
382,4737048,"Pärna tn,Kõrveküla alevik, Tartu vald, Tartu maakond",2022-10-23,valmis,3,,57.3 m²,2,3,korteriomand,,94000.0,1 640.49 €/m²,"295 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,paneelmaja,,elektriküte,,,,79403:002:0228,,,,,,,,,,,,,,,,,,jah,,,,,,,tartu
383,2193316,"Puiestee tn 5, Ülejõe,Tartu linn, Tartu maakond",2022-10-23,vajab renoveerimist,1,,27.1 m²,1,1,korteriomand,,44000.0,1 623.62 €/m²,"138 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",energiamärgis määramata,puitmaja,1900,,,,,79514:001:0010,,,puupliit,,,,,,,,,,,,,,,,,,,,,,tartu
384,1884569,"Kaunase pst 82, Annelinn,Tartu linn, Tartu maakond",2022-10-23,valmis,2,1,45.9 m²,8,9,korteriomand,"turvauks,trepikoda lukus",79900.0,1 740.74 €/m²,"251 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",E,paneelmaja,1995,keskküte,"vann,pesumasin,wc ja vannituba eraldi",1,,79516:020:0005,külmik,kelder,,,,,,,,,rõdu,,,,,Added_to_price,,jah,,1,,"elekter,küte,vesi",,,tartu
385,3529201,"Munga tn 3, Kesklinn,Tartu linn, Tartu maakond",2022-10-23,valmis,2,,77.5 m²,1,4,korteriomand,,190000.0,2 451.61 €/m²,"597 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,kivimaja,2006,keskküte,dušš,,,79507:011:0003,,panipaik,elektripliit,,,,,,,,,,,,,,,,,,,,,,tartu
386,2354301,"Aruküla tee 24, Ülejõe,Tartu linn, Tartu maakond",2022-10-23,valmis,3,1,66.1 m²,1,2,korteriomand,,157000.0,2 375.19 €/m²,"493 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,puitmaja,2013,"õhksoojuspump,põrandaküte",dušš,,,79514:037:0080,,panipaik,,,,,,,0,,,,,,,,,jah,,,,,,,tartu
387,1029713,"Narva mnt 111, Ülejõe,Tartu linn, Tartu maakond",2022-10-23,valmis,1,1,33.8 m²,1,1,korteriomand,,75000.0,2 218.93 €/m²,"236 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,puitmaja,,"kamin,õhksoojuspump","boiler,pesumasin,dušš",,,79514:009:0035,"mööbel,külmik",panipaik,elektripliit,,,,,,0,,,,,,,,,jah,,,,,,,tartu
388,4235945,"Iirise 3, Ihaste,Tartu linn, Tartu maakond",2022-10-23,uusehitis,4,3,99.6 m²,1,2,,,229000.0,2 299.20 €/m²,"719 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",A,kivimaja,2022,,,1,,,,panipaik,,,,,,,,,,,,,,,,,,,,,,,tartu
389,4304807,"Turu tn 13, Kesklinn,Tartu linn, Tartu maakond",2022-10-23,vajab kapitaalremonti,3,,50.7 m²,1,5,korteriomand,trepikoda lukus,119000.0,2 347.14 €/m²,"374 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",C,kivimaja,1964,keskküte,"dušš,boiler",,,,,kelder,gaasipliit,,,,,,,,,tasuta parkimine,,,,,,,,,,,,,tartu
390,8844987,"Tammistu keskus 4,Tammistu küla, Tartu vald, Tartu maakond",2022-10-23,valmis,5,4,105.2 m²,2,3,korteriomand,,70000.0,665.40 €/m²,"220 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,,1987,"kombineeritud küte,kamin,tahkekütus,ahjuküte","boiler,pesumasin,vann,dušš",1,,79403:006:0116,"mööbli võimalus,külmik","kelder,panipaik",elektripliit,internet,,,,,,,,,,,,,,jah,,,,,,,tartu
391,7366116,"Tartu mnt 66,Soinaste küla, Kambja vald, Tartu maakond",2022-10-23,valmis,4,3,150 m²,1,3,kinnistu,,288000.0,1 920 €/m²,"905 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",energiamärgis määramata,kivimaja,,,,2,,94901:006:0176,,,elektripliit,,,,,,0,,,,,,,,,,,,,,,,tartu
392,7940590,"Aleksandri tn 17, Kesklinn,Tartu linn, Tartu maakond",2022-10-23,valmis,1,1,21.8 m²,1,3,korteriomand,naabrivalve,78000.0,3 577.98 €/m²,"245 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,puitmaja,1947,"kamin,põrandaküte,elektriküte,õhksoojuspump","pesumasin,dušš,boiler",,,,"mööbel,mööbli võimalus,külmik",panipaik,puupliit,,,,,,0,,,,,,,,,jah,,,,,,,tartu
393,1474273,"Tähtvere 6, Kesklinn,Tartu linn, Tartu maakond",2022-10-23,uusehitis,3,2,92.7 m²,3,3,korteriomand,trepikoda lukus,260000.0,2 804.75 €/m²,"817 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",energiamärgis määramata,kivimaja,1700,keskküte,,1,,,"mööbel,külmik",,elektripliit,,,,,,,,,,,,,,,,,,,,,,tartu
394,3450764,"Tähtvere 6, Kesklinn,Tartu linn, Tartu maakond",2022-10-23,uusehitis,4,3,94.9 m²,2,3,korteriomand,trepikoda lukus,270000.0,2 845.10 €/m²,"848 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",energiamärgis määramata,kivimaja,1700,keskküte,,1,,,"mööbel,külmik",,elektripliit,,,,,,,,,,,,,,,,,,,,,,tartu
395,2630823,"Jaama tn 8, Ülejõe,Tartu linn, Tartu maakond",2022-10-23,renoveeritud,4,3,101.8 m²,2,2,kaasomand,"trepikoda lukus,naabrivalve",120000.0,1 178.78 €/m²,"377 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",,palkmaja,1910,"kamin,põrandaküte","dušš,tsentraalne kanalisatsioon,boiler,saun",2,,,"eraldi sissepääs,kinnine hoov,mööbli võimalus","kelder,panipaik",elektripliit,internet,,,,,,,,tasuta parkimine,,plekk,,,,,,,,,,,tartu
