,address,rooms,bedrooms,area,floor,total_floors,price,energy_label,year,maakond,city,district,flag_balcony,flag_lift,flag_shower,flag_bath,flag_sauna,flag_generalheat,flag_floorheat,flag_gasheat,flag_electricalheat,flag_brick,flag_panel,flag_beton,flag_stone,flag_wood,flag_newbuilding,flag_indevelopment,flag_renovated,flag_needsrenovation,zipcode,lat,lng
621,"Anni tn 14, Lasnamäe linnaosa, Tallinn, Harju maakond",4.0,4.0,79.4,2.0,10.0,167000.0,D,1982.0,harju, Tallinn,Lasnamäe linnaosa,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,13619,59.4396699,24.8488919
622,"Paekaare tn 78-13, Lasnamäe linnaosa, Tallinn, Harju maakond",2.0,2.0,52.7,5.0,5.0,139000.0,E,1978.0,harju, Tallinn,Lasnamäe linnaosa,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,13611,59.4343164,24.825862
624,"Kopli tee 24, Peetri alevik, Rae vald, Harju maakond",4.0,3.0,79.7,3.0,3.0,314000.0,B,2022.0,harju, Rae vald,Peetri alevik,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,75312,59.39930919999999,24.7976561
625,"Tammepõllu tee 25, Haabneeme alevik, Viimsi vald, Harju maakond",2.0,1.0,49.0,2.0,3.0,172000.0,E,2014.0,harju, Viimsi vald,Haabneeme alevik,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,74001,59.5144141,24.8278394
626,"J. Sütiste tee 26, Mustamäe linnaosa, Tallinn, Harju maakond",5.0,3.0,60.5,3.0,5.0,142000.0,energiamärgis määramata,1969.0,harju, Tallinn,Mustamäe linnaosa,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,13411,59.3977597,24.691808
628,"Raudkivi tee 6-10, Peetri alevik, Rae vald, Harju maakond",3.0,2.0,70.8,2.0,4.0,241000.0,E,2006.0,harju, Rae vald,Peetri alevik,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,75312,59.40362609999999,24.8079555
629,"E. Vilde tee 56, Mustamäe linnaosa, Tallinn, Harju maakond",2.0,2.0,49.6,2.0,9.0,109000.0,E,1972.0,harju, Tallinn,Mustamäe linnaosa,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12913,59.4034823,24.6928103
630,"Paavli tn 3, Põhja-Tallinna linnaosa, Tallinn, Harju maakond",1.0,1.0,23.2,1.0,2.0,70000.0,energiamärgis määramata,1961.0,harju, Tallinn,Põhja-Tallinna linnaosa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10412,59.4497154,24.7078795
632,"Nafta tn 6, Kadriorg, Tallinn, Harju maakond",1.0,1.0,12.6,2.0,5.0,53500.0,energiamärgis määramata,1966.0,harju, Tallinn,Kadriorg,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10154,59.44040260000001,24.7770181
633,"Peterburi tee 113-54, Lasnamäe linnaosa, Tallinn, Harju maakond",2.0,1.0,40.0,6.0,6.0,152000.0,energiamärgis määramata,2021.0,harju, Tallinn,Lasnamäe linnaosa,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,13816,59.44161129999999,24.8931437
634,"Paepargi tn 21, Lasnamäe linnaosa, Tallinn, Harju maakond",3.0,2.0,66.3,1.0,4.0,240000.0,B,2014.0,harju, Tallinn,Lasnamäe linnaosa,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11417,59.4300904,24.8028269
636,"Õismäe tee 38, Haabersti linnaosa, Tallinn, Harju maakond",2.0,1.0,50.1,9.0,9.0,114700.0,D,1974.0,harju, Tallinn,Haabersti linnaosa,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,13514,59.41218519999999,24.6506363
639,"Tohu tn 2, Pirita linnaosa, Tallinn, Harju maakond",2.0,1.0,56.0,2.0,2.0,202000.0,energiamärgis määramata,2015.0,harju, Tallinn,Pirita linnaosa,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,12012,59.4548368,24.84082
640,"Kalevipoja tn 6-67, Lasnamäe linnaosa, Tallinn, Harju maakond",2.0,1.0,52.7,3.0,5.0,131000.0,energiamärgis määramata,1985.0,harju, Tallinn,Lasnamäe linnaosa,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,13625,59.4363726,24.8327918
641,"Mustamäe tee 120, Mustamäe linnaosa, Tallinn, Harju maakond",1.0,1.0,30.2,2.0,5.0,90000.0,D,1964.0,harju, Tallinn,Mustamäe linnaosa,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12911,59.402991,24.6760588
643,"Jõeküla tee 18/4-7, Haabersti linnaosa, Tallinn, Harju maakond",2.0,1.0,48.0,2.0,2.0,217000.0,A,2022.0,harju, Tallinn,Haabersti linnaosa,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,13516,59.4412499,24.5866672
644,"Roosaare tee, Peetri alevik, Rae vald, Harju maakond",4.0,3.0,74.4,1.0,2.0,292189.0,B,2015.0,harju, Rae vald,Peetri alevik,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,75312,59.3998779,24.8084182
645,"Vindi tn 9, Kristiine linnaosa, Tallinn, Harju maakond",1.0,1.0,28.0,4.0,5.0,78000.0,energiamärgis määramata,1970.0,harju, Tallinn,Kristiine linnaosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11315,59.418319,24.7250887
646,"Kolde pst 84, Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2.0,1.0,43.6,3.0,5.0,105000.0,energiamärgis määramata,1972.0,harju, Tallinn,Põhja-Tallinna linnaosa,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,10321,59.4411967,24.7001458
647,"Sõpruse pst 219, Mustamäe linnaosa, Tallinn, Harju maakond",3.0,2.0,66.5,5.0,5.0,163000.0,D,1969.0,harju, Tallinn,Mustamäe linnaosa,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,13414,59.39931350000001,24.6913423
648,"Angerja tn 8, Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2.0,2.0,40.6,2.0,4.0,129800.0,E,1962.0,harju, Tallinn,Põhja-Tallinna linnaosa,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,10416,59.45044909999999,24.7109436
649,"Heki tee 4, Haabneeme alevik, Viimsi vald, Harju maakond",4.0,3.0,93.5,3.0,5.0,289000.0,energiamärgis määramata,2011.0,harju, Viimsi vald,Haabneeme alevik,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,74001,59.51315390000001,24.8341364
650,"Kase tn 68/2, Pirita linnaosa, Tallinn, Harju maakond",3.0,2.0,72.8,3.0,5.0,219500.0,E,2006.0,harju, Tallinn,Pirita linnaosa,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,12012,59.4544668,24.8433545
652,"Padriku tee 14/2, Pirita linnaosa, Tallinn, Harju maakond",3.0,2.0,90.1,1.0,3.0,265000.0,B,2012.0,harju, Tallinn,Pirita linnaosa,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11912,59.4843109,24.8545429
655,"Sõpruse pst 233, Mustamäe linnaosa, Tallinn, Harju maakond",3.0,2.0,67.0,1.0,5.0,135000.0,energiamärgis määramata,1968.0,harju, Tallinn,Mustamäe linnaosa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13420,59.3988482,24.6877086
656,"Padriku tee 4/1, Pirita linnaosa, Tallinn, Harju maakond",3.0,2.0,107.4,1.0,4.0,265000.0,energiamärgis määramata,2005.0,harju, Tallinn,Pirita linnaosa,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11912,59.4823397,24.848038
658,"Mereranna tee 4, Haabneeme alevik, Viimsi vald, Harju maakond",4.0,3.0,77.9,3.0,3.0,195000.0,D,1985.0,harju, Viimsi vald,Haabneeme alevik,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,74001,59.5117359,24.830484
659,"Gonsiori tn 29, Kesklinna linnaosa, Tallinn, Harju maakond",3.0,2.0,88.1,2.0,6.0,349000.0,D,1951.0,harju, Tallinn,Kesklinna linnaosa,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,10147,59.4339815,24.7725364
661,"Mardi tn 6, Kesklinna linnaosa, Tallinn, Harju maakond",1.0,1.0,28.7,4.0,8.0,151800.0,B,2016.0,harju, Tallinn,Kesklinna linnaosa,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10113,59.43000829999999,24.7634477
662,"Järve tn 48, Kristiine linnaosa, Tallinn, Harju maakond",2.0,1.0,54.1,3.0,3.0,179000.0,E,1955.0,harju, Tallinn,Kristiine linnaosa,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11314,59.3997411,24.7186343
663,"Sinimäe tn 16-25, Lasnamäe linnaosa, Tallinn, Harju maakond",4.0,3.0,77.6,3.0,5.0,272000.0,energiamärgis määramata,2018.0,harju, Tallinn,Lasnamäe linnaosa,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,13816,59.44327850000001,24.9001063
665,"Loitsu tn 6, Lasnamäe linnaosa, Tallinn, Harju maakond",1.0,1.0,32.6,2.0,5.0,84900.0,D,1981.0,harju, Tallinn,Lasnamäe linnaosa,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,13622,59.442174,24.8404509
666,"Päevalille tn 4, Haabersti linnaosa, Tallinn, Harju maakond",2.0,1.0,38.5,14.0,15.0,199000.0,B,2022.0,harju, Tallinn,Haabersti linnaosa,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,13517,59.4215566,24.6477757
667,"Päevalille tn 4, Haabersti linnaosa, Tallinn, Harju maakond",2.0,1.0,38.5,8.0,15.0,190000.0,B,2022.0,harju, Tallinn,Haabersti linnaosa,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,13517,59.4215566,24.6477757
668,"Nõlvaku tn 9, Laagri alevik, Saue vald, Harju maakond",2.0,1.0,55.0,1.0,2.0,125000.0,D,1973.0,harju, Saue vald,Laagri alevik,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,76401,59.3510757,24.6331879
669,"Nelgi tn 31, Nõmme linnaosa, Tallinn, Harju maakond",3.0,3.0,65.0,5.0,9.0,142500.0,energiamärgis määramata,1979.0,harju, Tallinn,Nõmme linnaosa,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,11211,59.37500919999999,24.7101048
670,"Kivimurru tn 12, Lasnamäe linnaosa, Tallinn, Harju maakond",2.0,1.0,41.3,1.0,1.0,94000.0,energiamärgis määramata,1946.0,harju, Tallinn,Lasnamäe linnaosa,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11411,59.42804349999999,24.7858694
671,"Kadaka pst 169a, Mustamäe linnaosa, Tallinn, Harju maakond",2.0,1.0,51.0,4.0,7.0,170000.0,energiamärgis määramata,2004.0,harju, Tallinn,Mustamäe linnaosa,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,12618,59.3972606,24.6438354
673,"Maleva tn 1, Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2.0,2.0,56.4,4.0,5.0,133000.0,E,2000.0,harju, Tallinn,Põhja-Tallinna linnaosa,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11711,59.4554309,24.6880763
674,"Rohu tn 18, Põhja-Tallinna linnaosa, Tallinn, Harju maakond",1.0,1.0,22.0,2.0,2.0,70000.0,energiamärgis määramata,1911.0,harju, Tallinn,Põhja-Tallinna linnaosa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10612,59.43821450000001,24.7221434
676,"Õismäe tee 65, Haabersti linnaosa, Tallinn, Harju maakond",2.0,1.0,47.0,5.0,5.0,131800.0,energiamärgis määramata,1975.0,harju, Tallinn,Haabersti linnaosa,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,13515,59.4098199,24.6437771
677,"Põllu tee 11, Pärnamäe küla, Viimsi vald, Harju maakond",2.0,2.0,66.1,2.0,2.0,199000.0,energiamärgis määramata,2005.0,harju, Viimsi vald,Pärnamäe küla,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,74020,59.5018555,24.8550772
678,"Tartu mnt 56, Kesklinna linnaosa, Tallinn, Harju maakond",3.0,2.0,84.4,8.0,8.0,419000.0,C,2016.0,harju, Tallinn,Kesklinna linnaosa,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,10115,59.42906410000001,24.7734154
679,"Järvesalu tee 14-1, Peetri alevik, Rae vald, Harju maakond",5.0,3.0,90.4,1.0,3.0,344600.0,A,2023.0,harju, Rae vald,Peetri alevik,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,75312,59.3921821,24.8030661
680,"Aiandi tn 8/1, Mustamäe linnaosa, Tallinn, Harju maakond",3.0,2.0,60.7,2.0,9.0,239000.0,B,2022.0,harju, Tallinn,Mustamäe linnaosa,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,12915,59.4132149,24.6854863
681,"Ehitajate tee 37, Mustamäe linnaosa, Tallinn, Harju maakond",1.0,1.0,30.5,1.0,5.0,98000.0,energiamärgis määramata,1963.0,harju, Tallinn,Mustamäe linnaosa,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12612,59.4010981,24.6670986
682,"Heki tee 14, Haabneeme alevik, Viimsi vald, Harju maakond",2.0,1.0,51.1,4.0,5.0,151900.0,energiamärgis määramata,2007.0,harju, Viimsi vald,Haabneeme alevik,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,74001,59.5133778,24.8304176
683,"Paekaare tn 42, Lasnamäe linnaosa, Tallinn, Harju maakond",1.0,1.0,32.7,6.0,9.0,84000.0,D,1978.0,harju, Tallinn,Lasnamäe linnaosa,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,13611,59.4362805,24.8247062
684,"Tööstuse tn 91, Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2.0,1.0,42.3,2.0,5.0,95000.0,energiamärgis määramata,1964.0,harju, Tallinn,Põhja-Tallinna linnaosa,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10416,59.4533621,24.7092557
685,"Soo tn 1b/3, Põhja-Tallinna linnaosa, Tallinn, Harju maakond",3.0,2.0,91.5,3.0,4.0,369000.0,C,2012.0,harju, Tallinn,Põhja-Tallinna linnaosa,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,59.45496369999999,24.6894107
686,"Õismäe tee 148, Haabersti linnaosa, Tallinn, Harju maakond",2.0,1.0,33.7,9.0,9.0,107000.0,E,1977.0,harju, Tallinn,Haabersti linnaosa,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13511,59.41695000000001,24.6516483
689,"Kotkapoja tn 2, Kristiine linnaosa, Tallinn, Harju maakond",2.0,1.0,49.4,1.0,6.0,193000.0,D,2005.0,harju, Tallinn,Kristiine linnaosa,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10139,59.4241926,24.7272787
690,"Anni tn 8, Lasnamäe linnaosa, Tallinn, Harju maakond",2.0,2.0,49.9,4.0,9.0,104000.0,D,1982.0,harju, Tallinn,Lasnamäe linnaosa,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13619,59.43884489999999,24.8500248
691,"Paepargi tn 51, Lasnamäe linnaosa, Tallinn, Harju maakond",2.0,1.0,56.6,5.0,14.0,220000.0,B,2017.0,harju, Tallinn,Lasnamäe linnaosa,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,11414,59.4351284,24.8093455
692,"Rae tn 31, Paldiski linn, Harju maakond",3.0,1.0,47.8,3.0,5.0,55000.0,E,1965.0,harju,Paldiski linn,Paldiski linn,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,76805,59.34994700000001,24.058831
694,"Mustamäe tee 151-88, Mustamäe linnaosa, Tallinn, Harju maakond",3.0,2.0,60.2,5.0,5.0,165000.0,energiamärgis määramata,1969.0,harju, Tallinn,Mustamäe linnaosa,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,12918,59.4108098,24.6902195
695,"Aiandi tn 7, Mustamäe linnaosa, Tallinn, Harju maakond",4.0,3.0,73.4,4.0,8.0,279900.0,B,2022.0,harju, Tallinn,Mustamäe linnaosa,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,12915,59.41152870000001,24.6837104
699,"Pärnu mnt 110, Kitseküla, Kesklinna linnaosa, Tallinn, Harju maakond",3.0,2.0,83.0,14.0,15.0,259000.0,D,1996.0,harju, Tallinn,Kesklinna linnaosa,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11313,59.413782,24.738524
701,"Linnamäe tee 43-63, Lasnamäe linnaosa, Tallinn, Harju maakond",3.0,2.0,49.6,7.0,9.0,135000.0,energiamärgis määramata,1984.0,harju, Tallinn,Lasnamäe linnaosa,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,13911,59.4508231,24.8766957
702,"Nõmme tee, Kristiine linnaosa, Tallinn, Harju maakond",2.0,1.0,49.7,4.0,9.0,148000.0,energiamärgis määramata,1986.0,harju, Tallinn,Kristiine linnaosa,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,59.4130634,24.7167409
705,"Heki tee 6, Haabneeme alevik, Viimsi vald, Harju maakond",3.0,2.0,84.7,1.0,5.0,245000.0,C,2007.0,harju, Viimsi vald,Haabneeme alevik,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,74001,59.51270749999999,24.8330498
706,"Kopli tee 40, Peetri alevik, Rae vald, Harju maakond",4.0,3.0,92.0,2.0,4.0,360000.0,B,2020.0,harju, Rae vald,Peetri alevik,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75312,59.3963572,24.7970524
707,"Astangu tn 19/3-143, Haabersti linnaosa, Tallinn, Harju maakond",3.0,3.0,65.4,2.0,8.0,205900.0,C,2017.0,harju, Tallinn,Haabersti linnaosa,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,13519,59.40493850000001,24.6273719
708,"Mäepealse tn 4, Mustamäe linnaosa, Tallinn, Harju maakond",2.0,1.0,50.8,4.0,6.0,169000.0,B,2013.0,harju, Tallinn,Mustamäe linnaosa,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12619,59.3953072,24.6547275
709,"Madara tn 13a, Kristiine linnaosa, Tallinn, Harju maakond",2.0,1.0,30.0,3.0,3.0,110000.0,energiamärgis määramata,1937.0,harju, Tallinn,Kristiine linnaosa,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,10612,59.4323163,24.7197404
710,"Tornimäe tn 7, Kesklinna linnaosa, Tallinn, Harju maakond",3.0,2.0,68.3,13.0,30.0,375000.0,energiamärgis määramata,2006.0,harju, Tallinn,Kesklinna linnaosa,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10145,59.4328329,24.7607151
711,"Pikri tn 3, Lasnamäe linnaosa, Tallinn, Harju maakond",4.0,2.0,80.4,1.0,9.0,155000.0,D,1981.0,harju, Tallinn,Lasnamäe linnaosa,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,13619,59.4372231,24.8419946
712,"Vana-Rannamõisa tee 1f/5, Haabersti linnaosa, Tallinn, Harju maakond",4.0,3.0,84.2,2.0,4.0,300000.0,C,2011.0,harju, Tallinn,Haabersti linnaosa,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13516,59.43099749999999,24.6222176
713,"Sõpruse pst 236, Mustamäe linnaosa, Tallinn, Harju maakond",2.0,1.0,47.3,3.0,5.0,129500.0,D,1966.0,harju, Tallinn,Mustamäe linnaosa,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,13412,59.39999659999999,24.6877141
714,"Kalevipoja põik 5, Lasnamäe linnaosa, Tallinn, Harju maakond",3.0,2.0,63.7,8.0,9.0,137000.0,D,1980.0,harju, Tallinn,Lasnamäe linnaosa,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13614,59.438522,24.8304855
715,"Astangu tn 56, Haabersti linnaosa, Tallinn, Harju maakond",3.0,2.0,63.4,1.0,5.0,138550.0,D,1985.0,harju, Tallinn,Haabersti linnaosa,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13519,59.4038376,24.6386757
716,"Jõhvika tee 4, Pärnamäe küla, Viimsi vald, Harju maakond",2.0,1.0,55.0,2.0,2.0,189000.0,energiamärgis määramata,2005.0,harju, Viimsi vald,Pärnamäe küla,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,74020,59.50197009999999,24.8568032
718,"Virbi tn 18, Lasnamäe linnaosa, Tallinn, Harju maakond",2.0,2.0,36.7,9.0,9.0,110000.0,energiamärgis määramata,1981.0,harju, Tallinn,Lasnamäe linnaosa,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,13617,59.4410846,24.8449843
719,"Sepa tn, Kopli Liinid, Põhja-Tallinna linnaosa, Tallinn, Harju maakond",4.0,3.0,73.5,1.0,5.0,335000.0,B,2019.0,harju, Tallinn,Põhja-Tallinna linnaosa,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,59.460002,24.6739753
720,"Tartu mnt 6, Kesklinna linnaosa, Tallinn, Harju maakond",3.0,2.0,69.0,3.0,5.0,205000.0,energiamärgis määramata,1936.0,harju, Tallinn,Kesklinna linnaosa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10145,59.4344195,24.7594634
721,"K. Kärberi tn 7, Lasnamäe linnaosa, Tallinn, Harju maakond",2.0,2.0,39.4,1.0,5.0,114000.0,D,1984.0,harju, Tallinn,Lasnamäe linnaosa,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13918,59.4461937,24.8773233
723,"Erika tn, Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2.0,1.0,37.0,5.0,5.0,125000.0,energiamärgis määramata,1965.0,harju, Tallinn,Põhja-Tallinna linnaosa,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,10416,59.4506371,24.7148255
724,"Paepargi tn 37, Lasnamäe linnaosa, Tallinn, Harju maakond",4.0,3.0,88.3,4.0,4.0,326000.0,B,2017.0,harju, Tallinn,Lasnamäe linnaosa,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11414,59.43361590000001,24.807131
726,"Kolde pst 84, Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2.0,1.0,47.1,2.0,5.0,125000.0,D,1972.0,harju, Tallinn,Põhja-Tallinna linnaosa,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,10321,59.4411967,24.7001458
727,"Valdeku tn 105, Nõmme linnaosa, Tallinn, Harju maakond",1.0,1.0,12.0,1.0,5.0,44500.0,energiamärgis määramata,1963.0,harju, Tallinn,Nõmme linnaosa,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,11213,59.3755628,24.7191017
728,"Paekaare tn 26, Lasnamäe linnaosa, Tallinn, Harju maakond",4.0,3.0,78.0,1.0,5.0,158000.0,D,1978.0,harju, Tallinn,Lasnamäe linnaosa,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,13611,59.438493,24.8216377
729,"Mahtra tn 9, Lasnamäe linnaosa, Tallinn, Harju maakond",2.0,2.0,50.0,3.0,9.0,104990.0,C,1983.0,harju, Tallinn,Lasnamäe linnaosa,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13811,59.44107259999999,24.8737283
730,"Astangu tn 20, Haabersti linnaosa, Tallinn, Harju maakond",2.0,1.0,47.2,4.0,5.0,179900.0,C,2020.0,harju, Tallinn,Haabersti linnaosa,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,13519,59.4039904,24.6296736
731,"Karsti tn 7, Mustamäe linnaosa, Tallinn, Harju maakond",3.0,2.0,99.0,8.0,9.0,349500.0,C,2014.0,harju, Tallinn,Mustamäe linnaosa,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,11625,59.3947193,24.64142
732,"Türnpu 3-10, Kesklinna linnaosa, Tallinn, Harju maakond",2.0,1.0,52.1,3.0,3.0,157000.0,energiamärgis määramata,1929.0,harju, Tallinn,Kesklinna linnaosa,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,59.43282369999999,24.7629351
736,"Kalevipoja põik 1, Lasnamäe linnaosa, Tallinn, Harju maakond",3.0,3.0,65.1,7.0,9.0,145000.0,energiamärgis määramata,1979.0,harju, Tallinn,Lasnamäe linnaosa,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,13614,59.4381054,24.8282034
737,"Päevalille 6-71 6-71, Mustamäe linnaosa, Tallinn, Harju maakond",2.0,1.0,44.4,14.0,15.0,250000.0,C,2022.0,harju, Tallinn,Mustamäe linnaosa,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,13513,59.4222413,24.6471132
740,"Sõpruse pst 170, Kristiine linnaosa, Tallinn, Harju maakond",3.0,2.0,70.5,3.0,6.0,269000.0,energiamärgis määramata,2005.0,harju, Tallinn,Kristiine linnaosa,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,13417,59.4160846,24.7089295
741,"Tartu mnt 18, Kesklinna linnaosa, Tallinn, Harju maakond",2.0,1.0,59.2,8.0,12.0,230000.0,energiamärgis määramata,2006.0,harju, Tallinn,Kesklinna linnaosa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10117,59.4331356,24.7625973
743,"Vene tn 1, Vanalinn, Tallinn, Harju maakond",2.0,1.0,43.6,4.0,4.0,215000.0,energiamärgis määramata,1920.0,harju, Tallinn,Vanalinn,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10123,59.4369557,24.7463376
744,"Oja tn 85, Tiskre, Haabersti linnaosa, Tallinn, Harju maakond",3.0,2.0,70.0,2.0,3.0,225000.0,E,2004.0,harju, Tallinn,Haabersti linnaosa,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,59.4390511,24.5689844
745,"Videviku tn 29, Kesklinna linnaosa, Tallinn, Harju maakond",3.0,3.0,63.6,4.0,5.0,185000.0,E,1982.0,harju, Tallinn,Kesklinna linnaosa,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10131,59.42409190000001,24.7345632
746,"Saku tn 9, Kesklinna linnaosa, Tallinn, Harju maakond",2.0,1.0,37.5,2.0,4.0,137000.0,F,1960.0,harju, Tallinn,Kesklinna linnaosa,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,11314,59.4101625,24.7392135
747,"Raua põik 5, Kadriorg, Tallinn, Harju maakond",4.0,3.0,124.0,4.0,5.0,550000.0,E,1938.0,harju, Tallinn,Kadriorg,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,10124,59.4354218,24.7677014
