,address,rooms,bedrooms,area,floor,total_floors,price,energy_label,year,maakond,city,district,flag_balcony,flag_lift,flag_shower,flag_bath,flag_sauna,flag_generalheat,flag_floorheat,flag_gasheat,flag_electricalheat,flag_brick,flag_panel,flag_beton,flag_stone,flag_wood,flag_newbuilding,flag_indevelopment,flag_renovated,flag_needsrenovation,zipcode,lat,lng
0,"Järveotsa tee 11, Haabersti linnaosa, Tallinn, Harju maakond",3.0,2.0,65.6,7.0,9.0,127500.0,D,1977.0,harju, Tallinn,Haabersti linnaosa,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13520,59.4082938,24.6359654
1,"Aia tn 3, Kehra linn, Harju maakond",2.0,1.0,39.6,2.0,4.0,39500.0,energiamärgis määramata,1966.0,harju,Kehra linn,Kehra linn,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,59.3496108,25.3247132
2,"Vilmsi, Kadriorg, Tallinn, Harju maakond",3.0,2.0,80.9,1.0,2.0,490000.0,B,2016.0,harju, Tallinn,Kadriorg,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,59.4352282,24.777014
3,"Tartu mnt 16, Maakri, Kesklinna linnaosa, Tallinn, Harju maakond",1.0,1.0,41.5,7.0,11.0,229000.0,energiamärgis määramata,1994.0,harju, Tallinn,Kesklinna linnaosa,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10117,59.4333025,24.7622685
4,"Rae tn 31, Paldiski linn, Harju maakond",2.0,1.0,38.6,3.0,5.0,53000.0,E,1987.0,harju,Paldiski linn,Paldiski linn,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,76805,59.34994700000001,24.058831
5,"Rae tn 46, Paldiski linn, Harju maakond",1.0,1.0,27.0,5.0,5.0,49500.0,C,1993.0,harju,Paldiski linn,Paldiski linn,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,76805,59.34994700000001,24.058831
6,"Kentmanni tn 18, Kesklinna linnaosa, Tallinn, Harju maakond",3.0,2.0,59.0,2.0,5.0,245000.0,D,1959.0,harju, Tallinn,Kesklinna linnaosa,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,10116,59.4308545,24.7510653
7,"Ümera tn 6, Lasnamäe linnaosa, Tallinn, Harju maakond",2.0,2.0,49.4,7.0,9.0,98000.0,D,1985.0,harju, Tallinn,Lasnamäe linnaosa,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13817,59.4427408,24.8894754
8,"Pille tn 4/1-4, Kesklinna linnaosa, Tallinn, Harju maakond",3.0,2.0,77.5,1.0,4.0,410900.0,B,2022.0,harju, Tallinn,Kesklinna linnaosa,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,10138,59.42338209999999,24.7475637
9,"Akadeemia tee 10, Mustamäe, Mustamäe linnaosa, Tallinn, Harju maakond",2.0,1.0,44.1,2.0,5.0,114000.0,E,1963.0,harju, Tallinn,Mustamäe linnaosa,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,12611,59.3984921,24.668838
10,"Liivalaia tn 40, Kesklinna linnaosa, Tallinn, Harju maakond",1.0,1.0,34.4,8.0,9.0,149000.0,D,1980.0,harju, Tallinn,Kesklinna linnaosa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10132,59.4298789,24.7609745
11,"Veskilise tn 7-9, Haabersti linnaosa, Tallinn, Harju maakond",2.0,1.0,52.4,2.0,3.0,177900.0,A,2022.0,harju, Tallinn,Haabersti linnaosa,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,59.42673079999999,24.6313208
12,"Veskilise tn 7-5, Haabersti linnaosa, Tallinn, Harju maakond",2.0,1.0,52.8,1.0,3.0,182900.0,A,2022.0,harju, Tallinn,Haabersti linnaosa,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,59.42673079999999,24.6313208
13,"Majaka tn 19, Lasnamäe linnaosa, Tallinn, Harju maakond",2.0,1.0,39.3,4.0,4.0,129900.0,energiamärgis määramata,1960.0,harju, Tallinn,Lasnamäe linnaosa,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11412,59.4291491,24.789905
14,"Noorkuu tn 4, Haabersti linnaosa, Tallinn, Harju maakond",2.0,1.0,51.3,1.0,4.0,175000.0,energiamärgis määramata,2018.0,harju, Tallinn,Haabersti linnaosa,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,13516,59.43009929999999,24.6205784
15,"Puhkekodu tee 63, Pirita linnaosa, Tallinn, Harju maakond",3.0,2.0,58.9,2.0,3.0,203000.0,D,1976.0,harju, Tallinn,Pirita linnaosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12015,59.4598014,24.8805828
16,"Lasnamäe tn 4b, Lasnamäe linnaosa, Tallinn, Harju maakond",2.0,1.0,56.6,3.0,13.0,299000.0,C,2018.0,harju, Tallinn,Lasnamäe linnaosa,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,11412,59.42827260000001,24.7827781
17,"Karjääri tn 13, Maardu linn, Harju maakond",3.0,2.0,67.0,3.0,4.0,107000.0,energiamärgis määramata,1955.0,harju,Maardu linn,Maardu linn,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,74116,59.47995839999999,25.0199397
18,"Kallasmaa tn 10-22, Maardu linn, Harju maakond",2.0,1.0,40.2,2.0,4.0,89900.0,energiamärgis määramata,1960.0,harju,Maardu linn,Maardu linn,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,74111,59.47789939999999,25.0130113
20,"Sõnajala tee 1-10, Järveküla, Rae vald, Harju maakond",2.0,1.0,55.9,2.0,3.0,175900.0,A,2023.0,harju, Rae vald,Järveküla,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,75304,59.3820391,24.8026637
21,"Vana-Rannamõisa tee 1d/2, Haabersti linnaosa, Tallinn, Harju maakond",3.0,2.0,64.4,2.0,4.0,192000.0,energiamärgis määramata,2015.0,harju, Tallinn,Haabersti linnaosa,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,13516,59.4297139,24.6223948
22,"M. Härma tn 1, Lasnamäe linnaosa, Tallinn, Harju maakond",3.0,2.0,64.3,8.0,9.0,127000.0,E,1980.0,harju, Tallinn,Lasnamäe linnaosa,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13616,59.4382746,24.8366874
24,"Redise tn 4, Laagri, Laagri alevik, Saue vald, Harju maakond",2.0,1.0,47.4,3.0,5.0,129000.0,energiamärgis määramata,1978.0,harju, Saue vald,Laagri alevik,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,76401,59.3501279,24.6146563
27,"Lahepea tn 11-10, Haabersti linnaosa, Tallinn, Harju maakond",2.0,1.0,53.8,3.0,4.0,250000.0,energiamärgis määramata,2022.0,harju, Tallinn,Haabersti linnaosa,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10617,59.432637,24.6852921
28,"Kadaka tee 90-16, Mäepealse, Haabersti linnaosa, Tallinn, Harju maakond",4.0,3.0,82.5,4.0,4.0,299900.0,B,2022.0,harju, Tallinn,Haabersti linnaosa,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,11625,59.3983648,24.6395201
29,"Kadaka tee 90-12, Mäepealse, Haabersti linnaosa, Tallinn, Harju maakond",2.0,1.0,45.6,3.0,4.0,199900.0,B,2022.0,harju, Tallinn,Haabersti linnaosa,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,11625,59.3983648,24.6395201
30,"Kadaka tee 90-10, Mäepealse, Haabersti linnaosa, Tallinn, Harju maakond",4.0,3.0,82.5,3.0,4.0,294900.0,B,2022.0,harju, Tallinn,Haabersti linnaosa,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,11625,59.3983648,24.6395201
31,"J. Kunderi tn 10, Kesklinna linnaosa, Tallinn, Harju maakond",5.0,4.0,148.0,1.0,5.0,495000.0,E,1939.0,harju, Tallinn,Kesklinna linnaosa,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,10128,59.4334143,24.7664785
32,"M. Härma tn 1, Lasnamäe linnaosa, Tallinn, Harju maakond",3.0,2.0,64.4,5.0,9.0,135000.0,C,1980.0,harju, Tallinn,Lasnamäe linnaosa,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13616,59.4382746,24.8366874
34,"Õismäe tee 102, Haabersti linnaosa, Tallinn, Harju maakond",1.0,1.0,33.0,7.0,9.0,82000.0,D,1976.0,harju, Tallinn,Haabersti linnaosa,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13513,59.4173937,24.6422747
35,"Koidu tn 11, Kassisaba, Kesklinna linnaosa, Tallinn, Harju maakond",4.0,3.0,89.6,3.0,3.0,269000.0,F,1956.0,harju, Tallinn,Kesklinna linnaosa,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10137,59.4330918,24.7298291
36,"Sääse tn 5, Mustamäe linnaosa, Tallinn, Harju maakond",2.0,1.0,43.7,4.0,5.0,111000.0,D,1969.0,harju, Tallinn,Mustamäe linnaosa,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,12918,59.40991169999999,24.6898498
38,"Kotermaa tn 13, Haabersti linnaosa, Tallinn, Harju maakond",3.0,2.0,67.7,2.0,4.0,217500.0,B,2022.0,harju, Tallinn,Haabersti linnaosa,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,11625,59.4020007,24.6131422
39,"Lahepea tn 17-4, Haabersti linnaosa, Tallinn, Harju maakond",3.0,2.0,79.2,1.0,3.0,299000.0,A,2023.0,harju, Tallinn,Haabersti linnaosa,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10617,59.432601,24.6853259
40,"Lahepea tn 17-3, Haabersti linnaosa, Tallinn, Harju maakond",2.0,1.0,90.5,1.0,4.0,378000.0,A,2023.0,harju, Tallinn,Haabersti linnaosa,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,10617,59.432601,24.6853259
41,"Lahepea tn 17-5, Haabersti linnaosa, Tallinn, Harju maakond",2.0,1.0,37.0,1.0,3.0,164900.0,A,2023.0,harju, Tallinn,Haabersti linnaosa,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,10617,59.432601,24.6853259
42,"Ehitajate tee 60, Mustamäe linnaosa, Tallinn, Harju maakond",2.0,1.0,24.0,4.0,5.0,115000.0,C,2018.0,harju, Tallinn,Mustamäe linnaosa,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,12911,59.4032437,24.6712258
44,"Kaselaane põik 2/1, Laagri alevik, Saue vald, Harju maakond",4.0,3.0,91.8,3.0,3.0,289000.0,B,2015.0,harju, Saue vald,Laagri alevik,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,76401,59.35212070000001,24.6380612
45,"Selise tn 26, Haabersti linnaosa, Tallinn, Harju maakond",3.0,2.0,99.1,3.0,3.0,429000.0,energiamärgis määramata,2007.0,harju, Tallinn,Haabersti linnaosa,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,13522,59.4504221,24.5992002
46,"Järve tn 50, Järve, Kristiine linnaosa, Tallinn, Harju maakond",2.0,1.0,54.5,2.0,3.0,179000.0,F,1955.0,harju, Tallinn,Kristiine linnaosa,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11314,59.39925770000001,24.7183988
47,"Lasnamäe tn 4c, Kesklinna linnaosa, Tallinn, Harju maakond",4.0,3.0,88.5,7.0,13.0,424000.0,B,2018.0,harju, Tallinn,Kesklinna linnaosa,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,11412,59.4287643,24.783365
48,"Tiiu tn 12/3-4, Veerenni, Kesklinna linnaosa, Tallinn, Harju maakond",1.0,1.0,32.0,1.0,5.0,170900.0,B,2022.0,harju, Tallinn,Kesklinna linnaosa,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11313,59.41572879999999,24.7562853
49,"Võistluse tn 6/2-75, Juhkentali, Kesklinna linnaosa, Tallinn, Harju maakond",3.0,2.0,71.5,5.0,14.0,305680.0,B,2020.0,harju, Tallinn,Kesklinna linnaosa,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,10132,59.42586919999999,24.7670365
50,"Järveotsa tee 23, Väike-Õismäe, Haabersti linnaosa, Tallinn, Harju maakond",3.0,2.0,65.6,8.0,9.0,114000.0,E,1977.0,harju, Tallinn,Haabersti linnaosa,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13520,59.4077123,24.6386796
51,"Virbi tn 4, Laagna, Lasnamäe linnaosa, Tallinn, Harju maakond",3.0,2.0,67.5,6.0,14.0,175000.0,energiamärgis määramata,1992.0,harju, Tallinn,Lasnamäe linnaosa,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13622,59.4406877,24.8417923
52,"Paekaare tn 78, Lasnamäe linnaosa, Tallinn, Harju maakond",2.0,1.0,52.6,5.0,5.0,113000.0,E,1978.0,harju, Tallinn,Lasnamäe linnaosa,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13611,59.4343164,24.825862
53,"Mustakivi tee 25, Lasnamäe linnaosa, Tallinn, Harju maakond",3.0,2.0,66.0,1.0,12.0,202500.0,energiamärgis määramata,2018.0,harju, Tallinn,Lasnamäe linnaosa,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,13917,59.4471603,24.8591671
54,"J. Sütiste tee 19a, Mustamäe linnaosa, Tallinn, Harju maakond",2.0,1.0,54.8,6.0,7.0,140000.0,C,2007.0,harju, Tallinn,Mustamäe linnaosa,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,13419,59.3977168,24.6996053
56,"Lahepea tn 19-28, Haabersti linnaosa, Tallinn, Harju maakond",4.0,3.0,107.6,3.0,3.0,539800.0,A,2023.0,harju, Tallinn,Haabersti linnaosa,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,10617,59.432589,24.6853371
57,"Sõnajala tee 1-19, Järveküla, Rae vald, Harju maakond",2.0,1.0,46.9,1.0,3.0,162900.0,A,2023.0,harju, Rae vald,Järveküla,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,75304,59.3820391,24.8026637
58,"Loitsu tn 5, Lasnamäe linnaosa, Tallinn, Harju maakond",2.0,1.0,49.8,1.0,9.0,110000.0,D,1981.0,harju, Tallinn,Lasnamäe linnaosa,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,13622,59.44235609999999,24.8381294
59,"Kalevipoja tn 12, Lasnamäe linnaosa, Tallinn, Harju maakond",4.0,2.0,79.6,8.0,9.0,179900.0,E,1979.0,harju, Tallinn,Lasnamäe linnaosa,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,13625,59.43801329999999,24.8309801
60,"Tedre tn 81, Kristiine linnaosa, Tallinn, Harju maakond",2.0,1.0,43.6,1.0,5.0,125000.0,energiamärgis määramata,1973.0,harju, Tallinn,Kristiine linnaosa,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,10616,59.4210776,24.7042582
61,"Sooja tn 2/1, Saue linn, Harju maakond",2.0,1.0,37.2,3.0,6.0,133400.0,B,2019.0,harju,Saue linn,Saue linn,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,76505,59.322594,24.5659028
62,"Heki tee 10, Haabneeme alevik, Viimsi vald, Harju maakond",4.0,3.0,94.3,3.0,8.0,269000.0,energiamärgis määramata,2007.0,harju, Viimsi vald,Haabneeme alevik,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,74001,59.5126817,24.8321243
64,"Tehase tee 15, Raasiku alevik, Raasiku vald, Harju maakond",2.0,1.0,46.5,1.0,2.0,89900.0,energiamärgis määramata,1957.0,harju, Raasiku vald,Raasiku alevik,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,75203,59.3694541,25.1522078
66,"Kalaranna tn 21, Põhja-Tallinna linnaosa, Tallinn, Harju maakond",3.0,2.0,63.7,1.0,4.0,319000.0,A,2022.0,harju, Tallinn,Põhja-Tallinna linnaosa,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,10415,59.4488861,24.7409435
67,"J. Koorti tn 1, Lasnamäe linnaosa, Tallinn, Harju maakond",2.0,1.0,32.8,5.0,5.0,89000.0,F,1972.0,harju, Tallinn,Lasnamäe linnaosa,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13612,59.4418964,24.8275882
68,"Kalaranna tn 23, Põhja-Tallinna linnaosa, Tallinn, Harju maakond",2.0,1.0,50.4,1.0,4.0,249900.0,A,2022.0,harju, Tallinn,Põhja-Tallinna linnaosa,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10415,59.4486482,24.7403821
69,"Lastekodu tn 31/2, Kesklinna linnaosa, Tallinn, Harju maakond",3.0,2.0,57.0,2.0,5.0,244900.0,energiamärgis määramata,2023.0,harju, Tallinn,Kesklinna linnaosa,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,10115,59.4282256,24.7736208
70,"Teelise tn 8, Nõmme linnaosa, Tallinn, Harju maakond",2.0,1.0,48.8,1.0,4.0,159900.0,B,2023.0,harju, Tallinn,Nõmme linnaosa,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,10916,59.36084259999999,24.6323894
73,"Lastekodu tn 31/1, Kesklinna linnaosa, Tallinn, Harju maakond",2.0,1.0,41.9,2.0,6.0,184900.0,B,2023.0,harju, Tallinn,Kesklinna linnaosa,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,10115,59.4282256,24.7736208
74,"Aiandi tn 9/3, Mustamäe linnaosa, Tallinn, Harju maakond",2.0,1.0,40.4,5.0,8.0,149900.0,B,2022.0,harju, Tallinn,Mustamäe linnaosa,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,12915,59.4120079,24.6821296
75,"Käbliku tn 1, Kristiine, Kristiine linnaosa, Tallinn, Harju maakond",3.0,2.0,72.3,3.0,5.0,224900.0,F,2003.0,harju, Tallinn,Kristiine linnaosa,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,10615,59.42504150000001,24.7189007
76,"Sepa tn 18, Põhja-Tallinna linnaosa, Tallinn, Harju maakond",3.0,2.0,87.6,4.0,5.0,365000.0,B,2019.0,harju, Tallinn,Põhja-Tallinna linnaosa,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11712,59.46195590000001,24.6780818
77,"Ilmarise tn 5, Hiiu, Nõmme linnaosa, Tallinn, Harju maakond",3.0,2.0,52.3,5.0,5.0,169900.0,energiamärgis määramata,1972.0,harju, Tallinn,Nõmme linnaosa,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,11613,59.370121,24.6753033
78,"Aleviku põik 2, Jüri, Jüri alevik, Rae vald, Harju maakond",3.0,2.0,82.0,3.0,3.0,245000.0,energiamärgis määramata,2008.0,harju, Rae vald,Jüri alevik,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,75305,59.3557222,24.8944163
79,"Punane tn 21, Lasnamäe linnaosa, Tallinn, Harju maakond",2.0,1.0,43.4,1.0,9.0,95500.0,E,1970.0,harju, Tallinn,Lasnamäe linnaosa,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13611,59.43510939999999,24.823192
80,"Paekalda tn 12, Lahekalda, Lasnamäe linnaosa, Tallinn, Harju maakond",3.0,3.0,68.1,3.0,5.0,289000.0,B,2021.0,harju, Tallinn,Lasnamäe linnaosa,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,13628,59.45192609999999,24.8201858
81,"Sõpruse pst 198, Mustamäe linnaosa, Tallinn, Harju maakond",3.0,2.0,64.2,5.0,5.0,128000.0,energiamärgis määramata,1967.0,harju, Tallinn,Mustamäe linnaosa,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13423,59.40737459999999,24.702086
82,"Õismäe tee 112, Haabersti linnaosa, Tallinn, Harju maakond",3.0,2.0,65.3,14.0,16.0,122000.0,D,1980.0,harju, Tallinn,Haabersti linnaosa,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,13513,59.4177508,24.6433642
83,"Katusepapi tn 42/1, Lasnamäe linnaosa, Tallinn, Harju maakond",1.0,1.0,18.0,2.0,2.0,67000.0,energiamärgis määramata,1940.0,harju, Tallinn,Lasnamäe linnaosa,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,11412,59.42526299999999,24.7908282
84,"Akadeemia tee 14, Mustamäe linnaosa, Tallinn, Harju maakond",2.0,1.0,44.0,1.0,5.0,104900.0,D,1963.0,harju, Tallinn,Mustamäe linnaosa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12611,59.39757050000001,24.6684085
85,"Pärnu mnt 82, Kesklinna linnaosa, Tallinn, Harju maakond",2.0,1.0,56.1,2.0,6.0,155000.0,energiamärgis määramata,1953.0,harju, Tallinn,Kesklinna linnaosa,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,10131,59.4223139,24.742032
86,"Sadama tn 15, Paldiski linn, Harju maakond",2.0,1.0,38.6,4.0,5.0,32000.0,D,1970.0,harju,Paldiski linn,Paldiski linn,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,76805,59.3538383,24.0557756
87,"Vesilennuki tn 18, Kalamaja, Põhja-Tallinna linnaosa, Tallinn, Harju maakond",3.0,2.0,83.1,3.0,6.0,415000.0,B,2022.0,harju, Tallinn,Põhja-Tallinna linnaosa,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,10415,59.45253789999999,24.7323449
88,"Sääse tn 1, Mustamäe linnaosa, Tallinn, Harju maakond",3.0,2.0,60.1,8.0,9.0,123000.0,E,1971.0,harju, Tallinn,Mustamäe linnaosa,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,12918,59.410056,24.6881226
89,"Vanakuu tn 9, Haabersti linnaosa, Tallinn, Harju maakond",3.0,1.0,66.4,1.0,3.0,228000.0,C,2018.0,harju, Tallinn,Haabersti linnaosa,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,13516,59.4300626,24.6158731
91,"Aruküla tee  6, Jüri alevik, Rae vald, Harju maakond",2.0,1.0,49.6,1.0,3.0,137000.0,energiamärgis määramata,2007.0,harju, Rae vald,Jüri alevik,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,75305,59.3544388,24.8922485
92,"Mustamäe tee 181, Mustamäe linnaosa, Tallinn, Harju maakond",3.0,2.0,59.8,3.0,9.0,153000.0,D,1968.0,harju, Tallinn,Mustamäe linnaosa,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12912,59.4040882,24.6821739
93,"Väike-Sepa tee 2, Viimsi alevik, Harju maakond",4.0,2.0,115.8,3.0,3.0,290000.0,D,2002.0,harju,Viimsi alevik,Viimsi alevik,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,74001,59.4989559,24.8349755
94,"Uuspere tee 6/1, Tiskre küla, Harku vald, Harju maakond",2.0,1.0,50.9,3.0,3.0,169900.0,B,2022.0,harju, Harku vald,Tiskre küla,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,76924,59.43336539999999,24.5883886
96,"Heli tn 7/1, Mustamäe linnaosa, Tallinn, Harju maakond",3.0,2.0,66.3,1.0,8.0,249900.0,B,2020.0,harju, Tallinn,Mustamäe linnaosa,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,12618,59.3941597,24.6519614
97,"Lastekodu tn 28, Kesklinna linnaosa, Tallinn, Harju maakond",4.0,3.0,125.3,2.0,2.0,250000.0,energiamärgis määramata,1914.0,harju, Tallinn,Kesklinna linnaosa,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,10113,59.42856440000001,24.7704589
98,"Padriku tee 4/5, Pirita linnaosa, Tallinn, Harju maakond",3.0,2.0,90.1,3.0,4.0,235000.0,energiamärgis määramata,2005.0,harju, Tallinn,Pirita linnaosa,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11912,59.48200209999999,24.849488
99,"J. Sütiste tee 43, Mustamäe, Mustamäe linnaosa, Tallinn, Harju maakond",3.0,2.0,60.2,7.0,9.0,148000.0,D,1972.0,harju, Tallinn,Mustamäe linnaosa,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13414,59.3965882,24.6771444
101,"Sammu tn 5-8, Kristiine linnaosa, Tallinn, Harju maakond",2.0,1.0,46.8,2.0,5.0,199900.0,B,2022.0,harju, Tallinn,Kristiine linnaosa,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,11316,59.4060836,24.7249695
102,"Vanakuu tn 11, Haabersti linnaosa, Tallinn, Harju maakond",3.0,2.0,65.3,3.0,4.0,220000.0,energiamärgis määramata,2019.0,harju, Tallinn,Haabersti linnaosa,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,13516,59.4304255,24.6174447
103,"Sõpruse pst 219, Mustamäe linnaosa, Tallinn, Harju maakond",3.0,2.0,66.5,5.0,5.0,163000.0,D,1969.0,harju, Tallinn,Mustamäe linnaosa,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,13414,59.39931350000001,24.6913423
104,"Tammepõllu tee 25, Haabneeme alevik, Viimsi vald, Harju maakond",3.0,2.0,65.6,2.0,3.0,192000.0,E,2014.0,harju, Viimsi vald,Haabneeme alevik,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,74001,59.5144141,24.8278394
105,"Padriku tee 5/3, Pirita linnaosa, Tallinn, Harju maakond",3.0,2.0,90.1,3.0,4.0,242000.0,energiamärgis määramata,2006.0,harju, Tallinn,Pirita linnaosa,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,11912,59.4829792,24.8520883
107,"Katleri tn 1, Lasnamäe linnaosa, Tallinn, Harju maakond",3.0,2.0,64.9,2.0,9.0,135000.0,E,1992.0,harju, Tallinn,Lasnamäe linnaosa,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13915,59.45057420000001,24.8469104
108,"Majaka põik 28, Sikupilli, Lasnamäe linnaosa, Tallinn, Harju maakond",1.0,1.0,27.0,2.0,4.0,92000.0,F,1970.0,harju, Tallinn,Lasnamäe linnaosa,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,11412,59.4277353,24.7911939
109,"Majaka põik 28, Sikupilli, Kesklinna linnaosa, Tallinn, Harju maakond",1.0,1.0,27.0,2.0,4.0,92000.0,energiamärgis määramata,1970.0,harju, Tallinn,Kesklinna linnaosa,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,11412,59.4277353,24.7911939
110,"Kadaka pst 138, Mustamäe, Mustamäe linnaosa, Tallinn, Harju maakond",3.0,2.0,68.6,1.0,7.0,230000.0,C,2014.0,harju, Tallinn,Mustamäe linnaosa,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,12618,59.39635930000001,24.6459747
