,Üldinfo,aadress,date,ID,Seisukord,Tube,Magamistube,Vannitube,Üldpind,Rõdu,Rõdu pind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Lisaväärtused,Hind,Hind / m²,Selle objekti kuumakse Luminoris,Tee kodu korda Luminori abil!,Hoone,Katastritunnus,Energiamärgis,Materjal,Ehitusaasta,Lisaruumid,Tehnosüsteemid,Küte,Sanitaar,Pliit,Side,Parkimine,Lisainfo,Ventilatsioon,Köögi pind,Lift,Katus,Kinnistu number,tasuta parkimine,Krunt,Suve kommunaalid,Talve kommunaalid,tasuline parkimine,Saadaval,Lisanduvad kommunaalid,Tagatisraha,KM,Sihtotstarve,Parkimiskohti,Lisanduvad kommunaalkulud,Maakleritasu,Piirangud
980,Üldinfo,"Õismäe tee 66,Haabersti linnaosa, Tallinn, Harju maakond",5/27/2022,4088708,valmis,2,2,1,49.4 m²,rõdu,,3,9,kinnistu,"turvauks,trepikoda lukus","mööbel,külmik",109 750 €,2 221.66 €/m²,"345 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,D,paneelmaja,1975,,Tehnosüsteemid,keskküte,"pesumasin,dušš",elektripliit,kaabel-TV,,,,,,,,jah,,,,,,"küte,elekter,vesi",,,,,,,hüpoteek
981,Üldinfo,"Orumetsa tn 5,Maardu linn, Harju maakond",5/27/2022,1913745,uusehitis,2,1,1,52 m²,,,4,5,korteriomand,,,117 500 €,2 259.62 €/m²,"369 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,energiamärgis määramata,kivimaja,2006,,Tehnosüsteemid,,,elektripliit,,,,,,,,0,,,,,,,,,,,,,,
982,Üldinfo,"Sõpruse pst 214,Mustamäe linnaosa, Tallinn, Harju maakond",5/27/2022,7955885,renoveeritud,3,2,,69.9 m²,,,1,9,,,,160 000 €,2 288.98 €/m²,"503 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,E,kivimaja,1973,,,,,,,,,,,,,0,,,,,,,,,,,,,,
983,Üldinfo,"Pikri tn 8,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,8789068,vajab kapitaalremonti,1,,,32.7 m²,,,4,5,korteriomand,trepikoda lukus,,86 000 €,2 629.97 €/m²,"270 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78403:311:0031,energiamärgis määramata,kivimaja,,panipaik,Tehnosüsteemid,keskküte,vann,elektripliit,internet,,,sundventilatsioon,,,,8211601,jah,2721 m²,,,,,,,,,,,,
984,Üldinfo,"Muhu tn 11,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,2491827,valmis,1,,,32.8 m²,,,5,9,korteriomand,trepikoda lukus,mööbel,95 000 €,2 896.34 €/m²,"298 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78403:307:0484,E,paneelmaja,1988,,Tehnosüsteemid,keskküte,dušš,elektripliit,internet,,,sundventilatsioon,,jah,,10856901,jah,1084 m²,,,,,,,,,,,,
985,Üldinfo,"Vana-Lõuna tn 39, Veerenni asum,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,4252618,"uusehitis,valmis",2,1,,80.5 m²,terrass,,1,4,korteriomand,"naabrivalve,turvauks,videokaamerad,trepikoda lukus,turvasüsteem","kinnine hoov,mööbel",249 000 €,3 093.17 €/m²,"782 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:110:0014,D,kivimaja,1912,"panipaik,garderoob",Tehnosüsteemid,gaasiküte,"tsentraalne kanalisatsioon,pesumasin,dušš",elektripliit,"telefon,digi-TV,internet",,,,,,,,,,,,,,,,,,,,,
986,Üldinfo,"Sõpruse pst 170,Kristiine linnaosa, Tallinn, Harju maakond",5/27/2022,2906657,valmis,2,1,,53.2 m²,,,2,5,korteriomand,"turvauks,trepikoda lukus",mööbel,175 000 €,3 289.47 €/m²,"550 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,E,puitmaja,2005,,Tehnosüsteemid,"keskküte,elektriküte,gaasiküte","dušš,vann",,"kaabel-TV,internet",,,,,jah,,,,,,,,,,,,,,,,
987,Üldinfo,"Seebi tn 1,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,4846008,uusehitis,3,2,1,70 m²,,,16,20,korteriomand,,,367 900 €,5 255.71 €/m²,"1 156 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:101:3428,C,kivimaja,2021,,Tehnosüsteemid,,,elektripliit,,,,,,,,,,,,,,,,,,,,,,
988,Üldinfo,"Tööstuse tn 11/1,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,8326435,uusehitis,2,1,1,42 m²,,,2,2,korteriomand,,,189 900 €,4 521.43 €/m²,"597 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78408:801:0190,F,puitmaja,1905,panipaik,,,,,,,,,,,,,,,,,,,,,,,,,,
989,Üldinfo,"Sõpruse pst 208,Mustamäe linnaosa, Tallinn, Harju maakond",5/27/2022,5663954,renoveeritud,2,1,,58.1 m²,klaasitud rõdu,5.5,6,9,korteriomand,"turvauks,turvasüsteem,trepikoda lukus",mööbel,132 500 €,2 280.55 €/m²,"416 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,E,kivimaja,1988,garderoob,Tehnosüsteemid,keskküte,"tsentraalne kanalisatsioon,vann",elektripliit,"internet,digi-TV,telefon",tasuta parkimine,,,11.3,jah,,,,,,,,,,,,,,,,
990,Üldinfo,"Päevalille tn 3, BRONEERITUD,Haabersti linnaosa, Tallinn, Harju maakond",5/27/2022,8798662,uus viimistlus,3,2,1,65.2 m²,rõdu,,7,16,korteriomand,"naabrivalve,turvauks,trepikoda lukus,turvasüsteem,videokaamerad","mööbel,mööbli võimalus",147 550 €,2 263.04 €/m²,"464 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78406:603:1350,D,paneelmaja,1983,,Tehnosüsteemid,keskküte,"vann,wc ja vannituba eraldi,dušš,pesumasin",elektripliit,"telefon,digi-TV,internet",tasuta parkimine,,,,jah,rullmaterjal,,,,,,,,,,,,,,,
991,Üldinfo,"Ehitajate tee 72,Mustamäe linnaosa, Tallinn, Harju maakond",5/27/2022,1500767,vajab renoveerimist,2,,,43.8 m²,,,4,5,,,,97 500 €,2 226.03 €/m²,"306 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78405:501:3750,D,paneelmaja,1967,,,,,,,,,,,,,,,,60,120,,,,,,,,,,
992,Üldinfo,"Villardi tn 29, Uus Maailm,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,9303809,valmis,2,1,,45.7 m²,,,1,3,korteriomand,"turvauks,trepikoda lukus","mööbli võimalus,külmik",160 000 €,3 501.09 €/m²,"503 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,energiamärgis määramata,kivimaja,2016,panipaik,Tehnosüsteemid,keskküte,"wc ja vannituba eraldi,pesumasin,dušš,vann",,"internet,kaabel-TV",,,sundventilatsioon,,,kivi,,,,,,,,,,,,,,,
993,Üldinfo,"Randla tn 13,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,6501494,renoveeritud,2,1,,32.3 m²,rõdu,2,2,9,korteriomand,"videokaamerad,trepikoda lukus,turvauks,naabrivalve","mööbel,mööbli võimalus,külmik",93 000 €,2 879.26 €/m²,"292 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78408:805:2240,E,paneelmaja,1978,panipaik,Tehnosüsteemid,keskküte,"dušš,pesumasin",elektripliit,"telefon,kaabel-TV,internet",,,,,jah,,,jah,,130,180,,,,,,,,,,
994,Üldinfo,"Väike tn 4c,Nõmme linnaosa, Tallinn, Harju maakond",5/27/2022,7126457,vajab renoveerimist,2,1,,44.7 m²,,,1,2,korteriomand,,,119 900 €,2 682.33 €/m²,"377 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78404:401:0039,energiamärgis määramata,puitmaja,1946,panipaik,Tehnosüsteemid,,,puupliit,,,,,,,,,,,,,,,,,,,,,,
995,Üldinfo,"Tähistaeva tn 8,Haabersti linnaosa, Tallinn, Harju maakond",5/27/2022,2417656,uusehitis,3,2,,67.7 m²,,,2,4,korteriomand,"trepikoda lukus,turvauks",,205 000 €,3 028.07 €/m²,"644 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78406:606:0038,C,kivimaja,2016,panipaik,Tehnosüsteemid,gaasiküte,dušš,elektripliit,"internet,kaabel-TV",,,sundventilatsioon,,,,3383550,,,,,,,,,,,,,,
996,Üldinfo,"Mustamäe tee 193,Mustamäe linnaosa, Tallinn, Harju maakond",5/27/2022,8449228,vajab renoveerimist,3,2,,46.7 m²,,,1,5,korteriomand,,"mööbel,mööbli võimalus,külmik",118 900 €,2 546.04 €/m²,"374 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78405:501:0680,E,paneelmaja,1966,panipaik,Tehnosüsteemid,keskküte,"pesumasin,dušš",elektripliit,,,,,,,,,jah,,70,130,,,,,,,,,,
997,Üldinfo,"Rahumäe tee 6b,Kristiine linnaosa, Tallinn, Harju maakond",5/27/2022,3307267,valmis,2,1,,39.2 m²,,,1,4,korteriomand,"trepikoda lukus,turvauks","mööbli võimalus,külmik",119 900 €,3 058.67 €/m²,"377 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78407:703:0760,C,,2003,panipaik,Tehnosüsteemid,keskküte,"dušš,pesumasin",elektripliit,"internet,telefon,kaabel-TV",,,,,,,,,,50,100,,,,,,,,,,
998,Üldinfo,"Loitsu tn 1,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,9384690,renoveeritud,4,3,1,70.4 m²,kinnine rõdu,,1,9,korteriomand,"turvauks,trepikoda lukus","mööbel,mööbli võimalus,külmik",149 000 €,2 116.48 €/m²,"468 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,D,paneelmaja,1972,,Tehnosüsteemid,keskküte,"dušš,pesumasin,vann,wc ja vannituba eraldi",elektripliit,"kaabel-TV,internet",,,,,jah,,,,,,,,,,,,,,,,
999,Üldinfo,"Räägu tn 12b,Kristiine linnaosa, Tallinn, Harju maakond",5/27/2022,8355183,uusehitis,3,2,1,82.1 m²,rõdu,,2,4,korteriomand,"trepikoda lukus,turvauks","mööbel,mööbli võimalus,külmik",235 000 €,2 862.36 €/m²,"738 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,F,,2007,panipaik,Tehnosüsteemid,gaasiküte,"pesumasin,dušš",elektripliit,"kaabel-TV,internet,telefon",,,,,,,,jah,,,,,,,,,,2,,,
1000,Üldinfo,"Vasara tn 15-16,Keila linn, Harju maakond",5/27/2022,3502990,uusehitis,2,1,1,39.2 m²,rõdu,5,2,3,korteriomand,trepikoda lukus,,137 500 €,,"432 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,A,kivimaja,2022,panipaik,Tehnosüsteemid,"põrandaküte,keskküte","dušš,tsentraalne kanalisatsioon",elektripliit,internet,kindel parkimiskoht kinnistul,,sundventilatsioon,,,,,,,,,,,,,,,,,,
1001,Üldinfo,"Odra tn 4,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,8176464,renoveeritud,4,3,1,104.3 m²,,,4,5,korteriomand,trepikoda lukus,"kinnine hoov,mööbel",309 000 €,2 962.61 €/m²,"971 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:111:0022,energiamärgis määramata,kivimaja,1972,kelder,Tehnosüsteemid,gaasiküte,"pesumasin,tsentraalne kanalisatsioon,vann,boiler,wc ja vannituba eraldi",elektripliit,"digi-TV,internet",kindel parkimiskoht kinnistul,,,,,,,,,,,,,,,,,,,,
1002,Üldinfo,"Paekaare tn 58,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,1619022,valmis,1,1,,33 m²,,,8,9,korteriomand,"trepikoda lukus,turvauks","mööbel,mööbli võimalus,külmik",94 900 €,2 875.76 €/m²,"298 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78403:312:0006,,paneelmaja,1979,,Tehnosüsteemid,keskküte,"vann,pesumasin",elektripliit,"kaabel-TV,internet,telefon",,,,,jah,,,,,,,,,,,,,,,,
1003,Üldinfo,"Jalami tn 1, ASTANGU,Haabersti linnaosa, Tallinn, Harju maakond",5/27/2022,5943883,uusehitis,2,1,,65.8 m²,rõdu,15.1,3,8,korteriomand,"turvauks,trepikoda lukus,naabrivalve","mööbel,mööbli võimalus,külmik",237 000 €,3 601.82 €/m²,"745 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,,paneelmaja,2021,panipaik,Tehnosüsteemid,keskküte,"dušš,pesumasin",,"telefon,internet,kaabel-TV",,,,,jah,,,jah,,,,,,,,,,,,,
1004,Üldinfo,"Pajude pst 7,Laagri alevik, Saue vald, Harju maakond",5/27/2022,2087713,valmis,4,3,,74.1 m²,rõdu,,2,5,korteriomand,"trepikoda lukus,naabrivalve,turvauks","mööbel,külmik",163 000 €,2 199.73 €/m²,"512 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,72701:005:0043,E,kivimaja,1978,,Tehnosüsteemid,keskküte,"vann,pesumasin,wc ja vannituba eraldi",elektripliit,internet,,,,,,,0,jah,,,,,,,,,,,,,
1005,Üldinfo,"Ehitajate tee 88,Mustamäe linnaosa, Tallinn, Harju maakond",5/27/2022,6135379,san remont tehtud,2,1,,47 m²,rõdu,,3,5,korteriomand,,"mööbel,mööbli võimalus,külmik",114 900 €,2 444.68 €/m²,"361 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,D,paneelmaja,1967,panipaik,Tehnosüsteemid,keskküte,"pesumasin,wc ja vannituba eraldi,vann",gaasipliit,kaabel-TV,,,,,,,0,jah,,,,,,,,,,,,,
1006,Üldinfo,"Sarapuu tee 4,Valingu küla, Saue vald, Harju maakond",5/27/2022,4961207,,2,1,,42.1 m²,,,2,2,,,mööbli võimalus,47 000 €,1 116.39 €/m²,"148 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,72701:003:0330,,kivimaja,,kelder,Tehnosüsteemid,"õhksoojuspump,ahjuküte","boiler,dušš",,,tasuta parkimine,,,,,eterniit,,,,,,,,,,,,,,,
1007,Üldinfo,"Kirsi tn 5,Kristiine linnaosa, Tallinn, Harju maakond",5/27/2022,4353629,vajab renoveerimist,2,1,1,44.9 m²,"klaasitud rõdu,kinnine rõdu",5.4,4,9,korteriomand,"turvauks,trepikoda lukus","kinnine hoov,mööbel,mööbli võimalus",109 000 €,2 427.62 €/m²,"342 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,E,paneelmaja,1974,panipaik,Tehnosüsteemid,keskküte,"dušš,tsentraalne kanalisatsioon",elektripliit,,tasuta parkimine,,sundventilatsioon,7.5,jah,rullmaterjal,,,,,,,,,,,,,,,
1008,Üldinfo,"Heli tn 3/1,Mustamäe linnaosa, Tallinn, Harju maakond",5/27/2022,5772000,uusehitis,2,,,45.4 m²,rõdu,,8,8,korteriomand,trepikoda lukus,"mööbel,külmik",199 000 €,4 383.26 €/m²,"625 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,B,kivimaja,2018,panipaik,Tehnosüsteemid,,"pesumasin,dušš",,,,http://www.arcovara.ee/316916,,,jah,,,,,,,,,,,,,,Added_to_price,,
1009,Üldinfo,"Puhangu tn 10,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,5603133,valmis,1,,,16 m²,,,4,5,korteriomand,,,39 900 €,2 493.75 €/m²,"125 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,D,,1970,,,,,,,,http://www.arcovara.ee/316913,,,,,,,,,,,,,,,,,Added_to_price,,
1010,Üldinfo,"Sulevimägi 8,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,5902300,,2,1,1,50.3 m²,rõdu,3.3,4,4,korteriomand,"naabrivalve,trepikoda lukus,turvauks","kinnine hoov,mööbli võimalus",249 000 €,4 950.30 €/m²,"782 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:101:3920,energiamärgis määramata,kivimaja,,kelder,Tehnosüsteemid,"keskküte,kamin","tsentraalne kanalisatsioon,dušš",elektripliit,"digi-TV,internet",,,,,,plekk,,,,,,,,,,,,,,,
1011,Üldinfo,"Järvekalda tee 3,Harkujärve küla, Harku vald, Harju maakond",5/27/2022,8888816,renoveeritud,3,2,1,71 m²,,,1,2,korteriomand,trepikoda lukus,mööbli võimalus,170 000 €,2 394.37 €/m²,"534 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,energiamärgis määramata,paneelmaja,1985,"kelder,panipaik,garderoob",Tehnosüsteemid,keskküte,"vann,boiler,pesumasin,dušš",elektripliit,"telefon,internet,digi-TV","tasuta parkimine,kindel parkimiskoht kinnistul",,,,,,,,,,,,,,,,,,,,
1012,Üldinfo,"Lõime tn 7a,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,5152559,"renoveeritud,uus viimistlus,valmis",3,2,1,51.5 m²,,,2,2,korteriomand,"trepikoda lukus,turvauks","kinnine hoov,mööbel,mööbli võimalus",170 000 €,3 300.97 €/m²,"534 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,C,puitmaja,1946,"kelder,panipaik,garderoob",Tehnosüsteemid,"elektriküte,ahjuküte,kombineeritud küte","boiler,pesumasin,dušš",elektripliit,"digi-TV,telefon,internet","kindel parkimiskoht kinnistul,tasuta parkimine",,,,,plekk,,,,,,,,,,,,,,,
1013,Üldinfo,"Lõime tn 25,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,5900014,renoveeritud,1,,,27 m²,,,1,4,korteriomand,,,82 000 €,3 037.04 €/m²,"258 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,F,paneelmaja,,,Tehnosüsteemid,,,gaasipliit,,,,,,,,,,,,,,,,,,,,,,
1014,Üldinfo,"Avar tn 6,Maardu linn, Harju maakond",5/27/2022,1700438,"renoveeritud,valmis",1,1,1,32.6 m²,,,3,5,korteriomand,"trepikoda lukus,turvauks,naabrivalve",,62 990 €,1 932.21 €/m²,"198 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,energiamärgis määramata,"paneelmaja,kivimaja",1977,,Tehnosüsteemid,keskküte,"tsentraalne kanalisatsioon,pesumasin,dušš",elektripliit,"digi-TV,internet",tasuta parkimine,,,,,,,,,,,,,,,,,,,,
1015,Üldinfo,"Ringi tn 11,Maardu linn, Harju maakond",5/27/2022,2944156,vajab renoveerimist,4,3,1,79 m²,"rõdu,klaasitud rõdu",,5,5,korteriomand,"naabrivalve,turvauks,trepikoda lukus",,93 000 €,1 177.22 €/m²,"292 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,,kivimaja,1973,,Tehnosüsteemid,keskküte,"dušš,wc ja vannituba eraldi,tsentraalne kanalisatsioon",elektripliit,"internet,digi-TV",tasuta parkimine,,,,,,,,,,,,,,,,,,,,
1016,Üldinfo,"Vasara tn 2c,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,7072495,"valmis,vajab kapitaalremonti",1,1,1,27.9 m²,,,4,4,korteriomand,"trepikoda lukus,turvauks,naabrivalve",,75 000 €,2 688.17 €/m²,"236 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,G,kivimaja,,,Tehnosüsteemid,keskküte,"dušš,tsentraalne kanalisatsioon",gaasipliit,"digi-TV,internet",tasuta parkimine,,,,,,,,,,,,,,,,,,,,
1017,Üldinfo,"Tindi tn 4,Haabersti linnaosa, Tallinn, Harju maakond",5/27/2022,6298605,,2,1,1,45.5 m²,,,1,3,korteriomand,,,217 000 €,4 769.23 €/m²,"682 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,B,kivimaja,2015,panipaik,Tehnosüsteemid,,,elektripliit,,,,,,,,,,,,,,,,,,,,,,
1018,Üldinfo,"Turba tee 2,Lehetu küla, Saue vald, Harju maakond",5/27/2022,1604238,renoveeritud,3,2,1,68 m²,rõdu,,1,3,korteriomand,,,49 500 €,727.94 €/m²,"156 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,51801:002:0036,E,paneelmaja,1981,panipaik,Tehnosüsteemid,,,elektripliit,,,,,,,,,,,,,,,,,,,,,,
1019,Üldinfo,"Vabaõhumuuseumi tee 65,Haabersti linnaosa, Tallinn, Harju maakond",5/27/2022,2256771,valmis,3,2,,113 m²,,,3,4,korteriomand,"trepikoda lukus,turvauks",,360 000 €,3 185.84 €/m²,"1 131 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78406:609:0028,C,kivimaja,2014,panipaik,Tehnosüsteemid,gaasiküte,"saun,vann,dušš,wc ja vannituba eraldi",elektripliit,kaabel-TV,,,sundventilatsioon,,,,26601201,,1277 m²,,,,,,,,,,,,
1020,Üldinfo,"Taludevahe tn 116,Haabersti linnaosa, Tallinn, Harju maakond",5/27/2022,5589439,valmis,3,2,1,77.6 m²,,,1,4,korteriomand,trepikoda lukus,mööbli võimalus,210 000 €,2 706.19 €/m²,"660 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78406:612:0028,,kivimaja,2008,panipaik,Tehnosüsteemid,gaasiküte,,,"internet,digi-TV",kindel parkimiskoht kinnistul,,,,,bituumen,2472056,,,,,,,,,,,,,,
1021,Üldinfo,"A. Reinvaldi tn 3,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,2710979,valmis,4,3,1,124.6 m²,rõdu,7.3,4,5,korteriomand,,"kinnine hoov,mööbel,mööbli võimalus",405 000 €,,"1 272 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,C,kivimaja,1998,,Tehnosüsteemid,elektriküte,"lokaalne kanalisatsioon,pesumasin,vann,dušš,tsentraalne kanalisatsioon,wc ja vannituba eraldi",elektripliit,internet,"tasuta parkimine,kindel parkimiskoht kinnistul,parkimiskoht maa-aluses garaažis",,,,,,,,,,,,,,,,,,,,
1022,Üldinfo,"Kooli tn 2,Rummu alevik, Lääne-Harju vald, Harju maakond",5/27/2022,5962067,valmis,2,1,1,39.9 m²,,,2,3,korteriomand,"turvauks,trepikoda lukus,naabrivalve",mööbel,21 500 €,538.85 €/m²,"68 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,86801:001:0110,G,kivimaja,1967,kelder,Tehnosüsteemid,õhksoojuspump,"boiler,vann,tsentraalne kanalisatsioon",elektripliit,internet,tasuta parkimine,,konditsioneer,4,,,,,,,,,,,,,,,,,
1023,Üldinfo,"Kalaranna tn 8/9,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,3372443,valmis,2,1,1,59.5 m²,rõdu,14.7,3,5,korteriomand,"trepikoda lukus,turvauks",,395 000 €,,"1 241 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,B,kivimaja,2021,"panipaik,garderoob",Tehnosüsteemid,keskküte,"pesumasin,dušš,boiler",elektripliit,"telefon,digi-TV,internet",,,sundventilatsioon,,jah,bituumen,,,,,,,,,,,,,,,
1024,Üldinfo,"Energia tn 5,Kristiine linnaosa, Tallinn, Harju maakond",5/27/2022,6950170,renoveeritud,2,1,,26.7 m²,,,1,4,korteriomand,trepikoda lukus,,93 000 €,,"292 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,E,paneelmaja,1988,kelder,Tehnosüsteemid,keskküte,"pesumasin,dušš",gaasipliit,"telefon,internet",tasuta parkimine,,,,,,,,,,,,,,,,,,,,
1025,Üldinfo,"Linnamäe tee 79,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,3613147,renoveeritud,4,,,74.8 m²,klaasitud rõdu,1.5,9,9,korteriomand,"turvauks,trepikoda lukus",,135 000 €,1 804.81 €/m²,"424 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78403:308:0009,D,paneelmaja,1986,,Tehnosüsteemid,keskküte,,elektripliit,,tasuta parkimine,,,8,,,,,,,,,,,,,,,,,
1026,Üldinfo,"Kirsi tn 5,Kristiine linnaosa, Tallinn, Harju maakond",5/27/2022,2163773,vajab renoveerimist,2,1,1,44.9 m²,"klaasitud rõdu,kinnine rõdu",5.4,4,9,korteriomand,"turvauks,trepikoda lukus","kinnine hoov,mööbel,mööbli võimalus",109 000 €,2 427.62 €/m²,"342 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,E,paneelmaja,1974,panipaik,Tehnosüsteemid,keskküte,"dušš,tsentraalne kanalisatsioon",elektripliit,,tasuta parkimine,,sundventilatsioon,7.5,jah,rullmaterjal,,,,,,,,,,,,,,,
1027,Üldinfo,"Paekaare tn 74,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,4537520,valmis,2,,,52.5 m²,kinnine rõdu,,5,5,korteriomand,"trepikoda lukus,turvauks","mööbel,külmik",135 000 €,2 571.43 €/m²,"424 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,energiamärgis määramata,,1978,,Tehnosüsteemid,,"wc ja vannituba eraldi,pesumasin,dušš",,internet,,http://www.arcovara.ee/316912,,,,,,,,,,,,,,,,,Added_to_price,,
1028,Üldinfo,"E. Vilde tee 52,Mustamäe linnaosa, Tallinn, Harju maakond",5/27/2022,3651039,san remont tehtud,3,2,1,65.8 m²,rõdu,,2,9,korteriomand,videokaamerad,mööbel,183 500 €,2 788.75 €/m²,"577 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78405:501:0610,E,kivimaja,1972,panipaik,Tehnosüsteemid,keskküte,"dušš,wc ja vannituba eraldi,pesumasin",elektripliit,internet,tasuta parkimine,,,,jah,,,,,,,,,,,,,,,,
