,Üldinfo,aadress,date,ID,Seisukord,Tube,Magamistube,Vannitube,Üldpind,Rõdu,Rõdu pind,Korrus,Korruseid kokku,Omandiõigus,Turvasüsteem,Lisaväärtused,Hind,Hind / m²,Selle objekti kuumakse Luminoris,Tee kodu korda Luminori abil!,Hoone,Katastritunnus,Energiamärgis,Materjal,Ehitusaasta,Lisaruumid,Tehnosüsteemid,Küte,Sanitaar,Pliit,Side,Parkimine,Lisainfo,Ventilatsioon,Köögi pind,Lift,Katus,Kinnistu number,tasuta parkimine,Krunt,Suve kommunaalid,Talve kommunaalid,tasuline parkimine,Saadaval,Lisanduvad kommunaalid,Tagatisraha,KM,Sihtotstarve,Parkimiskohti,Lisanduvad kommunaalkulud,Maakleritasu,Piirangud
0,Üldinfo,"Hanijala tn 7,Haabersti linnaosa, Tallinn, Harju maakond",5/27/2022,1515806,"uus viimistlus,uusehitis,valmis,renoveeritud",4,3,1,94.5 m²,klaasitud rõdu,11.7,1,4,korteriomand,"trepikoda lukus,turvauks",mööbel,234 600 €,2 482.54 €/m²,"737 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78406:612:0026,D,"paneelmaja,kivimaja",2008,"panipaik,garderoob",Tehnosüsteemid,"keskküte,põrandaküte,gaasiküte","vann,dušš,tsentraalne kanalisatsioon",elektripliit,internet,,,,,,,,,,,,,,,,,,,,,
1,Üldinfo,"Malmi tn 3/2,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,4251587,,3,2,1,53.7 m²,,,2,4,,,,214 000 €,3 985.10 €/m²,"672 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78408:801:2040,C,kivimaja,1930,panipaik,Tehnosüsteemid,,,elektripliit,,,,,,,,,,,,,,,,,,,,,,
2,Üldinfo,"Jaama tn 3-11,Lagedi alevik, Rae vald, Harju maakond",5/27/2022,4535431,uusehitis,3,2,1,51.2 m²,rõdu,10.5,2,2,korteriomand,,mööbel,249 000 €,,"782 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,65301:001:5073,A,kivimaja,2022,panipaik,Tehnosüsteemid,maaküte,dušš,,,kindel parkimiskoht kinnistul,Uuri lähemalt,sundventilatsioon,,,,,,,,,,,,,,,,,,
3,Üldinfo,"Uus-Tatari tn 23,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,5766953,"valmis,uus viimistlus,renoveeritud,san remont tehtud",3,2,1,87 m²,prantsuse rõdu,,3,7,korteriomand,"turvauks,videokaamerad,trepikoda lukus","mööbel,mööbli võimalus",350 000 €,4 022.99 €/m²,"1 100 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:110:2820,D,"kivimaja,betoonmaja",2005,"kelder,panipaik,garderoob",Tehnosüsteemid,keskküte,"vann,dušš,wc ja vannituba eraldi",elektripliit,"digi-TV,internet","kindel parkimiskoht kinnistul,tasuta parkimine",,,20,jah,bituumen,,,,,,,,,,,,,,,
4,Üldinfo,"Pille tn 4/1, Uus-Veerenni,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,6521819,"uusehitis,valmis",3,2,1,65.9 m²,terrass,10.8,1,4,korteriomand,"videokaamerad,trepikoda lukus,turvauks","mööbel,Lemmikloomad lubatud,TV,külmik",350 000 €,5 311.08 €/m²,"1 100 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,B,paneelmaja,2021,panipaik,Tehnosüsteemid,"põrandaküte,keskküte","dušš,pesumasin,tsentraalne kanalisatsioon",elektripliit,"internet,digi-TV","tasuta parkimine,kindel parkimiskoht kinnistul,parkimiskoht maa-aluses garaažis",,sundventilatsioon,,,pvc,,,,,,,,,,,,,,,
5,Üldinfo,"Valdeku tn 6,Nõmme linnaosa, Tallinn, Harju maakond",5/27/2022,1169871,valmis,4,3,,133 m²,,,1,2,korteriomand,"trepikoda lukus,turvauks","mööbel,mööbli võimalus,külmik",350 000 €,2 631.58 €/m²,"1 100 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,,kivimaja,2007,panipaik,Tehnosüsteemid,"õhksoojuspump,põrandaküte,gaasiküte","dušš,saun,pesumasin,vann",,,,,,,,,0,jah,,,,,,,,,,,,,
6,Üldinfo,"Saue tn 7,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,4946185,renoveeritud,4,2,,93.6 m²,rõdu,,2,3,korteriomand,trepikoda lukus,"mööbel,mööbli võimalus,külmik",353 000 €,3 771.37 €/m²,"1 109 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,D,puitmaja,1935,panipaik,Tehnosüsteemid,"kamin,gaasiküte","pesumasin,vann,dušš",,,,,,,,,0,jah,,,,,,,,,,,,,
7,Üldinfo,"Heldri tee 53,Haabneeme alevik, Viimsi vald, Harju maakond",5/27/2022,3382387,,4,3,1,89.6 m²,rõdu,11.5,2,4,korteriomand,"trepikoda lukus,turvauks,turvasüsteem",mööbli võimalus,239 000 €,2 667.41 €/m²,"751 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,89001:010:3732,energiamärgis määramata,paneelmaja,2007,panipaik,Tehnosüsteemid,"keskküte,põrandaküte","dušš,pesumasin,tsentraalne kanalisatsioon,saun",elektripliit,"digi-TV,telefon,internet",kindel parkimiskoht kinnistul,,,,jah,,9942402,,,,,,,,,,,,,,
8,Üldinfo,"Soo tn 13,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,3559223,renoveeritud,3,1,,61 m²,,,1,2,kaasomand,turvauks,"mööbel,külmik",149 000 €,2 442.62 €/m²,"468 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,,puitmaja,1910,,Tehnosüsteemid,"põrandaküte,gaasiküte,kamin","dušš,saun,wc ja vannituba eraldi,pesumasin",,,,,,,,,0,,,,,,,,,,,,,,
9,Üldinfo,"Loitsu tn 4,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,3445786,renoveeritud,1,1,,32.8 m²,rõdu,,2,5,korteriomand,"trepikoda lukus,turvauks",külmik,99 000 €,3 018.29 €/m²,"311 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,D,paneelmaja,1981,panipaik,Tehnosüsteemid,"keskküte,põrandaküte","vann,pesumasin,dušš",,,,,,,,,0,,,,,,,,,,,,,,
10,Üldinfo,"Koskla tn 8,Kristiine linnaosa, Tallinn, Harju maakond",5/27/2022,3398843,valmis,2,1,,38.2 m²,,,,,korteriomand,trepikoda lukus,,99 000 €,2 591.62 €/m²,"311 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78407:701:7211,energiamärgis määramata,kivimaja,1961,,Tehnosüsteemid,,dušš,,,,,,,,,,,1597 m²,,,,,,,,,,,,
11,Üldinfo,"Kärneri tn 4, Rocca Al Mare,Haabersti linnaosa, Tallinn, Harju maakond",5/27/2022,6220340,valmis,4,3,,87.5 m²,rõdu,13.7,3,3,korteriomand,"naabrivalve,trepikoda lukus,turvauks",külmik,309 000 €,3 531.43 €/m²,"971 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,B,kivimaja,2018,panipaik,Tehnosüsteemid,"põrandaküte,kamin,gaasiküte","dušš,pesumasin",,"internet,telefon",,,,,jah,,,jah,,,,,,,,,,,,,
12,Üldinfo,"Kuristiku tn 1,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,3523280,renoveeritud,2,1,,58.5 m²,rõdu,24.7,4,4,korteriomand,"turvauks,naabrivalve,trepikoda lukus","mööbel,mööbli võimalus,külmik",265 000 €,4 529.91 €/m²,"833 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,energiamärgis määramata,kivimaja,2015,panipaik,Tehnosüsteemid,gaasiküte,"pesumasin,dušš",,"kaabel-TV,internet",,,,,jah,,,jah,,,,,,,,,,,,,
13,Üldinfo,"Aiandi tee 28,Viimsi alevik, Harju maakond",5/27/2022,6509143,valmis,2,1,,60.5 m²,,,3,3,,"trepikoda lukus,turvauks",mööbel,180 000 €,2 975.21 €/m²,"566 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,89001:010:1659,E,kivimaja,2008,panipaik,Tehnosüsteemid,"põrandaküte,keskküte","saun,boiler,pesumasin,dušš",elektripliit,"internet,kaabel-TV",,,,,,,,jah,,,,,,,,,,,,,
14,Üldinfo,"Raudtee tn 57,Nõmme linnaosa, Tallinn, Harju maakond",5/27/2022,2397488,valmis,3,2,,100.2 m²,,,3,3,korteriomand,"trepikoda lukus,naabrivalve,turvauks",,279 000 €,2 784.43 €/m²,"877 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78404:406:0111,,puitmaja,1927,panipaik,Tehnosüsteemid,"õhksoojuspump,kamin","pesumasin,boiler,dušš",elektripliit,"internet,kaabel-TV",,,,,,,,jah,,100,200,,,,,,,,,,
15,Üldinfo,"Viru tn 7, Vanalinn,Vanalinn, Tallinn, Harju maakond",5/27/2022,3784619,valmis,1,,,31.8 m²,,,3,4,korteriomand,"trepikoda lukus,naabrivalve",,155 000 €,4 874.21 €/m²,"487 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,energiamärgis määramata,kivimaja,1680,,Tehnosüsteemid,õhksoojuspump,dušš,,"internet,telefon",,,,,,,,,,90,220,jah,,,,,,,,,
16,Üldinfo,"Valdeku tn 6,Nõmme linnaosa, Tallinn, Harju maakond",5/27/2022,8638119,valmis,4,3,,133 m²,,,1,2,korteriomand,"trepikoda lukus,turvauks","mööbel,mööbli võimalus,külmik",350 000 €,2 631.58 €/m²,"1 100 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,,kivimaja,2007,panipaik,Tehnosüsteemid,"põrandaküte,õhksoojuspump,gaasiküte","dušš,pesumasin,saun,vann",,,,,,,,,0,jah,,,,,,,,,,,,,
17,Üldinfo,"Vasara tn 2c,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,8097942,valmis,2,1,,37.5 m²,,,4,4,korteriomand,trepikoda lukus,,105 000 €,2 800 €/m²,"330 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78408:808:2540,G,kivimaja,1965,panipaik,Tehnosüsteemid,gaasiküte,"pesumasin,dušš",,,,,,,,,,jah,,,,,,,,,,,,,
18,Üldinfo,"Tartu mnt 84a,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,4948727,valmis,4,3,,127 m²,,,5,14,korteriomand,"trepikoda lukus,videokaamerad","mööbel,mööbli võimalus,külmik",494 900 €,3 896.85 €/m²,"1 555 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:116:0190,F,kivimaja,2006,panipaik,Tehnosüsteemid,"keskküte,põrandaküte","pesumasin,dušš,vann,saun",,"internet,telefon,kaabel-TV",,,,,jah,,,jah,,,,,,,,,,,,,
19,Üldinfo,"Tähistaeva tn 8, Pärnaõue,Haabersti linnaosa, Tallinn, Harju maakond",5/27/2022,3245178,uusehitis,2,,,43.9 m²,rõdu,3.2,3,4,korteriomand,"trepikoda lukus,turvauks",,169 000 €,3 849.66 €/m²,"531 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78406:606:0038,C,kivimaja,2016,panipaik,Tehnosüsteemid,"põrandaküte,keskküte,gaasiküte","dušš,vann",,,,,,,,,,jah,,70,140,,,,,,,,,,
20,Üldinfo,"Vabaduse väljak 6,Vanalinn, Tallinn, Harju maakond",5/27/2022,8242467,renoveeritud,2,1,,79.2 m²,,,6,7,korteriomand,"turvauks,trepikoda lukus,naabrivalve",külmik,498 500 €,6 294.19 €/m²,"1 566 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:101:3250,energiamärgis määramata,kivimaja,1953,panipaik,Tehnosüsteemid,kombineeritud küte,"vann,dušš",,,,,,,jah,,,jah,,,,,,,,,,,,,
21,Üldinfo,"Siili tn 7a,Mustamäe linnaosa, Tallinn, Harju maakond",5/27/2022,2077392,valmis,2,1,,42.4 m²,,,3,5,korteriomand,"videokaamerad,trepikoda lukus,turvauks",mööbel,123 700 €,2 917.45 €/m²,"389 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78405:504:0060,F,,1985,panipaik,Tehnosüsteemid,keskküte,"pesumasin,vann,dušš",elektripliit,internet,,,sundventilatsioon,,,,11201501,,,,,,,,,,,,,,
22,Üldinfo,"Põõsa tee 1/1,Pirita linnaosa, Tallinn, Harju maakond",5/27/2022,6942682,valmis,4,3,,117.1 m²,rõdu,32,3,3,korteriomand,"naabrivalve,trepikoda lukus,turvauks","mööbel,külmik",479 000 €,4 090.52 €/m²,"1 505 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,C,kivimaja,2018,panipaik,Tehnosüsteemid,"keskküte,gaasiküte","saun,dušš,pesumasin,vann",,"kaabel-TV,internet",,,,,,,,jah,,150,350,,,,,,,,,,
23,Üldinfo,"Suve tn 2,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,7888900,valmis,3,2,,95.8 m²,,,3,7,korteriomand,"trepikoda lukus,naabrivalve,turvauks","mööbli võimalus,külmik",354 000 €,3 695.20 €/m²,"1 112 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78408:802:0057,B,kivimaja,2014,panipaik,Tehnosüsteemid,keskküte,"saun,vann",,"internet,kaabel-TV",,,,,jah,,,,,,,,,,,,,,,,
24,Üldinfo,"Kungla tn 4a, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,2309521,valmis,2,1,,36.9 m²,,,,2,korteriomand,"trepikoda lukus,turvauks","mööbel,külmik",139 900 €,3 791.33 €/m²,"440 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78408:801:4530,,,1910,panipaik,Tehnosüsteemid,gaasiküte,"vann,dušš,pesumasin",elektripliit,internet,,,,,,,,jah,,,,,,,,,,,,,
25,Üldinfo,"Suve tn 2,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,6761536,valmis,3,2,,95.8 m²,,,3,7,korteriomand,"trepikoda lukus,naabrivalve,turvauks","mööbli võimalus,külmik",354 000 €,3 695.20 €/m²,"1 112 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78408:802:0057,B,kivimaja,2014,panipaik,Tehnosüsteemid,keskküte,"saun,vann",,"internet,kaabel-TV",,,,,jah,,,,,,,,,,,,,,,,
26,Üldinfo,"Vabaduse väljak 6,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,4706134,renoveeritud,2,1,,79.2 m²,,,6,7,korteriomand,"trepikoda lukus,naabrivalve,turvauks",külmik,498 500 €,6 294.19 €/m²,"1 566 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:101:3250,energiamärgis määramata,kivimaja,1953,panipaik,Tehnosüsteemid,kombineeritud küte,"vann,dušš",,,,,,,jah,,,jah,,,,,,,,,,,,,
27,Üldinfo,"K. Kärberi tn 24,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,2263534,"renoveeritud,valmis,uus viimistlus",2,2,1,52.8 m²,"rõdu,terrass",,2,5,korteriomand,"trepikoda lukus,naabrivalve,turvauks",mööbel,151 000 €,2 859.85 €/m²,"474 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,E,paneelmaja,1984,kelder,Tehnosüsteemid,keskküte,,elektripliit,"internet,telefon,digi-TV",parkla,,,,,,,,,,,,,,,,,,,,
28,Üldinfo,"Spordi tn 28,Kristiine linnaosa, Tallinn, Harju maakond",5/27/2022,2951331,renoveeritud,2,1,1,49.8 m²,,,2,3,korteriomand,"trepikoda lukus,turvauks",mööbel,144 000 €,2 891.57 €/m²,"452 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78407:701:0472,energiamärgis määramata,kivimaja,,"kelder,panipaik",Tehnosüsteemid,keskküte,"dušš,pesumasin,tsentraalne kanalisatsioon,wc ja vannituba eraldi",elektripliit,"internet,digi-TV",kindel parkimiskoht kinnistul,,,,,plekk,,,,,,,,,,,,,,,
29,Üldinfo,"Teaduse tn 17,Saku alevik, Harju maakond",5/27/2022,8162598,renoveeritud,4,3,1,76.7 m²,rõdu,,3,3,korteriomand,,,179 000 €,2 333.77 €/m²,"562 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,C,kivimaja,1982,panipaik,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Üldinfo,"Poordi tn 3,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,1709411,uusehitis,3,2,,91.2 m²,rõdu,,4,6,korteriomand,"trepikoda lukus,videokaamerad,naabrivalve,turvauks",külmik,448 000 €,4 912.28 €/m²,"1 408 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:114:0062,A,kivimaja,2017,panipaik,Tehnosüsteemid,keskküte,"dušš,saun,wc ja vannituba eraldi",elektripliit,"internet,kaabel-TV",,,,,jah,,0,jah,,,,,,,,,,,,,
31,Üldinfo,"Sepa tn 20,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,5765554,uusehitis,4,3,,73.5 m²,rõdu,,1,5,korteriomand,"trepikoda lukus,turvauks,naabrivalve",külmik,425 000 €,5 782.31 €/m²,"1 335 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78408:808:0175,B,kivimaja,2019,panipaik,Tehnosüsteemid,"keskküte,põrandaküte","dušš,wc ja vannituba eraldi,vann",elektripliit,internet,,,,,jah,,0,jah,,,,,,,,,,,,,
32,Üldinfo,"Vase tn 4, Kadriorg,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,1435430,uusehitis,3,2,,49.1 m²,,,2,4,korteriomand,"turvauks,trepikoda lukus","mööbel,külmik",189 900 €,3 867.62 €/m²,"597 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:113:1990,F,kivimaja,1940,,Tehnosüsteemid,"keskküte,põrandaküte","dušš,pesumasin",,internet,,,,,,,,jah,,,,,,,,,,,,,
33,Üldinfo,"Pärnu mnt 107,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,5764595,valmis,2,1,,38.7 m²,,,3,5,korteriomand,trepikoda lukus,"mööbli võimalus,külmik",130 000 €,3 359.17 €/m²,"408 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:118:2160,F,kivimaja,1964,,Tehnosüsteemid,gaasiküte,"dušš,pesumasin,boiler",,,,,,,,,0,jah,,,,,,,,,,,,,
34,Üldinfo,"Graniidi tn 33,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,4050305,,3,1,,62.3 m²,,,1,2,korteriomand,"trepikoda lukus,naabrivalve",,139 900 €,2 245.59 €/m²,"440 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78408:801:5900,energiamärgis määramata,puitmaja,1901,panipaik,Tehnosüsteemid,gaasiküte,"dušš,wc ja vannituba eraldi",elektripliit,,,,,,,,0,jah,,,,,,,,,,,,,
35,Üldinfo,"Selise tn 26,Haabersti linnaosa, Tallinn, Harju maakond",5/27/2022,1077577,valmis,3,2,,99.1 m²,rõdu,30.9,3,3,korteriomand,"trepikoda lukus,naabrivalve,turvauks","mööbel,mööbli võimalus,külmik",549 000 €,5 539.86 €/m²,"1 725 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78406:611:9350,energiamärgis määramata,kivimaja,2007,panipaik,Tehnosüsteemid,gaasiküte,"dušš,vann,pesumasin,saun",,"internet,kaabel-TV",,,,,jah,,,jah,,,,,,,,,,,,,
36,Üldinfo,"Vene tn 4,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,5234586,renoveeritud,4,2,,138.4 m²,,,4,5,korteriomand,"naabrivalve,trepikoda lukus,turvauks","mööbel,mööbli võimalus,külmik",749 000 €,5 411.85 €/m²,"2 353 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,energiamärgis määramata,kivimaja,1409,,Tehnosüsteemid,"kamin,keskküte","saun,vann,dušš,pesumasin",,"internet,kaabel-TV",,,,,jah,,,,,,,,,,,,,,,,
37,Üldinfo,"Päevalille tn 6-90, Rocca Towers,Haabersti linnaosa, Tallinn, Harju maakond",5/27/2022,7429066,uusehitis,2,1,1,66.5 m²,,,18,18,korteriomand,"trepikoda lukus,turvauks",,349 900 €,5 261.65 €/m²,"1 099 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,C,paneelmaja,2022,panipaik,Tehnosüsteemid,"põrandaküte,keskküte",dušš,,"internet,kaabel-TV",,,,,jah,,,,,,,jah,,,,,,,,,
38,Üldinfo,"R. Tobiase tn 9, Raua,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,1728782,"uus viimistlus,valmis,uusehitis",3,2,1,83.8 m²,"terrass,rõdu",18,1,6,korteriomand,"turvasüsteem,videokaamerad,trepikoda lukus,turvauks",kinnine hoov,409 900 €,4 891.41 €/m²,"1 288 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:101:1906,B,betoonmaja,2019,"kelder,panipaik",Tehnosüsteemid,"keskküte,põrandaküte","wc ja vannituba eraldi,pesumasin,dušš,tsentraalne kanalisatsioon,vann",elektripliit,"internet,telefon,digi-TV","tasuta parkimine,parkimiskoht maa-aluses garaažis",,kliimaseade,,jah,bituumen,,,,,,,,,,,,,,,
39,Üldinfo,"Nõlvaku tee 2,Kolga alevik, Kuusalu vald, Harju maakond",5/27/2022,1916034,uusehitis,4,3,,144.9 m²,rõdu,12.2,,2,korteriomand,"trepikoda lukus,naabrivalve,videokaamerad,turvauks",,190 000 €,1 311.25 €/m²,"597 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,35203:002:0199,,puitmaja,2016,panipaik,Tehnosüsteemid,"põrandaküte,maaküte","wc ja vannituba eraldi,dušš",,kaabel-TV,,,,,,,,jah,,,100,,,,,,,,,,
40,Üldinfo,"Kadaka tee 90-10, Mäepealse,Haabersti linnaosa, Tallinn, Harju maakond",5/27/2022,8601482,uusehitis,4,3,,82.5 m²,rõdu,4.6,3,4,korteriomand,"naabrivalve,trepikoda lukus",,279 900 €,3 392.73 €/m²,"879 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78406:604:0022,B,kivimaja,2022,panipaik,Tehnosüsteemid,"põrandaküte,keskküte","vann,wc ja vannituba eraldi,dušš",elektripliit,"telefon,internet,kaabel-TV",,,,,jah,,1067101,jah,,,,,,,,,,,,,
41,Üldinfo,"Kadaka tee 90-12, Mäepealse,Haabersti linnaosa, Tallinn, Harju maakond",5/27/2022,8825633,uusehitis,2,1,,45.6 m²,rõdu,4.7,3,4,korteriomand,"trepikoda lukus,naabrivalve",,186 900 €,4 098.68 €/m²,"587 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78406:604:0022,B,kivimaja,2022,panipaik,Tehnosüsteemid,"keskküte,põrandaküte",dušš,elektripliit,"internet,kaabel-TV,telefon",,,,,jah,,1067101,jah,,,,,,,,,,,,,
42,Üldinfo,"Kadaka tee 90-1, Mäepealse,Haabersti linnaosa, Tallinn, Harju maakond",5/27/2022,7924915,uusehitis,4,3,,75.6 m²,rõdu,19.6,1,4,korteriomand,"trepikoda lukus,naabrivalve",,258 900 €,3 424.60 €/m²,"813 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78406:604:0022,B,kivimaja,2022,panipaik,Tehnosüsteemid,"keskküte,põrandaküte","dušš,wc ja vannituba eraldi,vann",elektripliit,"internet,kaabel-TV,telefon",,,,,jah,,1067101,jah,,,,,,,,,,,,,
43,Üldinfo,"Kari tn 20,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",5/27/2022,3746482,valmis,1,1,1,27 m²,,,3,,korteriomand,"trepikoda lukus,videokaamerad,turvauks","mööbel,külmik",95 000 €,3 518.52 €/m²,"298 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,,energiamärgis määramata,plokkmaja,1970,"kelder,panipaik",Tehnosüsteemid,keskküte,"pesumasin,wc ja vannituba eraldi,tsentraalne kanalisatsioon,vann",gaasipliit,internet,,,,,,liist,,,,,,,07.03.2019,kõik kommunaalteenused,740,,,,,,
44,Üldinfo,"Siili tn 13-13,Mustamäe linnaosa, Tallinn, Harju maakond",5/27/2022,5685243,"valmis,vajab renoveerimist",3,2,1,71.3 m²,klaasitud rõdu,,1,5,korteriomand,trepikoda lukus,,155 000 €,2 173.91 €/m²,"487 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78405:504:0001,D,kivimaja,1988,kelder,Tehnosüsteemid,keskküte,"wc ja vannituba eraldi,dušš,pesumasin,tsentraalne kanalisatsioon",elektripliit,,"garaaž
",,,,,,,,,,,,,,,,,,,,
45,Üldinfo,"Kaupmehe tn 14,Kesklinna linnaosa, Tallinn, Harju maakond",5/27/2022,6681552,"uus viimistlus,uusehitis,valmimisjärgus",7,4,3,183.5 m²,,,2,6,korteriomand,"trepikoda lukus,naabrivalve,turvasüsteem,turvauks",mööbel,1 055 000 €,5 749.32 €/m²,"3 315 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78401:105:0440,E,kivimaja,1936,,Tehnosüsteemid,keskküte,"dušš,tsentraalne kanalisatsioon,konditsioneer",elektripliit,"internet,digi-TV",parkimiskoht puudub,,"konditsioneer,sundventilatsioon",,jah,plekk,,,,,,,01.06.2022,,,,,,,,
46,Üldinfo,"Ümera tn 52,Lasnamäe linnaosa, Tallinn, Harju maakond",5/27/2022,6716148,renoveeritud,3,2,1,52.8 m²,kinnine rõdu,,4,5,korteriomand,trepikoda lukus,,132 900 €,2 517.05 €/m²,"418 €/kuu,Küsi laenupakkumist","Remondilaen kuni ,20 000€,Küsi laenupakkumist",Hoone,78403:309:0005,E,,1987,,Tehnosüsteemid,keskküte,wc ja vannituba eraldi,elektripliit,,,,,,,,,,,,,,,,,,,,,,
