,rooms,floors,area_outside,area,link,address,maakond
695,2,14/15,,38.5 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-paevalille-tn/8451760,"Päevalille tn 4,Haabersti linnaosa, Tallinn, Harju maakond",harju
696,2,8/15,,38.5 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-paevalille-tn/7514693,"Päevalille tn 4,Haabersti linnaosa, Tallinn, Harju maakond",harju
697,2,1/2,,55 m²,https://city24.ee/real-estate/apartments-for-sale/saue-vald-laagri-alevik-nolvaku-tn/5125915,"Nõlvaku tn 9,Laagri alevik, Saue vald, Harju maakond",harju
698,3,5/5,,61.8 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kolde-pst/pcc6dh,"Kolde pst 74,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
699,3,5/9,,65 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-nomme-linnaosa-nelgi-tn/2454438,"Nelgi tn 31,Nõmme linnaosa, Tallinn, Harju maakond",harju
700,3,3/9,,66.3 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-e-vilde-tee/5758402,"E. Vilde tee 52,Mustamäe linnaosa, Tallinn, Harju maakond",harju
701,2,1/1,,41.3 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-kivimurru-tn/3262803,"Kivimurru tn 12,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
702,2,4/7,,51 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-kadaka-pst/5167274,"Kadaka pst 169a,Mustamäe linnaosa, Tallinn, Harju maakond",harju
703,2,,,65.6 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-erika-tn/6826990,"Erika tn 15,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
704,2,,,56.4 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-maleva-tn/3006865,"Maleva tn 1,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
705,1,2/2,,Väljaostmise võimalus,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-rohu-tn/4268121,"Rohu tn 18,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
706,2,4/5,,54 m²,https://city24.ee/real-estate/apartments-for-sale/joelahtme-vald-kostivere-alevik-liukivi-poik/6614627,"Liukivi põik 6,Kostivere alevik, Jõelähtme vald, Harju maakond",harju
707,2,2/3,,59 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-nomme-linnaosa-voolu-tn/6996505,"Voolu tn 5,Nõmme linnaosa, Tallinn, Harju maakond",harju
708,2,5/5,,47 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-oismae-tee/7903940,"Õismäe tee 65,Haabersti linnaosa, Tallinn, Harju maakond",harju
709,2,2/2,,66.1 m²,https://city24.ee/real-estate/apartments-for-sale/viimsi-vald-parnamae-kula-pollu-tee/5613830,"Põllu tee 11,Pärnamäe küla, Viimsi vald, Harju maakond",harju
710,2,5/5,,34.8 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-erika-tn/1737135,"Erika tn 5a, Kalamaja,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
711,3,8/8,,84.4 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-tartu-mnt/1622811,"Tartu mnt 56,Kesklinna linnaosa, Tallinn, Harju maakond",harju
712,5,1/3,,90.4 m²,https://city24.ee/real-estate/apartments-for-sale/rae-vald-peetri-alevik-jarvesalu-tee/5049181,"Järvesalu tee 14-1,Peetri alevik, Rae vald, Harju maakond",harju
713,3,2/9,,60.7 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-aiandi-tn/8864971,"Aiandi tn 8/1,Mustamäe linnaosa, Tallinn, Harju maakond",harju
714,1,1/5,,30.5 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-ehitajate-tee/9236098,"Ehitajate tee 37,Mustamäe linnaosa, Tallinn, Harju maakond",harju
715,1,4/4,,18.3 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-sikupilli/4426861,"Sikupilli 3,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
716,2,1/3,,69.3 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-padriku-tee/7187060,"Padriku tee 11/1,Pirita linnaosa, Tallinn, Harju maakond",harju
717,2,4/5,,51.1 m²,https://city24.ee/real-estate/apartments-for-sale/viimsi-vald-haabneeme-alevik-heki-tee/6171175,"Heki tee 14,Haabneeme alevik, Viimsi vald, Harju maakond",harju
718,2,1/4,,40.8 m²,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-kehra-linn-aia-tn/1034067,"Aia tn 11-1,Kehra linn, Harju maakond",harju
719,1,6/9,,32.7 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-paekaare-tn/1163694,"Paekaare tn 42,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
720,2,2/5,,42.3 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-toostuse-tn/7978799,"Tööstuse tn 91,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
721,3,3/4,,91.5 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-soo-tn/6810557,"Soo tn 1b/3,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
722,3,8/9,,45 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-peterburi-tee/4725813,"Peterburi tee 14,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
723,4,7/9,,65 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-punane-tn/5113059,"Punane tn 33,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
724,2,1/6,,49.4 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-kotkapoja-tn/3306731,"Kotkapoja tn 2,Kristiine linnaosa, Tallinn, Harju maakond",harju
725,2,4/9,,49.9 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-anni-tn/2664019,"Anni tn 8,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
726,2,5/14,,56.6 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-paepargi-tn/2670920,"Paepargi tn 51,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
727,3,3/5,,47.8 m²,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-paldiski-linn-rae-tn/6662287,"Rae tn 31,Paldiski linn, Harju maakond",harju
728,1,3/5,,30 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-mustamae-tee/2482434,"Mustamäe tee 201,Mustamäe linnaosa, Tallinn, Harju maakond",harju
729,3,5/5,,60.2 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-mustamae-tee/3049081,"Mustamäe tee 151-88,Mustamäe linnaosa, Tallinn, Harju maakond",harju
730,4,4/8,,73.4 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-aiandi-tn/4002329,"Aiandi tn 7,Mustamäe linnaosa, Tallinn, Harju maakond",harju
731,3,2/5,,58 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-seebi-tn/2687478,"Seebi tn 30,Kristiine linnaosa, Tallinn, Harju maakond",harju
732,1,2/5,,12 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-sole-tn/1165181,"Sõle tn 18,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
733,2,2/5,,43.8 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-toostuse-tn/6564985,"Tööstuse tn 85,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
734,3,14/15,,83 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-parnu-mnt/7810782,"Pärnu mnt 110, Kitseküla,Kesklinna linnaosa, Tallinn, Harju maakond",harju
735,2,5/6,,49.2 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-lennusadama-tn/6633760,"Lennusadama tn 3/2,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
736,3,7/9,,49.6 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-linnamae-tee/8928208,"Linnamäe tee 43-63,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
737,2,1/9,,49.7 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-nomme-tee/5008941,"Nõmme tee 11,Kristiine linnaosa, Tallinn, Harju maakond",harju
738,2,1/5,,47 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-oismae-tee/6856113,"Õismäe tee 49,Haabersti linnaosa, Tallinn, Harju maakond",harju
739,2,,,37.1 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-mustakivi-tee/4088353,"Mustakivi tee 25,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
740,2,2/5,,52.8 m²,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-saku-alevik-kannikese-tn/1512031,"Kannikese tn 10,Saku alevik, Harju maakond",harju
741,7,2/6,,183.5 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-kaupmehe-tn/3359424,"Kaupmehe tn 14,Kesklinna linnaosa, Tallinn, Harju maakond",harju
742,4,,,92 m²,https://city24.ee/real-estate/apartments-for-sale/rae-vald-peetri-alevik-kopli-tee/1171258,"Kopli tee 40,Peetri alevik, Rae vald, Harju maakond",harju
743,3,2/8,,65.4 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-astangu-tn/7266888,"Astangu tn 19/3-143,Haabersti linnaosa, Tallinn, Harju maakond",harju
744,1,1/9,,32.4 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-paasiku-tn/2392848,"Paasiku tn,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
745,2,4/6,,Väljaostmise võimalus,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-maepealse-tn/7643003,"Mäepealse tn 4,Mustamäe linnaosa, Tallinn, Harju maakond",harju
746,2,3/3,,30 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-madara-tn/7533754,"Madara tn 13a,Kristiine linnaosa, Tallinn, Harju maakond",harju
747,3,1/9,,65 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-umera-tn/6243274,"Ümera tn 25-40,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
748,3,13/30,,68.3 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-tornimae-tn/6193987,"Tornimäe tn 7,Kesklinna linnaosa, Tallinn, Harju maakond",harju
749,3,2/9,,67 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-oismae-tee/7167489,"Õismäe tee 20,Haabersti linnaosa, Tallinn, Harju maakond",harju
750,4,1/9,,80.4 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-pikri-tn/1313278,"Pikri tn 3,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
751,4,,,84.2 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-vana-rannamoisa-tee/3533853,"Vana-Rannamõisa tee 1f/5,Haabersti linnaosa, Tallinn, Harju maakond",harju
752,3,5/5,,81 m²,https://city24.ee/real-estate/apartments-for-sale/viimsi-vald-haabneeme-alevik-heki-tee/2935804,"Heki tee 6-81,Haabneeme alevik, Viimsi vald, Harju maakond",harju
753,3,,,65.5 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-k-karberi-tn/1057341,"K. Kärberi tn 39,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
754,2,3/5,,47.3 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-sopruse-pst/7075572,"Sõpruse pst 236,Mustamäe linnaosa, Tallinn, Harju maakond",harju
755,3,8/9,,63.7 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-kalevipoja-poik/8540059,"Kalevipoja põik 5,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
756,3,1/5,,63.4 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-astangu-tn/6028584,"Astangu tn 56,Haabersti linnaosa, Tallinn, Harju maakond",harju
757,2,2/2,,55 m²,https://city24.ee/real-estate/apartments-for-sale/viimsi-vald-parnamae-kula-johvika-tee/8481579,"Jõhvika tee 4,Pärnamäe küla, Viimsi vald, Harju maakond",harju
758,3,1/9,,67.9 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-pae-tn/3746438,"Pae tn 84,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
759,2,9/9,,36.7 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-virbi-tn/8297550,"Virbi tn 18,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
760,4,1/5,,73.5 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-sepa-tn/1781862,"Sepa tn, Kopli Liinid,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
761,3,3/5,,69 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-tartu-mnt/1965375,"Tartu mnt 6,Kesklinna linnaosa, Tallinn, Harju maakond",harju
762,2,1/5,,39.4 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-k-karberi-tn/6783708,"K. Kärberi tn 7,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
763,3,4/9,,49.3 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-raadiku-tn/5661010,"Raadiku tn 4,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
764,4,2/5,,92.7 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-nomme-linnaosa-paaskula-tn/2734593,"Pääsküla tn 10,Nõmme linnaosa, Tallinn, Harju maakond",harju
765,1,4/5,,30.2 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-ehitajate-tee/5784502,"Ehitajate tee 56,Mustamäe linnaosa, Tallinn, Harju maakond",harju
766,4,4/4,,88.3 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-paepargi-tn/2893817,"Paepargi tn 37,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
767,2,2/5,,47.1 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-kolde-pst/4735173,"Kolde pst 84,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
768,1,1/5,,12 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-nomme-linnaosa-valdeku-tn/5934795,"Valdeku tn 105,Nõmme linnaosa, Tallinn, Harju maakond",harju
769,4,1/5,,78 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-paekaare-tn/1264166,"Paekaare tn 26,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
770,2,3/9,,50 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-mahtra-tn/9123544,"Mahtra tn 9,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
771,2,4/5,,47.2 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-astangu-tn/3519321,"Astangu tn 20,Haabersti linnaosa, Tallinn, Harju maakond",harju
772,3,8/9,,99 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-karsti-tn/3205680,"Karsti tn 7,Mustamäe linnaosa, Tallinn, Harju maakond",harju
773,4,7/9,,79 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-linnamae-tee/6557930,"Linnamäe tee 79-26,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
774,2,3/3,,52.1 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-turnpu/6055255,"Türnpu 3-10,Kesklinna linnaosa, Tallinn, Harju maakond",harju
775,2,1/5,,44.1 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-mustamae-tee/4590239,"Mustamäe tee 124,Mustamäe linnaosa, Tallinn, Harju maakond",harju
776,2,4/5,,41 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-tuukri-tn/1650997,"Tuukri tn 15,Kesklinna linnaosa, Tallinn, Harju maakond",harju
777,2,4/9,,44 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-mustamae-tee/2266163,"Mustamäe tee 141,Kristiine linnaosa, Tallinn, Harju maakond",harju
778,3,3/3,,90.1 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-asula-tn/5387192,"Asula tn 10,Kesklinna linnaosa, Tallinn, Harju maakond",harju
779,3,3/5,,66.5 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-oismae-tee/7594579,"Õismäe tee 127,Haabersti linnaosa, Tallinn, Harju maakond",harju
780,3,7/9,,65.1 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-kalevipoja-poik/8585146,"Kalevipoja põik 1,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
781,2,2/5,,43.9 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-saase-tn/3671179,"Sääse tn 13,Mustamäe linnaosa, Tallinn, Harju maakond",harju
782,2,,,44.4 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-paevalille-6-71/5051641,"Päevalille 6-71 6-71,Mustamäe linnaosa, Tallinn, Harju maakond",harju
783,1,2/3,,24.8 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-valgevase-tn/1255576,"Valgevase tn 4,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
784,3,1/5,,47.8 m²,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-paldiski-linn-sadama-tn/5977533,"Sadama tn 15,Paldiski linn, Harju maakond",harju
785,3,1/9,,68.4 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-oismae-tee/2453402,"Õismäe tee 38,Haabersti linnaosa, Tallinn, Harju maakond",harju
786,3,1/12,,66 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-mustakivi-tee/3883743,"Mustakivi tee 25,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
787,2,,,52 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-j-koorti-tn/4080507,"J. Koorti tn 19,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
788,3,3/6,,70.5 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-sopruse-pst/5492088,"Sõpruse pst 170,Kristiine linnaosa, Tallinn, Harju maakond",harju
789,3,5/5,,79.5 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-lastekodu-tn/3363880,"Lastekodu tn 23,Kesklinna linnaosa, Tallinn, Harju maakond",harju
790,2,8/12,,59.2 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-tartu-mnt/4356093,"Tartu mnt 18,Kesklinna linnaosa, Tallinn, Harju maakond",harju
791,3,2/5,,66.8 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-mahtra-tn/3705421,"Mahtra tn 30,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
792,2,4/4,,43.6 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-vanalinn-vene-tn/9099078,"Vene tn 1,Vanalinn, Tallinn, Harju maakond",harju
793,3,2/3,,70 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-oja-tn/3465701,"Oja tn 85, Tiskre,Haabersti linnaosa, Tallinn, Harju maakond",harju
794,2,1/5,,55.2 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-mingi-tn/2963646,"Mingi tn 5,Kristiine linnaosa, Tallinn, Harju maakond",harju
795,3,4/5,,63.6 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-videviku-tn/2199395,"Videviku tn 29,Kesklinna linnaosa, Tallinn, Harju maakond",harju
796,2,2/4,,37.5 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-saku-tn/1369662,"Saku tn 9,Kesklinna linnaosa, Tallinn, Harju maakond",harju
797,4,4/5,,124 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kadriorg-raua-poik/3824695,"Raua põik 5,Kadriorg, Tallinn, Harju maakond",harju
798,3,1/9,,65.9 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-jarveotsa-tee/8906526,"Järveotsa tee 9-1,Haabersti linnaosa, Tallinn, Harju maakond",harju
799,3,2/5,,51 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pohja-tallinna-linnaosa-tehnika-tn/4854008,"Tehnika tn 15a-3,Põhja-Tallinna linnaosa, Tallinn, Harju maakond",harju
800,3,3/5,,72.8 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-kase-tn/8063001,"Kase tn 68/2,Pirita linnaosa, Tallinn, Harju maakond",harju
801,3,2/2,,78.1 m²,https://city24.ee/real-estate/apartments-for-sale/turi-vald-turi-linn-tallinna-tn/3264053,"Tallinna tn 29,Türi linn, Türi vald, Järva maakond",harju
802,3,3/6,,76.5 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-narva-mnt/pc99ch,"Narva mnt 9,Kesklinna linnaosa, Tallinn, Harju maakond",harju
803,2,,,39.3 m²,https://city24.ee/real-estate/apartments-for-sale/ida-viru-maakond-johvi-linn-hariduse-tn2/8125044,"Hariduse tn2 2,Jõhvi linn, Ida-Viru maakond",harju
804,1,1/5,,32.7 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-vilisuu-tn/7752002,"Vilisuu tn 2-17,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
805,3,3/9,,70.1 m²,https://city24.ee/real-estate/apartments-for-sale/harju-maakond-tallinn-mustamae-linnaosa/2226628,"Sõpruse pst 214,Mustamäe linnaosa, Tallinn, Harju maakond",harju
806,3,1/3,,90.1 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-padriku-tee/3946273,"Padriku tee 14/2,Pirita linnaosa, Tallinn, Harju maakond",harju
807,2,,,55 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-vanalinn-uus-tn/4742833,"Uus tn 24,Vanalinn, Tallinn, Harju maakond",harju
808,2,3/5,,32.8 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-pae-tn/8667818,"Pae tn 39-53,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
809,2,,,45 m²,https://city24.ee/real-estate/apartments-for-sale/saue-vald-laitse-kula-kastani-tee/5001076,"Kastani tee 6-10,Laitse küla, Saue vald, Harju maakond",harju
810,3,1/5,,67 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-sopruse-pst/4819256,"Sõpruse pst 233,Mustamäe linnaosa, Tallinn, Harju maakond",harju
811,3,2/5,,65.4 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-kase-tn/6414691,"Kase tn 68/1,Pirita linnaosa, Tallinn, Harju maakond",harju
812,3,1/4,,107.4 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-pirita-linnaosa-padriku-tee/1157566,"Padriku tee 4/1,Pirita linnaosa, Tallinn, Harju maakond",harju
813,2,1/3,,64 m²,https://city24.ee/real-estate/apartments-for-sale/parnu-linn-kesklinn-louna-tn/4025462,"Lõuna tn 12, Kesklinn,Pärnu linn, Pärnu maakond",harju
814,3,,,52 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-peterburi-tee-76/3775697,"Peterburi tee 76 76,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
815,3,,,74.2 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-mustamae-linnaosa-ehitajate-tee/6726133,"Ehitajate tee 68a,Mustamäe linnaosa, Tallinn, Harju maakond",harju
816,4,3/3,,77.9 m²,https://city24.ee/real-estate/apartments-for-sale/viimsi-vald-haabneeme-alevik-mereranna-tee/2564267,"Mereranna tee 4,Haabneeme alevik, Viimsi vald, Harju maakond",harju
817,4,5/5,,256 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-koidu-tn/1759504,"Koidu tn 100-21,Kesklinna linnaosa, Tallinn, Harju maakond",harju
818,2,2/3,,43 m²,https://city24.ee/real-estate/apartments-for-sale/turi-vald-turi-linn-tallinna-tn/5365980,"Tallinna tn 5,Türi linn, Türi vald, Järva maakond",harju
819,2,2/2,,50.2 m²,https://city24.ee/real-estate/apartments-for-sale/rapla-maakond-rapla-vald-kabala-kula/7453158,"Kabala küla, Rapla vald, Rapla maakond",harju
820,3,2/5,,56 m²,https://city24.ee/real-estate/apartments-for-sale/voru-maakond-voru-linn-laane-tn/6573824,"Laane tn 6-4,Võru linn, Võru maakond",harju
821,3,2/6,,88.1 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-gonsiori-tn/6146400,"Gonsiori tn 29,Kesklinna linnaosa, Tallinn, Harju maakond",harju
822,3,,,80.5 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-taludevahe-tn/4268391,"Taludevahe tn 116, Tiskre,Haabersti linnaosa, Tallinn, Harju maakond",harju
823,1,5/5,,34 m²,https://city24.ee/real-estate/apartments-for-sale/narva-linn-kesklinn-tallinna-mnt-/9108460,"Tallinna mnt  36,Kesklinn, Narva linn, Ida-Viru maakond",harju
824,1,4/8,,Väljaostmise võimalus,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-mardi-tn/5293857,"Mardi tn 6,Kesklinna linnaosa, Tallinn, Harju maakond",harju
825,2,3/3,,54.1 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kristiine-linnaosa-jarve-tn/5738207,"Järve tn 48,Kristiine linnaosa, Tallinn, Harju maakond",harju
826,2,1/3,,60.4 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-haabersti-linnaosa-hansu-tn/9160296,"Hansu tn 1-1,Haabersti linnaosa, Tallinn, Harju maakond",harju
827,4,3/5,,77.6 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-lasnamae-linnaosa-sinimae-tn/7489201,"Sinimäe tn 16-25,Lasnamäe linnaosa, Tallinn, Harju maakond",harju
828,3,,,65.1 m²,https://city24.ee/real-estate/apartments-for-sale/tallinn-kesklinna-linnaosa-narva-mnt2/8950693,"Narva mnt.2 31,Kesklinna linnaosa, Tallinn, Harju maakond",harju
